freq,items
0.59,29;10;98;?;?;?;?
0.48,20;75;28;98;?;?;?
0.71,20;75;212;?;?;?;?
0.47,12;28;8;?;?;?;?
0.55,28;67;19;98;?;?;?
0.43,20;19;28;?;?;?;?
0.46,88;10;10;98;?;?;?
0.41,12;67;19;98;?;?;?
0.41,14;19;28;98;?;?;?
0.4,29;28;10;10;?;?;?
0.45,29;10;19;10;?;?;?
0.45,28;28;19;19;98;?;?
0.45,20;28;10;10;98;?;?
0.42,29;19;28;67;98;?;?
0.43,20;75;212;67;?;?;?
0.48,14;67;10;98;?;?;?
0.49,20;19;10;67;?;?;?
0.45,28;10;19;10;?;?;?
0.4,12;10;19;67;98;?;?
0.48,29;10;67;19;?;?;?
0.51,14;67;98;?;?;?;?
0.45,12;28;19;67;98;?;?
0.47,20;75;19;10;?;?;?
0.44,75;28;17;?;?;?;?
0.42,75;212;10;98;?;?;?
0.54,20;212;25;?;?;?;?
0.47,20;88;212;28;?;?;?
0.43,14;75;29;17;?;?;?
0.44,20;75;28;8;?;?;?
0.49,20;75;28;67;?;?;?
0.41,88;10;10;67;98;?;?
0.44,29;10;28;98;?;?;?
0.47,14;28;67;10;98;?;?
0.41,28;17;28;?;?;?;?
0.42,212;67;98;?;?;?;?
0.51,20;28;28;98;?;?;?
0.48,20;75;19;19;?;?;?
0.4,29;67;28;98;?;?;?
0.46,14;28;10;19;?;?;?
0.47,14;19;10;67;98;?;?
0.52,28;63;8;?;?;?;?
0.59,75;212;28;?;?;?;?
0.42,88;28;19;10;98;?;?
0.41,212;19;10;?;?;?;?
0.46,20;75;19;10;98;?;?
0.42,19;28;19;?;?;?;?
0.51,20;212;17;?;?;?;?
0.42,12;10;10;67;?;?;?
0.41,20;212;67;67;98;?;?
0.41,20;29;19;19;?;?;?
0.43,14;29;28;19;?;?;?
0.47,75;10;10;98;?;?;?
0.5,29;28;19;10;?;?;?
0.4,14;75;28;67;10;98;?
0.42,88;212;19;67;?;?;?
0.49,20;75;10;67;?;?;?
0.42,14;29;19;10;?;?;?
0.57,29;28;67;98;?;?;?
0.41,75;10;67;67;?;?;?
0.44,14;75;19;19;98;?;?
0.57,10;19;98;?;?;?;?
0.41,28;28;28;19;98;?;?
0.41,75;212;67;67;98;?;?
0.45,14;212;28;28;?;?;?
0.4,12;29;8;?;?;?;?
0.52,29;28;67;67;?;?;?
0.58,29;19;10;?;?;?;?
0.43,29;10;67;10;67;?;?
0.42,75;212;19;98;?;?;?
0.4,20;212;28;10;67;?;?
0.47,88;212;25;63;?;?;?
0.5,14;28;67;67;98;?;?
0.43,14;88;25;?;?;?;?
0.57,75;25;63;?;?;?;?
0.46,28;8;8;?;?;?;?
0.51,20;75;212;17;?;?;?
0.41,88;212;19;67;98;?;?
0.52,20;75;25;17;?;?;?
0.5,14;28;28;98;?;?;?
0.41,14;29;28;19;98;?;?
0.46,14;10;10;67;98;?;?
0.41,14;212;19;67;?;?;?
0.58,28;19;10;67;98;?;?
0.47,29;28;28;19;?;?;?
0.62,28;28;28;?;?;?;?
0.4,14;75;29;25;63;?;?
0.42,14;75;212;10;?;?;?
0.42,75;10;19;67;?;?;?
0.55,29;28;10;67;?;?;?
0.54,10;67;67;98;?;?;?
0.47,14;75;28;19;?;?;?
0.41,14;75;19;10;67;98;?
0.44,20;28;67;10;67;?;?
0.43,20;88;212;25;?;?;?
0.61,28;19;19;98;?;?;?
0.48,14;19;10;67;?;?;?
0.44,20;75;28;67;10;?;?
0.55,12;29;63;?;?;?;?
0.52,29;25;28;?;?;?;?
0.4,14;75;88;212;?;?;?
0.49,20;75;67;?;?;?;?
0.5,20;14;17;?;?;?;?
0.4,20;29;19;19;98;?;?
0.41,20;212;19;19;?;?;?
0.4,14;75;10;10;67;?;?
0.41,14;75;212;67;?;?;?
0.52,20;10;10;?;?;?;?
0.4,28;67;28;67;98;?;?
0.41,28;19;28;19;?;?;?
0.52,75;25;17;?;?;?;?
0.57,20;25;17;?;?;?;?
0.42,12;10;10;67;98;?;?
0.47,10;67;10;67;?;?;?
0.42,14;212;25;17;?;?;?
0.46,12;212;25;63;?;?;?
0.41,14;212;28;67;98;?;?
0.45,14;75;10;67;98;?;?
0.47,20;75;28;10;98;?;?
0.4,20;29;19;10;98;?;?
0.48,14;28;19;19;98;?;?
0.48,12;10;67;?;?;?;?
0.48,12;88;28;28;?;?;?
0.57,29;28;98;?;?;?;?
0.45,20;212;10;?;?;?;?
0.47,28;67;19;67;?;?;?
0.63,67;67;98;?;?;?;?
0.46,20;28;10;19;98;?;?
0.57,14;75;17;?;?;?;?
0.43,29;25;17;8;?;?;?
0.44,14;75;28;19;98;?;?
0.47,12;28;67;98;?;?;?
0.63,10;10;98;?;?;?;?
0.46,12;28;19;98;?;?;?
0.41,75;212;19;67;98;?;?
0.41,75;28;19;10;67;98;?
0.46,29;10;67;19;98;?;?
0.53,12;28;63;?;?;?;?
0.45,19;19;67;98;?;?;?
0.61,19;10;98;?;?;?;?
0.45,14;75;10;10;?;?;?
0.4,10;10;19;?;?;?;?
0.42,20;14;29;17;?;?;?
0.41,88;67;19;98;?;?;?
0.42,20;29;28;67;?;?;?
0.55,20;28;19;?;?;?;?
0.47,88;67;98;?;?;?;?
0.49,29;28;8;?;?;?;?
0.5,20;19;10;98;?;?;?
0.47,88;10;67;98;?;?;?
0.54,12;29;25;?;?;?;?
0.48,28;19;28;98;?;?;?
0.43,14;75;28;67;67;?;?
0.49,20;75;28;10;?;?;?
0.43,14;10;67;19;?;?;?
0.46,10;28;67;98;?;?;?
0.46,12;28;28;98;?;?;?
0.47,14;75;67;?;?;?;?
0.47,20;75;19;19;98;?;?
0.41,212;67;67;98;?;?;?
0.4,12;10;67;67;98;?;?
0.42,20;75;28;19;19;98;?
0.44,10;28;19;?;?;?;?
0.42,10;67;19;67;98;?;?
0.48,29;10;67;10;98;?;?
0.41,212;19;67;98;?;?;?
0.43,29;10;28;67;98;?;?
0.41,212;19;19;?;?;?;?
0.5,14;28;25;63;?;?;?
0.43,12;88;25;63;?;?;?
0.5,20;28;28;67;98;?;?
0.43,75;212;10;67;?;?;?
0.46,14;67;19;?;?;?;?
0.49,14;28;28;19;?;?;?
0.42,20;29;19;67;98;?;?
0.41,20;12;28;?;?;?;?
0.48,20;75;19;98;?;?;?
0.5,29;10;67;67;?;?;?
0.4,14;28;10;19;67;?;?
0.43,14;75;10;19;?;?;?
0.41,28;212;8;?;?;?;?
0.54,20;75;212;63;?;?;?
0.47,12;28;98;?;?;?;?
0.51,20;28;19;98;?;?;?
0.52,20;10;67;98;?;?;?
0.42,20;10;67;19;98;?;?
0.41,20;75;10;67;10;?;?
0.44,20;75;10;19;98;?;?
0.4,20;29;28;19;98;?;?
0.55,28;67;10;67;?;?;?
0.43,14;10;67;10;98;?;?
0.4,75;10;67;19;?;?;?
0.42,29;25;10;?;?;?;?
0.46,75;28;28;67;?;?;?
0.56,28;10;19;98;?;?;?
0.52,14;10;67;?;?;?;?
0.46,29;28;19;19;98;?;?
0.42,20;14;75;25;63;?;?
0.45,14;75;10;98;?;?;?
0.48,14;75;19;?;?;?;?
0.53,28;28;67;67;?;?;?
0.45,20;75;67;10;98;?;?
0.46,75;212;8;?;?;?;?
0.41,88;212;19;10;?;?;?
0.63,20;29;63;?;?;?;?
0.43,14;29;19;67;?;?;?
0.43,75;88;212;?;?;?;?
0.48,14;75;10;?;?;?;?
0.44,28;63;28;?;?;?;?
0.41,75;10;67;10;?;?;?
0.43,75;67;19;?;?;?;?
0.46,14;10;10;67;?;?;?
0.45,29;19;28;98;?;?;?
0.47,20;75;67;67;98;?;?
0.58,28;10;19;?;?;?;?
0.43,88;19;10;67;98;?;?
0.43,20;88;212;63;?;?;?
0.42,88;28;25;63;?;?;?
0.46,75;19;10;98;?;?;?
0.5,20;75;29;63;?;?;?
0.48,20;75;28;25;?;?;?
0.43,20;14;28;25;?;?;?
0.43,20;75;212;28;67;?;?
0.45,20;14;29;63;?;?;?
0.49,28;10;28;?;?;?;?
0.45,14;75;28;67;98;?;?
0.52,29;28;28;67;?;?;?
0.43,14;28;28;19;67;?;?
0.56,29;67;10;?;?;?;?
0.6,28;19;10;98;?;?;?
0.42,88;28;19;19;?;?;?
0.43,12;19;10;67;98;?;?
0.46,88;19;98;?;?;?;?
0.44,20;29;67;?;?;?;?
0.45,88;28;10;67;98;?;?
0.44,12;88;212;28;?;?;?
0.52,20;19;10;?;?;?;?
0.46,212;28;28;?;?;?;?
0.41,20;29;28;67;98;?;?
0.41,75;212;10;10;?;?;?
0.48,20;28;19;10;98;?;?
0.46,12;28;19;67;?;?;?
0.62,28;29;25;?;?;?;?
0.42,20;29;10;10;?;?;?
0.41,12;88;28;25;?;?;?
0.4,20;29;10;19;?;?;?
0.47,14;10;19;98;?;?;?
0.48,28;28;28;67;98;?;?
0.44,20;10;67;19;?;?;?
0.42,20;63;28;?;?;?;?
0.4,14;29;67;10;?;?;?
0.48,75;10;67;98;?;?;?
0.43,28;19;19;67;98;?;?
0.5,29;10;19;67;98;?;?
0.45,28;28;63;?;?;?;?
0.45,88;28;17;?;?;?;?
0.59,20;212;28;?;?;?;?
0.58,28;29;17;?;?;?;?
0.43,75;29;25;63;?;?;?
0.62,28;19;19;?;?;?;?
0.43,12;28;67;10;98;?;?
0.43,88;212;28;19;?;?;?
0.41,212;67;67;?;?;?;?
0.47,12;88;17;?;?;?;?
0.52,28;28;67;10;?;?;?
0.51,20;10;10;98;?;?;?
0.4,29;19;67;19;?;?;?
0.41,10;67;28;?;?;?;?
0.41,14;17;8;?;?;?;?
0.42,20;212;28;10;?;?;?
0.48,20;14;75;63;?;?;?
0.56,88;25;63;?;?;?;?
0.4,88;28;10;19;98;?;?
0.4,20;75;212;10;10;98;?
0.45,14;10;19;67;?;?;?
0.41,25;10;67;?;?;?;?
0.4,12;10;67;67;?;?;?
0.53,20;28;67;?;?;?;?
0.41,14;75;28;8;?;?;?
0.72,20;75;28;?;?;?;?
0.53,28;10;10;67;?;?;?
0.42,14;75;212;28;28;?;?
0.42,19;67;10;?;?;?;?
0.44,14;75;10;10;98;?;?
0.41,28;29;63;8;?;?;?
0.47,20;75;29;17;?;?;?
0.43,20;75;67;19;?;?;?
0.43,14;29;28;67;?;?;?
0.45,20;75;212;28;28;?;?
0.53,14;212;63;?;?;?;?
0.5,28;19;28;?;?;?;?
0.44,20;14;75;28;28;?;?
0.44,20;29;10;67;?;?;?
0.45,20;10;67;67;98;?;?
0.45,14;29;19;?;?;?;?
0.45,14;67;19;98;?;?;?
0.56,29;19;10;98;?;?;?
0.47,29;28;67;19;98;?;?
0.42,75;28;28;19;98;?;?
0.42,10;28;19;98;?;?;?
0.51,14;28;19;67;?;?;?
0.46,20;28;19;10;67;98;?
0.42,20;29;19;98;?;?;?
0.45,14;75;19;98;?;?;?
0.46,28;10;28;98;?;?;?
0.68,14;75;28;?;?;?;?
0.45,88;19;19;98;?;?;?
0.4,212;19;19;98;?;?;?
0.47,75;19;10;?;?;?;?
0.46,14;75;28;10;?;?;?
0.43,212;10;67;?;?;?;?
0.46,20;75;67;10;?;?;?
0.45,20;14;75;17;?;?;?
0.56,28;67;19;?;?;?;?
0.41,88;212;10;10;?;?;?
0.54,20;10;67;?;?;?;?
0.43,14;75;28;28;67;?;?
0.4,212;28;10;67;?;?;?
0.44,12;28;28;19;?;?;?
0.59,20;75;212;28;?;?;?
0.48,20;75;67;98;?;?;?
0.41,12;67;10;67;98;?;?
0.47,29;10;28;?;?;?;?
0.51,20;14;29;?;?;?;?
0.5,14;28;67;67;?;?;?
0.58,29;28;10;?;?;?;?
0.42,14;25;28;?;?;?;?
0.57,12;212;28;?;?;?;?
0.58,20;75;29;?;?;?;?
0.44,25;17;8;?;?;?;?
0.41,14;75;28;19;10;98;?
0.44,14;25;8;?;?;?;?
0.42,28;19;67;19;98;?;?
0.46,75;28;10;67;98;?;?
0.42,20;28;28;19;67;98;?
0.56,10;10;67;98;?;?;?
0.54,10;67;10;?;?;?;?
0.41,88;28;19;19;98;?;?
0.44,12;28;67;10;?;?;?
0.63,19;67;98;?;?;?;?
0.58,20;14;75;?;?;?;?
0.47,20;28;67;10;98;?;?
0.52,29;17;8;?;?;?;?
0.62,28;67;67;98;?;?;?
0.44,75;28;28;19;?;?;?
0.42,88;212;19;98;?;?;?
0.46,88;28;10;67;?;?;?
0.54,28;29;25;63;?;?;?
0.49,25;63;8;?;?;?;?
0.41,14;75;28;19;19;?;?
0.46,88;19;67;98;?;?;?
0.4,14;12;28;?;?;?;?
0.41,88;67;10;67;?;?;?
0.52,10;67;19;?;?;?;?
0.42,20;12;212;?;?;?;?
0.47,75;28;10;67;?;?;?
0.43,20;14;28;63;?;?;?
0.4,25;19;98;?;?;?;?
0.43,20;28;28;10;67;98;?
0.45,20;88;25;?;?;?;?
0.46,20;75;10;19;?;?;?
0.61,28;67;10;?;?;?;?
0.43,19;67;19;98;?;?;?
0.54,88;212;63;?;?;?;?
0.5,20;28;8;?;?;?;?
0.54,14;75;29;?;?;?;?
0.43,20;29;19;67;?;?;?
0.42,20;75;10;10;67;98;?
0.43,88;28;19;10;?;?;?
0.43,88;19;10;67;?;?;?
0.4,12;28;19;10;67;98;?
0.47,14;28;28;19;98;?;?
0.42,14;29;10;67;98;?;?
0.42,20;10;28;?;?;?;?
0.44,20;75;28;19;10;?;?
0.46,88;212;28;28;?;?;?
0.47,20;75;29;28;?;?;?
0.4,14;212;10;10;98;?;?
0.41,20;212;19;67;98;?;?
0.42,88;28;67;10;98;?;?
0.44,75;28;67;10;?;?;?
0.59,29;28;19;?;?;?;?
0.43,29;63;19;?;?;?;?
0.46,14;75;29;63;?;?;?
0.46,88;19;10;?;?;?;?
0.42,212;19;67;?;?;?;?
0.46,28;19;10;19;98;?;?
0.45,29;28;28;19;98;?;?
0.41,75;28;25;63;?;?;?
0.41,28;29;10;67;?;?;?
0.41,14;212;10;10;?;?;?
0.41,88;28;67;19;?;?;?
0.44,14;75;28;28;98;?;?
0.47,12;29;25;63;?;?;?
0.41,12;10;19;67;?;?;?
0.44,20;14;75;29;?;?;?
0.57,29;67;67;98;?;?;?
0.51,14;67;67;98;?;?;?
0.42,14;29;19;19;?;?;?
0.42,14;29;28;10;?;?;?
0.44,88;28;28;67;?;?;?
0.41,29;17;63;?;?;?;?
0.45,20;14;212;28;?;?;?
0.48,88;28;10;?;?;?;?
0.61,29;10;67;?;?;?;?
0.48,75;28;67;98;?;?;?
0.46,20;63;8;?;?;?;?
0.44,88;28;67;67;98;?;?
0.45,75;28;19;10;?;?;?
0.4,29;10;28;19;?;?;?
0.44,14;75;19;10;98;?;?
0.46,19;19;67;?;?;?;?
0.43,75;28;19;19;98;?;?
0.64,20;25;63;?;?;?;?
0.41,28;29;67;?;?;?;?
0.45,14;67;10;67;?;?;?
0.44,29;19;10;19;?;?;?
0.45,14;75;98;?;?;?;?
0.45,20;28;67;19;98;?;?
0.46,75;67;10;?;?;?;?
0.51,20;28;10;98;?;?;?
0.49,20;28;67;10;?;?;?
0.42,20;29;67;98;?;?;?
0.42,20;75;212;10;98;?;?
0.45,28;28;51;?;?;?;?
0.42,20;75;212;28;10;?;?
0.42,75;67;19;98;?;?;?
0.47,75;29;17;?;?;?;?
0.41,75;63;8;?;?;?;?
0.42,75;28;67;19;?;?;?
0.41,14;212;19;67;98;?;?
0.44,14;28;28;10;98;?;?
0.52,20;28;10;67;?;?;?
0.4,88;212;19;19;98;?;?
0.46,88;28;98;?;?;?;?
0.46,88;10;10;?;?;?;?
0.5,14;19;10;98;?;?;?
0.51,20;28;10;67;98;?;?
0.49,20;29;25;17;?;?;?
0.44,20;28;28;10;98;?;?
0.46,14;88;212;28;?;?;?
0.5,14;75;212;25;?;?;?
0.46,29;28;19;10;67;98;?
0.42,14;28;28;19;67;98;?
0.46,12;19;10;?;?;?;?
0.45,88;28;8;?;?;?;?
0.58,29;67;67;?;?;?;?
0.41,14;212;28;98;?;?;?
0.42,212;10;98;?;?;?;?
0.45,88;28;19;98;?;?;?
0.41,20;75;10;19;67;98;?
0.51,29;28;67;10;?;?;?
0.42,75;212;10;67;98;?;?
0.41,20;19;28;98;?;?;?
0.43,212;28;67;?;?;?;?
0.46,10;67;10;67;98;?;?
0.46,88;67;67;98;?;?;?
0.47,75;28;63;?;?;?;?
0.41,75;28;19;10;67;?;?
0.43,14;29;10;98;?;?;?
0.58,28;10;10;98;?;?;?
0.51,12;29;28;?;?;?;?
0.42,14;29;19;98;?;?;?
0.46,20;25;8;?;?;?;?
0.47,88;10;98;?;?;?;?
0.47,12;19;19;?;?;?;?
0.51,20;28;67;67;?;?;?
0.5,20;75;8;?;?;?;?
0.48,75;19;98;?;?;?;?
0.52,28;28;67;67;98;?;?
0.42,20;75;67;10;67;?;?
0.46,14;75;19;67;?;?;?
0.41,20;75;28;19;10;67;98
0.42,88;67;19;?;?;?;?
0.41,10;19;19;?;?;?;?
0.45,88;29;17;?;?;?;?
0.52,28;25;8;?;?;?;?
0.44,67;28;98;?;?;?;?
0.46,20;212;28;28;?;?;?
0.46,12;28;25;63;?;?;?
0.42,20;29;67;67;?;?;?
0.44,75;19;10;67;98;?;?
0.56,20;14;212;?;?;?;?
0.43,88;212;10;67;?;?;?
0.52,12;25;17;?;?;?;?
0.54,29;28;10;67;98;?;?
0.58,20;28;63;?;?;?;?
0.51,14;19;19;?;?;?;?
0.64,12;28;28;?;?;?;?
0.42,29;10;67;10;67;98;?
0.52,28;10;19;67;?;?;?
0.43,28;8;8;168;?;?;?
0.54,20;28;17;?;?;?;?
0.51,88;212;17;?;?;?;?
0.45,14;75;19;67;98;?;?
0.5,28;10;67;10;?;?;?
0.46,20;67;19;98;?;?;?
0.43,20;29;28;19;?;?;?
0.57,28;28;19;67;?;?;?
0.45,14;28;29;?;?;?;?
0.41,75;212;19;19;?;?;?
0.62,28;28;67;98;?;?;?
0.53,20;14;25;?;?;?;?
0.46,20;28;10;10;?;?;?
0.47,29;28;19;10;67;?;?
0.41,28;10;28;19;?;?;?
