freq,items
0.45,26;8;166;?;?
0.52,29;63;51;?;?
0.45,17;3;149;?;?
0.47,29;63;25;166;?
0.44,26;172;166;?;?
0.43,11;17;172;?;?
0.46,26;172;3;149;?
0.48,25;2;149;?;?
0.58,11;29;25;17;?
0.42,25;63;26;?;?
0.49,25;63;17;?;?
0.45,11;29;17;3;?
0.56,29;17;25;?;?
0.4,11;25;63;51;?
0.42,11;29;63;51;?
0.49,11;29;25;8;?
0.41,11;182;29;?;?
0.41,14;25;8;?;?
0.45,29;25;17;3;?
0.51,29;8;166;?;?
0.42,11;29;25;172;?
0.44,11;25;17;8;?
0.74,11;29;63;?;?
0.41,29;25;63;166;?
0.45,182;26;172;8;?
0.42,11;29;25;51;?
0.44,14;14;29;?;?
0.47,63;25;166;?;?
0.61,11;29;172;?;?
0.4,11;29;3;149;?
0.49,29;2;149;?;?
0.41,182;63;51;?;?
0.48,14;14;26;?;?
0.49,182;25;25;?;?
0.4,11;29;166;?;?
0.42,17;26;172;?;?
0.43,29;17;63;?;?
0.45,11;25;51;?;?
0.42,182;25;26;172;?
0.45,14;14;26;172;?
0.53,182;29;26;?;?
0.46,17;25;166;?;?
0.41,182;26;3;?;?
0.49,29;63;166;?;?
0.42,11;182;63;?;?
0.47,25;17;172;?;?
0.49,25;63;51;?;?
0.43,11;63;51;?;?
0.48,14;71;172;?;?
0.45,182;25;26;?;?
0.45,11;25;63;3;?
0.47,29;63;3;149;?
0.44,14;14;25;63;?
0.52,11;29;8;?;?
0.48,29;17;2;?;?
0.42,182;29;63;3;?
0.45,11;63;172;?;?
0.5,11;25;3;?;?
0.53,14;29;63;?;?
0.44,29;17;2;149;?
0.48,26;172;2;?;?
0.68,29;26;172;?;?
0.49,11;26;8;?;?
0.64,29;63;8;?;?
0.41,11;14;25;?;?
0.45,11;25;26;?;?
0.41,182;29;17;172;?
0.46,182;172;8;?;?
0.5,14;29;17;?;?
0.4,182;29;51;?;?
0.43,26;172;8;166;?
0.47,11;25;63;8;?
0.49,29;25;2;?;?
0.63,11;29;25;63;?
0.54,29;25;63;8;?
0.51,11;63;8;?;?
0.43,71;25;63;?;?
0.41,11;25;8;166;?
0.46,11;26;3;?;?
0.41,11;17;51;?;?
0.43,29;26;3;?;?
0.43,11;29;63;25;?
0.51,11;29;26;172;?
0.46,29;63;2;149;?
0.42,11;29;25;63;8
0.46,29;17;149;?;?
0.44,14;29;25;63;?
0.4,11;29;172;8;?
0.41,26;3;2;?;?
0.42,29;25;63;2;?
0.41,182;29;25;25;?
0.42,29;17;26;172;?
0.4,11;29;63;2;?
0.47,29;17;166;?;?
0.53,11;26;25;?;?
0.52,29;25;166;?;?
0.5,14;14;63;?;?
0.42,172;25;166;?;?
0.41,29;26;172;3;?
0.42,11;2;149;?;?
0.43,182;17;172;?;?
0.49,25;3;149;?;?
0.52,14;71;25;?;?
0.5,29;63;2;?;?
0.45,26;25;166;?;?
0.43,14;71;25;63;?
0.45,11;63;25;?;?
0.53,14;25;63;?;?
0.41,11;29;149;?;?
0.4,14;29;25;17;?
0.49,26;172;51;?;?
0.44,25;63;3;149;?
0.41,11;29;25;25;?
0.4,29;25;3;2;?
0.44,29;172;51;?;?
0.48,11;172;8;?;?
0.46,11;26;172;8;?
0.51,11;29;3;?;?
0.61,29;17;8;?;?
0.42,25;3;2;?;?
0.45,29;25;25;166;?
0.55,182;29;25;17;?
0.41,25;17;8;166;?
0.47,29;25;26;?;?
0.47,29;25;3;149;?
0.45,172;2;149;?;?
0.46,29;17;8;166;?
0.45,63;26;172;?;?
0.47,182;26;8;?;?
0.52,29;25;51;?;?
0.47,14;14;17;?;?
0.4,25;17;25;166;?
0.41,29;63;21;?;?
0.44,25;63;8;166;?
0.42,182;29;17;25;?
0.5,11;29;63;8;?
0.4,14;14;25;17;?
0.57,26;172;25;?;?
0.5,25;17;3;?;?
0.4,29;172;3;149;?
0.42,11;172;51;?;?
0.49,182;26;25;?;?
0.4,11;29;17;51;?
0.48,29;25;149;?;?
0.66,11;25;17;?;?
0.48,182;29;25;8;?
0.58,26;172;8;?;?
0.44,182;172;25;?;?
0.53,29;172;8;?;?
0.48,29;63;8;166;?
0.5,29;17;51;?;?
0.43,182;29;63;172;?
0.47,11;29;17;8;?
0.42,25;17;166;?;?
0.45,29;17;25;166;?
0.41,182;29;25;63;8
0.7,182;29;63;?;?
0.51,25;63;172;?;?
0.55,11;29;26;?;?
0.48,29;172;3;?;?
0.49,14;25;17;?;?
0.41,182;25;63;172;?
0.41,29;25;17;25;?
0.51,182;25;172;?;?
0.45,25;63;166;?;?
0.73,11;29;25;?;?
0.45,182;29;3;?;?
0.59,182;29;25;63;?
0.47,26;172;149;?;?
0.4,11;25;3;149;?
0.48,29;172;25;?;?
0.46,29;26;25;?;?
0.41,14;29;26;?;?
0.46,26;2;149;?;?
0.46,182;25;63;8;?
0.71,11;26;172;?;?
0.42,182;17;3;?;?
0.41,25;17;3;149;?
0.71,11;25;63;?;?
0.44,182;63;3;?;?
0.48,182;29;63;8;?
0.51,182;63;8;?;?
0.48,29;63;26;?;?
0.47,14;71;26;?;?
0.54,11;25;8;?;?
0.4,11;63;149;?;?
0.41,11;26;2;?;?
0.5,182;29;8;?;?
0.47,29;26;8;?;?
0.4,11;63;17;?;?
0.53,29;25;25;?;?
0.4,182;29;172;8;?
0.53,14;14;25;?;?
0.42,182;25;51;?;?
0.54,25;63;3;?;?
0.41,3;2;149;?;?
0.53,14;29;25;?;?
0.42,11;25;149;?;?
0.45,14;29;172;?;?
0.43,11;29;2;?;?
0.54,29;17;172;?;?
0.51,11;25;172;?;?
0.42,182;29;25;3;?
0.43,11;29;63;172;?
0.48,63;8;166;?;?
0.54,26;172;3;?;?
0.49,29;63;17;?;?
0.4,29;25;21;?;?
0.4,11;29;25;166;?
0.45,11;172;3;?;?
0.47,26;3;149;?;?
0.43,182;29;63;25;?
0.46,25;17;25;?;?
0.44,71;26;172;?;?
0.41,14;14;29;63;?
0.4,29;26;172;25;?
0.44,11;17;25;?;?
0.42,182;25;166;?;?
0.47,11;29;63;3;?
0.57,29;63;172;?;?
0.43,11;25;2;?;?
0.49,29;25;17;8;?
0.46,11;17;3;?;?
0.5,182;29;26;172;?
0.54,25;26;172;?;?
0.64,29;25;8;?;?
0.43,11;29;17;25;?
0.44,29;25;63;25;?
0.41,14;25;172;?;?
0.43,11;25;166;?;?
0.8,29;25;63;?;?
0.56,29;63;25;?;?
0.45,29;26;172;8;?
0.43,182;29;25;172;?
0.55,14;26;172;?;?
0.67,182;25;63;?;?
0.7,182;29;25;?;?
0.47,63;3;149;?;?
0.46,11;26;172;25;?
0.49,14;14;172;?;?
0.43,11;182;25;?;?
0.49,25;63;25;?;?
0.47,63;2;149;?;?
0.43,25;17;2;?;?
0.42,26;25;8;?;?
0.44,14;71;26;172;?
0.57,29;25;3;?;?
0.41,11;29;17;172;?
0.4,29;25;63;8;166
0.41,11;63;2;?;?
0.41,29;25;63;149;?
0.58,182;29;172;?;?
0.48,29;63;149;?;?
0.42,29;172;149;?;?
0.52,182;25;8;?;?
0.44,11;26;172;3;?
0.46,11;29;25;3;?
0.48,11;63;3;?;?
0.46,182;25;3;?;?
0.42,25;17;149;?;?
0.45,26;172;2;149;?
0.4,182;25;8;166;?
0.54,25;17;8;?;?
0.43,182;26;172;25;?
0.41,63;3;2;?;?
0.41,11;25;26;172;?
0.62,182;25;17;?;?
0.48,29;25;8;166;?
0.49,29;25;63;3;?
0.43,25;63;25;166;?
0.46,17;8;166;?;?
0.43,29;172;2;?;?
0.44,182;17;25;?;?
0.46,25;63;2;?;?
0.41,29;25;17;51;?
0.44,11;29;51;?;?
0.4,182;29;17;3;?
0.46,29;25;63;17;?
0.49,11;17;8;?;?
0.42,25;25;8;?;?
0.43,29;3;2;?;?
0.4,11;25;63;172;?
0.41,29;63;3;2;?
0.43,11;8;166;?;?
0.45,25;63;149;?;?
0.45,29;17;3;149;?
0.49,25;25;166;?;?
0.67,182;29;17;?;?
0.46,182;29;17;8;?
0.42,29;25;17;172;?
0.45,29;25;63;51;?
0.42,26;172;25;166;?
0.74,29;25;17;?;?
0.42,11;25;17;3;?
0.47,11;172;25;?;?
0.49,14;71;63;?;?
0.42,182;8;166;?;?
0.51,11;25;25;?;?
0.41,182;172;3;?;?
0.43,11;3;149;?;?
0.5,25;8;166;?;?
0.43,25;63;2;149;?
0.45,25;17;51;?;?
0.45,182;63;25;?;?
0.4,25;17;2;149;?
0.55,29;17;3;?;?
0.44,29;25;26;172;?
0.48,182;17;8;?;?
0.46,14;71;17;?;?
0.46,172;3;149;?;?
0.67,182;26;172;?;?
0.44,172;8;166;?;?
0.4,182;25;63;3;?
0.45,29;17;26;?;?
0.41,14;71;29;?;?
0.71,11;29;17;?;?
0.58,29;63;3;?;?
0.41,14;14;29;25;?
0.42,11;26;51;?;?
0.46,29;25;2;149;?
0.59,25;63;8;?;?
0.44,29;63;26;172;?
0.56,29;25;172;?;?
0.5,29;3;149;?;?
0.44,25;172;8;?;?
0.42,182;25;17;8;?
0.41,11;26;172;51;?
0.41,29;3;2;149;?
0.45,17;2;149;?;?
0.47,29;25;63;172;?
0.4,11;172;2;?;?
0.46,182;63;172;?;?
