total,winfreq,items
1,1.0,8;106;28;?
1,1.0,57;21;63;?
1,1.0,28;106;12;?
1,1.0,3;21;215;?
1,1.0,24;8;65;?
1,1.0,63;215;15;?
2,1.0,168;17;2;?
1,1.0,65;98;215;?
1,1.0,168;2;12;?
1,1.0,215;77;63;?
5,1.0,57;58;60;?
1,1.0,98;20;5;?
1,1.0,152;17;10;?
2,1.0,57;58;23;?
4,1.0,57;28;23;?
1,1.0,8;57;63;?
1,1.0,8;65;51;?
6,0.83,25;2;23;?
6,0.83,8;58;60;?
4,0.75,152;10;21;?
4,0.75,25;106;12;?
6,0.67,25;28;55;?
3,0.67,2;3;20;?
3,0.67,65;149;63;?
9,0.67,8;152;2;?
6,0.67,8;57;21;?
6,0.67,168;3;63;?
3,0.67,63;5;77;?
10,0.6,168;20;23;?
36,0.58,65;166;23;?
12,0.58,65;20;23;?
12,0.58,65;51;63;?
133,0.57,88;65;2;?
14,0.57,17;58;108;?
76,0.55,25;67;21;?
55,0.55,8;88;20;?
60,0.55,17;108;20;?
24,0.54,168;2;3;?
44,0.52,2;28;63;?
97,0.51,8;3;215;?
67,0.51,65;23;57;?
2,0.5,20;12;65;?
4,0.5,67;20;23;?
4,0.5,17;2;23;?
2,0.5,65;10;63;?
2,0.5,25;2;51;?
88,0.5,106;28;63;?
2,0.5,8;28;108;?
8,0.5,8;77;5;?
2,0.5,67;12;63;?
6,0.5,8;194;63;?
6,0.5,2;19;23;?
2,0.5,168;12;5;?
8,0.5,25;3;21;?
8,0.5,24;57;28;?
8,0.5,20;3;4;?
240,0.48,152;65;166;?
130,0.48,152;19;23;?
91,0.47,8;20;21;?
26,0.46,8;57;60;?
134,0.46,152;12;23;?
61,0.44,8;12;60;?
34,0.44,19;20;215;?
81,0.43,152;77;23;?
14,0.43,2;19;21;?
50,0.42,65;60;215;?
12,0.42,65;12;166;?
193,0.41,65;67;63;?
22,0.41,98;20;63;?
5,0.4,17;67;5;?
20,0.4,57;63;23;?
5,0.4,17;21;166;?
8,0.38,152;98;12;?
39,0.36,88;166;215;?
6,0.33,65;58;22;?
3,0.33,88;17;2;?
3,0.33,88;65;19;?
3,0.33,2;20;23;?
3,0.33,152;17;166;63
3,0.33,20;28;22;?
3,0.33,24;8;57;?
28,0.32,17;34;63;?
16,0.31,57;28;65;?
7,0.29,65;108;28;?
11,0.27,8;65;58;?
4,0.25,65;2;28;?
8,0.25,8;19;15;?
16,0.25,168;88;215;?
4,0.25,63;166;23;?
4,0.25,152;28;20;?
13,0.23,8;98;12;?
9,0.22,65;63;193;?
5,0.2,57;12;21;?
10,0.2,65;63;55;?
30,0.2,88;21;215;?
5,0.2,88;60;20;?
5,0.2,65;20;21;?
10,0.2,8;57;58;?
6,0.17,168;21;23;?
1,0.0,10;20;63;?
1,0.0,96;17;63;?
1,0.0,28;60;20;?
1,0.0,65;106;28;?
4,0.0,24;65;63;?
2,0.0,67;12;5;?
5,0.0,88;20;23;?
3,0.0,65;98;12;?
1,0.0,168;25;2;?
4,0.0,17;98;12;?
1,0.0,88;22;215;?
2,0.0,168;21;5;?
1,0.0,8;152;60;?
2,0.0,20;166;63;?
4,0.0,15;5;21;?
1,0.0,20;166;23;?
1,0.0,168;152;19;?
1,0.0,88;19;5;?
1,0.0,67;21;29;?
3,0.0,2;12;23;?
1,0.0,152;65;12;63
1,0.0,8;3;19;?
2,0.0,152;28;77;?
1,0.0,3;65;19;?
1,0.0,65;3;20;?
1,0.0,88;108;63;?
2,0.0,8;19;5;?
1,0.0,24;28;63;?
2,0.0,168;65;20;?
3,0.0,8;65;12;215
1,0.0,10;12;21;?
1,0.0,168;19;63;?
1,0.0,168;19;12;?
3,0.0,168;17;20;?
4,0.0,8;65;194;?
1,0.0,24;8;63;?
1,0.0,8;65;108;?
1,0.0,8;65;19;?
1,0.0,2;12;215;?
3,0.0,58;60;63;?
1,0.0,215;108;63;?
1,0.0,21;166;23;?
2,0.0,65;166;215;?
1,0.0,24;65;28;?
1,0.0,25;12;57;?
