total,winfreq,items
1,1.0,36;28;23;?
1,1.0,20;28;22;?
1,1.0,1;21;13;?
4,1.0,60;36;69;?
2,1.0,1;34;57;?
1,1.0,57;28;20;?
1,1.0,28;27;60;?
1,1.0,20;28;13;?
64,0.8,57;108;1;?
54,0.78,1;27;60;?
301,0.76,36;69;23;?
35,0.74,56;34;108;?
7,0.71,28;13;23;?
10,0.7,1;27;13;?
10,0.7,20;59;108;69
38,0.66,60;34;28;?
41,0.66,27;1;59;?
23,0.65,1;20;57;?
95,0.65,27;20;22;?
165,0.64,1;27;20;?
11,0.64,20;27;28;?
8,0.63,34;27;60;?
121,0.63,59;28;21;?
93,0.62,1;59;13;?
5,0.6,34;21;13;?
48,0.6,73;60;23;?
144,0.59,36;21;13;?
23,0.57,57;28;60;?
2,0.5,36;28;13;?
2,0.5,34;180;69;23
26,0.5,59;20;102;?
2,0.5,20;27;60;?
62,0.5,34;27;28;?
2,0.5,73;180;60;?
12,0.5,57;23;180;1
2,0.5,27;20;21;?
15,0.47,36;27;60;?
9,0.44,57;36;28;?
15,0.4,27;28;23;?
13,0.38,27;36;13;?
16,0.38,27;180;13;?
3,0.33,57;34;28;?
4,0.25,57;59;28;23
22,0.14,73;59;36;?
1,0.0,27;20;13;?
2,0.0,1;36;13;?
1,0.0,34;27;21;?
1,0.0,34;20;102;?
2,0.0,27;28;21;?
1,0.0,20;59;108;13
1,0.0,20;180;69;22
1,0.0,1;21;57;?
1,0.0,20;60;28;?
