freq,items
0.53,63;19;174;?;?;?;?
0.53,29;22;19;22;?;?;?
0.41,12;88;22;22;18;?;?
0.48,20;19;18;?;?;?;?
0.47,12;22;22;174;22;170;?
0.44,88;63;22;?;?;?;?
0.42,12;25;63;?;?;?;?
0.43,28;174;22;18;?;?;?
0.46,88;22;22;22;170;?;?
0.41,14;19;18;170;?;?;?
0.43,88;28;174;?;?;?;?
0.46,88;19;174;22;?;?;?
0.56,20;212;22;22;174;?;?
0.49,12;22;174;170;?;?;?
0.4,28;22;174;22;18;170;?
0.42,12;75;19;174;?;?;?
0.45,29;25;18;?;?;?;?
0.59,20;75;212;19;?;?;?
0.6,20;75;174;?;?;?;?
0.49,12;88;212;22;174;?;?
0.49,12;22;22;170;?;?;?
0.47,22;22;174;22;18;170;?
0.41,12;28;22;22;22;?;?
0.43,29;22;19;22;18;?;?
0.43,12;29;22;22;22;?;?
0.45,75;22;18;?;?;?;?
0.46,20;14;19;22;?;?;?
0.43,17;19;22;?;?;?;?
0.53,29;22;22;174;18;170;?
0.45,12;19;174;18;170;?;?
0.51,20;18;170;?;?;?;?
0.43,22;19;174;170;?;?;?
0.43,22;19;174;22;170;?;?
0.45,12;22;22;24;?;?;?
0.46,88;22;22;19;174;?;?
0.4,12;88;174;170;?;?;?
0.53,12;212;22;22;174;?;?
0.41,20;22;174;22;18;?;?
0.54,12;20;22;?;?;?;?
0.4,14;212;22;18;170;?;?
0.42,12;88;19;18;?;?;?
0.48,28;29;174;?;?;?;?
0.54,20;14;174;?;?;?;?
0.56,29;22;22;174;170;?;?
0.56,12;212;19;?;?;?;?
0.49,28;29;22;22;?;?;?
0.62,12;88;22;22;174;?;?
0.44,28;19;174;18;170;?;?
0.76,28;22;174;?;?;?;?
0.44,212;22;170;?;?;?;?
0.45,29;63;18;?;?;?;?
0.42,20;63;22;?;?;?;?
0.45,20;14;22;19;?;?;?
0.44,14;212;22;19;174;?;?
0.41,12;88;63;?;?;?;?
0.6,22;22;18;?;?;?;?
0.45,12;174;24;?;?;?;?
0.64,29;22;22;22;?;?;?
0.43,14;75;212;22;19;174;?
0.47,20;22;174;22;?;?;?
0.51,29;25;17;?;?;?;?
0.42,29;22;18;170;147;?;?
0.51,12;20;22;22;?;?;?
0.42,20;88;174;?;?;?;?
0.46,28;19;174;170;?;?;?
0.47,28;22;22;22;170;?;?
0.47,28;22;22;174;170;?;?
0.46,29;22;22;174;22;18;170
0.42,29;17;19;22;?;?;?
0.43,28;22;174;22;18;?;?
0.58,19;22;18;?;?;?;?
0.47,20;174;22;?;?;?;?
0.4,12;88;22;174;170;?;?
0.93,29;22;22;?;?;?;?
0.43,28;19;174;24;?;?;?
0.53,29;25;22;22;174;?;?
0.41,88;22;22;174;22;18;?
0.4,12;20;75;212;22;?;?
0.41,14;19;22;18;?;?;?
0.41,12;20;75;212;?;?;?
0.5,12;174;18;?;?;?;?
0.52,22;22;174;24;?;?;?
0.46,28;20;22;?;?;?;?
0.41,29;19;22;22;?;?;?
0.44,20;22;22;174;22;170;?
0.45,12;212;22;19;?;?;?
0.43,88;17;22;?;?;?;?
0.55,19;174;22;170;?;?;?
0.45,29;22;19;170;?;?;?
0.57,19;18;170;?;?;?;?
0.42,25;22;18;170;?;?;?
0.62,29;63;22;?;?;?;?
0.47,14;75;22;19;?;?;?
0.49,12;20;22;22;174;?;?
0.55,20;14;19;?;?;?;?
0.43,14;75;22;170;?;?;?
0.46,12;88;22;22;22;?;?
0.46,75;22;19;174;?;?;?
0.41,28;20;19;174;?;?;?
0.49,28;22;22;170;?;?;?
0.56,29;174;22;170;?;?;?
0.58,29;22;22;18;?;?;?
0.5,20;14;75;212;19;?;?
0.44,29;22;18;147;?;?;?
0.58,12;29;19;174;?;?;?
0.42,20;22;174;24;?;?;?
0.66,14;22;22;?;?;?;?
0.44,12;88;28;19;?;?;?
0.51,28;212;22;174;?;?;?
0.88,29;19;174;?;?;?;?
0.51,28;22;22;19;?;?;?
0.49,28;212;19;174;?;?;?
0.42,22;174;147;?;?;?;?
0.42,12;25;22;22;174;?;?
0.44,12;22;22;174;24;?;?
0.41,12;88;174;22;?;?;?
0.56,20;75;212;22;22;174;?
0.48,20;212;22;19;?;?;?
0.59,88;212;19;?;?;?;?
0.48,12;22;24;?;?;?;?
0.49,12;20;19;174;?;?;?
0.5,20;14;212;22;22;174;?
0.41,14;212;18;170;?;?;?
0.46,88;29;22;?;?;?;?
0.6,22;174;22;?;?;?;?
0.57,14;212;22;174;?;?;?
0.44,88;22;174;18;170;?;?
0.45,28;22;174;18;170;?;?
0.45,29;170;147;?;?;?;?
0.44,29;22;170;24;?;?;?
0.41,28;63;22;174;?;?;?
0.56,29;25;19;?;?;?;?
0.56,88;22;170;?;?;?;?
0.4,12;17;174;?;?;?;?
0.43,14;19;22;170;?;?;?
0.4,19;170;147;?;?;?;?
0.43,212;22;18;?;?;?;?
0.56,22;22;18;170;?;?;?
0.57,174;22;170;?;?;?;?
0.51,174;22;18;?;?;?;?
0.45,88;212;22;19;174;?;?
0.4,14;19;174;18;?;?;?
0.46,20;22;174;18;?;?;?
0.47,20;19;170;?;?;?;?
0.43,14;174;22;?;?;?;?
0.46,12;28;19;22;?;?;?
0.41,29;174;147;?;?;?;?
0.44,12;22;174;22;18;?;?
0.42,20;75;212;18;170;?;?
0.58,88;212;174;?;?;?;?
0.49,20;14;212;19;174;?;?
0.53,19;174;18;170;?;?;?
0.44,20;19;174;170;?;?;?
0.46,12;22;22;174;18;170;?
0.78,12;22;22;?;?;?;?
0.42,22;24;147;?;?;?;?
0.5,12;19;170;?;?;?;?
0.73,28;19;174;?;?;?;?
0.53,29;63;19;174;?;?;?
0.52,12;88;22;19;?;?;?
0.69,29;22;19;174;?;?;?
0.42,12;25;19;174;?;?;?
0.47,14;22;22;22;?;?;?
0.58,19;174;22;?;?;?;?
0.46,12;28;22;19;?;?;?
0.56,29;22;174;22;170;?;?
0.66,29;22;18;?;?;?;?
0.49,28;22;22;18;?;?;?
0.51,12;174;22;?;?;?;?
0.43,12;25;22;22;?;?;?
0.47,28;25;22;?;?;?;?
0.49,20;14;75;212;22;22;?
0.47,12;88;212;22;22;174;?
0.46,12;22;174;18;170;?;?
0.43,88;28;22;174;?;?;?
0.43,14;212;22;170;?;?;?
0.43,12;28;170;?;?;?;?
0.58,29;22;174;18;?;?;?
0.53,88;18;170;?;?;?;?
0.51,29;17;22;22;174;?;?
0.45,25;22;18;?;?;?;?
0.42,14;22;174;18;?;?;?
0.45,20;19;18;170;?;?;?
0.64,12;19;22;?;?;?;?
0.47,88;22;24;?;?;?;?
0.42,88;212;18;170;?;?;?
0.45,12;88;29;?;?;?;?
0.48,12;19;174;18;?;?;?
0.67,29;22;170;?;?;?;?
0.43,12;29;18;170;?;?;?
0.42,12;63;174;?;?;?;?
0.41,12;88;22;174;18;?;?
0.43,29;20;22;22;174;?;?
0.44,29;63;22;170;?;?;?
0.47,28;22;174;22;170;?;?
0.46,12;212;19;22;?;?;?
0.58,20;75;212;22;22;?;?
0.45,14;75;212;22;19;?;?
0.46,29;22;19;18;?;?;?
0.42,12;212;22;19;174;?;?
0.41,212;22;18;170;?;?;?
0.41,12;88;28;19;174;?;?
0.44,29;25;22;19;?;?;?
0.54,20;14;212;22;?;?;?
0.42,14;22;174;170;?;?;?
0.42,29;25;63;19;174;?;?
0.41,14;75;18;170;?;?;?
0.49,12;88;28;?;?;?;?
0.57,28;22;170;?;?;?;?
0.42,25;22;19;174;?;?;?
0.56,212;19;174;?;?;?;?
0.43,12;29;25;?;?;?;?
0.55,22;174;18;170;?;?;?
0.44,20;22;22;19;174;?;?
0.53,29;19;22;18;170;?;?
0.47,20;19;22;170;?;?;?
0.56,29;25;22;22;?;?;?
0.4,20;17;22;?;?;?;?
0.41,14;22;22;174;18;?;?
0.4,22;19;174;24;?;?;?
0.57,29;22;22;174;22;?;?
0.47,28;29;19;174;?;?;?
0.42,29;17;22;170;?;?;?
0.5,12;22;174;18;?;?;?
0.48,12;22;22;19;174;?;?
0.48,28;29;22;174;?;?;?
0.49,20;14;75;212;174;?;?
0.75,12;19;174;?;?;?;?
0.44,29;18;24;?;?;?;?
0.41,28;25;22;174;?;?;?
0.58,29;19;22;170;?;?;?
0.42,12;19;174;22;18;?;?
0.53,14;22;19;?;?;?;?
0.44,11;22;22;?;?;?;?
0.44,88;28;19;?;?;?;?
0.56,12;28;22;174;?;?;?
0.52,17;22;174;?;?;?;?
0.41,17;18;170;?;?;?;?
0.56,19;174;170;?;?;?;?
0.45,22;19;174;22;?;?;?
0.45,28;19;24;?;?;?;?
0.41,75;212;22;18;170;?;?
0.59,28;22;19;174;?;?;?
0.44,22;19;174;18;?;?;?
0.53,20;14;75;212;?;?;?
0.42,29;22;24;147;?;?;?
0.46,14;18;170;?;?;?;?
0.71,88;19;174;?;?;?;?
0.48,12;88;170;?;?;?;?
0.59,20;212;19;?;?;?;?
0.46,88;22;174;22;170;?;?
0.59,212;22;22;?;?;?;?
0.43,20;75;18;170;?;?;?
0.45,28;19;22;18;170;?;?
0.41,20;14;22;170;?;?;?
0.43,75;18;170;?;?;?;?
0.6,14;75;212;?;?;?;?
0.55,20;75;212;19;174;?;?
0.44,12;75;22;22;?;?;?
0.42,22;22;147;?;?;?;?
0.63,20;75;22;?;?;?;?
0.41,14;22;22;22;170;?;?
0.56,75;212;19;174;?;?;?
0.4,12;88;22;24;?;?;?
0.41,14;22;22;174;170;?;?
0.43,12;28;22;18;?;?;?
0.42,88;22;22;22;18;?;?
0.43,20;88;19;?;?;?;?
0.49,212;19;22;?;?;?;?
0.43,20;22;174;18;170;?;?
0.41,19;174;147;?;?;?;?
0.43,11;22;174;?;?;?;?
0.43,12;29;63;?;?;?;?
0.57,12;22;18;?;?;?;?
0.56,88;212;19;174;?;?;?
0.45,19;22;24;?;?;?;?
0.46,12;174;18;170;?;?;?
0.46,14;75;212;19;22;?;?
0.57,20;75;19;174;?;?;?
0.52,12;88;212;22;?;?;?
0.44,28;20;19;?;?;?;?
0.42,20;28;22;?;?;?;?
0.58,20;212;174;?;?;?;?
0.49,28;22;174;18;?;?;?
0.43,29;20;19;174;?;?;?
0.43,20;75;212;22;18;?;?
0.46,28;63;22;?;?;?;?
0.44,88;174;24;?;?;?;?
0.47,12;88;212;19;174;?;?
0.53,22;22;24;?;?;?;?
0.45,28;17;22;?;?;?;?
0.49,12;88;18;?;?;?;?
0.44,29;25;63;22;174;?;?
0.5,12;29;19;22;?;?;?
0.41,12;17;19;?;?;?;?
0.61,20;75;19;?;?;?;?
0.49,12;88;212;22;22;?;?
0.42,12;88;28;22;22;174;?
0.42,63;18;170;?;?;?;?
0.45,20;212;18;?;?;?;?
0.43,14;19;170;?;?;?;?
0.43,14;19;18;?;?;?;?
0.41,28;63;174;?;?;?;?
0.47,28;174;22;170;?;?;?
0.43,29;25;22;18;?;?;?
0.45,14;22;18;170;?;?;?
0.42,12;20;75;?;?;?;?
0.45,20;75;212;18;?;?;?
0.45,25;22;19;?;?;?;?
0.45,29;20;22;174;?;?;?
0.44,88;22;22;24;?;?;?
0.42,20;14;18;?;?;?;?
0.47,12;22;22;18;170;?;?
0.71,22;19;174;?;?;?;?
0.5,28;29;19;?;?;?;?
0.44,22;19;18;170;?;?;?
0.48,14;22;18;?;?;?;?
0.49,12;19;174;22;?;?;?
0.41,14;174;22;170;?;?;?
0.4,19;24;147;?;?;?;?
0.55,29;22;22;19;174;?;?
0.5,20;75;19;22;?;?;?
0.42,14;75;212;22;170;?;?
0.4,14;75;212;22;22;22;?
0.43,20;212;22;18;?;?;?
0.42,28;25;19;?;?;?;?
0.43,20;19;174;22;170;?;?
0.48,88;174;18;?;?;?;?
0.45,20;22;22;22;170;?;?
0.42,12;20;212;?;?;?;?
0.42,20;75;212;22;22;22;?
0.45,29;25;19;22;?;?;?
0.44,20;75;212;170;?;?;?
0.55,20;22;19;174;?;?;?
0.49,12;22;22;174;18;?;?
0.59,75;212;22;22;?;?;?
0.42,29;17;170;?;?;?;?
0.64,29;18;170;?;?;?;?
0.41,28;25;174;?;?;?;?
0.42,29;17;22;18;?;?;?
0.55,14;75;212;22;174;?;?
0.58,22;22;174;18;?;?;?
0.47,12;88;22;18;?;?;?
0.44,29;25;22;170;?;?;?
0.55,12;18;170;?;?;?;?
0.46,28;22;22;18;170;?;?
0.46,22;19;22;170;?;?;?
0.42,20;14;75;19;22;?;?
0.41,20;22;22;174;24;?;?
0.44,22;170;24;?;?;?;?
0.51,19;174;24;?;?;?;?
0.52,88;22;18;170;?;?;?
0.41,28;19;174;22;18;?;?
0.42,12;63;22;174;?;?;?
0.43,12;20;22;19;?;?;?
0.46,28;22;22;174;22;170;?
0.6,12;28;22;?;?;?;?
0.45,88;22;22;18;170;?;?
0.49,22;22;22;18;170;?;?
0.58,14;212;22;22;?;?;?
0.55,174;18;170;?;?;?;?
0.43,88;29;22;22;174;?;?
0.42,88;28;22;22;174;?;?
0.42,12;212;18;?;?;?;?
0.59,12;29;22;22;174;?;?
0.42,88;20;22;?;?;?;?
0.41,12;17;22;22;?;?;?
0.42,88;22;174;22;18;?;?
0.5,88;22;22;19;?;?;?
0.58,75;212;174;?;?;?;?
0.42,29;17;22;19;?;?;?
0.6,29;19;18;?;?;?;?
0.58,14;212;19;?;?;?;?
0.42,75;22;18;170;?;?;?
0.43,20;22;19;22;?;?;?
0.42,29;18;170;24;?;?;?
0.56,22;22;19;174;?;?;?
0.55,63;22;174;?;?;?;?
0.51,29;25;63;22;?;?;?
0.61,88;19;22;?;?;?;?
0.43,28;22;22;22;18;?;?
0.41,22;18;170;24;?;?;?
0.42,17;22;18;?;?;?;?
0.53,12;20;19;?;?;?;?
0.4,12;22;19;18;?;?;?
0.42,29;19;147;?;?;?;?
0.43,14;22;22;18;?;?;?
0.43,20;19;24;?;?;?;?
0.55,14;75;22;22;174;?;?
0.55,25;19;174;?;?;?;?
0.46,20;75;22;19;174;?;?
0.53,63;22;22;174;?;?;?
0.4,88;19;174;22;18;?;?
0.7,20;22;22;174;?;?;?
0.54,19;22;18;170;?;?;?
0.41,14;75;22;22;22;?;?
0.41,20;19;174;24;?;?;?
0.43,14;22;22;19;?;?;?
0.46,12;29;18;?;?;?;?
0.42,14;174;170;?;?;?;?
0.44,12;88;22;18;170;?;?
0.41,19;22;147;?;?;?;?
0.42,12;14;19;?;?;?;?
0.44,28;22;22;174;24;?;?
0.45,12;19;24;?;?;?;?
0.51,28;29;22;?;?;?;?
0.4,14;22;22;18;170;?;?
0.41,22;22;174;147;?;?;?
0.43,14;22;174;22;?;?;?
0.48,12;88;22;170;?;?;?
0.57,14;75;174;?;?;?;?
0.41,29;22;22;147;?;?;?
0.45,29;20;22;22;?;?;?
0.43,12;88;28;22;22;?;?
0.41,14;22;174;22;170;?;?
0.56,212;22;22;174;?;?;?
0.4,29;22;18;170;24;?;?
0.43,12;28;29;?;?;?;?
0.52,20;14;212;19;?;?;?
0.43,14;75;22;18;?;?;?
0.46,12;88;28;22;?;?;?
0.42,12;75;212;19;174;?;?
0.54,22;22;174;18;170;?;?
0.58,14;75;19;?;?;?;?
0.44,88;29;22;174;?;?;?
0.42,28;212;22;19;?;?;?
0.6,12;22;19;174;?;?;?
0.5,12;22;22;18;?;?;?
0.4,29;17;18;170;?;?;?
0.59,19;22;170;?;?;?;?
0.48,12;22;22;22;170;?;?
0.52,28;212;19;?;?;?;?
0.56,22;22;174;22;170;?;?
0.51,12;20;22;174;?;?;?
0.45,212;22;19;174;?;?;?
0.47,28;19;174;18;?;?;?
0.57,88;22;19;174;?;?;?
0.49,88;19;18;?;?;?;?
0.47,28;29;22;22;174;?;?
0.41,29;22;22;22;24;?;?
0.5,29;17;19;174;?;?;?
0.43,28;20;174;?;?;?;?
0.46,12;19;22;18;170;?;?
0.52,12;212;19;174;?;?;?
0.41,12;22;174;22;18;170;?
0.48,28;174;170;?;?;?;?
0.43,29;19;22;174;?;?;?
0.41,14;19;174;22;?;?;?
0.47,12;19;174;170;?;?;?
0.42,88;174;22;18;?;?;?
0.63,20;75;212;?;?;?;?
0.52,12;88;19;22;?;?;?
0.44,12;174;22;18;?;?;?
0.55,29;25;63;?;?;?;?
0.53,12;28;19;174;?;?;?
0.45,20;22;174;22;170;?;?
0.46,22;19;170;?;?;?;?
0.5,28;19;18;?;?;?;?
0.41,88;28;19;174;?;?;?
0.47,28;22;22;19;174;?;?
0.45,20;174;22;170;?;?;?
0.4,12;14;22;22;174;?;?
0.58,88;212;22;174;?;?;?
0.46,25;63;19;?;?;?;?
0.4,12;88;22;22;170;?;?
0.4,12;17;22;174;?;?;?
0.44,12;75;212;22;174;?;?
0.48,174;22;18;170;?;?;?
0.44,20;212;22;170;?;?;?
0.4,20;14;22;18;?;?;?
0.56,14;75;212;22;22;?;?
0.41,88;20;19;?;?;?;?
0.53,29;17;19;?;?;?;?
0.48,20;22;22;19;?;?;?
0.52,28;212;22;22;?;?;?
0.52,20;14;75;212;22;?;?
0.47,12;75;212;?;?;?;?
0.61,14;212;22;?;?;?;?
0.59,88;212;22;22;?;?;?
0.41,20;29;22;22;?;?;?
0.51,22;174;22;18;?;?;?
0.4,20;29;174;?;?;?;?
0.5,14;22;19;174;?;?;?
0.41,29;25;22;18;170;?;?
0.61,88;212;22;?;?;?;?
0.49,20;212;19;22;?;?;?
0.56,20;212;19;174;?;?;?
0.6,14;75;22;?;?;?;?
0.53,29;17;22;22;?;?;?
0.46,29;20;19;?;?;?;?
0.62,22;18;170;?;?;?;?
0.58,20;75;212;174;?;?;?
0.45,75;22;170;?;?;?;?
0.41,12;88;29;22;?;?;?
0.42,14;22;22;170;?;?;?
0.59,14;75;212;22;?;?;?
0.49,20;75;22;19;?;?;?
0.48,28;22;22;174;18;?;?
0.55,14;212;19;174;?;?;?
0.42,12;28;22;19;174;?;?
0.58,20;212;22;174;?;?;?
0.47,22;19;18;?;?;?;?
0.74,88;22;174;?;?;?;?
0.45,20;22;22;174;18;?;?
0.43,22;19;24;?;?;?;?
0.55,28;22;22;22;?;?;?
0.55,29;22;22;174;22;170;?
0.44,14;75;18;?;?;?;?
0.52,29;19;24;?;?;?;?
0.48,20;14;75;19;174;?;?
0.41,12;63;19;174;?;?;?
0.43,12;14;22;?;?;?;?
0.41,28;20;22;22;174;?;?
0.41,29;25;22;19;174;?;?
0.76,12;22;22;174;?;?;?
0.54,20;22;170;?;?;?;?
0.46,12;29;22;19;174;?;?
0.42,14;174;18;?;?;?;?
0.48,22;174;22;18;170;?;?
0.43,12;88;17;?;?;?;?
0.59,20;212;22;22;?;?;?
0.5,75;19;22;?;?;?;?
0.63,12;88;22;174;?;?;?
0.45,20;22;22;174;170;?;?
0.41,63;22;18;170;?;?;?
0.53,28;22;18;170;?;?;?
0.42,20;14;22;19;174;?;?
0.43,28;212;19;22;?;?;?
0.43,75;212;22;18;?;?;?
0.4,20;88;19;174;?;?;?
0.51,29;22;22;174;24;?;?
