freq,items
0.44,182;69;3;3;149;?;?;?
0.41,182;5;145;3;141;?;?;?
0.48,57;3;145;2;?;?;?;?
0.46,29;56;5;145;2;?;?;?
0.41,41;29;69;145;2;149;?;?
0.48,182;29;69;5;145;?;?;?
0.4,182;57;145;2;141;?;?;?
0.41,182;56;3;145;149;?;?;?
0.51,11;5;3;2;?;?;?;?
0.42,20;3;51;?;?;?;?;?
0.4,29;56;57;141;?;?;?;?
0.57,29;56;57;3;149;?;?;?
0.44,5;3;145;149;?;?;?;?
0.5,29;2;141;?;?;?;?;?
0.67,56;3;2;149;?;?;?;?
0.68,29;69;145;3;149;?;?;?
0.46,182;41;5;145;3;?;?;?
0.48,56;2;149;141;?;?;?;?
0.42,56;5;145;3;2;149;?;?
0.59,56;57;145;3;?;?;?;?
0.48,57;145;2;141;?;?;?;?
0.43,29;5;145;3;2;141;?;?
0.42,5;145;3;2;149;141;?;?
0.48,182;29;11;3;?;?;?;?
0.41,182;29;20;69;2;?;?;?
0.66,182;29;56;69;145;?;?;?
0.46,20;56;145;3;2;149;?;?
0.43,56;145;2;51;141;?;?;?
0.4,56;57;5;145;3;?;?;?
0.58,182;57;145;2;?;?;?;?
0.48,29;57;149;51;?;?;?;?
0.41,11;57;3;145;?;?;?;?
0.66,41;56;69;?;?;?;?;?
0.43,182;20;69;145;2;149;?;?
0.83,29;5;3;?;?;?;?;?
0.47,182;11;145;3;2;?;?;?
0.46,182;41;5;2;?;?;?;?
0.49,29;5;3;141;?;?;?;?
0.61,29;20;56;?;?;?;?;?
0.58,182;29;69;149;?;?;?;?
0.67,29;56;3;149;?;?;?;?
0.45,56;69;149;141;?;?;?;?
0.41,20;69;3;3;?;?;?;?
0.54,41;57;145;3;?;?;?;?
0.47,182;20;3;149;?;?;?;?
0.45,182;41;57;149;?;?;?;?
0.68,29;57;2;149;?;?;?;?
0.49,69;2;141;?;?;?;?;?
0.61,182;3;2;?;?;?;?;?
0.42,29;5;56;?;?;?;?;?
0.42,57;145;3;2;149;141;?;?
0.42,14;71;5;?;?;?;?;?
0.42,56;69;5;3;149;?;?;?
0.41,69;5;145;3;2;?;?;?
0.57,56;69;5;?;?;?;?;?
0.42,29;69;5;3;2;149;?;?
0.52,182;145;3;2;149;?;?;?
0.45,29;20;69;3;2;?;?;?
0.78,29;56;69;145;?;?;?;?
0.42,11;69;51;?;?;?;?;?
0.62,56;5;145;?;?;?;?;?
0.44,29;56;3;51;141;?;?;?
0.47,29;56;3;3;2;?;?;?
0.47,29;3;145;3;141;?;?;?
0.67,29;57;145;149;?;?;?;?
0.43,29;56;69;145;149;51;?;?
0.46,56;69;57;3;149;?;?;?
0.52,182;69;5;?;?;?;?;?
0.48,11;145;2;141;?;?;?;?
0.46,182;5;51;?;?;?;?;?
0.41,182;29;5;3;141;?;?;?
0.4,182;5;145;3;149;141;?;?
0.41,182;56;2;149;141;?;?;?
0.41,182;14;3;?;?;?;?;?
0.43,182;41;29;5;145;?;?;?
0.46,5;145;51;141;?;?;?;?
0.47,29;56;2;149;141;?;?;?
0.47,29;57;5;149;?;?;?;?
0.41,182;14;5;?;?;?;?;?
0.5,182;29;57;3;145;?;?;?
0.41,41;29;5;3;2;?;?;?
0.45,56;69;145;3;141;?;?;?
0.59,182;69;149;?;?;?;?;?
0.5,11;149;141;?;?;?;?;?
0.69,182;29;56;69;?;?;?;?
0.5,182;29;48;?;?;?;?;?
0.48,69;3;145;3;?;?;?;?
0.44,182;20;11;?;?;?;?;?
0.65,56;69;145;2;?;?;?;?
0.42,182;41;29;69;3;?;?;?
0.43,41;29;3;2;149;?;?;?
0.44,20;56;69;57;145;?;?;?
0.5,182;56;57;149;?;?;?;?
0.46,57;145;2;149;51;?;?;?
0.47,182;29;20;56;3;?;?;?
0.46,20;56;69;145;3;149;?;?
0.48,11;145;149;141;?;?;?;?
0.44,182;41;69;145;2;149;?;?
0.41,182;41;20;69;145;?;?;?
0.49,14;56;69;145;?;?;?;?
0.42,14;5;145;149;?;?;?;?
0.41,29;56;2;149;51;141;?;?
0.66,11;5;145;?;?;?;?;?
0.42,29;56;57;145;51;?;?;?
0.72,182;29;5;145;?;?;?;?
0.49,11;56;3;2;?;?;?;?
0.5,3;149;141;?;?;?;?;?
0.48,29;20;56;57;145;?;?;?
0.45,182;41;56;145;149;?;?;?
0.41,11;56;57;2;149;?;?;?
0.85,29;57;145;?;?;?;?;?
0.43,182;20;57;145;2;?;?;?
0.46,182;3;51;?;?;?;?;?
0.4,41;29;56;3;2;149;?;?
0.46,182;29;56;5;3;?;?;?
0.42,182;5;3;3;149;?;?;?
0.52,20;145;2;149;?;?;?;?
0.46,29;20;5;2;149;?;?;?
0.43,182;3;145;51;?;?;?;?
0.41,182;69;149;51;?;?;?;?
0.51,182;29;20;69;145;?;?;?
0.47,29;5;145;2;149;141;?;?
0.41,41;29;5;145;2;?;?;?
0.42,182;69;2;141;?;?;?;?
0.58,182;29;5;149;?;?;?;?
0.53,182;56;3;145;?;?;?;?
0.48,29;3;2;149;51;?;?;?
0.44,56;145;3;2;141;?;?;?
0.41,5;3;2;51;141;?;?;?
0.55,182;20;3;145;?;?;?;?
0.42,182;41;29;57;3;?;?;?
0.43,182;20;5;145;2;149;?;?
0.63,11;69;3;?;?;?;?;?
0.5,182;56;57;145;3;?;?;?
0.41,56;3;2;149;51;141;?;?
0.53,41;56;3;2;?;?;?;?
0.41,29;20;56;69;145;149;?;?
0.47,29;56;3;149;51;?;?;?
0.68,29;57;3;2;?;?;?;?
0.5,3;3;51;?;?;?;?;?
0.46,41;20;5;145;?;?;?;?
0.45,29;20;5;145;3;149;?;?
0.43,29;5;149;51;141;?;?;?
0.47,56;69;57;149;?;?;?;?
0.48,29;5;145;3;141;?;?;?
0.45,182;41;56;145;2;?;?;?
0.66,29;69;3;2;149;?;?;?
0.49,69;149;141;?;?;?;?;?
0.44,182;41;56;145;3;149;?;?
0.49,69;145;149;141;?;?;?;?
0.65,20;57;145;?;?;?;?;?
0.59,29;57;5;145;?;?;?;?
0.45,41;69;57;145;?;?;?;?
0.5,41;57;145;2;149;?;?;?
0.47,29;5;51;141;?;?;?;?
0.56,29;56;57;3;2;?;?;?
0.41,29;57;3;145;3;2;?;?
0.43,14;69;145;149;?;?;?;?
0.46,41;3;145;3;2;149;?;?
0.42,29;56;69;2;149;141;?;?
0.49,11;2;149;141;?;?;?;?
0.48,5;2;149;51;?;?;?;?
0.45,14;145;3;?;?;?;?;?
0.41,29;57;145;3;2;149;141;?
0.48,29;57;3;149;141;?;?;?
0.48,69;5;145;3;?;?;?;?
0.41,29;57;3;2;51;141;?;?
0.52,29;56;51;?;?;?;?;?
0.4,182;69;2;149;51;?;?;?
0.42,182;3;2;149;141;?;?;?
0.48,29;56;57;145;3;2;149;?
0.42,29;20;69;145;3;2;?;?
0.49,69;145;149;51;?;?;?;?
0.46,69;3;51;141;?;?;?;?
0.63,20;57;3;?;?;?;?;?
0.66,182;11;3;?;?;?;?;?
0.42,41;29;3;3;149;?;?;?
0.41,182;29;3;3;51;?;?;?
0.44,3;3;2;51;?;?;?;?
0.61,29;56;69;3;2;?;?;?
0.47,182;56;57;145;2;149;?;?
0.49,29;3;2;149;141;?;?;?
0.45,182;11;56;69;?;?;?;?
0.52,20;56;145;2;?;?;?;?
0.49,5;2;51;?;?;?;?;?
0.46,29;20;5;145;149;?;?;?
0.59,56;57;3;2;?;?;?;?
0.57,182;41;69;145;?;?;?;?
0.42,182;56;149;141;?;?;?;?
0.61,57;3;145;?;?;?;?;?
0.52,11;5;3;149;?;?;?;?
0.52,14;3;145;?;?;?;?;?
0.43,182;41;56;69;145;3;?;?
0.43,41;56;69;145;3;2;149;?
0.46,69;5;145;2;?;?;?;?
0.66,182;11;145;?;?;?;?;?
0.47,11;145;3;149;51;?;?;?
0.45,20;56;57;2;?;?;?;?
0.65,182;56;69;3;?;?;?;?
0.58,182;29;69;145;149;?;?;?
0.46,29;69;5;149;?;?;?;?
0.43,182;29;57;3;51;?;?;?
0.42,20;56;69;145;3;2;149;?
0.41,182;29;57;149;141;?;?;?
0.59,56;57;3;149;?;?;?;?
0.42,41;29;57;149;?;?;?;?
0.56,182;5;3;2;149;?;?;?
0.47,29;56;5;3;149;?;?;?
0.52,41;69;145;2;149;?;?;?
0.41,182;41;56;69;2;149;?;?
0.53,20;5;149;?;?;?;?;?
0.42,14;56;145;2;149;?;?;?
0.69,182;56;69;145;?;?;?;?
0.43,29;145;3;2;51;?;?;?
0.52,11;5;2;149;?;?;?;?
0.41,29;56;69;5;145;3;?;?
0.42,57;2;149;51;141;?;?;?
0.43,182;20;56;145;2;?;?;?
0.45,29;57;5;3;2;?;?;?
0.69,29;56;2;?;?;?;?;?
0.5,182;56;57;3;2;?;?;?
0.44,69;145;3;2;51;?;?;?
0.49,56;2;51;?;?;?;?;?
0.45,29;2;51;141;?;?;?;?
0.49,29;57;141;?;?;?;?;?
0.68,29;56;57;3;?;?;?;?
0.53,20;69;145;2;?;?;?;?
0.4,182;29;5;2;149;141;?;?
0.59,29;56;145;3;2;149;?;?
0.48,29;69;145;2;51;?;?;?
0.42,14;57;3;2;?;?;?;?
0.47,29;57;145;3;141;?;?;?
0.5,41;20;3;?;?;?;?;?
0.4,3;145;3;149;51;141;?;?
0.42,182;149;51;?;?;?;?;?
0.59,182;57;149;?;?;?;?;?
0.41,41;29;57;145;2;?;?;?
0.44,29;57;5;3;2;149;?;?
0.42,29;56;145;3;2;51;?;?
0.55,41;5;145;3;?;?;?;?
0.44,182;41;57;2;149;?;?;?
0.51,11;57;145;3;?;?;?;?
0.43,5;145;3;2;141;?;?;?
0.44,182;41;5;145;149;?;?;?
0.45,29;69;57;3;2;?;?;?
0.46,29;69;51;141;?;?;?;?
0.51,41;57;145;3;149;?;?;?
0.45,29;20;57;3;2;?;?;?
0.4,182;56;69;3;51;?;?;?
0.41,20;57;5;3;?;?;?;?
0.46,182;69;51;?;?;?;?;?
0.63,3;3;2;?;?;?;?;?
0.55,182;29;5;3;2;149;?;?
0.42,14;56;3;149;?;?;?;?
0.52,5;3;51;?;?;?;?;?
0.53,182;29;3;3;2;?;?;?
0.43,56;69;145;51;141;?;?;?
0.43,29;20;56;3;2;149;?;?
0.43,29;3;3;2;149;141;?;?
0.66,56;69;2;?;?;?;?;?
0.41,182;5;145;141;?;?;?;?
0.4,29;3;56;?;?;?;?;?
0.42,41;29;69;149;?;?;?;?
0.63,20;56;3;?;?;?;?;?
0.52,20;5;2;149;?;?;?;?
0.41,29;56;69;51;141;?;?;?
0.49,57;3;3;2;?;?;?;?
0.62,182;56;145;3;?;?;?;?
0.46,57;3;145;2;149;?;?;?
0.42,29;57;145;3;51;141;?;?
0.41,57;3;145;3;2;149;?;?
0.57,56;69;57;145;?;?;?;?
0.52,41;145;2;149;?;?;?;?
0.43,5;145;3;2;51;?;?;?
0.45,29;57;5;145;3;149;?;?
0.45,11;3;145;3;2;149;?;?
0.44,14;56;57;3;?;?;?;?
0.57,182;29;69;145;3;149;?;?
0.51,20;57;145;149;?;?;?;?
0.48,11;145;149;51;?;?;?;?
0.47,41;56;69;3;2;149;?;?
0.56,182;5;145;2;149;?;?;?
0.52,20;56;3;149;?;?;?;?
0.52,182;56;145;3;2;149;?;?
0.44,145;3;2;141;?;?;?;?
0.48,20;56;69;149;?;?;?;?
0.42,182;2;149;141;?;?;?;?
0.52,41;69;145;3;149;?;?;?
0.6,29;69;145;3;2;149;?;?
0.52,20;57;145;2;?;?;?;?
0.5,56;57;145;3;2;149;?;?
0.43,41;20;56;69;145;?;?;?
0.45,182;69;145;51;?;?;?;?
0.42,182;57;2;141;?;?;?;?
0.41,11;57;5;145;?;?;?;?
0.44,182;20;145;3;149;?;?;?
0.42,29;20;145;3;2;149;?;?
0.48,56;145;3;149;141;?;?;?
0.45,29;56;3;2;149;141;?;?
0.41,11;145;2;149;51;141;?;?
0.57,20;56;69;3;?;?;?;?
0.41,14;5;145;3;149;?;?;?
0.44,182;20;69;145;149;?;?;?
0.67,3;145;149;?;?;?;?;?
0.47,29;57;145;3;51;?;?;?
0.44,56;69;57;3;2;149;?;?
0.44,56;69;145;149;51;?;?;?
0.41,14;5;3;2;149;?;?;?
0.42,3;145;3;2;141;?;?;?
0.42,20;56;57;145;2;?;?;?
0.49,29;20;149;?;?;?;?;?
0.42,29;20;3;3;2;149;?;?
0.47,29;20;145;149;?;?;?;?
0.47,29;5;145;3;149;51;?;?
0.44,41;69;3;145;?;?;?;?
0.41,182;57;3;145;3;?;?;?
0.57,182;5;3;2;?;?;?;?
0.42,14;5;145;2;?;?;?;?
0.44,41;20;5;3;?;?;?;?
0.46,29;20;57;3;149;?;?;?
0.47,5;51;141;?;?;?;?;?
0.47,3;145;3;141;?;?;?;?
0.61,29;56;69;145;149;?;?;?
0.5,11;56;145;3;?;?;?;?
0.47,57;51;141;?;?;?;?;?
0.41,182;5;145;3;51;?;?;?
0.42,29;20;3;145;3;2;?;?
0.62,41;56;57;?;?;?;?;?
0.42,182;57;5;2;?;?;?;?
0.41,11;3;3;141;?;?;?;?
0.49,29;2;149;141;?;?;?;?
0.57,29;56;57;149;?;?;?;?
0.46,182;41;69;145;2;?;?;?
0.41,14;14;69;145;?;?;?;?
0.49,41;56;69;145;2;?;?;?
0.43,14;145;149;?;?;?;?;?
0.52,56;57;5;?;?;?;?;?
0.53,182;29;20;56;?;?;?;?
0.58,182;5;145;149;?;?;?;?
0.46,56;57;5;3;?;?;?;?
0.47,56;145;51;141;?;?;?;?
0.45,3;145;2;149;51;?;?;?
0.54,182;41;5;3;?;?;?;?
0.51,41;57;145;149;?;?;?;?
0.43,29;56;69;149;51;?;?;?
0.49,182;41;56;69;3;?;?;?
0.46,5;3;145;3;?;?;?;?
0.41,57;5;145;3;2;149;?;?
0.51,41;3;145;3;149;?;?;?
0.41,182;56;69;57;2;?;?;?
0.41,29;3;145;2;51;141;?;?
0.44,41;29;3;2;?;?;?;?
0.41,29;20;56;69;3;2;?;?
0.42,14;71;57;?;?;?;?;?
0.41,182;145;2;51;?;?;?;?
0.4,41;29;3;145;149;?;?;?
0.42,29;57;3;149;51;141;?;?
0.42,41;29;3;145;3;?;?;?
0.68,57;145;149;?;?;?;?;?
0.46,29;56;3;145;149;?;?;?
0.45,41;56;57;149;?;?;?;?
0.45,29;56;5;3;2;?;?;?
0.4,182;57;2;149;51;?;?;?
0.49,56;145;149;141;?;?;?;?
0.46,182;41;56;2;?;?;?;?
0.68,56;145;2;149;?;?;?;?
0.45,20;57;3;145;?;?;?;?
0.44,56;69;57;145;2;?;?;?
0.48,182;29;56;57;3;149;?;?
0.42,14;57;145;149;?;?;?;?
0.44,56;69;5;145;3;?;?;?
0.64,29;56;3;2;149;?;?;?
0.44,182;11;56;145;?;?;?;?
0.69,11;145;2;?;?;?;?;?
0.51,11;56;2;?;?;?;?;?
0.46,29;57;5;145;149;?;?;?
0.49,29;145;149;141;?;?;?;?
0.47,69;5;149;?;?;?;?;?
0.57,182;29;5;2;149;?;?;?
0.51,11;3;145;3;149;?;?;?
0.45,29;5;3;3;2;149;?;?
0.5,182;29;56;3;145;?;?;?
0.42,20;56;57;3;2;149;?;?
0.53,41;69;145;149;?;?;?;?
0.59,182;57;3;149;?;?;?;?
0.68,5;145;149;?;?;?;?;?
0.51,41;29;56;69;?;?;?;?
0.4,182;5;145;149;51;?;?;?
0.41,11;56;57;149;?;?;?;?
0.44,182;29;57;51;?;?;?;?
0.41,182;29;3;3;141;?;?;?
0.55,182;29;69;57;?;?;?;?
0.73,29;3;3;?;?;?;?;?
0.43,20;56;5;145;?;?;?;?
0.46,11;3;145;3;2;?;?;?
0.43,182;41;57;145;3;149;?;?
0.51,182;29;69;145;3;2;149;?
0.41,182;57;149;51;?;?;?;?
0.48,56;69;57;2;?;?;?;?
0.44,41;56;69;145;3;2;?;?
0.59,182;20;57;?;?;?;?;?
0.42,57;145;2;51;141;?;?;?
0.53,57;3;3;149;?;?;?;?
0.43,14;57;3;149;?;?;?;?
0.58,182;29;69;145;2;?;?;?
0.45,14;56;57;145;?;?;?;?
0.51,182;29;56;145;3;2;?;?
0.43,29;20;57;145;2;149;?;?
0.43,182;20;56;149;?;?;?;?
0.61,182;20;3;?;?;?;?;?
0.47,29;56;57;3;145;?;?;?
0.52,41;3;145;2;?;?;?;?
0.46,57;3;145;3;149;?;?;?
0.43,41;29;57;145;3;?;?;?
0.41,182;57;145;3;141;?;?;?
0.69,29;69;3;149;?;?;?;?
0.46,57;3;2;149;51;?;?;?
0.56,29;69;57;145;?;?;?;?
0.51,14;56;3;?;?;?;?;?
0.43,56;69;3;145;3;?;?;?
0.42,182;20;57;145;3;149;?;?
0.42,182;20;3;3;2;?;?;?
0.45,182;5;145;51;?;?;?;?
0.49,56;3;149;51;?;?;?;?
0.61,20;56;69;145;?;?;?;?
0.53,41;29;56;145;?;?;?;?
0.41,29;56;3;2;51;141;?;?
0.42,41;29;56;145;149;?;?;?
0.54,41;145;149;?;?;?;?;?
0.41,69;3;2;149;51;141;?;?
0.44,20;69;3;145;?;?;?;?
0.53,29;57;51;?;?;?;?;?
0.56,182;20;5;145;?;?;?;?
0.43,29;56;5;3;2;149;?;?
0.53,41;145;3;149;?;?;?;?
0.66,41;3;145;?;?;?;?;?
0.43,57;3;149;51;141;?;?;?
0.48,145;2;149;51;?;?;?;?
0.41,41;5;3;3;?;?;?;?
0.5,56;5;149;?;?;?;?;?
0.4,29;56;145;2;149;51;141;?
0.48,182;29;56;57;149;?;?;?
0.41,182;29;20;145;149;?;?;?
0.48,29;69;145;149;51;?;?;?
0.42,182;29;3;141;?;?;?;?
0.53,182;56;69;145;3;149;?;?
0.43,29;11;145;2;149;?;?;?
0.43,182;41;20;3;?;?;?;?
0.44,41;56;69;57;3;?;?;?
0.4,182;29;20;69;145;149;?;?
0.41,182;57;3;2;141;?;?;?
0.42,56;57;149;141;?;?;?;?
0.47,57;3;2;149;141;?;?;?
0.45,182;41;69;145;149;?;?;?
0.45,20;56;3;145;?;?;?;?
0.43,29;69;145;3;2;51;?;?
0.41,182;29;20;3;145;3;?;?
0.42,41;29;145;149;?;?;?;?
0.42,29;69;2;149;51;141;?;?
0.52,29;56;145;51;?;?;?;?
0.4,182;56;3;145;3;149;?;?
0.42,56;57;3;141;?;?;?;?
0.45,182;11;57;145;?;?;?;?
0.52,29;5;3;51;?;?;?;?
0.48,182;56;69;57;3;?;?;?
0.42,29;69;145;3;149;51;141;?
0.42,29;56;57;3;51;?;?;?
0.43,29;69;57;145;2;?;?;?
0.55,41;29;69;?;?;?;?;?
0.52,41;56;145;2;149;?;?;?
0.49,69;3;149;141;?;?;?;?
0.44,182;20;3;145;3;?;?;?
0.49,57;5;149;?;?;?;?;?
0.5,41;5;3;2;149;?;?;?
0.42,3;145;3;51;141;?;?;?
0.51,182;29;57;145;3;2;?;?
0.67,29;56;145;149;?;?;?;?
0.43,41;20;56;57;?;?;?;?
0.42,29;20;56;69;2;?;?;?
0.5,20;57;3;2;149;?;?;?
0.46,182;56;3;3;149;?;?;?
0.51,20;5;145;3;149;?;?;?
0.43,5;2;51;141;?;?;?;?
0.55,182;29;57;3;2;149;?;?
0.48,29;11;2;?;?;?;?;?
0.57,182;29;57;3;2;?;?;?
0.46,20;56;5;?;?;?;?;?
0.4,182;41;56;69;145;2;149;?
0.5,20;3;145;2;149;?;?;?
0.4,56;57;5;2;?;?;?;?
0.65,29;57;145;2;149;?;?;?
0.4,182;69;5;2;?;?;?;?
0.46,182;41;3;2;149;?;?;?
0.41,41;145;51;?;?;?;?;?
0.5,56;3;145;3;?;?;?;?
0.42,182;48;3;?;?;?;?;?
0.48,29;56;141;?;?;?;?;?
0.47,182;29;56;69;145;3;2;?
0.44,182;29;5;145;51;?;?;?
0.65,3;145;2;149;?;?;?;?
0.53,20;69;145;149;?;?;?;?
0.6,29;56;69;2;149;?;?;?
0.46,182;20;69;145;3;?;?;?
0.43,57;145;3;2;141;?;?;?
0.44,182;41;56;69;57;?;?;?
0.42,56;57;141;?;?;?;?;?
0.52,20;69;3;2;?;?;?;?
0.49,29;56;57;5;?;?;?;?
0.43,29;56;69;2;141;?;?;?
0.53,20;57;145;3;?;?;?;?
0.4,182;41;5;145;3;2;?;?
0.55,182;41;3;145;?;?;?;?
0.44,29;56;5;145;2;149;?;?
0.49,182;69;57;145;?;?;?;?
0.42,56;145;2;149;51;141;?;?
0.54,182;41;56;3;?;?;?;?
0.51,56;5;145;3;?;?;?;?
0.52,41;69;57;?;?;?;?;?
0.47,182;20;3;2;?;?;?;?
0.51,29;69;3;51;?;?;?;?
0.46,56;69;57;2;149;?;?;?
0.5,29;149;51;?;?;?;?;?
0.46,69;57;3;2;?;?;?;?
0.52,41;5;145;149;?;?;?;?
0.41,182;29;20;5;145;3;?;?
0.47,29;69;3;145;3;?;?;?
0.48,41;56;69;145;2;149;?;?
0.49,11;3;149;141;?;?;?;?
0.88,29;69;145;?;?;?;?;?
0.54,182;29;3;145;2;149;?;?
0.7,29;69;145;2;?;?;?;?
0.53,41;29;145;?;?;?;?;?
0.77,56;69;3;?;?;?;?;?
0.46,41;29;56;69;3;?;?;?
0.4,20;5;145;51;?;?;?;?
0.42,182;5;141;?;?;?;?;?
0.49,56;145;2;141;?;?;?;?
0.51,11;69;145;3;149;?;?;?
0.59,29;56;69;3;2;149;?;?
0.44,29;20;3;145;2;149;?;?
0.4,14;14;56;145;?;?;?;?
0.47,11;56;145;3;149;?;?;?
0.62,182;69;145;3;?;?;?;?
0.48,57;2;149;51;?;?;?;?
0.41,29;57;5;145;3;2;?;?
0.5,57;5;145;3;?;?;?;?
0.5,182;29;3;145;3;2;?;?
0.4,29;56;69;5;149;?;?;?
0.41,182;56;145;149;51;?;?;?
0.58,182;57;2;149;?;?;?;?
0.47,29;3;145;141;?;?;?;?
0.49,57;149;141;?;?;?;?;?
0.41,182;56;3;3;2;149;?;?
0.44,182;56;57;145;3;2;?;?
0.67,11;69;145;?;?;?;?;?
0.52,41;56;2;149;?;?;?;?
0.4,29;69;3;145;3;2;?;?
0.54,41;145;2;?;?;?;?;?
0.42,56;57;3;149;141;?;?;?
0.53,41;29;69;145;?;?;?;?
0.48,29;20;5;145;3;?;?;?
0.61,182;29;3;2;?;?;?;?
0.49,41;145;3;2;?;?;?;?
0.48,29;20;69;145;3;?;?;?
0.41,182;41;56;69;149;?;?;?
0.46,182;29;56;69;57;3;?;?
0.41,41;56;51;?;?;?;?;?
0.41,182;56;149;51;?;?;?;?
0.49,182;29;20;5;3;?;?;?
0.42,182;57;3;149;141;?;?;?
0.64,29;56;69;145;3;?;?;?
0.44,182;41;69;2;149;?;?;?
0.44,182;41;57;3;2;?;?;?
0.48,29;56;5;2;?;?;?;?
0.48,5;145;2;51;?;?;?;?
0.47,29;56;69;145;51;?;?;?
0.44,182;20;56;2;?;?;?;?
0.53,11;5;149;?;?;?;?;?
0.56,182;3;145;149;?;?;?;?
0.52,20;3;145;2;?;?;?;?
0.56,56;57;145;149;?;?;?;?
0.41,182;29;145;141;?;?;?;?
0.43,56;69;3;145;2;?;?;?
0.44,41;29;69;145;3;?;?;?
0.5,29;3;149;51;?;?;?;?
0.4,56;57;2;149;51;?;?;?
0.42,14;69;2;149;?;?;?;?
0.56,182;41;5;145;?;?;?;?
0.55,182;41;57;145;?;?;?;?
0.44,182;41;5;145;2;?;?;?
0.53,41;3;145;3;?;?;?;?
0.49,182;29;56;69;3;2;149;?
0.5,56;69;5;3;?;?;?;?
0.44,56;57;145;51;?;?;?;?
0.42,56;69;3;51;141;?;?;?
0.4,29;57;145;2;149;51;141;?
0.43,182;41;29;3;145;?;?;?
0.4,41;29;5;145;2;149;?;?
0.53,56;69;5;145;?;?;?;?
0.45,69;5;3;2;?;?;?;?
0.41,182;145;149;51;?;?;?;?
0.41,182;69;145;149;51;?;?;?
0.47,29;51;141;?;?;?;?;?
0.41,182;56;5;3;149;?;?;?
0.44,182;41;29;56;145;?;?;?
0.45,41;69;5;?;?;?;?;?
0.43,182;20;56;145;149;?;?;?
0.43,182;41;20;56;?;?;?;?
0.42,29;5;145;3;2;149;141;?
0.47,56;69;3;3;149;?;?;?
0.48,29;69;145;3;149;141;?;?
0.42,182;56;145;141;?;?;?;?
0.4,182;29;20;69;149;?;?;?
0.73,69;145;3;?;?;?;?;?
0.4,182;3;145;141;?;?;?;?
0.4,182;57;3;2;149;141;?;?
0.54,182;56;69;3;149;?;?;?
0.66,57;145;2;149;?;?;?;?
0.53,182;5;145;3;2;?;?;?
0.6,182;29;69;145;3;?;?;?
0.42,29;69;145;3;2;149;51;?
0.48,29;5;2;149;141;?;?;?
0.4,182;41;69;145;3;2;149;?
0.51,29;57;145;51;?;?;?;?
0.42,56;145;3;149;51;141;?;?
