freq,items
0.46,29;63;152;21;?;?
0.43,182;17;5;152;?;?
0.4,25;17;5;152;?;?
0.42,182;25;24;160;?;?
0.43,5;24;160;?;?;?
0.4,29;215;152;60;?;?
0.41,182;14;63;17;?;?
0.47,29;25;21;17;?;?
0.53,182;29;63;215;152;?
0.46,182;29;25;17;5;?
0.44,29;17;152;21;?;?
0.4,182;29;17;152;17;?
0.46,182;29;181;?;?;?
0.62,182;25;152;?;?;?
0.49,29;25;160;?;?;?
0.41,29;63;17;215;?;?
0.42,182;20;5;?;?;?
0.43,29;17;215;152;17;?
0.6,182;29;25;152;?;?
0.44,17;24;60;?;?;?
0.42,25;215;152;21;?;?
0.42,182;29;25;215;17;?
0.44,25;63;60;?;?;?
0.44,182;215;5;?;?;?
0.42,182;29;17;24;24;?
0.41,29;25;63;160;?;?
0.46,29;63;215;21;?;?
0.64,29;25;215;152;?;?
0.41,182;17;24;160;?;?
0.4,29;5;162;?;?;?
0.41,25;63;17;21;?;?
0.45,25;17;24;24;?;?
0.47,25;215;21;?;?;?
0.61,29;5;152;?;?;?
0.62,29;17;215;152;?;?
0.46,29;25;152;21;?;?
0.52,182;25;63;215;?;?
0.44,25;63;5;152;?;?
0.62,182;215;152;?;?;?
0.52,29;24;24;?;?;?
0.41,182;25;21;17;?;?
0.59,29;63;24;?;?;?
0.45,29;25;24;24;160;?
0.45,5;152;17;?;?;?
0.42,14;215;17;?;?;?
0.42,182;29;215;24;?;?
0.47,182;20;17;?;?;?
0.46,182;14;5;?;?;?
0.45,63;215;5;?;?;?
0.41,14;71;152;?;?;?
0.42,182;63;160;?;?;?
0.41,182;29;21;17;?;?
0.4,182;25;152;21;?;?
0.49,14;14;17;?;?;?
0.5,182;29;25;63;215;?
0.43,29;5;24;160;?;?
0.4,29;21;17;162;?;?
0.45,14;17;17;?;?;?
0.46,14;71;25;?;?;?
0.49,29;63;24;160;?;?
0.4,25;152;24;24;?;?
0.51,29;25;215;17;?;?
0.5,29;63;215;17;?;?
0.51,63;5;17;?;?;?
0.47,182;14;63;?;?;?
0.4,25;63;17;5;?;?
0.43,25;17;160;?;?;?
0.42,182;20;215;?;?;?
0.43,182;29;25;63;21;?
0.46,14;29;17;?;?;?
0.43,29;20;17;?;?;?
0.44,29;25;17;24;24;?
0.68,182;29;215;?;?;?
0.42,182;63;24;160;?;?
0.41,14;71;215;?;?;?
0.51,29;24;160;?;?;?
0.42,29;25;63;24;24;?
0.4,20;25;17;?;?;?
0.42,182;29;63;24;24;?
0.48,29;21;162;?;?;?
0.44,182;29;25;5;152;?
0.9,29;25;17;?;?;?
0.43,182;215;24;?;?;?
0.4,11;25;17;?;?;?
0.45,63;24;24;160;?;?
0.42,182;29;160;?;?;?
0.6,29;215;17;?;?;?
0.46,25;215;5;?;?;?
0.61,25;63;152;?;?;?
0.42,182;29;25;5;17;?
0.44,182;29;60;?;?;?
0.42,25;63;160;?;?;?
0.43,71;25;17;?;?;?
0.44,182;14;25;17;?;?
0.43,29;25;63;5;152;?
0.44,17;215;21;?;?;?
0.46,29;25;5;21;?;?
0.45,152;24;24;?;?;?
0.73,29;63;5;?;?;?
0.51,182;17;21;?;?;?
0.46,29;63;5;21;?;?
0.73,29;63;152;?;?;?
0.49,182;25;17;17;?;?
0.49,29;63;160;?;?;?
0.45,63;24;60;?;?;?
0.61,182;29;25;215;?;?
0.4,25;63;21;17;?;?
0.49,63;24;160;?;?;?
0.44,29;17;215;21;?;?
0.42,14;14;215;?;?;?
0.44,29;17;24;60;?;?
0.41,29;25;63;215;17;?
0.73,25;63;17;?;?;?
0.7,182;63;17;?;?;?
0.43,29;215;160;?;?;?
0.56,25;17;215;?;?;?
0.41,182;29;17;162;?;?
0.67,182;29;152;?;?;?
0.49,182;29;215;17;?;?
0.4,63;152;60;?;?;?
0.45,29;63;215;5;?;?
0.53,14;63;17;?;?;?
0.55,182;29;17;17;?;?
0.61,25;63;215;?;?;?
0.42,25;63;24;160;?;?
0.41,29;25;215;152;21;?
0.47,29;63;17;162;?;?
0.4,63;215;152;24;?;?
0.49,182;29;63;24;?;?
0.52,25;5;17;?;?;?
0.47,63;21;162;?;?;?
0.53,25;17;21;?;?;?
0.46,182;29;25;17;215;?
0.41,14;63;215;152;?;?
0.48,182;25;17;5;?;?
0.46,29;25;215;21;?;?
0.49,29;17;152;17;?;?
0.69,182;29;63;17;?;?
0.4,24;24;60;?;?;?
0.49,29;17;5;17;?;?
0.73,29;63;215;?;?;?
0.41,215;21;17;?;?;?
0.47,29;63;17;17;?;?
0.41,182;17;5;17;?;?
0.47,14;63;215;?;?;?
0.41,182;17;160;?;?;?
0.42,182;25;63;24;?;?
0.42,182;25;17;215;152;?
0.43,63;17;24;?;?;?
0.51,29;63;152;17;?;?
0.45,29;63;24;24;160;?
0.51,14;25;63;?;?;?
0.4,25;63;17;152;?;?
0.42,182;20;152;?;?;?
0.45,215;24;24;?;?;?
0.41,25;5;60;?;?;?
0.44,14;17;215;?;?;?
0.45,20;215;152;?;?;?
0.43,182;29;25;17;21;?
0.63,182;25;215;?;?;?
0.53,29;25;5;152;?;?
0.45,29;215;152;24;?;?
0.44,182;25;17;24;?;?
0.41,63;17;5;?;?;?
0.45,63;215;24;?;?;?
0.58,25;17;17;?;?;?
0.62,29;63;21;?;?;?
0.41,182;17;152;17;?;?
0.44,182;25;152;17;?;?
0.55,29;25;17;5;?;?
0.53,29;215;152;17;?;?
0.6,29;5;17;?;?;?
0.49,29;25;24;160;?;?
0.45,182;25;17;21;?;?
0.46,25;17;60;?;?;?
0.5,25;63;24;?;?;?
0.4,29;215;21;17;?;?
0.41,182;181;160;?;?;?
0.52,14;215;152;?;?;?
0.4,182;29;25;17;215;152
0.53,29;25;63;215;152;?
0.42,182;29;17;5;152;?
0.44,29;5;24;24;?;?
0.42,29;25;17;24;160;?
0.42,182;17;162;?;?;?
0.44,17;17;162;?;?;?
0.63,182;25;5;?;?;?
0.49,17;5;17;?;?;?
0.62,17;215;152;?;?;?
0.41,29;25;63;152;17;?
