total,winfreq,items
1,1.0,1;20;21;?
1,1.0,36;27;28;59
2,1.0,178;36;23;?
4,1.0,34;27;60;?
1,1.0,34;60;21;23
1,1.0,180;27;60;22
1,1.0,1;34;23;?
1,1.0,15;21;23;?
1,1.0,1;27;21;?
1,1.0,34;27;28;215
1,1.0,28;36;215;?
1,1.0,1;27;254;?
2,1.0,36;27;28;23
1,1.0,1;21;23;?
2,1.0,180;28;22;?
1,1.0,28;34;180;23
1,1.0,1;34;215;?
3,1.0,215;21;23;?
1,1.0,1;31;23;?
1,1.0,1;20;23;?
1,1.0,1;178;31;?
2,1.0,27;20;21;?
13,0.77,36;28;31;?
4,0.75,1;34;254;?
38,0.74,27;20;22;?
16,0.69,108;27;180;?
22,0.68,1;215;23;?
3,0.67,28;34;60;?
46,0.65,1;28;215;?
14,0.64,1;28;21;?
76,0.63,1;27;20;?
19,0.63,28;21;31;?
172,0.61,178;180;22;?
105,0.61,108;59;20;?
52,0.6,8;59;21;?
20,0.6,180;34;60;?
15,0.6,178;180;31;?
95,0.58,1;178;59;?
66,0.56,59;28;13;?
18,0.56,1;180;21;?
42,0.55,1;20;254;?
11,0.55,1;34;28;?
29,0.55,178;20;215;?
51,0.55,180;21;31;?
13,0.54,180;77;23;?
4,0.5,27;59;36;254
6,0.5,23;59;36;31
10,0.5,1;36;23;?
2,0.5,1;20;215;?
2,0.5,180;36;28;23
18,0.5,15;27;23;?
4,0.5,1;178;23;?
32,0.47,178;21;254;?
34,0.47,34;180;178;?
96,0.44,180;36;102;?
7,0.43,1;21;215;?
14,0.43,178;254;23;?
5,0.4,34;102;31;?
10,0.4,59;21;15;?
6,0.33,28;254;23;?
3,0.33,1;27;23;?
20,0.3,180;102;31;?
7,0.29,178;20;22;?
7,0.29,178;59;60;?
5,0.2,27;20;15;?
12,0.17,20;21;15;?
1,0.0,20;21;254;?
1,0.0,180;27;20;31
1,0.0,36;21;23;?
1,0.0,27;34;59;215
3,0.0,27;21;215;?
2,0.0,23;27;36;31
1,0.0,34;27;180;254
1,0.0,1;34;31;?
