freq,items
0.43,14;75;29;26;?;?
0.41,14;29;25;215;?;?
0.56,20;75;25;17;?;?
0.45,14;25;5;?;?;?
0.56,20;75;212;?;?;?
0.51,20;14;17;?;?;?
0.41,75;29;22;170;?;?
0.44,75;215;152;?;?;?
0.4,14;212;17;?;?;?
0.56,63;22;170;?;?;?
0.46,75;25;18;?;?;?
0.51,14;29;63;22;?;?
0.45,29;25;22;18;?;?
0.54,14;75;25;17;?;?
0.67,20;29;63;?;?;?
0.53,14;63;22;?;?;?
0.42,29;63;21;?;?;?
0.43,25;17;18;170;?;?
0.57,29;25;18;?;?;?
0.42,20;28;212;?;?;?
0.43,20;75;29;22;?;?
0.57,29;63;170;?;?;?
0.65,14;75;25;?;?;?
0.42,17;22;18;?;?;?
0.56,29;63;22;170;?;?
0.57,20;75;22;?;?;?
0.45,20;17;170;?;?;?
0.46,20;75;63;170;?;?
0.49,14;63;26;?;?;?
0.53,14;29;18;170;?;?
0.41,14;29;25;63;22;170
0.55,25;18;170;?;?;?
0.51,29;17;22;170;?;?
0.46,25;17;22;?;?;?
0.41,20;63;215;?;?;?
0.68,20;75;63;?;?;?
0.46,14;29;17;22;?;?
0.61,14;29;25;17;?;?
0.48,20;14;75;29;?;?
0.52,20;88;212;?;?;?
0.5,25;63;18;?;?;?
0.41,20;14;170;?;?;?
0.52,20;14;25;?;?;?
0.41,20;63;152;?;?;?
0.43,14;28;212;?;?;?
0.5,29;17;26;?;?;?
0.47,20;14;75;17;?;?
0.48,14;29;63;18;170;?
0.41,20;25;5;?;?;?
0.42,29;17;215;152;?;?
0.62,14;75;29;?;?;?
0.45,20;29;25;22;?;?
0.43,14;75;25;170;?;?
0.42,20;25;63;17;?;?
0.4,75;212;17;?;?;?
0.44,14;75;88;?;?;?
0.58,29;63;22;?;?;?
0.43,14;75;29;25;17;?
0.43,20;29;152;?;?;?
0.52,14;63;170;?;?;?
0.46,75;88;212;?;?;?
0.43,20;75;28;?;?;?
0.47,75;29;25;63;?;?
0.55,14;29;170;?;?;?
0.41,14;29;25;63;170;?
0.4,14;75;29;22;?;?
0.54,14;29;22;170;?;?
0.47,14;75;5;?;?;?
0.42,17;215;152;?;?;?
0.45,14;29;17;22;170;?
0.42,75;25;26;?;?;?
0.49,14;63;17;?;?;?
0.46,20;17;22;?;?;?
0.45,75;63;22;170;?;?
0.49,20;25;170;?;?;?
0.48,29;25;5;?;?;?
0.4,14;25;215;152;?;?
0.42,20;75;22;18;170;?
0.59,14;75;26;?;?;?
0.55,75;22;170;?;?;?
0.54,20;75;18;170;?;?
0.45,14;22;18;170;?;?
0.48,29;25;63;17;?;?
0.51,20;14;63;?;?;?
0.54,20;29;25;17;?;?
0.47,20;14;75;63;?;?
0.55,20;75;22;170;?;?
0.45,14;29;215;152;?;?
0.57,20;18;170;?;?;?
0.55,20;75;29;17;?;?
0.45,75;29;25;17;?;?
0.6,14;29;26;?;?;?
0.4,29;17;21;?;?;?
0.41,20;75;29;22;170;?
0.46,20;14;26;?;?;?
0.42,20;75;63;26;?;?
0.45,63;215;152;?;?;?
0.46,20;63;26;?;?;?
0.57,25;22;170;?;?;?
0.43,14;29;17;18;170;?
0.42,20;75;25;26;?;?
0.42,20;75;63;17;?;?
0.4,14;75;22;18;170;?
0.52,14;25;170;?;?;?
0.43,29;25;17;18;?;?
0.46,20;75;88;?;?;?
0.43,14;5;152;?;?;?
0.63,14;29;25;63;?;?
0.43,20;29;215;?;?;?
0.56,20;29;25;63;?;?
0.42,14;29;22;18;170;?
0.52,29;17;170;?;?;?
0.54,14;25;22;?;?;?
0.47,20;215;152;?;?;?
0.44,14;63;152;?;?;?
0.51,20;25;22;?;?;?
0.5,20;29;22;170;?;?
0.5,20;63;18;?;?;?
0.54,20;29;26;?;?;?
0.48,20;29;18;170;?;?
0.45,14;75;29;25;63;?
0.41,25;17;5;?;?;?
0.45,25;17;18;?;?;?
0.46,20;75;63;18;?;?
0.53,29;25;18;170;?;?
0.48,22;18;170;?;?;?
0.56,75;29;63;?;?;?
0.41,20;25;63;22;170;?
0.49,14;29;152;?;?;?
0.43,14;75;63;22;170;?
0.5,14;29;5;?;?;?
0.45,20;75;63;22;170;?
0.41,14;29;25;5;?;?
0.58,29;63;18;?;?;?
0.41,14;29;25;152;?;?
0.44,14;75;63;22;?;?
0.42,29;25;63;215;?;?
0.49,20;63;170;?;?;?
0.43,14;12;212;?;?;?
0.54,20;14;29;?;?;?
0.48,14;17;22;?;?;?
0.48,14;22;18;?;?;?
0.4,14;75;25;26;?;?
0.41,14;25;17;18;?;?
0.44,14;75;88;212;?;?
0.43,20;29;5;?;?;?
0.51,14;29;63;18;?;?
0.41,14;17;152;?;?;?
0.43,75;25;18;170;?;?
0.49,29;17;18;170;?;?
0.52,14;75;29;25;?;?
0.44,14;25;63;22;170;?
0.42,20;75;17;22;?;?
0.58,20;75;25;63;?;?
0.43,20;25;63;22;?;?
0.57,14;29;18;?;?;?
0.44,29;25;17;22;?;?
0.43,29;25;215;152;?;?
0.41,14;75;29;18;?;?
0.43,14;25;63;18;170;?
0.47,20;14;29;63;?;?
0.42,14;75;215;152;?;?
0.5,20;25;18;?;?;?
0.55,75;29;17;?;?;?
0.46,20;29;63;22;?;?
0.43,14;75;25;22;170;?
0.48,29;5;152;?;?;?
0.42,14;17;5;?;?;?
0.46,20;29;63;18;?;?
0.67,14;25;17;?;?;?
0.46,20;75;25;18;?;?
0.69,14;25;63;?;?;?
0.53,14;88;212;?;?;?
0.54,14;75;170;?;?;?
0.58,14;18;170;?;?;?
0.55,29;25;170;?;?;?
0.44,25;63;152;?;?;?
0.46,29;25;63;22;170;?
0.42,20;29;25;18;170;?
0.46,20;14;29;17;?;?
0.56,14;29;22;?;?;?
0.41,14;25;17;170;?;?
0.41,20;75;21;?;?;?
0.43,25;17;26;?;?;?
0.5,29;63;5;?;?;?
0.44,14;63;5;?;?;?
0.73,14;29;25;?;?;?
0.54,14;25;18;?;?;?
0.42,75;63;17;?;?;?
0.41,20;29;17;170;?;?
0.54,14;75;212;?;?;?
0.46,75;63;170;?;?;?
0.45,20;17;18;?;?;?
