freq,items
0.41,2;50;2;149;141;?
0.41,2;50;215;3;?;?
0.59,50;2;149;?;?;?
0.6,2;50;149;?;?;?
0.42,29;2;2;5;3;149
0.58,29;3;2;149;?;?
0.43,2;50;5;152;?;?
0.46,2;50;5;149;?;?
0.62,29;2;3;149;?;?
0.44,29;2;3;51;?;?
0.46,5;3;2;?;?;?
0.43,29;2;2;215;152;?
0.46,2;50;215;152;?;?
0.41,20;3;2;?;?;?
0.45,2;50;51;?;?;?
0.51,29;50;5;3;?;?
0.41,2;50;2;149;51;?
0.63,2;2;2;?;?;?
0.48,29;2;50;3;2;149
0.41,2;152;3;?;?;?
0.52,29;2;3;2;149;?
0.51,29;2;215;?;?;?
0.4,29;2;152;3;?;?
0.5,29;50;152;?;?;?
0.49,50;2;3;?;?;?
0.58,29;2;50;5;?;?
0.41,29;50;3;149;141;?
0.56,29;2;50;149;?;?
0.58,29;50;2;149;?;?
0.43,2;2;5;152;?;?
0.4,2;149;51;141;?;?
0.63,2;2;5;?;?;?
0.43,50;2;3;149;?;?
0.41,2;50;3;149;141;?
0.51,29;5;149;?;?;?
0.42,50;2;141;?;?;?
0.52,29;5;2;?;?;?
0.42,2;2;2;141;?;?
0.42,29;50;3;51;?;?
0.41,29;215;3;149;?;?
0.43,2;50;2;51;?;?
0.41,29;50;149;141;?;?
0.48,29;2;50;215;?;?
0.4,29;50;152;3;?;?
0.51,2;50;152;?;?;?
0.41,2;50;2;2;?;?
0.44,29;5;3;2;149;?
0.4,152;2;149;?;?;?
0.46,29;2;50;2;3;?
0.44,29;2;50;5;2;?
0.69,29;50;2;?;?;?
0.46,3;149;141;?;?;?
0.41,29;2;2;149;51;?
0.5,29;2;152;?;?;?
0.4,29;149;51;141;?;?
0.41,2;2;2;149;51;?
0.42,29;152;149;?;?;?
0.46,29;5;3;2;?;?
0.43,29;2;50;5;149;?
0.52,29;215;152;?;?;?
0.41,2;2;3;149;51;?
0.41,29;2;2;3;51;?
0.43,2;2;3;51;?;?
0.41,50;215;3;?;?;?
0.44,2;51;141;?;?;?
0.46,2;2;5;149;?;?
0.46,2;5;149;?;?;?
0.47,20;2;149;?;?;?
0.41,29;215;152;3;?;?
0.45,29;2;2;51;?;?
0.46,20;3;149;?;?;?
0.5,29;2;51;?;?;?
0.48,29;2;50;152;?;?
0.48,29;2;2;5;3;?
0.43,2;2;149;141;?;?
