freq,items
0.48,25;8;168;?;?;?
0.48,14;75;8;168;?;?
0.45,41;25;8;8;?;?
0.41,41;25;63;8;8;168
0.41,20;14;29;8;168;?
0.44,8;8;168;21;?;?
0.41,8;8;149;?;?;?
0.41,20;25;63;?;?;?
0.43,34;8;168;?;?;?
0.54,29;25;63;?;?;?
0.44,75;8;8;168;?;?
0.41,8;8;3;?;?;?
0.45,20;41;168;?;?;?
0.43,20;14;8;8;168;?
0.4,29;17;63;8;168;?
0.44,41;168;21;?;?;?
0.41,41;29;17;63;8;?
0.48,14;75;8;8;?;?
0.79,41;29;8;8;?;?
0.49,20;14;75;8;?;?
0.41,20;14;29;8;8;?
0.4,41;36;8;?;?;?
0.7,20;8;168;?;?;?
0.45,8;168;51;?;?;?
0.41,41;17;1;?;?;?
0.47,41;29;25;8;?;?
0.42,41;25;8;8;168;?
0.4,20;14;41;8;?;?
0.41,20;75;29;8;8;?
0.48,20;75;8;168;?;?
0.44,29;8;116;?;?;?
0.44,14;29;8;8;?;?
0.43,14;41;8;?;?;?
0.42,41;25;1;?;?;?
0.82,8;8;168;?;?;?
0.4,29;8;8;3;149;?
0.41,14;29;1;?;?;?
0.48,63;8;8;?;?;?
0.44,14;29;8;168;?;?
0.46,20;41;29;8;?;?
0.44,29;8;8;8;?;?
0.41,3;2;149;?;?;?
0.44,41;29;25;168;?;?
0.41,8;168;3;?;?;?
0.42,8;8;168;51;?;?
0.44,17;8;8;168;?;?
0.49,41;29;21;?;?;?
0.79,41;29;8;168;?;?
0.41,29;168;2;?;?;?
0.82,29;8;8;168;?;?
0.82,41;8;8;?;?;?
0.4,41;29;20;?;?;?
0.43,20;41;29;8;168;?
0.42,41;29;8;8;51;?
0.47,29;17;8;168;?;?
0.43,29;1;21;?;?;?
0.4,14;41;168;?;?;?
0.41,75;29;8;168;?;?
0.42,41;63;8;8;168;?
0.42,41;17;8;8;168;?
0.44,29;168;8;?;?;?
0.43,29;2;8;?;?;?
0.44,14;29;168;?;?;?
0.45,20;36;8;?;?;?
0.41,41;34;8;?;?;?
0.4,8;8;3;149;?;?
0.4,20;75;41;8;?;?
0.43,41;29;25;63;8;168
0.42,41;29;168;21;?;?
0.41,41;29;8;168;8;?
0.43,20;14;75;1;?;?
0.5,14;8;168;?;?;?
0.41,75;29;8;8;?;?
0.4,20;41;29;8;8;168
0.52,29;25;8;?;?;?
0.43,41;8;168;8;?;?
0.44,29;25;1;?;?;?
0.5,20;14;8;?;?;?
0.44,20;75;8;8;168;?
0.45,20;75;1;?;?;?
0.44,8;8;8;?;?;?
0.41,29;168;3;?;?;?
0.41,20;75;29;8;168;?
0.41,8;8;2;?;?;?
0.4,36;8;8;?;?;?
0.44,29;8;168;8;?;?
0.41,17;63;8;8;?;?
0.48,41;17;8;?;?;?
0.49,25;8;8;?;?;?
0.43,25;63;8;8;168;?
0.41,20;14;29;168;?;?
0.47,41;25;63;8;?;?
0.41,41;29;25;8;8;168
0.43,41;29;17;168;?;?
0.44,41;29;51;?;?;?
0.45,41;29;8;21;?;?
0.42,29;8;8;168;51;?
0.43,20;14;75;29;8;?
0.53,41;29;17;?;?;?
0.41,36;8;168;?;?;?
0.4,29;17;63;8;8;?
0.41,8;2;149;?;?;?
0.4,41;29;17;8;8;168
0.4,20;14;75;29;8;168
0.43,41;29;63;8;8;?
0.43,20;75;29;8;?;?
0.41,17;63;8;168;?;?
0.43,41;29;17;8;8;?
0.41,29;3;2;149;?;?
0.43,29;21;116;?;?;?
0.41,29;8;168;3;?;?
0.41,14;41;8;8;?;?
0.49,41;25;8;?;?;?
0.4,29;17;63;168;?;?
0.45,41;63;8;8;?;?
0.41,29;8;8;2;?;?
0.4,8;168;3;149;?;?
0.44,41;25;63;8;8;?
0.42,29;8;2;?;?;?
0.4,41;8;2;?;?;?
0.44,41;29;63;168;?;?
0.42,29;2;50;?;?;?
0.41,20;75;29;168;?;?
0.46,25;63;8;8;?;?
0.47,20;14;168;?;?;?
0.5,14;8;8;?;?;?
0.45,63;8;8;168;?;?
0.47,17;8;8;?;?;?
0.48,29;25;8;168;?;?
0.43,41;168;51;?;?;?
0.4,20;14;75;41;29;?
0.47,14;75;29;?;?;?
0.4,8;3;2;?;?;?
0.48,29;63;8;168;?;?
0.4,41;2;8;?;?;?
0.46,8;8;21;?;?;?
0.4,29;20;8;?;?;?
0.42,41;8;8;168;21;?
0.48,29;63;168;?;?;?
0.47,20;75;29;?;?;?
0.41,29;8;3;149;?;?
0.4,41;29;25;1;?;?
0.47,29;17;168;?;?;?
0.41,14;29;8;8;168;?
0.48,41;63;8;?;?;?
0.5,20;29;8;168;?;?
0.42,29;25;63;1;?;?
0.4,41;29;8;8;168;21
0.4,14;75;41;29;?;?
0.4,41;29;3;?;?;?
0.46,29;8;168;21;?;?
0.4,41;29;8;8;8;?
0.48,20;29;1;?;?;?
0.42,29;2;2;?;?;?
0.4,41;25;63;1;?;?
0.48,29;25;8;8;?;?
0.41,41;21;116;?;?;?
0.42,25;17;8;?;?;?
0.43,41;168;8;?;?;?
0.5,41;29;63;?;?;?
0.42,41;29;25;63;8;8
0.44,41;25;63;8;168;?
0.4,41;29;36;?;?;?
0.41,41;29;168;8;?;?
0.41,8;3;149;?;?;?
0.42,41;29;25;17;?;?
0.4,29;8;3;2;?;?
0.44,41;8;8;21;?;?
0.41,8;168;2;?;?;?
0.47,20;29;8;8;168;?
0.47,20;14;8;168;?;?
0.45,14;75;1;?;?;?
0.43,41;8;8;51;?;?
0.42,29;8;3;?;?;?
0.41,41;1;21;?;?;?
0.48,75;8;168;?;?;?
0.44,41;17;8;168;?;?
0.44,20;14;1;?;?;?
0.4,41;8;3;?;?;?
0.48,63;8;168;?;?;?
0.87,29;8;168;?;?;?
0.44,29;17;63;8;?;?
0.45,29;63;8;8;168;?
