freq,items
0.41,23;108;57;69;?;?
0.43,29;21;22;56;57;?
0.43,21;108;69;57;?;?
0.47,23;108;56;?;?;?
0.47,29;69;57;?;?;?
0.46,23;56;69;?;?;?
0.42,180;59;23;108;?;?
0.44,29;23;22;56;?;?
0.45,59;60;108;?;?;?
0.4,29;22;108;56;57;?
0.44,21;69;57;?;?;?
0.45,21;108;56;69;?;?
0.46,29;60;23;22;108;?
0.42,29;23;56;69;57;?
0.41,29;108;56;69;57;?
0.41,29;180;59;21;108;?
0.41,29;22;108;56;69;?
0.43,23;108;69;57;?;?
0.42,29;59;60;108;?;?
0.41,21;57;69;?;?;?
0.4,29;56;57;56;?;?
0.42,29;21;22;69;57;?
0.47,29;180;108;?;?;?
0.42,29;180;22;108;?;?
0.45,29;60;56;57;?;?
0.56,60;22;108;?;?;?
0.54,29;60;23;22;?;?
0.46,29;59;108;?;?;?
0.44,29;21;108;56;69;?
0.43,60;56;69;57;?;?
0.45,180;60;108;?;?;?
0.53,29;180;21;?;?;?
0.44,29;180;59;22;?;?
0.41,56;69;56;?;?;?
0.49,29;180;59;23;?;?
0.48,59;23;22;?;?;?
0.47,29;180;59;21;?;?
0.46,29;56;69;57;?;?
0.44,22;69;57;?;?;?
0.43,108;69;57;?;?;?
0.46,22;56;69;?;?;?
0.42,180;21;22;108;?;?
0.56,29;60;21;108;?;?
0.42,29;22;108;56;?;?
0.41,180;59;23;22;?;?
0.43,23;56;69;57;?;?
0.43,60;108;56;57;?;?
0.41,29;21;22;108;57;?
0.49,59;21;108;?;?;?
0.47,29;60;57;?;?;?
0.43,23;22;56;69;?;?
0.47,21;108;56;?;?;?
0.41,21;22;108;56;?;?
0.4,22;69;56;?;?;?
0.42,29;21;108;69;57;?
0.43,29;180;60;108;?;?
0.41,29;22;57;69;?;?
0.41,60;108;69;57;?;?
0.54,29;59;60;?;?;?
0.42,60;57;56;?;?;?
0.57,60;21;108;?;?;?
0.62,21;22;108;?;?;?
0.48,60;21;22;108;?;?
0.56,29;60;23;108;?;?
0.41,23;69;56;?;?;?
0.43,29;21;23;?;?;?
0.4,29;60;57;69;?;?
0.43,29;60;108;57;?;?
0.4,60;22;56;69;?;?
0.72,29;23;108;?;?;?
0.41,23;22;69;57;?;?
0.46,21;22;57;?;?;?
0.68,29;60;108;?;?;?
0.44,180;22;108;?;?;?
0.42,29;180;59;108;?;?
0.41,22;57;69;?;?;?
0.43,21;56;69;57;?;?
0.49,180;21;108;?;?;?
0.42,29;69;69;?;?;?
0.42,21;22;69;57;?;?
0.46,21;56;57;?;?;?
0.41,180;23;22;108;?;?
0.47,29;180;23;108;?;?
0.46,29;21;69;?;?;?
0.41,59;60;21;?;?;?
0.45,29;57;56;?;?;?
0.47,29;21;57;?;?;?
0.46,60;56;57;?;?;?
0.46,56;69;57;?;?;?
0.42,59;21;22;108;?;?
0.48,180;59;60;?;?;?
0.45,29;59;23;22;?;?
0.4,56;57;56;?;?;?
0.44,29;108;56;57;?;?
0.47,29;180;21;22;?;?
0.47,29;22;57;?;?;?
0.45,23;22;56;?;?;?
0.43,22;108;56;?;?;?
0.4,29;21;56;56;?;?
0.41,29;21;57;69;?;?
0.46,29;23;108;56;?;?
0.57,60;21;22;?;?;?
0.49,180;21;22;?;?;?
0.44,29;23;108;56;69;?
0.4,60;69;56;?;?;?
0.43,29;69;56;?;?;?
0.42,29;60;56;69;57;?
0.41,21;108;57;69;?;?
0.4,29;108;57;56;?;?
0.6,29;23;22;108;?;?
