total,winfreq,items
1,1.0,8;59;108;?;?
1,1.0,21;254;13;?;?
1,1.0,36;59;28;?;?
1,1.0,73;180;60;?;?
1,1.0,180;36;13;21;?
4,1.0,59;27;108;?;?
204,0.71,108;27;180;?;?
14,0.71,22;13;254;?;?
56,0.7,36;180;28;?;?
465,0.68,108;13;254;?;?
601,0.67,8;108;180;?;?
3,0.67,36;28;13;?;?
3,0.67,36;13;23;?;?
6,0.67,8;180;22;?;?
202,0.66,28;180;215;?;?
14,0.64,108;13;215;?;?
54,0.63,60;34;28;?;?
65,0.63,28;21;31;?;?
10,0.6,59;20;13;215;?
186,0.6,73;59;21;?;?
5,0.6,60;13;254;?;?
5,0.6,8;180;60;?;?
23,0.57,20;28;23;?;?
13,0.54,60;28;13;?;?
220,0.52,59;28;13;?;?
2,0.5,215;28;31;?;?
4,0.5,36;13;215;?;?
2,0.5,34;28;21;?;?
24,0.5,27;59;60;?;?
2,0.5,180;60;13;215;?
2,0.5,28;21;13;?;?
36,0.5,27;180;23;?;?
6,0.5,73;23;60;29;21
36,0.47,34;28;215;?;?
15,0.47,108;59;28;?;?
36,0.44,34;13;22;?;?
7,0.43,73;59;23;?;?
7,0.43,8;59;23;?;?
10,0.4,27;59;21;?;?
11,0.36,31;13;23;?;?
77,0.35,36;13;254;?;?
3,0.33,34;13;31;?;?
6,0.33,215;28;23;?;?
2,0.0,36;28;31;?;?
1,0.0,180;20;13;31;?
