freq,items
0.43,27;4;86;79;?
0.61,29;23;22;?;?
0.57,29;60;22;?;?
0.62,29;21;108;?;?
0.45,29;60;21;22;108
0.51,29;86;79;?;?
0.5,29;60;21;22;?
0.42,20;21;22;?;?
0.52,29;60;23;108;?
0.55,29;60;21;?;?
0.52,29;60;22;108;?
0.45,27;4;79;?;?
0.45,60;23;22;108;?
0.41,27;94;86;79;?
0.44,94;86;79;?;?
0.57,29;22;108;?;?
0.44,29;60;23;22;108
0.47,27;86;79;?;?
0.5,60;23;22;?;?
0.5,29;4;79;?;?
0.49,27;94;79;?;?
0.55,29;21;22;108;?
0.51,29;60;21;108;?
0.49,29;4;86;79;?
0.5,29;60;23;22;?
0.41,29;27;94;?;?
0.54,23;22;108;?;?
0.42,20;23;108;?;?
0.46,60;21;22;108;?
0.43,20;21;108;?;?
0.43,29;23;21;?;?
0.52,60;22;108;?;?
0.42,27;94;86;?;?
0.5,29;4;86;?;?
0.42,20;23;22;?;?
0.57,29;60;23;?;?
0.55,21;22;108;?;?
0.5,4;86;79;?;?
0.51,60;21;22;?;?
0.41,20;60;108;?;?
0.62,29;21;22;?;?
0.6,29;60;108;?;?
0.44,27;4;86;?;?
0.62,29;23;108;?;?
0.52,60;21;108;?;?
0.52,60;23;108;?;?
0.54,29;23;22;108;?
