freq,items
0.42,182;21;8;?;?;?
0.43,14;17;21;?;?;?
0.41,11;17;8;?;?;?
0.56,29;22;170;154;?;?
0.42,11;17;22;?;?;?
0.45,25;18;170;154;?;?
0.43,182;22;170;162;?;?
0.45,182;21;17;162;?;?
0.41,11;29;17;22;?;?
0.45,29;25;21;17;?;?
0.47,29;170;162;?;?;?
0.41,182;29;18;170;17;?
0.44,29;17;18;170;154;?
0.43,29;17;18;21;?;?
0.43,182;17;18;154;?;?
0.42,29;21;116;?;?;?
0.51,17;22;170;?;?;?
0.6,182;29;25;63;?;?
0.52,182;22;170;154;?;?
0.43,182;25;170;154;?;?
0.47,22;21;154;?;?;?
0.41,25;63;17;162;154;?
0.4,18;170;17;154;?;?
0.53,63;17;162;?;?;?
0.5,182;29;19;?;?;?
0.49,11;29;25;21;?;?
0.44,182;29;18;162;?;?
0.55,25;21;162;?;?;?
0.6,182;63;21;?;?;?
0.43,29;25;22;170;154;?
0.42,182;22;21;162;?;?
0.48,25;17;162;154;?;?
0.41,182;29;25;63;162;?
0.44,11;29;18;154;?;?
0.48,182;17;22;?;?;?
0.53,29;17;22;?;?;?
0.49,182;29;18;21;?;?
0.41,170;17;154;?;?;?
0.72,182;29;63;?;?;?
0.42,182;29;17;21;162;154
0.51,182;29;18;154;?;?
0.43,182;18;21;154;?;?
0.43,182;25;22;154;?;?
0.44,182;22;162;?;?;?
0.46,29;170;162;154;?;?
0.51,182;29;25;63;17;?
0.42,182;29;63;21;17;?
0.46,63;21;162;154;?;?
0.51,182;29;22;170;154;?
0.48,182;63;17;162;?;?
0.45,25;22;21;?;?;?
0.53,182;21;17;?;?;?
0.47,182;29;4;127;?;?
0.41,182;25;17;22;?;?
0.44,11;25;17;162;?;?
0.42,182;18;170;17;?;?
0.42,182;18;17;154;?;?
0.43,182;29;22;162;?;?
0.48,182;63;21;162;?;?
0.47,25;21;162;154;?;?
0.43,182;17;21;17;?;?
0.44,11;29;17;162;154;?
0.44,11;29;19;?;?;?
0.51,11;29;63;21;?;?
0.56,11;29;25;17;?;?
0.4,29;21;17;162;154;?
0.58,182;29;25;21;?;?
0.49,182;29;127;?;?;?
0.46,182;29;17;8;?;?
0.43,182;29;170;17;?;?
0.41,29;25;63;22;170;?
0.41,182;18;21;162;154;?
0.4,21;17;162;154;?;?
0.47,25;63;17;162;?;?
0.44,29;22;17;162;?;?
0.43,14;71;25;?;?;?
0.51,17;17;162;?;?;?
0.42,29;17;170;21;?;?
0.5,29;17;22;170;?;?
0.48,29;63;18;170;?;?
0.45,182;29;22;17;?;?
0.42,182;17;22;170;154;?
0.43,29;17;17;162;154;?
0.44,11;18;21;?;?;?
0.53,11;17;162;?;?;?
0.46,29;22;170;162;?;?
0.42,182;63;22;154;?;?
0.52,11;21;162;?;?;?
0.46,182;25;18;170;?;?
0.43,11;63;162;?;?;?
0.48,11;29;22;170;?;?
0.44,170;21;154;?;?;?
0.41,170;17;162;?;?;?
0.42,182;170;162;154;?;?
0.5,29;22;17;?;?;?
0.52,11;63;21;?;?;?
0.62,11;25;17;?;?;?
0.45,29;25;21;154;?;?
0.45,17;17;154;?;?;?
0.47,182;29;63;17;162;?
0.4,182;29;18;170;162;?
0.44,182;18;162;154;?;?
0.45,29;63;18;154;?;?
0.42,182;25;63;22;?;?
0.45,11;29;154;?;?;?
0.4,11;29;17;18;?;?
0.42,29;8;116;?;?;?
0.55,25;17;162;?;?;?
0.41,182;29;22;170;162;154
0.41,182;29;63;17;154;?
0.41,22;18;21;?;?;?
0.5,182;22;21;?;?;?
0.45,29;18;21;162;154;?
0.41,29;25;17;18;?;?
0.4,17;18;170;21;?;?
0.41,29;63;19;?;?;?
0.41,29;63;3;?;?;?
0.43,29;22;18;154;?;?
0.41,25;63;18;154;?;?
0.47,29;63;17;21;?;?
0.45,182;29;18;170;21;?
0.4,182;29;25;162;154;?
0.51,29;63;18;?;?;?
0.41,11;18;17;?;?;?
0.49,29;21;17;162;?;?
0.47,63;162;154;?;?;?
0.41,182;29;63;18;154;?
0.41,182;22;17;154;?;?
0.43,29;25;63;22;?;?
0.42,182;4;19;?;?;?
0.57,29;17;162;154;?;?
0.42,29;170;21;162;154;?
0.42,11;170;21;?;?;?
0.5,182;25;21;162;?;?
0.42,25;63;154;?;?;?
0.43,22;170;21;154;?;?
0.42,29;18;170;21;162;?
0.47,29;17;21;17;?;?
0.42,182;29;22;170;17;?
0.45,29;25;17;154;?;?
0.5,182;25;17;162;?;?
0.44,11;29;25;17;21;?
0.71,182;25;17;?;?;?
0.51,18;170;21;?;?;?
0.52,22;170;21;?;?;?
0.5,11;22;170;?;?;?
0.56,11;29;17;21;?;?
0.44,182;25;162;154;?;?
0.44,182;29;17;18;170;?
0.43,182;25;63;21;162;?
0.45,29;17;17;154;?;?
0.41,182;22;18;170;?;?
0.6,25;63;21;?;?;?
0.45,22;17;154;?;?;?
0.62,11;29;25;?;?;?
0.43,25;63;17;21;?;?
0.44,11;29;21;162;154;?
0.44,29;25;22;154;?;?
0.45,182;18;162;?;?;?
0.4,182;18;17;162;154;?
0.41,29;4;21;?;?;?
0.41,182;29;22;21;162;?
0.58,182;22;170;?;?;?
0.73,182;29;21;?;?;?
0.41,11;22;170;21;?;?
0.63,29;22;170;?;?;?
0.48,25;162;154;?;?;?
0.44,14;14;25;?;?;?
0.53,182;162;154;?;?;?
0.44,182;29;25;18;?;?
0.4,182;29;25;21;17;?
0.42,11;29;18;170;154;?
0.64,11;29;21;?;?;?
0.47,29;22;170;17;?;?
0.51,182;17;21;162;?;?
0.59,182;29;21;162;?;?
0.57,182;29;170;?;?;?
0.53,29;170;21;?;?;?
0.66,182;17;21;?;?;?
0.57,22;170;154;?;?;?
0.43,63;18;170;154;?;?
0.41,25;17;170;154;?;?
0.43,29;170;21;162;?;?
0.44,11;29;25;63;17;?
0.42,29;63;170;21;?;?
0.42,11;25;22;?;?;?
0.46,11;170;154;?;?;?
0.47,182;63;22;?;?;?
0.47,182;29;17;22;?;?
0.48,29;17;170;154;?;?
0.43,29;22;170;21;154;?
0.44,29;25;63;17;162;?
0.47,18;21;154;?;?;?
0.47,25;18;154;?;?;?
0.47,182;29;17;170;?;?
0.59,182;29;18;?;?;?
0.47,182;29;25;162;?;?
0.44,182;25;63;162;?;?
0.71,11;29;17;?;?;?
0.41,11;29;4;127;?;?
0.42,182;29;22;162;154;?
0.56,182;17;17;?;?;?
0.4,11;17;22;170;?;?
0.42,14;14;63;?;?;?
0.44,182;25;8;?;?;?
0.47,63;17;21;?;?;?
0.42,182;29;63;17;21;?
0.66,29;17;162;?;?;?
0.44,29;25;63;21;162;?
0.46,63;21;17;?;?;?
0.58,182;29;22;?;?;?
0.5,29;3;127;?;?;?
0.42,182;63;170;154;?;?
0.43,182;170;162;?;?;?
0.47,182;17;8;?;?;?
0.44,11;18;170;154;?;?
0.49,11;29;170;?;?;?
0.53,29;63;21;162;?;?
0.42,182;22;21;154;?;?
0.45,29;4;19;?;?;?
0.41,182;29;63;8;?;?
0.47,29;25;18;170;?;?
0.56,29;21;162;154;?;?
0.49,182;29;22;21;?;?
0.42,18;170;21;154;?;?
0.46,29;18;17;154;?;?
0.42,11;63;21;162;?;?
0.41,29;63;4;?;?;?
0.44,29;25;18;154;?;?
0.45,11;21;154;?;?;?
0.42,182;63;8;?;?;?
0.45,14;71;21;?;?;?
0.54,29;22;21;?;?;?
0.46,29;63;21;17;?;?
0.42,29;25;18;21;?;?
0.42,29;25;18;170;154;?
0.41,182;29;63;21;162;154
0.54,29;63;162;?;?;?
0.43,22;170;21;162;?;?
0.46,63;17;154;?;?;?
0.41,63;22;170;21;?;?
0.49,182;4;127;?;?;?
0.46,182;22;17;?;?;?
0.44,182;25;17;154;?;?
0.61,25;63;17;?;?;?
0.46,182;29;63;22;?;?
0.41,182;25;18;21;?;?
0.4,182;29;22;18;170;?
0.4,11;18;170;21;?;?
0.41,182;29;25;8;?;?
0.42,29;25;63;170;?;?
0.42,182;25;22;170;154;?
0.43,182;29;17;170;154;?
0.51,29;25;21;162;?;?
0.5,29;18;170;21;?;?
0.49,17;18;170;?;?;?
0.58,29;162;154;?;?;?
0.52,182;29;21;17;?;?
0.46,182;29;63;170;?;?
0.6,182;29;63;17;?;?
0.53,182;17;154;?;?;?
0.47,22;170;162;?;?;?
0.48,182;170;21;?;?;?
0.45,11;22;154;?;?;?
0.41,18;170;21;162;154;?
0.41,29;127;21;?;?;?
0.45,182;22;18;?;?;?
0.44,29;17;63;?;?;?
0.47,29;63;154;?;?;?
0.41,182;18;170;162;154;?
0.4,25;18;162;?;?;?
0.41,182;18;170;162;?;?
0.43,11;29;17;21;162;?
0.45,182;29;3;127;?;?
0.66,29;63;21;?;?;?
0.43,182;22;162;154;?;?
0.46,17;22;170;154;?;?
0.41,11;29;170;21;?;?
0.67,29;25;63;?;?;?
0.44,11;29;3;?;?;?
0.52,182;29;162;154;?;?
0.41,182;63;21;162;154;?
0.46,11;21;17;?;?;?
0.43,11;29;25;63;21;?
0.46,182;25;17;17;?;?
0.45,182;17;18;170;?;?
0.45,25;17;170;?;?;?
0.57,29;170;154;?;?;?
0.45,182;29;63;22;170;?
0.51,182;29;22;154;?;?
0.49,182;25;22;?;?;?
0.43,170;21;162;?;?;?
0.47,29;17;21;162;154;?
0.46,11;162;154;?;?;?
0.5,11;29;22;?;?;?
0.47,182;29;170;21;?;?
0.72,29;17;21;?;?;?
0.42,182;18;21;162;?;?
0.5,25;18;170;?;?;?
0.41,11;3;127;?;?;?
0.41,25;22;17;?;?;?
0.56,182;18;170;?;?;?
0.42,182;25;63;18;?;?
0.43,29;25;17;21;162;?
0.5,182;18;170;154;?;?
0.42,182;29;63;154;?;?
0.44,25;17;8;?;?;?
0.44,182;25;154;?;?;?
0.46,18;170;17;?;?;?
0.44,11;25;162;?;?;?
0.4,182;29;18;17;162;?
0.55,18;170;154;?;?;?
0.5,182;29;25;63;21;?
0.46,29;22;21;162;?;?
0.42,170;21;162;154;?;?
0.41,182;63;18;154;?;?
0.45,11;29;21;17;?;?
0.51,11;29;21;162;?;?
0.45,25;63;22;170;?;?
0.43,11;25;21;162;?;?
0.46,25;63;170;?;?;?
0.41,25;17;18;170;?;?
0.66,182;25;63;?;?;?
0.48,182;22;170;21;?;?
0.44,29;25;17;162;154;?
0.43,25;170;21;?;?;?
0.46,29;63;21;154;?;?
0.49,17;21;154;?;?;?
0.45,29;22;170;162;154;?
0.41,11;29;17;170;?;?
0.49,29;17;18;170;?;?
0.55,29;18;170;154;?;?
0.51,182;29;4;?;?;?
0.42,11;17;170;?;?;?
0.52,11;29;63;17;?;?
0.49,182;29;63;162;?;?
0.41,29;25;17;170;?;?
0.53,63;21;162;?;?;?
0.44,25;17;18;?;?;?
0.42,11;29;63;162;?;?
0.43,22;18;154;?;?;?
0.46,29;21;8;?;?;?
0.52,182;29;170;154;?;?
0.48,182;25;170;?;?;?
0.48,11;25;63;21;?;?
0.45,11;29;4;?;?;?
0.45,182;29;25;22;?;?
0.58,11;25;63;?;?;?
0.46,29;17;18;154;?;?
0.61,25;17;21;?;?;?
0.61,29;18;170;?;?;?
0.44,18;17;162;154;?;?
0.43,182;29;63;18;170;?
0.47,29;25;8;?;?;?
0.41,29;170;17;154;?;?
0.46,182;29;17;17;162;?
0.56,182;25;63;17;?;?
0.45,182;29;17;22;170;?
0.48,182;17;170;?;?;?
0.47,182;17;17;162;?;?
0.42,182;29;63;162;154;?
0.48,29;17;21;154;?;?
0.45,11;29;17;154;?;?
0.61,29;17;17;?;?;?
0.41,29;17;22;170;21;?
0.45,11;22;170;154;?;?
0.6,182;21;162;?;?;?
0.46,29;18;21;154;?;?
0.48,25;21;17;?;?;?
0.42,25;18;17;?;?;?
0.44,14;25;17;?;?;?
0.61,182;63;17;?;?;?
0.46,29;63;170;154;?;?
0.43,11;29;127;?;?;?
0.52,11;29;25;63;?;?
0.53,182;21;154;?;?;?
0.4,182;29;17;63;?;?
0.47,18;17;154;?;?;?
0.51,182;29;17;162;154;?
0.57,29;21;17;?;?;?
0.65,182;29;25;17;?;?
0.47,182;29;17;18;?;?
0.46,29;17;22;170;154;?
0.41,11;25;170;?;?;?
0.41,25;18;170;21;?;?
0.59,182;29;63;21;?;?
0.41,182;63;22;170;154;?
0.43,182;63;17;21;?;?
0.4,29;170;17;162;?;?
0.54,182;29;18;170;?;?
0.42,11;25;18;?;?;?
0.5,182;29;3;?;?;?
0.41,182;29;21;8;?;?
0.46,182;17;22;170;?;?
0.48,29;22;162;?;?;?
0.41,14;29;17;?;?;?
0.43,17;17;162;154;?;?
0.46,182;29;63;18;?;?
0.4,22;170;17;162;?;?
0.46,11;17;154;?;?;?
0.41,182;29;170;162;154;?
0.42,11;29;22;21;?;?
0.42,29;18;170;21;154;?
0.52,182;29;17;154;?;?
0.45,29;63;17;162;154;?
0.5,182;29;21;162;154;?
0.42,182;63;21;17;?;?
0.43,11;22;21;?;?;?
0.42,29;22;170;21;162;154
0.42,11;29;18;21;?;?
0.54,182;25;63;21;?;?
0.4,182;29;22;17;154;?
0.44,182;63;18;170;?;?
0.51,182;29;8;?;?;?
0.42,25;63;162;154;?;?
0.47,182;63;18;?;?;?
0.57,29;18;154;?;?;?
0.49,182;63;162;?;?;?
0.43,182;25;17;162;154;?
0.62,11;29;63;?;?;?
0.43,22;17;162;154;?;?
0.5,29;25;22;?;?;?
0.42,182;25;17;21;162;?
0.44,182;17;21;154;?;?
0.46,63;22;154;?;?;?
0.52,29;17;170;?;?;?
0.5,11;29;18;?;?;?
0.51,29;25;17;162;?;?
0.41,11;25;22;170;?;?
0.49,11;17;17;?;?;?
0.47,29;63;162;154;?;?
0.41,182;17;17;154;?;?
0.41,14;17;162;?;?;?
0.47,17;22;154;?;?;?
0.43,29;22;17;162;154;?
0.46,29;25;17;17;?;?
0.4,4;127;21;?;?;?
0.64,29;25;21;?;?;?
0.55,29;17;21;162;?;?
0.58,29;21;154;?;?;?
0.44,11;29;8;?;?;?
0.49,29;25;170;?;?;?
0.43,182;22;170;17;?;?
0.41,29;25;17;22;?;?
0.43,25;17;22;170;?;?
0.41,17;21;8;?;?;?
0.42,29;17;4;?;?;?
0.46,29;63;8;?;?;?
0.6,182;29;17;162;?;?
0.44,182;17;170;154;?;?
0.48,29;22;18;?;?;?
0.52,29;22;170;21;?;?
0.47,17;21;162;154;?;?
0.43,182;17;21;162;154;?
0.5,182;18;21;?;?;?
0.42,182;25;21;162;154;?
0.4,11;63;22;?;?;?
0.42,29;19;127;?;?;?
0.46,182;29;18;17;?;?
0.41,182;29;22;170;162;?
0.43,182;14;71;?;?;?
0.44,182;170;17;?;?;?
0.41,29;25;17;8;?;?
0.41,29;19;21;?;?;?
0.44,11;21;162;154;?;?
0.49,182;25;18;?;?;?
0.66,29;21;162;?;?;?
0.41,182;29;63;22;154;?
0.46,29;22;21;154;?;?
0.56,182;25;17;21;?;?
0.45,182;29;25;21;162;?
0.43,63;22;21;?;?;?
0.41,29;63;22;170;21;?
0.41,29;25;22;21;?;?
0.5,25;17;17;?;?;?
0.41,182;29;22;21;154;?
0.41,25;17;21;154;?;?
0.41,11;29;63;17;162;?
0.48,17;170;154;?;?;?
0.45,14;14;21;?;?;?
0.48,25;21;154;?;?;?
0.45,182;63;22;170;?;?
0.51,29;63;170;?;?;?
0.43,29;170;21;154;?;?
0.46,18;21;162;154;?;?
0.48,25;17;154;?;?;?
0.58,29;17;154;?;?;?
0.42,182;63;17;154;?;?
0.46,22;170;162;154;?;?
0.55,17;21;162;?;?;?
0.41,182;29;18;21;162;?
0.47,25;63;22;?;?;?
0.44,182;29;17;21;154;?
0.41,14;71;63;?;?;?
0.45,22;18;170;?;?;?
0.45,18;170;162;154;?;?
0.42,25;63;21;17;?;?
0.48,182;17;18;?;?;?
0.44,182;25;21;17;?;?
0.43,182;17;22;154;?;?
0.46,11;18;154;?;?;?
0.5,14;14;17;?;?;?
0.52,29;63;17;162;?;?
0.43,182;14;17;?;?;?
0.48,29;170;17;?;?;?
0.47,29;17;22;154;?;?
0.41,182;18;17;162;?;?
0.53,182;170;154;?;?;?
0.41,182;63;17;162;154;?
0.4,18;21;17;?;?;?
0.46,25;63;18;?;?;?
0.6,182;29;162;?;?;?
0.47,17;21;17;?;?;?
0.46,29;18;170;17;?;?
0.44,182;29;25;170;?;?
0.45,29;63;21;162;154;?
0.45,29;63;22;170;154;?
0.46,29;63;22;154;?;?
0.45,29;25;63;162;?;?
0.41,11;17;18;?;?;?
0.47,18;21;162;?;?;?
0.48,182;18;17;?;?;?
0.41,17;22;170;21;?;?
0.43,182;29;18;162;154;?
0.47,25;22;154;?;?;?
0.65,182;29;17;21;?;?
