total,winfreq,items
1,1.0,25;21;6;?;?
1,1.0,17;12;215;?;?
3,1.0,75;59;36;?;?
1,1.0,36;12;215;?;?
2,1.0,180;28;4;?;?
1,1.0,34;108;77;?;?
1,1.0,28;23;36;17;?
2,1.0,88;108;215;?;?
1,1.0,20;5;23;?;?
2,1.0,57;20;23;?;?
1,1.0,12;108;28;215;?
1,1.0,34;23;215;?;?
2,1.0,1;12;25;?;?
1,1.0,25;5;23;?;?
1,1.0,34;60;215;?;?
1,1.0,1;59;12;?;?
1,1.0,1;27;60;?;?
1,1.0,59;28;215;?;?
1,1.0,1;27;28;?;?
7,0.86,180;108;36;?;?
5,0.8,25;23;1;?;?
23,0.78,59;60;61;?;?
4,0.75,36;28;1;?;?
237,0.71,1;75;22;?;?
86,0.71,1;27;20;?;?
7,0.71,36;6;14;?;?
45,0.71,59;27;108;?;?
49,0.71,36;94;23;?;?
23,0.7,59;36;6;?;?
171,0.68,1;108;36;?;?
12,0.67,180;12;21;?;?
3,0.67,28;5;14;?;?
3,0.67,108;6;14;?;?
3,0.67,20;28;94;?;?
105,0.65,180;28;36;?;?
34,0.65,60;181;23;?;?
31,0.65,59;28;77;?;?
11,0.64,20;214;23;?;?
8,0.63,180;94;23;?;?
36,0.61,34;28;215;?;?
5,0.6,34;28;77;?;?
10,0.6,17;34;215;?;?
17,0.59,1;34;12;?;?
12,0.58,1;180;21;?;?
131,0.58,59;60;215;?;?
202,0.58,152;20;63;?;?
35,0.57,88;1;25;?;?
28,0.57,88;77;22;?;?
14,0.57,88;27;22;?;?
54,0.57,28;27;180;?;?
85,0.56,88;75;27;?;?
100,0.55,36;108;63;?;?
31,0.55,1;27;59;?;?
26,0.54,88;1;59;?;?
26,0.54,57;28;20;?;?
6,0.5,25;108;6;?;?
8,0.5,17;75;5;?;?
4,0.5,27;75;59;?;?
2,0.5,27;60;14;?;?
2,0.5,215;108;63;?;?
10,0.5,17;28;5;?;?
2,0.5,25;20;5;?;?
14,0.5,215;36;23;?;?
22,0.5,152;25;17;?;?
2,0.5,59;22;215;?;?
2,0.5,1;59;28;?;?
6,0.5,17;108;5;?;?
2,0.5,180;20;86;?;?
12,0.5,59;108;77;?;?
4,0.5,28;94;23;?;?
2,0.5,27;180;21;?;?
4,0.5,27;59;12;?;?
4,0.5,17;14;215;?;?
42,0.48,59;75;215;?;?
16,0.44,1;180;20;?;?
46,0.43,108;14;215;?;?
7,0.43,4;60;28;?;?
7,0.43,88;6;14;?;?
33,0.42,60;36;15;?;?
5,0.4,20;60;181;?;?
5,0.4,28;34;4;?;?
13,0.38,1;27;12;?;?
29,0.38,17;75;36;?;?
23,0.35,180;34;4;?;?
6,0.33,36;108;14;?;?
6,0.33,34;190;22;?;?
4,0.25,215;20;31;?;?
4,0.25,25;34;1;?;?
4,0.25,60;28;5;?;?
5,0.2,59;34;27;23;?
2,0.0,88;27;36;?;?
1,0.0,1;75;23;?;?
1,0.0,34;27;28;21;?
3,0.0,34;212;63;?;?
1,0.0,36;17;60;25;23
1,0.0,25;12;36;60;?
1,0.0,59;12;215;?;?
1,0.0,88;180;23;?;?
1,0.0,36;21;15;?;?
1,0.0,12;34;27;60;?
1,0.0,20;28;4;?;?
1,0.0,59;215;23;?;?
1,0.0,59;190;23;?;?
1,0.0,28;108;190;?;?
1,0.0,4;94;23;?;?
1,0.0,36;6;23;?;?
1,0.0,180;60;4;?;?
2,0.0,20;181;23;?;?
1,0.0,34;28;6;?;?
3,0.0,1;60;25;?;?
2,0.0,36;12;6;?;?
1,0.0,88;36;15;?;?
2,0.0,88;25;5;?;?
1,0.0,25;12;6;?;?
1,0.0,108;12;5;?;?
2,0.0,4;27;28;?;?
