freq,items
0.0,5063;5062;5059
0.0,5062;5063;5061
0.0,5062;5063;5060
0.0,5062;5063;5059
0.01,5062;5061;5063
0.01,5062;5060;5063
0.06,5062;5059;5063
0.0,5061;5063;5062
0.06,5061;5062;5063
0.0,5060;5063;5062
0.1,5060;5062;5063
0.0,5059;5063;5062
0.76,5059;5062;5063
