freq,items
0.4,29;2;2;23;100
0.41,29;2;23;100;?
0.41,23;57;100;?;?
0.45,29;2;57;?;?
0.47,20;23;100;?;?
0.4,29;59;61;?;?
0.45,2;2;57;?;?
0.43,2;2;23;?;?
0.48,29;50;61;?;?
0.41,29;50;100;?;?
0.43,2;50;23;?;?
0.43,29;2;59;?;?
0.4,29;100;60;?;?
0.47,41;29;28;?;?
0.47,29;2;50;61;?
0.4,2;57;100;?;?
0.45,2;2;60;?;?
0.44,29;57;100;61;?
0.63,29;2;50;?;?
0.48,2;2;61;?;?
0.42,29;2;2;59;?
0.53,29;2;28;?;?
0.41,29;2;50;100;?
0.46,28;60;129;?;?
0.4,29;28;60;61;?
0.4,41;29;23;?;?
0.52,29;61;59;?;?
0.41,29;2;100;?;?
0.4,41;57;100;?;?
0.42,29;2;129;?;?
0.48,29;2;61;?;?
0.4,29;27;28;?;?
0.65,29;23;100;?;?
0.46,29;60;61;129;?
0.45,29;57;61;?;?
0.48,29;60;59;?;?
0.41,41;23;100;?;?
0.47,29;2;2;61;?
0.42,29;2;50;59;?
0.44,20;29;28;?;?
0.42,2;2;100;?;?
0.46,60;61;129;?;?
0.44,29;50;57;?;?
0.44,20;61;129;?;?
0.42,41;29;61;?;?
0.45,2;50;60;?;?
0.4,2;2;57;100;?
0.52,29;28;59;?;?
0.44,57;100;61;?;?
0.42,2;50;129;?;?
0.41,2;50;23;100;?
0.42,29;2;50;23;?
0.43,29;50;59;?;?
0.41,15;29;28;?;?
0.41,29;57;60;?;?
0.52,28;61;129;?;?
0.44,28;61;59;?;?
0.41,2;50;100;?;?
0.52,29;50;28;?;?
0.43,2;2;129;?;?
0.42,29;28;100;61;?
0.57,29;60;61;?;?
0.44,29;100;61;?;?
0.4,29;2;50;23;100
0.44,29;23;100;61;?
0.42,29;23;28;?;?
0.51,29;2;50;28;?
0.41,29;23;57;100;?
0.45,20;28;100;?;?
0.44,23;100;61;?;?
0.58,29;60;129;?;?
0.43,29;50;23;?;?
0.42,29;50;129;?;?
0.42,29;2;50;129;?
0.46,29;23;57;?;?
0.42,29;28;60;129;?
0.45,29;2;60;?;?
0.48,2;50;61;?;?
0.44,29;2;2;60;?
0.4,20;60;129;?;?
0.45,2;50;57;?;?
0.43,20;28;61;?;?
0.53,2;2;28;?;?
0.42,29;28;61;59;?
0.4,29;2;57;100;?
0.45,29;28;57;?;?
0.44,29;2;50;60;?
0.43,2;50;59;?;?
0.41,2;23;100;?;?
0.42,28;57;100;?;?
0.4,41;28;100;?;?
0.52,29;2;2;28;?
0.43,2;2;59;?;?
0.4,23;100;60;?;?
0.42,29;2;2;23;?
0.44,29;50;60;?;?
0.43,29;2;23;?;?
0.4,29;50;23;100;?
0.41,2;2;23;100;?
0.49,29;59;129;?;?
0.63,29;28;100;?;?
0.64,29;57;100;?;?
0.42,29;2;2;129;?
0.52,2;50;28;?;?
0.55,29;28;60;?;?
0.44,29;2;2;57;?
0.4,29;2;2;100;?
0.44,29;2;50;57;?
0.46,20;57;100;?;?
0.41,50;23;100;?;?
0.61,29;28;61;?;?
0.41,41;29;57;?;?
0.44,28;60;61;?;?
0.44,28;100;61;?;?
0.49,29;28;61;129;?
0.62,29;61;129;?;?
0.63,29;2;2;?;?
0.46,29;23;61;?;?
0.42,29;23;60;?;?
0.54,29;28;129;?;?
