freq,items
0.68,29;23;22;?;?
0.6,29;22;108;?;?
0.47,60;21;22;108;?
0.56,29;60;21;22;?
0.46,60;23;22;108;?
0.66,29;60;23;?;?
0.56,29;23;22;108;?
0.57,23;22;108;?;?
0.55,60;23;22;?;?
0.57,60;21;108;?;?
0.62,29;60;21;?;?
0.59,21;22;108;?;?
0.57,29;60;21;108;?
0.55,29;60;23;22;?
0.47,29;60;21;22;108
0.57,29;60;23;108;?
0.69,29;23;108;?;?
0.67,29;60;108;?;?
0.57,60;21;22;?;?
0.58,60;23;108;?;?
0.5,29;21;23;?;?
0.64,29;60;22;?;?
0.58,29;21;22;108;?
0.7,29;21;22;?;?
0.53,29;60;22;108;?
0.54,60;22;108;?;?
0.45,29;60;23;22;108
0.42,29;23;21;?;?
0.69,29;21;108;?;?
