freq,items
0.57,182;29;63;?;?
0.42,182;28;92;?;?
0.5,28;92;21;?;?
0.57,25;63;21;?;?
0.43,182;63;21;?;?
0.49,28;92;63;?;?
0.49,29;25;17;21;?
0.52,13;92;21;?;?
0.4,13;13;92;25;17
0.42,29;92;21;?;?
0.68,29;63;21;?;?
0.42,182;29;25;21;?
0.41,92;25;17;?;?
0.44,13;25;21;?;?
0.68,29;25;21;?;?
0.45,29;92;17;?;?
0.42,182;29;63;21;?
0.44,13;13;92;25;63
0.61,29;17;63;?;?
0.41,13;92;25;17;?
0.54,13;92;25;?;?
0.41,13;13;25;21;?
0.44,92;25;63;?;?
0.44,13;92;25;63;?
0.44,13;17;21;?;?
0.43,13;13;28;?;?
0.52,13;92;63;?;?
0.41,28;17;21;?;?
0.5,182;25;63;?;?
0.57,182;29;25;?;?
0.43,28;25;17;?;?
0.44,13;28;92;?;?
0.47,13;25;17;?;?
0.4,182;13;13;92;?
0.45,182;29;25;17;?
0.51,28;92;25;?;?
0.45,29;28;17;?;?
0.42,29;28;21;?;?
0.47,13;13;25;63;?
0.51,13;25;63;?;?
0.42,182;13;92;?;?
0.58,13;13;92;17;?
0.57,13;13;25;?;?
0.78,29;25;63;?;?
0.67,29;17;21;?;?
0.48,25;63;17;?;?
0.44,182;25;21;?;?
0.44,182;29;21;?;?
0.54,29;63;17;?;?
0.52,13;13;92;21;?
0.48,182;29;25;63;?
0.43,29;17;63;21;?
0.56,28;92;17;?;?
0.73,29;25;17;?;?
0.53,13;13;92;25;?
0.41,182;13;13;?;?
0.51,13;13;92;63;?
0.41,29;28;92;17;?
0.48,29;13;92;?;?
0.54,29;28;92;?;?
0.42,13;13;17;21;?
0.42,182;29;17;21;?
0.73,13;13;92;?;?
0.47,182;25;17;?;?
0.56,29;25;63;21;?
0.43,182;17;21;?;?
0.62,13;13;17;?;?
0.53,13;13;21;?;?
0.43,13;63;21;?;?
0.59,13;92;17;?;?
0.42,29;13;13;?;?
0.57,182;29;17;?;?
0.4,29;13;13;92;?
0.41,28;92;25;63;?
0.46,28;25;63;?;?
0.44,13;13;25;17;?
0.45,17;63;21;?;?
0.49,25;17;21;?;?
0.41,13;28;17;?;?
0.56,13;13;63;?;?
0.48,29;25;63;17;?
