freq,items
0.49,20;75;88;?;?;?
0.42,29;22;21;162;?;?
0.53,20;21;162;?;?;?
0.44,29;17;170;154;?;?
0.45,12;29;21;?;?;?
0.45,20;75;28;?;?;?
0.4,20;75;29;17;?;?
0.42,29;18;17;?;?;?
0.48,14;75;22;170;?;?
0.44,14;170;21;?;?;?
0.46,14;17;162;154;?;?
0.43,22;162;154;?;?;?
0.64,29;17;22;?;?;?
0.43,88;21;154;?;?;?
0.41,22;17;154;?;?;?
0.51,29;21;22;?;?;?
0.41,212;17;154;?;?;?
0.62,20;17;21;?;?;?
0.55,17;162;154;?;?;?
0.51,20;75;22;21;?;?
0.45,25;63;17;?;?;?
0.43,20;14;22;21;?;?
0.4,20;75;212;22;154;?
0.43,28;22;154;?;?;?
0.41,12;212;21;162;?;?
0.42,29;17;21;162;154;?
0.52,20;75;18;?;?;?
0.41,29;63;18;170;?;?
0.43,29;17;22;154;?;?
0.48,20;88;212;17;?;?
0.43,88;17;154;?;?;?
0.47,14;75;25;?;?;?
0.41,75;212;162;154;?;?
0.49,20;75;18;170;?;?
0.41,212;162;154;?;?;?
0.42,14;29;17;21;?;?
0.45,20;14;29;?;?;?
0.42,21;17;162;?;?;?
0.43,14;75;18;21;?;?
0.4,20;14;28;21;?;?
0.46,20;75;162;154;?;?
0.56,29;22;154;?;?;?
0.64,88;212;21;?;?;?
0.41,20;14;88;212;21;?
0.49,20;21;162;154;?;?
0.51,12;22;21;?;?;?
0.45,14;75;162;154;?;?
0.48,29;17;18;?;?;?
0.64,75;212;21;?;?;?
0.41,75;25;22;?;?;?
0.41,212;22;154;?;?;?
0.43,29;212;17;?;?;?
0.44,14;75;17;162;154;?
0.44,12;18;21;?;?;?
0.49,20;25;17;?;?;?
0.48,20;212;17;21;?;?
0.55,75;17;21;?;?;?
0.46,75;170;154;?;?;?
0.42,18;21;154;?;?;?
0.45,14;212;170;?;?;?
0.43,14;212;21;162;?;?
0.42,28;21;162;154;?;?
0.48,20;75;21;162;?;?
0.42,29;17;18;154;?;?
0.4,20;75;212;17;162;154
0.47,14;29;22;?;?;?
0.53,20;14;212;21;?;?
0.49,75;18;170;?;?;?
0.41,20;75;212;21;154;?
0.46,20;75;170;154;?;?
0.47,20;170;21;?;?;?
0.44,17;21;154;?;?;?
0.49,14;75;170;?;?;?
0.42,88;22;170;154;?;?
0.59,20;88;212;?;?;?
0.65,20;75;22;?;?;?
0.4,20;29;170;?;?;?
0.44,20;75;212;162;?;?
0.45,29;21;8;?;?;?
0.45,12;18;154;?;?;?
0.56,20;29;21;?;?;?
0.41,20;75;88;212;17;?
0.41,12;212;17;162;?;?
0.45,14;212;22;21;?;?
0.44,20;14;75;17;21;?
0.71,20;75;212;?;?;?
0.48,75;212;17;21;?;?
0.42,20;17;170;?;?;?
0.5,20;88;212;22;?;?
0.51,20;88;22;?;?;?
0.54,29;18;21;?;?;?
0.52,20;29;22;?;?;?
0.41,88;212;154;?;?;?
0.46,20;14;17;21;?;?
0.46,20;75;154;?;?;?
0.4,12;212;17;22;?;?
0.57,14;212;17;?;?;?
0.47,29;25;63;22;?;?
0.42,20;212;17;22;?;?
0.49,20;75;29;?;?;?
0.63,29;22;170;?;?;?
0.48,75;21;162;?;?;?
0.4,20;212;18;154;?;?
0.42,20;75;29;21;?;?
0.46,14;28;22;?;?;?
0.45,75;22;170;154;?;?
0.4,12;88;212;22;?;?
0.41,29;63;17;162;?;?
0.45,29;25;18;?;?;?
0.44,20;75;21;162;154;?
0.49,75;88;212;?;?;?
0.43,88;18;154;?;?;?
0.41,20;212;21;154;?;?
0.53,20;17;162;?;?;?
0.42,20;75;88;22;?;?
0.47,14;75;88;?;?;?
0.48,29;22;18;?;?;?
0.41,20;14;17;22;?;?
