total,winfreq,items
3,1.0,34;27;60;?;?
1,1.0,34;77;102;?;?
1,1.0,27;100;15;?;?
2,1.0,28;77;102;?;?
1,1.0,180;27;60;61;23
1,1.0,180;34;20;37;?
1,1.0,28;60;15;?;?
1,1.0,57;34;61;?;?
1,1.0,57;34;27;59;?
1,1.0,36;37;23;?;?
1,1.0,58;20;23;?;?
1,1.0,34;59;100;?;?
2,1.0,57;28;61;?;?
9,0.78,57;180;102;?;?
4,0.75,34;180;37;23;?
56,0.68,28;61;102;?;?
19,0.68,34;60;61;?;?
39,0.67,58;59;23;?;?
6,0.67,180;27;100;?;?
12,0.67,12;28;23;?;?
92,0.67,20;28;129;?;?
3,0.67,180;23;28;60;?
25,0.64,180;28;129;?;?
55,0.64,57;34;102;?;?
267,0.63,27;60;15;?;?
148,0.61,27;59;37;?;?
5,0.6,57;27;36;?;?
5,0.6,180;60;36;?;?
20,0.6,60;27;36;?;?
19,0.58,57;61;15;?;?
40,0.57,57;36;61;?;?
66,0.56,36;180;37;?;?
11,0.55,27;77;206;?;?
32,0.53,60;36;77;?;?
17,0.53,59;206;102;?;?
21,0.52,36;59;100;?;?
128,0.52,28;27;12;?;?
6,0.5,180;28;206;?;?
4,0.5,20;27;100;?;?
4,0.5,178;180;61;?;?
8,0.5,41;20;23;?;?
8,0.5,60;77;61;?;?
4,0.5,58;59;20;?;?
38,0.5,57;34;15;?;?
2,0.5,36;61;102;?;?
160,0.49,36;77;102;?;?
73,0.48,36;206;15;?;?
29,0.48,57;102;15;?;?
36,0.47,27;36;206;?;?
13,0.46,34;28;206;?;?
80,0.45,59;100;15;?;?
18,0.44,27;37;23;?;?
26,0.42,28;180;102;?;?
5,0.4,34;206;15;?;?
16,0.38,60;34;28;?;?
8,0.38,60;15;180;23;?
19,0.32,61;102;15;?;?
16,0.31,41;180;23;?;?
10,0.3,27;59;36;15;?
7,0.29,12;27;20;23;?
29,0.28,41;59;20;?;?
4,0.25,34;28;15;?;?
4,0.25,57;27;77;?;?
1,0.0,57;28;102;?;?
1,0.0,27;34;59;206;?
1,0.0,27;180;61;15;?
2,0.0,57;180;77;23;?
1,0.0,28;59;36;57;?
1,0.0,34;180;61;15;?
1,0.0,57;27;61;?;?
2,0.0,27;20;37;?;?
1,0.0,20;27;180;60;23
1,0.0,28;77;61;?;?
8,0.0,57;180;61;?;?
