freq,items
0.67,11;25;147;?;?;?;?;?;?
0.63,182;5;145;18;24;?;?;?;?
0.4,5;22;170;147;17;143;?;?;?
0.41,3;145;22;18;170;24;?;?;?
0.41,182;11;63;22;24;147;?;?;?
0.5,25;17;170;24;?;?;?;?;?
0.56,182;56;25;147;?;?;?;?;?
0.4,11;17;57;?;?;?;?;?;?
0.45,182;56;69;145;22;18;170;24;?
0.48,182;56;69;5;145;18;147;?;?
0.53,56;69;22;18;170;147;?;?;?
0.42,182;56;69;145;18;24;7;?;?
0.43,182;57;22;24;7;?;?;?;?
0.44,11;29;25;63;22;18;170;?;?
0.42,5;145;18;170;147;17;?;?;?
0.43,57;145;170;24;7;?;?;?;?
0.45,182;57;94;81;?;?;?;?;?
0.47,25;145;22;170;?;?;?;?;?
0.41,182;56;145;18;147;17;?;?;?
0.43,5;22;17;143;?;?;?;?;?
0.42,11;5;147;7;143;?;?;?;?
0.46,11;5;3;18;170;147;?;?;?
0.46,182;56;26;81;?;?;?;?;?
0.71,11;22;24;?;?;?;?;?;?
0.47,29;57;5;145;22;170;?;?;?
0.43,57;145;18;7;143;?;?;?;?
0.82,182;56;5;145;?;?;?;?;?
0.42,182;56;57;5;145;22;24;147;?
0.4,56;57;22;18;7;?;?;?;?
0.73,69;22;147;?;?;?;?;?;?
0.63,11;29;5;145;18;?;?;?;?
0.62,56;5;18;24;147;?;?;?;?
0.42,182;57;145;18;170;7;?;?;?
0.43,182;56;18;24;7;?;?;?;?
0.46,182;56;29;3;?;?;?;?;?
0.48,11;5;18;17;?;?;?;?;?
0.41,182;56;69;57;22;170;24;?;?
0.49,11;29;5;145;22;170;24;?;?
0.49,182;29;25;17;147;?;?;?;?
0.42,11;29;24;17;?;?;?;?;?
0.41,25;18;170;143;?;?;?;?;?
0.41,11;25;22;147;17;?;?;?;?
0.44,17;170;17;?;?;?;?;?;?
0.43,29;3;145;22;170;24;147;?;?
0.49,11;145;18;147;7;?;?;?;?
0.78,182;5;145;18;?;?;?;?;?
0.57,56;63;18;24;?;?;?;?;?
0.41,63;22;147;7;143;?;?;?;?
0.43,182;25;5;145;22;170;?;?;?
0.44,182;11;56;5;145;24;?;?;?
0.4,182;22;24;147;7;?;?;?;?
0.4,182;11;29;63;22;24;?;?;?
0.45,56;57;22;170;147;17;?;?;?
0.41,56;5;17;7;?;?;?;?;?
0.47,28;88;81;?;?;?;?;?;?
0.44,182;11;29;5;145;22;?;?;?
0.44,182;56;18;170;7;?;?;?;?
0.55,11;56;69;145;22;24;147;?;?
0.64,56;69;18;170;24;?;?;?;?
0.71,11;69;147;?;?;?;?;?;?
0.43,57;18;24;17;?;?;?;?;?
0.43,56;69;18;17;143;?;?;?;?
0.6,182;56;25;18;170;?;?;?;?
0.47,11;5;145;22;170;17;?;?;?
0.42,182;57;7;143;?;?;?;?;?
0.66,11;57;24;147;?;?;?;?;?
0.55,29;3;18;170;24;?;?;?;?
0.45,182;5;26;81;?;?;?;?;?
0.41,11;69;145;24;147;17;?;?;?
0.41,11;57;3;145;22;18;?;?;?
0.45,25;145;18;170;?;?;?;?;?
0.56,25;17;24;?;?;?;?;?;?
0.73,11;56;69;145;22;170;?;?;?
0.4,29;63;22;170;147;7;143;?;?
0.42,11;145;27;94;81;?;?;?;?
0.43,182;56;5;18;17;?;?;?;?
0.49,182;11;29;25;170;?;?;?;?
0.42,182;69;145;22;24;7;?;?;?
0.61,182;56;57;3;170;?;?;?;?
0.48,63;28;81;?;?;?;?;?;?
0.49,56;25;63;24;147;?;?;?;?
0.45,5;170;24;7;?;?;?;?;?
0.46,56;29;63;17;?;?;?;?;?
0.54,182;63;22;18;170;?;?;?;?
0.43,145;27;81;?;?;?;?;?;?
0.53,182;56;57;145;22;170;24;147;?
0.44,25;3;145;?;?;?;?;?;?
0.62,11;5;22;24;147;?;?;?;?
0.45,69;57;170;24;?;?;?;?;?
0.45,29;63;22;170;17;?;?;?;?
0.41,182;29;63;3;18;170;?;?;?
0.46,69;5;22;24;147;?;?;?;?
0.41,11;57;145;170;7;143;?;?;?
0.57,11;57;145;22;18;170;?;?;?
0.42,29;25;22;170;7;143;?;?;?
0.5,11;69;57;18;170;?;?;?;?
0.43,5;145;24;7;143;?;?;?;?
0.45,145;22;170;143;?;?;?;?;?
0.44,11;29;25;26;?;?;?;?;?
0.47,11;3;18;170;7;?;?;?;?
0.5,182;56;17;22;24;?;?;?;?
0.52,56;57;145;22;18;24;?;?;?
0.44,56;69;25;?;?;?;?;?;?
0.46,170;7;143;?;?;?;?;?;?
0.52,182;11;69;24;?;?;?;?;?
0.43,11;56;57;145;12;?;?;?;?
0.5,182;11;69;22;147;?;?;?;?
0.48,182;29;63;3;?;?;?;?;?
0.5,11;69;145;88;81;?;?;?;?
0.51,11;56;57;3;18;147;?;?;?
0.45,29;28;88;81;?;?;?;?;?
0.45,182;11;17;170;147;?;?;?;?
0.58,69;3;147;?;?;?;?;?;?
0.47,182;56;170;7;?;?;?;?;?
0.46,56;57;145;22;170;147;7;?;?
0.61,69;5;145;170;?;?;?;?;?
0.73,29;5;22;?;?;?;?;?;?
0.43,11;56;29;25;18;170;?;?;?
0.44,11;3;145;22;18;170;147;?;?
0.65,29;25;18;24;?;?;?;?;?
0.45,5;22;170;24;7;?;?;?;?
0.42,182;56;5;3;18;24;?;?;?
0.45,182;29;57;170;24;147;?;?;?
0.43,182;11;56;69;145;22;170;147;?
0.44,56;5;145;22;147;17;?;?;?
0.7,182;57;3;?;?;?;?;?;?
0.41,182;29;3;145;18;24;147;?;?
0.47,11;29;17;18;170;24;147;?;?
0.61,56;57;170;24;147;?;?;?;?
0.45,17;170;147;7;?;?;?;?;?
0.47,17;88;81;?;?;?;?;?;?
0.71,56;3;22;170;147;?;?;?;?
0.42,182;56;24;147;7;?;?;?;?
0.47,56;5;145;170;17;?;?;?;?
0.5,56;57;145;7;?;?;?;?;?
0.47,11;56;69;145;22;18;170;147;?
0.68,56;57;145;22;170;147;?;?;?
0.48,182;56;3;22;18;170;147;?;?
0.4,11;56;3;143;?;?;?;?;?
0.41,11;69;28;26;?;?;?;?;?
0.45,11;56;29;24;?;?;?;?;?
0.43,69;3;26;?;?;?;?;?;?
0.44,56;69;24;7;143;?;?;?;?
0.41,182;56;145;170;143;?;?;?;?
0.41,29;5;145;147;7;?;?;?;?
0.51,182;56;25;22;18;?;?;?;?
0.68,182;57;24;?;?;?;?;?;?
0.48,11;69;5;145;22;24;?;?;?
0.48,182;11;56;69;145;18;170;?;?
0.51,29;24;7;?;?;?;?;?;?
0.48,11;69;5;22;170;24;?;?;?
0.4,182;63;147;17;?;?;?;?;?
0.51,69;145;88;81;?;?;?;?;?
0.51,182;57;3;145;18;?;?;?;?
0.53,29;25;3;?;?;?;?;?;?
0.58,182;69;18;24;147;?;?;?;?
0.41,11;69;145;170;24;17;?;?;?
0.45,56;3;24;147;7;?;?;?;?
0.43,56;29;63;22;24;?;?;?;?
0.47,11;57;18;17;?;?;?;?;?
0.41,25;18;17;143;?;?;?;?;?
0.58,11;145;22;18;147;?;?;?;?
0.42,182;11;29;145;18;170;?;?;?
0.4,11;5;12;26;?;?;?;?;?
0.66,182;5;22;170;147;?;?;?;?
0.44,56;3;170;7;143;?;?;?;?
0.43,11;5;22;170;7;143;?;?;?
0.53,182;56;57;3;170;147;?;?;?
0.49,3;170;147;7;?;?;?;?;?
0.86,56;145;18;?;?;?;?;?;?
0.49,182;145;26;?;?;?;?;?;?
0.56,182;56;69;22;170;24;147;?;?
0.66,182;56;57;170;147;?;?;?;?
0.42,182;5;22;147;17;?;?;?;?
0.66,182;56;145;170;147;?;?;?;?
0.7,57;3;22;?;?;?;?;?;?
0.4,11;56;18;7;143;?;?;?;?
0.53,11;56;57;145;18;24;147;?;?
0.6,11;63;22;170;24;?;?;?;?
0.42,182;29;22;143;?;?;?;?;?
0.46,11;69;5;17;?;?;?;?;?
0.4,11;69;57;22;24;147;?;?;?
0.4,11;29;22;147;143;?;?;?;?
0.4,182;56;22;147;143;?;?;?;?
0.54,56;88;81;?;?;?;?;?;?
0.48,56;57;145;170;7;?;?;?;?
0.61,11;56;57;145;18;147;?;?;?
0.51,57;18;7;?;?;?;?;?;?
0.42,18;170;147;143;?;?;?;?;?
0.44,182;56;57;170;147;7;?;?;?
0.49,182;57;5;145;170;147;?;?;?
0.43,56;29;18;24;147;?;?;?;?
0.56,11;56;22;18;170;?;?;?;?
0.49,25;28;81;?;?;?;?;?;?
0.4,56;63;5;145;?;?;?;?;?
0.44,3;170;147;143;?;?;?;?;?
0.6,56;57;145;22;24;147;?;?;?
0.52,11;29;3;145;22;170;?;?;?
0.55,11;56;69;145;18;24;147;?;?
0.51,145;22;7;?;?;?;?;?;?
0.42,147;17;143;?;?;?;?;?;?
0.59,29;3;22;24;?;?;?;?;?
0.44,25;170;143;?;?;?;?;?;?
0.43,182;56;25;63;22;18;?;?;?
0.47,69;145;143;?;?;?;?;?;?
0.53,11;25;63;170;24;?;?;?;?
0.43,145;170;147;7;143;?;?;?;?
0.58,182;56;18;24;147;?;?;?;?
0.78,11;69;18;170;?;?;?;?;?
0.45,69;22;18;170;24;147;?;?;?
0.45,11;22;147;143;?;?;?;?;?
0.65,56;57;145;18;170;147;?;?;?
0.48,69;145;22;17;?;?;?;?;?
0.58,57;22;18;147;?;?;?;?;?
0.45,56;57;145;18;170;7;?;?;?
0.42,69;3;12;?;?;?;?;?;?
0.44,182;56;63;18;170;24;147;?;?
0.46,11;3;143;?;?;?;?;?;?
0.55,11;56;5;3;?;?;?;?;?
0.5,5;145;28;81;?;?;?;?;?
0.42,182;56;5;145;94;81;?;?;?
0.48,182;29;5;17;?;?;?;?;?
0.45,56;3;170;147;17;?;?;?;?
0.42,182;56;57;5;22;18;170;?;?
0.57,17;22;24;147;?;?;?;?;?
0.43,182;170;24;7;?;?;?;?;?
0.44,182;57;18;17;?;?;?;?;?
0.41,14;71;69;145;?;?;?;?;?
0.41,5;22;24;7;143;?;?;?;?
0.62,182;56;57;5;145;?;?;?;?
0.65,29;25;22;24;?;?;?;?;?
0.47,25;5;170;?;?;?;?;?;?
0.45,56;5;24;17;?;?;?;?;?
0.52,11;56;18;170;24;147;?;?;?
0.42,56;5;22;147;7;143;?;?;?
0.46,11;56;5;145;22;18;170;147;?
0.42,182;11;29;25;22;170;147;?;?
0.4,69;57;145;17;?;?;?;?;?
0.6,69;5;145;22;170;?;?;?;?
0.44,11;56;57;94;?;?;?;?;?
0.43,11;57;170;7;143;?;?;?;?
0.41,182;57;170;7;143;?;?;?;?
0.4,57;18;170;147;7;143;?;?;?
0.43,11;29;25;28;81;?;?;?;?
0.41,11;3;22;24;143;?;?;?;?
0.6,182;63;18;24;?;?;?;?;?
0.42,182;11;56;3;145;22;?;?;?
0.46,182;11;69;17;?;?;?;?;?
0.6,11;56;3;18;24;?;?;?;?
0.55,182;56;5;22;18;170;?;?;?
0.42,182;29;18;7;143;?;?;?;?
0.8,5;18;170;?;?;?;?;?;?
0.47,56;29;22;18;?;?;?;?;?
0.41,56;57;18;170;147;143;?;?;?
0.45,69;145;18;7;143;?;?;?;?
0.43,25;63;22;18;170;147;?;?;?
0.48,29;25;22;7;?;?;?;?;?
0.4,182;29;5;145;7;?;?;?;?
0.44,182;11;57;145;22;170;24;?;?
0.41,11;56;170;24;7;?;?;?;?
0.49,11;5;145;12;81;?;?;?;?
0.44,182;29;63;5;18;?;?;?;?
0.49,57;26;81;?;?;?;?;?;?
0.49,182;57;81;?;?;?;?;?;?
0.47,11;56;7;?;?;?;?;?;?
0.42,182;69;5;22;24;147;?;?;?
0.44,11;5;22;170;143;?;?;?;?
0.54,56;57;5;147;?;?;?;?;?
0.53,182;69;3;22;147;?;?;?;?
0.46,182;56;57;5;170;24;?;?;?
0.42,11;56;69;3;22;170;24;147;?
0.43,25;22;170;24;7;?;?;?;?
0.4,182;56;3;22;170;24;7;?;?
0.63,11;29;5;170;?;?;?;?;?
0.47,11;56;57;5;170;147;?;?;?
0.44,11;145;170;147;143;?;?;?;?
0.46,29;57;18;170;24;147;?;?;?
0.42,11;69;145;22;147;143;?;?;?
0.42,56;63;3;?;?;?;?;?;?
0.41,182;29;63;145;18;170;?;?;?
0.57,182;11;56;57;?;?;?;?;?
0.58,182;29;63;22;18;?;?;?;?
0.6,182;56;5;22;170;24;?;?;?
0.41,182;69;57;5;145;170;?;?;?
0.66,182;3;22;170;147;?;?;?;?
0.4,182;11;3;145;22;24;?;?;?
0.43,11;63;3;170;?;?;?;?;?
0.63,17;24;147;?;?;?;?;?;?
0.44,11;29;25;63;170;24;147;?;?
0.8,25;22;170;?;?;?;?;?;?
0.42,11;24;147;143;?;?;?;?;?
0.53,182;56;29;18;?;?;?;?;?
0.45,182;25;3;18;?;?;?;?;?
0.49,29;69;145;170;24;147;?;?;?
0.46,11;5;3;22;170;24;?;?;?
0.51,182;25;63;22;24;?;?;?;?
0.43,29;145;94;?;?;?;?;?;?
0.51,11;29;3;24;147;?;?;?;?
0.4,56;63;94;?;?;?;?;?;?
0.41,182;11;25;170;24;147;?;?;?
0.56,11;29;145;24;?;?;?;?;?
0.63,11;25;22;24;?;?;?;?;?
0.48,182;29;69;22;18;?;?;?;?
0.46,56;18;170;17;?;?;?;?;?
0.53,11;56;69;5;145;170;?;?;?
0.42,182;57;170;147;17;?;?;?;?
0.46,182;56;3;88;81;?;?;?;?
0.4,29;57;145;12;?;?;?;?;?
0.57,29;3;22;18;?;?;?;?;?
0.44,11;5;3;145;22;?;?;?;?
0.56,3;145;22;18;?;?;?;?;?
0.48,29;69;22;170;24;147;?;?;?
0.43,182;56;69;5;17;?;?;?;?
0.42,182;29;170;7;143;?;?;?;?
0.48,182;56;5;145;22;18;24;?;?
0.42,11;17;22;170;147;7;?;?;?
0.4,11;29;63;5;145;18;?;?;?
0.41,182;56;69;57;145;22;147;?;?
0.48,182;29;69;3;22;170;?;?;?
0.71,11;5;18;147;?;?;?;?;?
0.42,182;56;57;145;147;7;?;?;?
0.41,56;69;145;22;170;24;147;7;?
0.58,63;22;170;24;147;?;?;?;?
0.43,182;11;56;25;22;?;?;?;?
0.58,11;69;5;145;22;170;?;?;?
0.52,11;29;3;22;24;?;?;?;?
0.4,29;25;24;147;17;?;?;?;?
0.41,11;69;145;18;170;143;?;?;?
0.52,11;56;25;22;170;147;?;?;?
0.45,11;56;57;170;7;?;?;?;?
0.45,182;56;5;3;147;?;?;?;?
0.43,11;56;69;145;147;7;?;?;?
0.62,182;25;63;22;170;?;?;?;?
0.46,29;69;18;170;24;147;?;?;?
0.59,11;56;69;22;170;24;?;?;?
0.4,11;29;63;3;170;?;?;?;?
0.42,182;69;18;147;17;?;?;?;?
0.41,11;56;145;18;170;147;7;?;?
0.57,182;69;145;170;24;147;?;?;?
0.56,182;56;69;145;170;24;147;?;?
0.4,11;69;3;22;18;170;147;?;?
0.42,182;57;145;18;17;?;?;?;?
0.41,182;56;5;170;24;7;?;?;?
0.45,57;145;94;81;?;?;?;?;?
0.41,11;17;3;18;?;?;?;?;?
0.45,63;7;143;?;?;?;?;?;?
0.58,145;22;18;147;?;?;?;?;?
0.47,182;11;25;22;147;?;?;?;?
0.44,18;170;24;7;?;?;?;?;?
0.67,11;69;145;18;24;?;?;?;?
0.43,11;63;170;17;?;?;?;?;?
0.62,182;5;22;18;?;?;?;?;?
0.41,29;69;12;81;?;?;?;?;?
0.44,56;147;143;?;?;?;?;?;?
0.42,29;147;17;143;?;?;?;?;?
0.43,182;29;57;145;22;170;24;147;?
0.49,11;3;94;?;?;?;?;?;?
0.5,56;5;145;12;?;?;?;?;?
0.41,182;3;22;170;143;?;?;?;?
0.47,56;57;18;170;7;?;?;?;?
0.42,182;29;25;3;22;170;?;?;?
0.46,145;24;17;?;?;?;?;?;?
0.58,11;56;3;22;18;?;?;?;?
0.71,56;5;22;147;?;?;?;?;?
0.43,11;29;25;17;22;170;24;?;?
0.41,11;25;5;18;170;?;?;?;?
0.47,69;24;17;?;?;?;?;?;?
0.43,56;145;27;81;?;?;?;?;?
0.49,56;57;170;147;7;?;?;?;?
0.41,11;25;18;7;143;?;?;?;?
0.63,182;63;22;170;147;?;?;?;?
0.41,11;57;145;22;170;24;7;?;?
0.4,57;145;18;170;147;17;?;?;?
0.46,182;11;57;22;18;?;?;?;?
0.66,56;57;145;22;24;?;?;?;?
0.73,11;57;3;?;?;?;?;?;?
0.43,182;57;3;145;24;?;?;?;?
0.45,182;18;170;7;?;?;?;?;?
0.59,29;5;22;24;?;?;?;?;?
0.42,56;63;18;7;?;?;?;?;?
0.41,11;18;170;17;143;?;?;?;?
0.45,11;57;143;?;?;?;?;?;?
0.64,11;56;69;170;147;?;?;?;?
0.46,56;145;7;143;?;?;?;?;?
0.45,29;25;17;22;18;170;?;?;?
0.41,182;56;57;170;24;7;?;?;?
0.7,25;170;147;?;?;?;?;?;?
0.41,29;17;170;7;143;?;?;?;?
0.7,11;57;170;147;?;?;?;?;?
0.58,29;5;18;170;147;?;?;?;?
0.41,11;3;17;7;?;?;?;?;?
0.46,56;29;3;18;?;?;?;?;?
0.44,182;11;56;145;147;?;?;?;?
0.85,11;5;22;?;?;?;?;?;?
0.4,182;25;22;18;170;24;147;?;?
0.84,56;5;22;?;?;?;?;?;?
0.44,182;63;69;?;?;?;?;?;?
0.45,11;3;24;147;7;?;?;?;?
0.48,63;145;22;?;?;?;?;?;?
0.41,29;17;22;18;170;24;147;?;?
0.51,56;57;5;145;22;24;?;?;?
0.76,11;56;69;145;22;?;?;?;?
0.45,11;17;5;?;?;?;?;?;?
0.65,182;56;5;170;147;?;?;?;?
0.54,56;17;170;24;?;?;?;?;?
0.41,182;27;26;81;?;?;?;?;?
0.43,182;63;5;145;170;?;?;?;?
0.5,56;145;22;18;170;24;?;?;?
0.47,182;56;145;88;81;?;?;?;?
0.41,56;69;22;18;7;?;?;?;?
0.4,11;56;57;5;145;18;24;147;?
0.54,69;3;18;170;147;?;?;?;?
0.61,182;56;57;3;22;170;?;?;?
0.44,5;3;22;24;147;?;?;?;?
0.52,182;11;145;170;147;?;?;?;?
0.53,11;145;81;?;?;?;?;?;?
0.43,57;5;145;18;170;24;147;?;?
0.53,182;69;5;145;18;170;?;?;?
0.44,11;56;69;5;22;24;?;?;?
0.45,182;56;69;3;22;24;147;?;?
0.44,29;25;27;?;?;?;?;?;?
0.41,11;25;170;147;17;?;?;?;?
0.61,11;56;145;18;24;?;?;?;?
0.62,29;3;147;?;?;?;?;?;?
0.48,11;25;17;18;170;147;?;?;?
0.44,11;57;18;143;?;?;?;?;?
0.46,56;29;3;22;?;?;?;?;?
0.44,182;11;69;18;24;147;?;?;?
0.46,11;3;7;143;?;?;?;?;?
0.44,182;25;5;170;?;?;?;?;?
0.51,182;11;5;145;18;147;?;?;?
0.62,56;22;170;24;147;?;?;?;?
0.4,57;26;18;?;?;?;?;?;?
0.42,182;29;5;145;28;?;?;?;?
0.44,182;3;94;81;?;?;?;?;?
0.44,182;63;24;7;?;?;?;?;?
0.41,182;56;57;170;143;?;?;?;?
0.42,29;5;24;7;?;?;?;?;?
0.42,182;29;17;94;?;?;?;?;?
0.5,182;69;145;22;18;24;?;?;?
0.43,182;11;69;57;?;?;?;?;?
0.42,182;56;17;22;18;147;?;?;?
0.55,29;145;18;170;24;?;?;?;?
0.43,63;170;143;?;?;?;?;?;?
0.73,17;18;170;?;?;?;?;?;?
0.4,56;57;145;18;170;24;7;?;?
0.41,182;69;27;94;?;?;?;?;?
0.4,63;22;170;147;7;143;?;?;?
0.46,56;145;24;17;?;?;?;?;?
0.42,11;56;29;5;145;?;?;?;?
0.45,182;56;145;22;18;170;24;?;?
0.44,182;29;57;22;170;24;147;?;?
0.52,11;29;17;18;170;24;?;?;?
0.48,29;17;81;?;?;?;?;?;?
0.43,5;22;170;147;7;143;?;?;?
0.47,182;56;27;94;?;?;?;?;?
0.44,57;5;18;170;24;147;?;?;?
0.41,11;25;147;143;?;?;?;?;?
0.41,11;5;22;170;24;17;?;?;?
0.42,11;63;17;143;?;?;?;?;?
0.42,57;145;22;170;7;143;?;?;?
0.62,5;145;18;24;147;?;?;?;?
0.48,11;57;22;18;24;147;?;?;?
0.51,182;11;56;5;22;?;?;?;?
0.72,11;56;3;22;170;?;?;?;?
0.43,56;5;3;18;170;24;?;?;?
0.4,3;145;18;17;?;?;?;?;?
0.45,5;18;147;17;?;?;?;?;?
0.51,56;57;28;81;?;?;?;?;?
0.44,11;29;25;28;?;?;?;?;?
0.48,69;145;18;170;7;?;?;?;?
0.47,56;145;94;81;?;?;?;?;?
0.64,11;56;69;147;?;?;?;?;?
0.46,56;145;24;147;7;?;?;?;?
0.46,182;56;57;18;7;?;?;?;?
0.64,56;57;5;18;?;?;?;?;?
0.46,182;29;145;18;170;24;147;?;?
0.41,63;18;170;24;7;?;?;?;?
0.45,57;27;94;?;?;?;?;?;?
0.57,3;145;22;24;?;?;?;?;?
0.53,56;25;18;170;24;?;?;?;?
0.74,11;170;147;?;?;?;?;?;?
0.43,56;29;25;170;24;?;?;?;?
0.43,11;5;22;147;143;?;?;?;?
0.54,56;28;81;?;?;?;?;?;?
0.53,56;29;25;170;?;?;?;?;?
0.44,182;11;25;170;24;?;?;?;?
0.42,182;11;25;17;18;?;?;?;?
0.5,182;11;69;22;170;147;?;?;?
0.42,69;57;3;147;?;?;?;?;?
0.42,182;69;22;143;?;?;?;?;?
0.42,182;57;5;145;170;24;147;?;?
0.51,182;56;57;3;18;24;?;?;?
0.47,182;69;145;28;81;?;?;?;?
0.43,56;5;3;145;170;?;?;?;?
0.48,11;145;22;170;17;?;?;?;?
0.42,5;22;170;17;143;?;?;?;?
0.43,11;56;17;7;?;?;?;?;?
0.43,182;5;3;170;24;?;?;?;?
0.41,11;56;5;145;18;170;7;?;?
0.4,56;17;22;7;?;?;?;?;?
0.42,182;29;25;63;22;18;147;?;?
0.46,57;5;145;18;24;147;?;?;?
0.44,11;56;57;145;81;?;?;?;?
0.41,182;145;17;143;?;?;?;?;?
0.46,182;29;63;28;?;?;?;?;?
0.58,5;3;170;?;?;?;?;?;?
0.53,182;29;25;63;170;147;?;?;?
0.47,11;29;5;18;170;24;?;?;?
0.47,11;29;57;3;18;?;?;?;?
0.65,56;3;145;18;170;?;?;?;?
0.48,145;22;170;147;7;?;?;?;?
0.45,56;145;18;147;17;?;?;?;?
0.72,56;69;145;170;147;?;?;?;?
0.44,57;3;145;18;24;?;?;?;?
0.44,56;3;22;170;24;7;?;?;?
0.41,11;29;63;3;18;?;?;?;?
0.44,11;5;22;170;147;17;?;?;?
0.46,11;170;143;?;?;?;?;?;?
0.51,182;29;57;145;147;?;?;?;?
0.5,11;56;69;57;22;?;?;?;?
0.41,56;63;24;7;?;?;?;?;?
0.44,5;24;7;143;?;?;?;?;?
0.45,69;5;145;22;18;170;?;?;?
0.44,11;5;145;22;143;?;?;?;?
0.55,57;3;145;22;?;?;?;?;?
0.41,25;24;147;17;?;?;?;?;?
0.62,5;170;24;147;?;?;?;?;?
0.41,182;56;69;145;17;143;?;?;?
0.47,29;25;147;7;?;?;?;?;?
0.43,56;57;5;3;?;?;?;?;?
0.45,11;57;22;24;7;?;?;?;?
0.45,56;145;170;24;7;?;?;?;?
0.49,182;56;69;5;24;?;?;?;?
0.45,11;63;147;7;?;?;?;?;?
0.44,25;24;147;7;?;?;?;?;?
0.42,56;57;22;170;17;143;?;?;?
0.54,182;57;3;22;147;?;?;?;?
0.49,56;5;22;18;170;24;?;?;?
0.52,56;69;12;?;?;?;?;?;?
0.46,11;17;22;18;170;147;?;?;?
0.66,11;56;69;145;24;?;?;?;?
0.41,25;69;145;170;?;?;?;?;?
0.61,11;56;57;18;24;?;?;?;?
0.62,69;22;18;170;?;?;?;?;?
0.42,182;57;5;22;18;170;?;?;?
0.45,182;145;26;81;?;?;?;?;?
0.41,11;57;170;24;17;?;?;?;?
0.49,11;5;145;22;170;7;?;?;?
0.73,69;170;147;?;?;?;?;?;?
0.41,182;57;28;88;?;?;?;?;?
0.42,69;57;3;170;147;?;?;?;?
0.45,11;5;145;22;24;7;?;?;?
0.4,56;81;18;?;?;?;?;?;?
0.41,182;57;22;170;24;7;?;?;?
0.48,56;25;22;18;147;?;?;?;?
0.48,29;69;5;145;22;?;?;?;?
0.49,182;29;69;3;18;?;?;?;?
0.43,182;57;5;145;17;?;?;?;?
0.48,29;25;170;7;?;?;?;?;?
0.43,11;56;69;3;170;24;147;?;?
0.62,69;145;170;24;147;?;?;?;?
0.42,57;145;22;147;143;?;?;?;?
0.51,69;5;18;24;?;?;?;?;?
0.7,29;170;24;?;?;?;?;?;?
0.47,11;29;94;81;?;?;?;?;?
0.6,11;56;22;170;24;?;?;?;?
0.43,56;57;28;88;81;?;?;?;?
0.43,69;170;24;17;?;?;?;?;?
0.46,5;145;7;143;?;?;?;?;?
0.49,11;56;3;145;22;24;?;?;?
0.42,11;18;170;147;143;?;?;?;?
0.44,182;3;22;17;?;?;?;?;?
0.69,29;63;22;147;?;?;?;?;?
0.44,29;145;12;81;?;?;?;?;?
0.41,11;29;25;17;18;170;24;?;?
0.51,57;5;24;147;?;?;?;?;?
0.4,182;29;22;24;17;?;?;?;?
0.41,56;3;22;170;24;17;?;?;?
0.42,182;11;145;22;18;147;?;?;?
0.49,69;3;22;170;24;147;?;?;?
0.42,11;57;3;145;18;24;?;?;?
0.62,11;29;18;170;147;?;?;?;?
0.4,29;3;145;22;18;147;?;?;?
0.41,56;145;18;24;7;143;?;?;?
0.42,182;11;57;5;145;170;?;?;?
0.48,182;11;5;18;24;?;?;?;?
0.48,17;5;145;?;?;?;?;?;?
0.64,182;56;3;145;18;?;?;?;?
0.55,56;17;22;24;?;?;?;?;?
0.48,182;11;3;24;147;?;?;?;?
0.44,69;28;88;?;?;?;?;?;?
0.41,182;11;56;5;22;24;?;?;?
0.42,11;3;22;147;7;143;?;?;?
0.47,182;11;69;145;18;170;147;?;?
0.62,182;17;147;?;?;?;?;?;?
0.42,11;63;5;145;170;?;?;?;?
0.73,29;3;18;?;?;?;?;?;?
0.43,25;63;3;?;?;?;?;?;?
0.58,11;57;3;145;?;?;?;?;?
0.73,11;56;5;145;22;?;?;?;?
0.4,11;29;17;94;?;?;?;?;?
0.54,29;145;17;?;?;?;?;?;?
0.41,11;3;145;22;18;170;24;?;?
0.55,11;63;22;170;24;147;?;?;?
0.4,11;56;57;3;145;170;147;?;?
0.52,69;88;81;?;?;?;?;?;?
0.42,182;56;69;18;24;7;?;?;?
0.45,3;22;170;143;?;?;?;?;?
0.48,182;56;94;81;?;?;?;?;?
0.41,182;56;3;22;147;17;?;?;?
0.69,29;145;18;170;?;?;?;?;?
0.42,56;5;145;22;147;7;143;?;?
0.7,11;24;147;?;?;?;?;?;?
0.55,29;25;63;18;24;?;?;?;?
0.54,56;29;63;18;?;?;?;?;?
0.4,11;3;18;170;147;143;?;?;?
0.43,29;57;3;170;24;?;?;?;?
0.45,25;7;143;?;?;?;?;?;?
0.42,56;145;22;24;147;7;?;?;?
0.5,29;145;18;170;24;147;?;?;?
0.46,56;29;63;170;147;?;?;?;?
0.4,182;57;145;147;17;?;?;?;?
0.51,29;3;145;170;147;?;?;?;?
0.73,3;18;147;?;?;?;?;?;?
0.41,182;56;69;145;22;147;17;?;?
0.43,182;22;143;?;?;?;?;?;?
0.8,57;18;170;?;?;?;?;?;?
0.44,29;25;24;147;7;?;?;?;?
0.42,11;22;170;24;147;7;?;?;?
0.42,56;5;22;170;147;7;143;?;?
0.41,11;56;22;143;?;?;?;?;?
0.55,182;11;63;18;?;?;?;?;?
0.44,182;145;170;17;?;?;?;?;?
0.55,182;11;25;17;?;?;?;?;?
0.41,56;5;145;18;170;147;17;?;?
