freq,items
0.45,11;69;3;145;24;?;?;?;?
0.41,11;69;57;145;170;24;?;?;?
0.47,182;29;3;145;18;147;?;?;?
0.6,182;18;24;147;?;?;?;?;?
0.42,11;56;57;18;170;7;?;?;?
0.41,182;56;69;145;170;24;7;?;?
0.41,11;17;22;170;17;?;?;?;?
0.46,182;69;22;18;170;24;?;?;?
0.6,182;11;5;22;?;?;?;?;?
0.47,11;29;57;22;24;?;?;?;?
0.41,5;18;147;17;143;?;?;?;?
0.44,182;56;29;22;170;147;?;?;?
0.49,29;145;22;18;147;?;?;?;?
0.46,182;57;5;145;18;170;147;?;?
0.7,29;18;170;147;?;?;?;?;?
0.5,182;57;22;18;24;?;?;?;?
0.47,29;22;143;?;?;?;?;?;?
0.46,63;5;145;170;?;?;?;?;?
0.43,56;3;145;26;?;?;?;?;?
0.41,56;57;3;88;81;?;?;?;?
0.45,11;56;69;12;81;?;?;?;?
0.51,57;5;145;22;24;?;?;?;?
0.46,182;63;12;?;?;?;?;?;?
0.56,11;56;57;5;18;?;?;?;?
0.62,3;170;24;147;?;?;?;?;?
0.45,182;56;22;17;?;?;?;?;?
0.53,69;5;145;18;147;?;?;?;?
0.41,11;17;3;22;?;?;?;?;?
0.43,56;29;22;18;170;?;?;?;?
0.48,11;56;22;18;170;147;?;?;?
0.42,182;29;69;3;145;?;?;?;?
0.62,182;5;170;24;?;?;?;?;?
0.43,69;28;88;81;?;?;?;?;?
0.42,11;56;25;63;18;24;?;?;?
0.43,69;145;18;17;143;?;?;?;?
0.46,56;57;145;22;147;7;?;?;?
0.43,11;18;24;147;7;?;?;?;?
0.49,11;69;145;12;81;?;?;?;?
0.54,182;56;57;145;170;24;147;?;?
0.69,56;69;17;?;?;?;?;?;?
0.47,182;5;28;81;?;?;?;?;?
0.53,11;57;3;145;18;?;?;?;?
0.58,69;145;22;18;147;?;?;?;?
0.58,182;29;57;145;170;?;?;?;?
0.4,182;11;29;3;145;?;?;?;?
0.55,182;29;57;3;?;?;?;?;?
0.54,182;29;63;170;24;147;?;?;?
0.44,182;29;25;18;7;?;?;?;?
0.42,182;25;27;?;?;?;?;?;?
0.48,56;69;57;145;18;170;?;?;?
0.51,5;145;170;7;?;?;?;?;?
0.42,56;69;22;24;147;7;?;?;?
0.71,56;57;145;24;?;?;?;?;?
0.43,63;18;170;147;7;?;?;?;?
0.49,11;27;88;81;?;?;?;?;?
0.41,69;22;18;7;?;?;?;?;?
0.68,5;18;170;147;?;?;?;?;?
0.44,56;5;145;17;143;?;?;?;?
0.51,56;5;145;88;?;?;?;?;?
0.57,11;56;63;18;170;?;?;?;?
0.47,182;27;88;81;?;?;?;?;?
0.54,11;29;3;145;18;?;?;?;?
0.41,11;57;170;17;143;?;?;?;?
0.5,182;69;5;24;?;?;?;?;?
0.45,11;12;26;?;?;?;?;?;?
0.54,56;29;25;17;?;?;?;?;?
0.41,11;56;5;3;24;147;?;?;?
0.55,29;25;63;24;147;?;?;?;?
0.41,182;11;56;69;17;?;?;?;?
0.41,182;56;69;170;7;143;?;?;?
0.49,182;56;57;5;18;147;?;?;?
0.44,27;26;81;?;?;?;?;?;?
0.47,11;25;88;81;?;?;?;?;?
0.41,182;56;69;3;145;22;147;?;?
0.54,11;3;145;17;?;?;?;?;?
0.52,56;69;57;145;22;?;?;?;?
0.71,18;170;147;?;?;?;?;?;?
0.43,56;5;24;7;143;?;?;?;?
0.48,5;145;22;170;147;7;?;?;?
0.41,56;69;57;3;145;?;?;?;?
0.46,25;18;170;7;?;?;?;?;?
0.5,182;11;69;145;170;147;?;?;?
0.63,11;5;3;?;?;?;?;?;?
0.61,11;56;29;?;?;?;?;?;?
0.54,11;29;69;145;18;170;?;?;?
0.45,182;69;5;22;18;?;?;?;?
0.46,182;145;22;18;24;147;?;?;?
0.41,94;18;170;?;?;?;?;?;?
0.55,5;22;18;24;?;?;?;?;?
0.51,182;11;69;145;24;?;?;?;?
0.5,29;57;145;22;18;?;?;?;?
0.41,29;25;5;24;?;?;?;?;?
0.47,11;63;5;145;?;?;?;?;?
0.44,182;69;145;22;170;17;?;?;?
0.43,57;3;145;24;147;?;?;?;?
0.4,56;29;22;18;147;?;?;?;?
0.48,69;5;17;?;?;?;?;?;?
0.41,11;25;18;170;17;?;?;?;?
0.51,182;25;17;24;?;?;?;?;?
0.82,11;5;145;170;?;?;?;?;?
0.66,182;56;57;22;147;?;?;?;?
0.41,29;94;170;?;?;?;?;?;?
0.42,182;11;29;3;18;170;?;?;?
0.43,182;56;29;18;24;?;?;?;?
0.41,56;145;170;147;17;143;?;?;?
0.82,182;57;145;?;?;?;?;?;?
0.43,182;56;5;145;22;170;147;7;?
0.43,56;29;145;18;170;?;?;?;?
0.41,69;22;147;17;143;?;?;?;?
0.6,11;5;145;170;24;147;?;?;?
0.59,57;3;170;147;?;?;?;?;?
0.4,182;56;29;57;?;?;?;?;?
0.46,182;29;25;63;18;170;24;?;?
0.47,11;57;145;28;81;?;?;?;?
0.59,11;17;170;24;?;?;?;?;?
0.42,182;29;63;5;145;22;170;?;?
0.56,29;17;170;24;147;?;?;?;?
0.75,182;56;5;170;?;?;?;?;?
0.59,11;5;145;22;170;24;147;?;?
0.47,11;25;170;7;?;?;?;?;?
0.56,182;11;57;145;22;?;?;?;?
0.42,56;3;22;24;17;?;?;?;?
0.46,56;69;22;24;7;?;?;?;?
0.41,29;3;22;17;?;?;?;?;?
0.49,182;29;5;22;24;147;?;?;?
0.42,29;18;24;7;143;?;?;?;?
0.57,182;56;57;22;24;147;?;?;?
0.43,11;29;25;5;145;?;?;?;?
0.41,29;57;3;18;170;24;?;?;?
0.47,11;29;5;22;24;147;?;?;?
0.43,29;3;22;7;?;?;?;?;?
0.42,11;56;57;145;22;18;24;147;?
0.41,11;29;147;17;?;?;?;?;?
0.45,182;57;145;12;81;?;?;?;?
0.42,29;63;24;7;143;?;?;?;?
0.45,11;29;147;7;?;?;?;?;?
0.47,11;29;57;145;170;147;?;?;?
0.43,69;22;24;17;?;?;?;?;?
0.44,11;69;57;18;170;147;?;?;?
0.47,182;57;12;81;?;?;?;?;?
0.72,11;29;63;170;?;?;?;?;?
0.53,56;145;22;18;170;147;?;?;?
0.49,11;57;18;7;?;?;?;?;?
0.41,29;63;69;145;18;?;?;?;?
0.46,145;24;147;7;?;?;?;?;?
0.71,56;3;22;147;?;?;?;?;?
0.42,182;57;22;147;17;?;?;?;?
0.69,56;18;170;147;?;?;?;?;?
0.41,11;56;69;3;145;24;?;?;?
0.43,11;56;69;5;22;18;?;?;?
0.43,182;56;69;22;170;17;?;?;?
0.44,56;5;17;143;?;?;?;?;?
0.4,182;56;63;7;?;?;?;?;?
0.42,11;17;18;170;7;?;?;?;?
0.45,182;56;69;22;18;24;147;?;?
0.46,56;69;145;18;24;7;?;?;?
0.79,182;69;18;?;?;?;?;?;?
0.41,182;56;29;25;63;170;?;?;?
0.41,182;56;5;22;24;7;?;?;?
0.44,182;29;5;3;22;170;?;?;?
0.42,182;57;5;170;24;147;?;?;?
0.4,11;56;25;17;18;147;?;?;?
0.48,182;29;18;7;?;?;?;?;?
0.5,182;29;25;63;22;24;?;?;?
0.42,182;56;57;24;147;7;?;?;?
0.52,56;12;81;?;?;?;?;?;?
0.4,182;69;145;18;147;143;?;?;?
0.42,182;69;145;22;18;170;24;147;?
0.51,182;11;5;170;147;?;?;?;?
0.43,56;18;170;24;7;?;?;?;?
0.74,11;56;5;145;18;?;?;?;?
0.41,69;22;24;7;143;?;?;?;?
0.41,56;57;24;17;143;?;?;?;?
0.44,29;145;22;7;?;?;?;?;?
0.44,11;5;145;18;170;17;?;?;?
0.62,182;29;57;22;?;?;?;?;?
0.67,182;57;147;?;?;?;?;?;?
0.77,182;3;170;?;?;?;?;?;?
0.57,29;3;145;18;170;?;?;?;?
0.46,11;56;3;7;?;?;?;?;?
0.41,182;18;147;143;?;?;?;?;?
0.41,11;3;22;170;24;17;?;?;?
0.42,182;56;69;7;143;?;?;?;?
0.44,11;69;18;170;17;?;?;?;?
0.45,11;5;147;17;?;?;?;?;?
0.46,56;69;57;17;?;?;?;?;?
0.51,56;57;88;81;?;?;?;?;?
0.44,27;94;18;?;?;?;?;?;?
0.48,182;56;69;5;145;147;?;?;?
0.47,182;11;22;24;147;?;?;?;?
0.41,182;63;17;143;?;?;?;?;?
0.53,56;57;5;22;170;147;?;?;?
0.53,11;5;3;18;170;?;?;?;?
0.44,29;25;145;18;170;?;?;?;?
0.43,182;11;29;5;22;170;?;?;?
0.43,11;56;145;18;147;7;?;?;?
0.47,182;56;5;145;28;?;?;?;?
0.49,25;63;22;170;24;147;?;?;?
0.41,11;12;22;170;?;?;?;?;?
0.43,63;170;147;17;?;?;?;?;?
0.76,182;56;5;145;18;?;?;?;?
0.43,11;56;69;145;22;147;7;?;?
0.44,182;25;22;18;170;24;?;?;?
0.42,182;18;7;143;?;?;?;?;?
0.72,56;5;147;?;?;?;?;?;?
0.43,145;170;17;143;?;?;?;?;?
0.44,11;57;22;170;24;7;?;?;?
0.46,29;22;7;143;?;?;?;?;?
0.42,56;69;57;18;24;147;?;?;?
0.42,145;27;94;81;?;?;?;?;?
0.42,11;3;18;170;24;7;?;?;?
0.58,182;57;22;24;147;?;?;?;?
0.54,182;25;22;170;24;147;?;?;?
0.44,29;5;145;7;?;?;?;?;?
0.5,182;11;29;63;170;?;?;?;?
0.43,182;29;57;145;22;18;170;?;?
0.71,11;56;57;145;170;?;?;?;?
0.41,29;63;18;147;143;?;?;?;?
0.42,63;170;147;143;?;?;?;?;?
0.66,11;69;145;18;170;147;?;?;?
0.41,182;63;24;17;?;?;?;?;?
0.47,182;56;5;28;?;?;?;?;?
0.7,182;17;22;170;?;?;?;?;?
0.4,182;29;22;170;147;143;?;?;?
0.41,56;5;145;18;170;143;?;?;?
0.42,22;147;17;143;?;?;?;?;?
0.54,56;57;5;18;147;?;?;?;?
0.41,63;57;22;?;?;?;?;?;?
0.69,3;22;24;?;?;?;?;?;?
0.47,182;29;3;145;170;147;?;?;?
0.42,56;69;145;22;17;143;?;?;?
0.48,11;25;63;22;18;170;?;?;?
0.78,56;3;145;?;?;?;?;?;?
0.63,182;5;22;24;?;?;?;?;?
0.43,29;17;3;170;?;?;?;?;?
0.54,11;56;25;24;?;?;?;?;?
0.5,182;57;3;24;147;?;?;?;?
0.42,182;11;3;145;22;147;?;?;?
0.63,182;56;69;18;24;?;?;?;?
0.54,182;11;29;22;?;?;?;?;?
0.5,18;147;7;?;?;?;?;?;?
0.45,11;29;63;5;?;?;?;?;?
0.41,56;69;22;24;7;143;?;?;?
0.41,182;11;25;17;170;?;?;?;?
0.49,182;29;57;5;145;?;?;?;?
0.48,11;69;5;170;24;?;?;?;?
0.45,182;69;57;147;?;?;?;?;?
0.46,182;69;145;24;7;?;?;?;?
0.48,56;5;94;?;?;?;?;?;?
0.67,182;69;170;147;?;?;?;?;?
0.42,11;29;18;24;7;?;?;?;?
0.46,182;11;17;147;?;?;?;?;?
0.77,11;57;145;22;170;?;?;?;?
0.4,29;63;18;170;143;?;?;?;?
0.44,56;69;145;170;7;143;?;?;?
0.63,56;57;5;145;18;?;?;?;?
0.58,69;18;170;24;147;?;?;?;?
0.49,182;11;56;57;145;170;?;?;?
0.46,182;17;5;?;?;?;?;?;?
0.62,69;5;145;18;?;?;?;?;?
0.4,57;26;22;?;?;?;?;?;?
0.41,182;56;69;3;22;18;147;?;?
0.46,17;12;81;?;?;?;?;?;?
0.42,11;69;145;22;147;7;143;?;?
0.42,88;81;22;?;?;?;?;?;?
0.54,11;56;57;5;145;170;?;?;?
0.47,182;56;69;88;81;?;?;?;?
0.43,182;5;145;143;?;?;?;?;?
0.41,182;11;56;57;18;170;147;?;?
0.4,11;29;63;18;17;?;?;?;?
0.49,182;57;3;145;22;170;?;?;?
0.54,29;57;3;22;?;?;?;?;?
0.49,11;57;145;81;?;?;?;?;?
0.44,11;56;63;22;18;170;?;?;?
0.42,182;11;17;18;170;147;?;?;?
0.76,11;56;69;145;18;?;?;?;?
0.41,63;145;147;?;?;?;?;?;?
0.41,182;29;3;7;?;?;?;?;?
0.48,5;145;22;17;?;?;?;?;?
0.57,56;69;3;170;147;?;?;?;?
0.43,11;57;28;88;?;?;?;?;?
0.54,11;56;57;170;24;147;?;?;?
0.41,56;28;18;?;?;?;?;?;?
0.4,11;56;28;88;?;?;?;?;?
0.42,182;56;5;3;22;18;?;?;?
0.64,182;25;63;22;?;?;?;?;?
0.44,5;145;170;7;143;?;?;?;?
0.47,11;57;170;147;7;?;?;?;?
0.5,57;145;28;?;?;?;?;?;?
0.41,182;145;22;170;7;143;?;?;?
0.42,56;5;3;22;24;147;?;?;?
0.43,11;26;22;?;?;?;?;?;?
0.43,11;63;18;170;7;?;?;?;?
0.49,182;29;7;?;?;?;?;?;?
0.46,182;18;147;7;?;?;?;?;?
0.42,29;25;22;147;17;?;?;?;?
0.43,182;56;57;5;18;170;24;?;?
0.43,5;147;7;143;?;?;?;?;?
0.42,69;3;22;18;170;147;?;?;?
0.44,11;29;25;17;18;170;147;?;?
0.43,56;5;145;18;7;143;?;?;?
0.45,182;56;69;5;145;18;170;147;?
0.44,11;5;145;170;7;143;?;?;?
0.53,182;11;56;22;?;?;?;?;?
0.4,69;18;170;17;143;?;?;?;?
0.45,11;145;22;143;?;?;?;?;?
0.5,56;25;17;18;170;?;?;?;?
0.4,11;57;3;88;81;?;?;?;?
0.41,29;145;94;81;?;?;?;?;?
0.63,182;56;57;5;?;?;?;?;?
0.46,18;7;143;?;?;?;?;?;?
0.47,57;145;147;7;?;?;?;?;?
0.42,11;56;5;145;22;170;147;7;?
0.4,57;145;18;170;143;?;?;?;?
0.4,11;5;145;18;24;143;?;?;?
0.71,11;56;5;145;22;170;?;?;?
0.49,182;69;81;?;?;?;?;?;?
0.42,182;3;147;17;?;?;?;?;?
0.74,11;56;69;22;170;?;?;?;?
0.41,5;145;22;170;24;147;7;?;?
0.41,182;56;69;170;143;?;?;?;?
0.41,11;63;22;170;143;?;?;?;?
0.5,182;69;3;145;18;?;?;?;?
0.49,11;56;25;22;18;?;?;?;?
0.5,11;57;5;145;22;170;147;?;?
0.47,182;56;3;28;?;?;?;?;?
0.5,69;5;18;170;147;?;?;?;?
0.43,56;69;3;145;18;24;?;?;?
0.42,56;5;22;170;147;143;?;?;?
0.8,11;57;145;22;?;?;?;?;?
0.4,5;145;12;26;?;?;?;?;?
0.47,11;24;147;7;?;?;?;?;?
0.48,182;69;28;81;?;?;?;?;?
0.46,182;56;69;18;7;?;?;?;?
0.54,11;56;3;18;24;147;?;?;?
0.42,11;69;63;?;?;?;?;?;?
0.45,182;11;56;170;147;?;?;?;?
0.6,182;63;18;170;147;?;?;?;?
0.48,11;3;170;147;7;?;?;?;?
0.52,29;5;145;22;18;170;?;?;?
0.55,11;69;57;18;?;?;?;?;?
0.41,11;69;170;24;147;7;?;?;?
0.46,56;69;3;18;170;24;147;?;?
0.4,11;56;69;57;5;18;?;?;?
0.65,11;29;22;170;147;?;?;?;?
0.45,182;29;63;12;?;?;?;?;?
0.41,11;5;24;17;143;?;?;?;?
0.45,56;69;57;145;147;?;?;?;?
0.48,11;69;57;24;?;?;?;?;?
0.67,182;69;18;147;?;?;?;?;?
0.55,11;29;17;18;170;147;?;?;?
0.6,11;29;25;22;170;147;?;?;?
0.51,11;29;25;63;18;147;?;?;?
0.46,182;29;24;7;?;?;?;?;?
0.58,182;56;69;145;18;170;24;?;?
0.44,11;57;145;94;81;?;?;?;?
0.42,11;29;18;170;147;7;?;?;?
0.65,56;57;145;24;147;?;?;?;?
0.51,56;3;145;18;24;147;?;?;?
0.69,145;22;24;?;?;?;?;?;?
0.46,63;5;170;?;?;?;?;?;?
0.48,182;69;7;?;?;?;?;?;?
0.44,11;57;145;22;170;17;?;?;?
0.42,11;5;145;28;88;81;?;?;?
0.56,182;29;17;22;18;?;?;?;?
0.41,182;56;5;145;24;147;7;?;?
0.4,11;5;3;145;18;170;?;?;?
0.46,29;5;81;?;?;?;?;?;?
0.44,182;69;145;170;17;?;?;?;?
0.43,29;18;170;7;143;?;?;?;?
0.43,11;56;69;145;18;17;?;?;?
0.51,11;56;3;145;22;170;147;?;?
0.65,182;56;3;18;147;?;?;?;?
0.43,56;5;145;170;147;143;?;?;?
0.42,29;3;22;18;170;24;?;?;?
0.46,63;22;170;147;7;?;?;?;?
0.4,63;5;22;147;?;?;?;?;?
0.77,11;63;170;?;?;?;?;?;?
0.42,182;56;17;18;170;24;147;?;?
0.42,29;25;17;22;18;147;?;?;?
0.67,11;57;145;18;147;?;?;?;?
0.43,182;56;5;22;17;?;?;?;?
0.7,29;63;147;?;?;?;?;?;?
0.57,182;25;18;170;24;?;?;?;?
0.6,182;56;3;22;18;?;?;?;?
0.44,11;69;57;145;170;147;?;?;?
0.58,182;25;17;18;?;?;?;?;?
0.53,182;25;63;22;170;147;?;?;?
0.56,11;69;5;145;18;170;?;?;?
0.44,56;25;63;22;18;170;?;?;?
0.46,63;145;22;170;?;?;?;?;?
0.44,11;29;25;22;18;170;147;?;?
0.41,11;145;24;147;143;?;?;?;?
0.46,182;56;69;22;7;?;?;?;?
0.5,182;11;56;3;170;?;?;?;?
0.43,25;147;143;?;?;?;?;?;?
0.62,145;22;18;170;?;?;?;?;?
0.57,182;56;57;18;24;147;?;?;?
0.5,11;3;22;7;?;?;?;?;?
0.41,11;29;57;145;22;24;147;?;?
0.43,182;5;22;24;7;?;?;?;?
0.41,182;5;170;7;143;?;?;?;?
0.43,182;29;25;22;170;7;?;?;?
0.52,11;57;5;18;147;?;?;?;?
0.63,182;63;22;147;?;?;?;?;?
0.59,182;29;145;24;?;?;?;?;?
0.48,182;56;25;18;24;147;?;?;?
0.41,11;69;57;145;18;24;?;?;?
0.4,29;28;26;81;?;?;?;?;?
0.44,145;22;170;7;143;?;?;?;?
0.62,11;56;5;145;147;?;?;?;?
0.68,56;57;24;147;?;?;?;?;?
0.42,11;145;18;170;147;17;?;?;?
0.47,22;18;170;24;147;?;?;?;?
0.6,182;11;3;22;?;?;?;?;?
0.49,56;22;170;17;?;?;?;?;?
0.61,17;22;170;24;?;?;?;?;?
0.48,182;29;57;145;18;24;?;?;?
0.4,182;29;25;17;143;?;?;?;?
0.4,11;17;18;24;7;?;?;?;?
0.64,182;25;22;147;?;?;?;?;?
0.62,11;56;63;18;?;?;?;?;?
0.41,29;3;170;17;?;?;?;?;?
0.49,56;57;145;88;81;?;?;?;?
0.41,11;57;3;28;?;?;?;?;?
0.44,56;69;63;?;?;?;?;?;?
0.41,182;29;25;22;170;17;?;?;?
0.67,11;5;24;147;?;?;?;?;?
0.52,11;29;63;22;18;170;?;?;?
0.47,63;170;147;7;?;?;?;?;?
0.4,182;5;3;145;170;?;?;?;?
0.45,182;29;25;88;81;?;?;?;?
0.52,182;56;3;18;170;24;147;?;?
0.46,11;29;3;22;18;170;?;?;?
0.47,182;11;56;5;18;170;?;?;?
0.46,182;29;22;18;170;24;?;?;?
0.54,182;69;18;170;24;147;?;?;?
0.45,69;5;22;18;170;?;?;?;?
0.4,25;3;22;170;147;?;?;?;?
0.41,182;18;24;17;?;?;?;?;?
0.44,11;25;145;22;170;?;?;?;?
0.41,56;29;25;17;22;?;?;?;?
0.7,182;56;5;145;18;170;?;?;?
0.45,3;170;147;17;?;?;?;?;?
0.41,11;88;81;170;?;?;?;?;?
0.51,11;69;57;145;18;?;?;?;?
0.64,57;5;22;?;?;?;?;?;?
0.4,11;56;5;143;?;?;?;?;?
0.47,56;57;145;26;81;?;?;?;?
0.51,69;145;18;7;?;?;?;?;?
0.53,56;69;3;145;170;?;?;?;?
0.46,182;11;145;17;?;?;?;?;?
0.52,11;57;22;18;170;147;?;?;?
0.44,57;28;88;?;?;?;?;?;?
0.42,29;69;145;22;18;24;?;?;?
0.49,11;25;3;?;?;?;?;?;?
0.54,29;57;24;147;?;?;?;?;?
0.4,182;57;3;145;18;24;?;?;?
0.69,182;18;147;?;?;?;?;?;?
0.68,29;3;145;?;?;?;?;?;?
0.43,11;17;170;147;7;?;?;?;?
0.42,56;22;170;24;17;?;?;?;?
0.56,11;57;3;18;147;?;?;?;?
0.5,11;5;22;7;?;?;?;?;?
0.45,11;3;17;143;?;?;?;?;?
0.41,5;145;18;24;143;?;?;?;?
0.41,182;11;69;145;18;170;24;147;?
0.42,182;56;29;63;147;?;?;?;?
0.57,182;69;57;?;?;?;?;?;?
0.4,182;145;28;88;?;?;?;?;?
0.46,182;29;5;18;170;24;147;?;?
0.41,11;29;25;17;7;?;?;?;?
0.46,182;56;69;94;?;?;?;?;?
0.44,182;145;18;170;7;?;?;?;?
0.46,25;22;17;?;?;?;?;?;?
0.47,11;69;170;17;?;?;?;?;?
0.41,182;22;170;147;143;?;?;?;?
0.41,25;5;22;147;?;?;?;?;?
0.49,182;56;69;3;24;147;?;?;?
0.67,56;5;145;18;24;?;?;?;?
0.4,11;27;18;170;?;?;?;?;?
0.43,56;5;27;81;?;?;?;?;?
0.43,11;25;5;22;170;?;?;?;?
0.66,11;25;22;147;?;?;?;?;?
0.49,11;5;24;7;?;?;?;?;?
0.43,182;29;17;143;?;?;?;?;?
0.41,182;3;18;7;143;?;?;?;?
0.57,69;57;145;?;?;?;?;?;?
0.41,11;29;57;145;170;24;147;?;?
0.44,69;22;147;143;?;?;?;?;?
0.45,182;11;29;145;170;?;?;?;?
0.56,25;18;170;24;147;?;?;?;?
0.45,56;5;22;24;7;?;?;?;?
0.43,29;25;18;143;?;?;?;?;?
0.42,56;5;145;24;7;143;?;?;?
0.46,182;29;63;88;?;?;?;?;?
0.63,182;5;18;24;?;?;?;?;?
0.6,11;56;145;22;18;?;?;?;?
0.43,11;56;69;57;3;18;?;?;?
0.52,29;3;22;170;24;147;?;?;?
0.75,11;56;145;170;?;?;?;?;?
0.42,56;69;57;22;24;147;?;?;?
0.42,182;57;3;145;170;147;?;?;?
0.42,94;81;22;?;?;?;?;?;?
0.58,11;56;3;145;18;170;?;?;?
0.45,56;69;22;147;17;?;?;?;?
0.51,56;57;5;22;24;?;?;?;?
0.45,56;24;143;?;?;?;?;?;?
0.56,11;56;69;18;170;24;?;?;?
0.43,11;69;5;145;170;24;147;?;?
0.5,56;57;22;170;7;?;?;?;?
0.46,56;57;3;22;18;147;?;?;?
0.4,182;5;3;18;170;24;?;?;?
0.41,182;56;145;22;170;24;7;?;?
0.47,56;69;145;18;170;7;?;?;?
0.42,182;145;18;147;17;?;?;?;?
0.59,11;25;17;170;?;?;?;?;?
0.63,11;17;22;147;?;?;?;?;?
0.43,56;5;145;27;?;?;?;?;?
0.45,182;56;69;26;81;?;?;?;?
0.4,182;56;69;145;170;7;143;?;?
0.69,56;57;18;24;?;?;?;?;?
0.55,182;25;63;147;?;?;?;?;?
0.52,5;3;24;?;?;?;?;?;?
0.45,182;56;145;147;7;?;?;?;?
0.4,182;29;17;5;145;22;?;?;?
0.41,182;57;27;81;?;?;?;?;?
0.44,29;18;17;143;?;?;?;?;?
0.44,3;147;143;?;?;?;?;?;?
0.45,182;11;29;69;145;?;?;?;?
0.45,56;69;18;147;17;?;?;?;?
0.42,182;69;5;145;18;24;147;?;?
0.56,182;56;3;22;24;147;?;?;?
0.45,11;145;170;24;7;?;?;?;?
0.49,182;56;69;22;18;24;?;?;?
0.43,11;56;69;5;145;24;147;?;?
0.42,11;25;145;18;170;?;?;?;?
0.82,29;63;22;?;?;?;?;?;?
0.41,56;57;145;24;7;143;?;?;?
0.41,182;29;69;3;22;170;147;?;?
0.41,11;56;57;145;26;81;?;?;?
0.45,29;25;18;17;?;?;?;?;?
0.4,11;27;81;22;?;?;?;?;?
0.57,3;145;24;147;?;?;?;?;?
0.49,56;69;5;145;24;147;?;?;?
0.44,29;17;3;18;?;?;?;?;?
0.5,182;69;3;170;24;?;?;?;?
0.44,11;69;22;18;170;24;147;?;?
0.64,69;145;18;170;24;?;?;?;?
0.44,11;69;22;147;17;?;?;?;?
0.43,11;56;57;18;17;?;?;?;?
0.63,29;63;22;18;?;?;?;?;?
0.42,182;56;69;22;24;7;?;?;?
0.45,182;11;3;22;24;147;?;?;?
0.46,182;11;29;63;18;170;?;?;?
0.68,56;3;22;24;?;?;?;?;?
0.45,56;69;145;22;147;17;?;?;?
0.5,11;56;69;57;18;?;?;?;?
0.61,57;3;145;?;?;?;?;?;?
0.43,69;57;145;18;24;?;?;?;?
0.54,25;63;22;170;24;?;?;?;?
0.5,182;56;57;3;18;170;147;?;?
0.43,29;170;24;147;7;?;?;?;?
0.41,182;69;22;170;24;7;?;?;?
0.42,11;5;3;18;24;147;?;?;?
0.41,69;147;17;143;?;?;?;?;?
0.45,182;29;22;147;7;?;?;?;?
0.41,56;3;18;170;143;?;?;?;?
0.51,69;12;81;?;?;?;?;?;?
0.62,182;145;22;18;?;?;?;?;?
0.42,182;3;170;147;17;?;?;?;?
0.49,25;22;170;7;?;?;?;?;?
0.52,182;11;57;145;18;170;?;?;?
0.42,145;22;24;147;7;?;?;?;?
0.4,29;63;145;22;147;?;?;?;?
0.45,56;69;5;145;22;24;147;?;?
0.45,5;145;170;147;17;?;?;?;?
0.57,182;57;170;24;147;?;?;?;?
0.47,11;56;69;3;24;147;?;?;?
0.42,56;29;25;22;18;?;?;?;?
0.61,182;11;22;170;?;?;?;?;?
0.43,182;29;24;17;?;?;?;?;?
0.44,182;63;3;18;?;?;?;?;?
0.55,11;56;145;22;24;147;?;?;?
0.48,29;63;145;22;?;?;?;?;?
0.47,182;22;18;170;24;?;?;?;?
0.43,182;63;22;18;170;24;?;?;?
0.56,11;57;145;22;170;24;147;?;?
0.4,11;145;22;170;147;17;143;?;?
0.62,182;29;5;18;170;?;?;?;?
0.48,11;56;63;22;170;24;?;?;?
0.46,182;5;145;12;81;?;?;?;?
0.48,11;5;145;24;7;?;?;?;?
0.57,11;29;63;170;24;?;?;?;?
0.7,57;145;170;147;?;?;?;?;?
0.8,145;18;170;?;?;?;?;?;?
0.43,11;56;57;5;22;18;?;?;?
0.43,11;17;94;?;?;?;?;?;?
0.42,56;57;3;88;?;?;?;?;?
0.71,56;5;145;170;147;?;?;?;?
0.46,182;56;22;170;7;?;?;?;?
0.53,11;25;63;18;170;147;?;?;?
0.62,182;56;57;24;147;?;?;?;?
0.67,11;145;22;170;24;?;?;?;?
0.49,11;29;69;145;18;147;?;?;?
0.53,29;18;7;?;?;?;?;?;?
0.42,182;3;18;170;147;7;?;?;?
0.42,17;24;17;?;?;?;?;?;?
0.6,25;22;24;147;?;?;?;?;?
0.42,11;5;145;22;24;17;?;?;?
0.68,56;69;18;170;147;?;?;?;?
0.4,11;29;25;17;22;18;170;?;?
0.54,11;56;69;145;170;24;147;?;?
0.68,11;145;24;147;?;?;?;?;?
0.64,11;57;145;18;24;?;?;?;?
0.4,11;22;24;147;17;?;?;?;?
0.49,56;3;22;18;170;24;?;?;?
0.43,11;29;3;18;170;24;147;?;?
0.41,25;22;17;143;?;?;?;?;?
0.48,182;56;3;145;17;?;?;?;?
0.41,25;22;24;147;7;?;?;?;?
0.41,11;56;57;145;147;7;?;?;?
0.43,11;56;69;5;145;22;170;24;?
0.54,182;69;3;145;?;?;?;?;?
0.4,11;69;12;26;?;?;?;?;?
0.5,29;25;28;?;?;?;?;?;?
0.63,182;69;3;22;?;?;?;?;?
0.51,57;22;7;?;?;?;?;?;?
0.52,56;3;7;?;?;?;?;?;?
0.42,56;5;145;170;147;7;143;?;?
0.43,17;5;145;170;?;?;?;?;?
0.47,11;56;57;5;22;147;?;?;?
0.55,11;29;5;24;?;?;?;?;?
0.43,11;5;145;22;147;143;?;?;?
0.43,69;170;147;7;143;?;?;?;?
0.4,11;57;5;145;22;18;147;?;?
