freq,items
0.4,14;212;22;18;?;?
0.52,20;14;212;?;?;?
0.43,182;17;170;?;?;?
0.46,29;170;24;147;?;?
0.43,28;212;22;?;?;?
0.46,20;22;170;147;?;?
0.43,14;88;22;170;?;?
0.43,20;75;18;24;?;?
0.44,182;25;22;?;?;?
0.48,25;17;22;?;?;?
0.4,20;14;88;212;?;?
0.44,182;18;24;?;?;?
0.46,20;14;212;22;?;?
0.4,29;25;21;?;?;?
0.62,29;25;18;?;?;?
0.46,20;14;75;18;?;?
0.56,20;170;24;?;?;?
0.49,14;22;18;170;?;?
0.58,29;63;18;170;?;?
0.54,20;75;18;?;?;?
0.41,14;75;18;24;?;?
0.42,182;17;22;170;?;?
0.44,25;17;18;170;?;?
0.44,14;88;170;?;?;?
0.43,75;22;170;24;?;?
0.52,75;212;22;?;?;?
0.5,212;22;170;?;?;?
0.54,29;18;147;?;?;?
0.43,29;17;18;170;24;?
0.42,20;88;18;170;?;?
0.46,20;14;75;22;?;?
0.46,29;17;22;18;170;?
0.41,182;25;63;?;?;?
0.41,20;75;212;18;24;?
0.42,14;28;22;170;?;?
0.47,63;22;24;?;?;?
0.43,75;18;24;?;?;?
0.49,182;29;63;?;?;?
0.53,29;25;24;?;?;?
0.43,20;28;18;?;?;?
0.72,20;22;170;?;?;?
0.65,14;22;170;?;?;?
0.45,12;22;18;?;?;?
0.47,63;22;18;170;?;?
0.43,182;63;170;?;?;?
0.5,22;18;170;24;?;?
0.45,29;25;63;18;170;?
0.44,182;22;24;?;?;?
0.67,29;18;24;?;?;?
0.44,29;18;24;24;?;?
0.45,20;18;170;147;?;?
0.48,20;75;212;18;170;?
0.4,20;212;22;170;24;?
0.41,182;29;17;170;?;?
0.41,182;29;63;22;170;?
0.42,14;75;22;18;?;?
0.51,20;212;22;?;?;?
0.45,14;29;22;170;?;?
0.43,17;18;170;24;?;?
0.43,14;28;22;?;?;?
0.41,29;25;63;24;?;?
0.41,29;18;170;24;24;?
0.41,29;18;60;?;?;?
0.43,29;25;63;17;?;?
0.46,29;63;170;24;?;?
0.44,12;170;24;?;?;?
0.43,88;170;24;?;?;?
0.42,182;29;25;170;?;?
0.51,20;75;212;22;?;?
0.43,14;88;212;18;?;?
0.44,22;170;24;24;?;?
0.42,20;17;22;?;?;?
0.45,20;29;170;?;?;?
0.47,25;18;24;?;?;?
0.43,20;88;212;18;?;?
0.42,20;22;18;170;24;?
0.43,20;14;24;?;?;?
0.43,20;24;24;?;?;?
0.43,20;28;22;?;?;?
0.41,28;22;18;170;?;?
0.45,20;14;212;170;?;?
0.43,22;18;170;147;?;?
0.47,25;22;170;24;?;?
0.52,20;14;75;?;?;?
0.46,29;18;24;147;?;?
0.46,14;29;18;?;?;?
0.41,20;17;22;170;?;?
0.44,182;25;18;?;?;?
0.66,29;22;170;24;?;?
0.44,11;22;170;?;?;?
0.46,25;17;22;170;?;?
0.69,20;18;170;?;?;?
0.51,29;24;24;?;?;?
0.49,29;20;170;?;?;?
0.41,20;73;185;?;?;?
0.44,182;20;22;170;?;?
0.4,29;22;170;60;?;?
0.4,25;63;22;18;?;?
0.47,29;63;22;24;?;?
0.41,29;22;181;?;?;?
0.55,20;75;22;?;?;?
0.44,88;22;18;?;?;?
0.48,25;22;18;170;?;?
0.43,75;22;18;?;?;?
0.54,182;18;170;?;?;?
0.5,17;22;18;?;?;?
0.54,88;22;170;?;?;?
0.55,182;29;18;?;?;?
0.67,29;22;24;?;?;?
0.49,14;88;212;?;?;?
0.45,20;14;75;22;170;?
0.44,20;14;212;22;170;?
0.41,20;14;75;212;18;170
0.61,63;22;170;?;?;?
0.42,182;29;22;170;24;?
0.4,20;18;24;147;?;?
0.45,182;29;22;18;?;?
0.43,29;22;170;24;24;?
0.43,88;22;24;?;?;?
0.42,14;20;22;170;?;?
0.52,29;18;170;147;?;?
0.43,25;17;24;?;?;?
0.41,20;75;18;170;24;?
0.45,22;18;147;?;?;?
0.44,75;22;24;?;?;?
0.41,182;29;25;22;170;?
0.45,14;75;24;?;?;?
0.51,20;212;170;?;?;?
0.43,20;75;170;24;?;?
0.43,182;63;18;?;?;?
0.6,25;18;170;?;?;?
0.54,22;18;24;?;?;?
0.4,20;20;170;?;?;?
0.43,182;20;18;170;?;?
0.46,29;25;22;18;170;?
0.43,14;88;212;170;?;?
0.41,14;212;170;24;?;?
0.48,29;25;63;18;?;?
0.43,75;170;24;?;?;?
0.5,29;20;18;?;?;?
0.61,29;17;170;?;?;?
0.45,18;24;24;?;?;?
0.51,14;212;170;?;?;?
0.44,29;25;18;170;24;?
0.43,20;14;75;212;18;?
0.41,20;75;212;170;24;?
0.4,14;24;147;?;?;?
0.49,14;75;18;170;?;?
0.53,29;22;170;147;?;?
0.41,212;22;24;?;?;?
0.54,182;29;22;170;?;?
0.43,20;14;212;18;170;?
0.43,29;24;24;160;?;?
0.55,12;22;170;?;?;?
0.4,14;88;212;18;170;?
0.41,212;170;24;?;?;?
0.47,18;24;147;?;?;?
0.45,20;13;73;?;?;?
0.55,182;29;22;?;?;?
0.46,17;22;24;?;?;?
0.52,14;22;24;?;?;?
0.47,14;29;22;?;?;?
0.43,182;25;170;?;?;?
0.58,63;18;170;?;?;?
0.51,20;212;18;?;?;?
0.58,20;22;18;?;?;?
0.45,29;17;170;24;?;?
0.48,25;22;24;?;?;?
0.44,29;63;18;170;24;?
0.41,75;212;22;18;?;?
0.43,28;22;170;24;?;?
0.48,212;18;170;?;?;?
0.47,29;25;22;24;?;?
0.44,20;88;170;?;?;?
0.42,25;63;24;?;?;?
0.42,14;170;147;?;?;?
0.45,182;20;18;?;?;?
0.43,28;212;18;?;?;?
0.41,20;88;212;18;170;?
0.41,182;25;18;170;?;?
0.5,20;14;18;?;?;?
0.47,29;25;17;18;?;?
0.57,29;25;63;?;?;?
0.62,29;25;22;?;?;?
0.41,20;28;18;170;?;?
0.44,29;24;160;?;?;?
0.43,29;25;17;18;170;?
0.45,29;25;17;22;170;?
0.58,29;25;18;170;?;?
0.62,29;63;18;?;?;?
0.48,29;25;63;170;?;?
0.42,182;29;18;24;?;?
0.44,14;20;22;?;?;?
0.5,29;20;22;?;?;?
0.4,29;24;181;?;?;?
0.51,20;75;212;170;?;?
0.44,28;18;24;?;?;?
0.46,17;22;18;170;?;?
0.43,14;75;212;24;?;?
0.41,88;212;22;24;?;?
0.45,12;212;170;?;?;?
0.42,14;88;212;22;170;?
0.47,25;170;24;?;?;?
0.42,182;29;63;22;?;?
0.42,182;29;25;18;?;?
0.4,20;14;88;?;?;?
0.45,20;29;22;170;?;?
0.48,75;212;18;170;?;?
0.51,88;212;18;?;?;?
0.41,13;73;185;?;?;?
0.53,75;22;170;?;?;?
0.42,20;17;170;?;?;?
0.42,182;29;170;24;?;?
0.52,88;212;22;?;?;?
0.4,182;29;17;22;170;?
0.45,12;212;22;?;?;?
0.47,29;25;17;170;?;?
0.55,14;75;212;?;?;?
0.51,75;18;170;?;?;?
0.41,88;18;170;24;?;?
0.59,29;25;17;?;?;?
0.4,20;20;22;?;?;?
0.47,29;22;24;147;?;?
0.67,29;170;24;?;?;?
0.54,20;75;170;?;?;?
0.62,29;63;170;?;?;?
0.41,14;28;18;170;?;?
0.43,14;88;212;22;?;?
0.46,20;18;147;?;?;?
0.41,20;75;212;22;24;?
0.46,29;25;170;24;?;?
0.44,29;24;60;?;?;?
0.44,25;63;17;?;?;?
0.44,12;18;24;?;?;?
0.6,29;63;22;170;?;?
0.45,20;212;24;?;?;?
0.47,29;20;18;170;?;?
0.49,14;18;170;24;?;?
0.42,20;28;22;170;?;?
0.46,17;170;24;?;?;?
0.61,17;22;170;?;?;?
0.41,75;212;170;24;?;?
0.46,20;14;75;170;?;?
0.43,20;29;18;170;?;?
0.5,25;63;22;?;?;?
0.53,28;18;170;?;?;?
0.44,29;22;24;24;?;?
0.5,63;22;18;?;?;?
0.4,29;22;170;181;?;?
0.46,63;170;24;?;?;?
0.5,88;212;22;170;?;?
0.41,88;212;18;24;?;?
0.44,20;75;22;24;?;?
0.41,20;212;22;18;?;?
0.4,20;75;212;22;170;24
0.42,14;18;147;?;?;?
0.5,25;63;18;?;?;?
0.46,29;63;18;24;?;?
0.43,28;212;170;?;?;?
0.54,20;22;18;170;?;?
0.45,20;88;22;?;?;?
0.5,14;212;22;170;?;?
0.6,29;25;22;170;?;?
0.48,88;212;18;170;?;?
0.51,25;22;18;?;?;?
0.41,14;22;18;24;?;?
0.41,20;212;22;24;?;?
0.51,14;75;22;170;?;?
0.44,20;88;212;22;?;?
0.49,14;75;212;22;?;?
0.41,75;18;170;24;?;?
0.51,88;212;170;?;?;?
0.46,20;22;147;?;?;?
0.49,20;14;75;212;?;?
0.42,12;22;18;170;?;?
0.65,22;18;170;?;?;?
0.52,29;24;147;?;?;?
0.42,20;14;75;212;22;170
0.43,14;28;18;?;?;?
0.44,20;88;18;?;?;?
0.62,29;17;22;?;?;?
0.48,14;212;18;170;?;?
0.5,20;14;170;?;?;?
0.51,14;22;170;24;?;?
0.41,29;170;60;?;?;?
0.45,88;212;24;?;?;?
0.47,22;24;147;?;?;?
0.53,20;75;22;170;?;?
0.85,29;22;170;?;?;?
0.5,20;212;22;170;?;?
0.42,182;29;20;?;?;?
0.45,25;18;170;24;?;?
0.42,29;181;160;?;?;?
0.41,182;29;63;18;?;?
0.46,63;22;170;24;?;?
0.54,29;17;24;?;?;?
0.47,182;22;18;?;?;?
0.51,75;212;18;?;?;?
0.5,29;22;18;170;24;?
0.4,20;14;22;24;?;?
0.42,182;29;22;18;170;?
0.43,20;88;212;170;?;?
0.45,20;22;18;24;?;?
0.49,25;63;170;?;?;?
0.47,20;75;24;?;?;?
0.63,29;18;170;24;?;?
0.41,182;29;17;22;?;?
0.41,14;88;18;170;?;?
0.43,182;63;22;?;?;?
0.4,20;22;24;147;?;?
0.49,29;25;63;22;?;?
0.4,182;17;18;170;?;?
0.41,20;212;18;24;?;?
0.46,20;14;212;18;?;?
0.47,25;63;18;170;?;?
0.47,182;29;24;?;?;?
0.46,29;17;22;24;?;?
0.45,18;170;24;147;?;?
0.46,29;25;18;24;?;?
0.46,20;29;18;?;?;?
0.51,20;75;212;18;?;?
0.4,88;212;22;170;24;?
0.42,182;63;22;170;?;?
0.41,14;75;170;24;?;?
0.43,12;22;170;24;?;?
0.45,20;75;212;24;?;?
0.65,29;22;18;170;?;?
0.48,29;20;22;170;?;?
0.41,14;20;18;170;?;?
0.57,29;17;18;170;?;?
0.57,20;22;24;?;?;?
0.43,182;17;18;?;?;?
0.43,182;17;22;?;?;?
0.41,29;17;21;?;?;?
0.58,20;75;212;?;?;?
0.51,14;212;18;?;?;?
0.42,182;25;17;?;?;?
0.46,14;29;170;?;?;?
0.54,22;170;147;?;?;?
0.5,182;29;17;?;?;?
0.42,28;212;22;170;?;?
0.43,14;28;170;?;?;?
0.45,75;212;24;?;?;?
0.41,22;170;60;?;?;?
0.44,14;88;18;?;?;?
0.58,17;18;170;?;?;?
0.62,29;63;22;?;?;?
0.44,29;170;24;24;?;?
0.53,29;63;24;?;?;?
0.41,22;170;181;?;?;?
0.42,88;22;170;24;?;?
0.54,182;29;170;?;?;?
0.41,29;20;22;18;?;?
0.46,20;170;147;?;?;?
0.45,29;17;18;24;?;?
0.41,14;212;22;24;?;?
0.61,29;25;170;?;?;?
0.4,212;22;170;24;?;?
0.51,14;75;170;?;?;?
0.61,29;17;18;?;?;?
0.49,20;14;22;170;?;?
0.41,212;18;24;?;?;?
0.44,170;24;24;?;?;?
0.52,88;18;170;?;?;?
0.41,14;212;18;24;?;?
0.41,182;29;17;18;?;?
0.46,29;63;22;18;170;?
0.44,14;29;18;170;?;?
0.42,182;18;170;24;?;?
0.5,75;212;22;170;?;?
0.43,14;20;18;?;?;?
0.4,182;63;18;170;?;?
0.43,182;22;170;24;?;?
0.46,20;29;22;?;?;?
0.48,20;212;18;170;?;?
0.45,12;212;18;?;?;?
0.41,29;18;181;?;?;?
0.46,29;25;22;170;24;?
0.46,170;24;147;?;?;?
0.51,20;14;22;?;?;?
0.5,29;25;22;18;?;?
0.46,63;18;24;?;?;?
0.54,28;22;170;?;?;?
0.43,88;18;24;?;?;?
0.52,14;22;18;?;?;?
0.41,88;212;170;24;?;?
0.53,18;170;147;?;?;?
0.42,12;18;170;24;?;?
0.42,12;212;18;170;?;?
0.41,75;212;18;24;?;?
0.46,182;20;22;?;?;?
0.56,20;22;170;24;?;?
