freq,items
0.41,29;23;21;?;?
0.54,29;60;22;?;?
0.44,29;59;60;?;?
0.53,29;60;21;?;?
0.48,29;60;23;108;?
0.51,29;180;23;?;?
0.47,29;60;23;22;?
0.51,23;22;108;?;?
0.55,29;60;23;?;?
0.51,29;21;22;108;?
0.58,29;23;108;?;?
0.52,21;22;108;?;?
0.48,60;21;108;?;?
0.48,60;22;108;?;?
0.45,29;180;59;23;?
0.44,29;180;60;?;?
0.48,29;60;22;108;?
0.47,60;21;22;?;?
0.4,20;21;108;?;?
0.42,29;60;23;22;108
0.58,29;21;22;?;?
0.48,60;23;22;?;?
0.43,29;59;21;?;?
0.47,29;60;21;108;?
0.41,29;60;21;22;108
0.4,20;21;22;?;?
0.5,29;59;23;?;?
0.58,29;23;22;?;?
0.51,29;23;22;108;?
0.42,60;23;22;108;?
0.47,29;60;21;22;?
0.42,60;21;22;108;?
0.4,20;23;22;?;?
0.45,180;59;23;?;?
0.56,29;60;108;?;?
0.58,29;21;108;?;?
0.49,60;23;108;?;?
0.44,29;180;21;?;?
0.6,29;180;59;?;?
0.53,29;22;108;?;?
