freq,items
0.42,20;25;21;?;?;?
0.45,20;17;102;?;?;?
0.42,20;23;23;?;?;?
0.41,20;29;25;58;?;?
0.64,15;77;29;?;?;?
0.56,20;77;25;23;?;?
0.4,63;23;23;?;?;?
0.58,20;17;23;?;?;?
0.5,20;29;27;102;?;?
0.57,29;63;27;?;?;?
0.44,29;23;58;?;?;?
0.52,20;25;102;?;?;?
0.54,15;29;27;?;?;?
0.52,29;63;27;102;?;?
0.41,29;25;23;21;?;?
0.65,20;77;29;?;?;?
0.52,15;29;25;17;?;?
0.53,20;15;23;?;?;?
0.48,15;77;27;102;?;?
0.45,20;17;27;?;?;?
0.41,15;77;58;?;?;?
0.62,20;15;77;?;?;?
0.43,29;23;27;?;?;?
0.43,20;29;25;27;102;?
0.45,15;29;25;23;102;?
0.44,20;63;27;102;?;?
0.49,17;63;23;?;?;?
0.41,20;15;77;102;?;?
0.44,20;15;27;?;?;?
0.54,20;77;29;25;63;?
0.4,20;29;21;?;?;?
0.6,15;77;29;63;?;?
0.41,20;15;25;63;23;?
0.53,15;29;25;63;23;?
0.83,29;25;63;?;?;?
0.41,20;77;63;27;?;?
0.54,20;77;29;23;?;?
0.44,20;15;29;25;23;?
0.46,15;29;25;27;?;?
0.49,15;25;102;?;?;?
0.48,29;17;63;23;?;?
0.41,15;17;23;102;?;?
0.52,29;17;23;102;?;?
0.49,77;25;63;23;?;?
0.49,15;77;25;63;23;?
0.6,20;77;29;25;?;?
0.48,15;17;63;?;?;?
0.42,15;29;58;?;?;?
0.42,77;63;102;?;?;?
0.53,77;29;17;?;?;?
0.52,20;25;27;?;?;?
0.52,20;15;77;29;63;?
0.43,20;77;25;27;?;?
0.41,15;77;29;23;102;?
0.43,77;29;17;23;?;?
0.41,20;29;25;63;102;?
0.41,15;77;63;27;?;?
0.51,15;77;23;102;?;?
0.52,20;15;77;29;25;?
0.41,15;25;63;23;102;?
0.44,29;23;21;?;?;?
0.4,20;15;77;25;17;?
0.41,20;77;58;?;?;?
0.42,29;17;21;?;?;?
0.51,20;15;77;25;63;?
0.6,20;23;102;?;?;?
0.51,20;25;23;102;?;?
0.42,20;77;25;23;102;?
0.4,25;23;58;?;?;?
0.48,20;63;23;102;?;?
0.73,20;25;63;?;?;?
0.67,20;29;23;?;?;?
0.52,15;29;102;?;?;?
0.51,15;77;102;?;?;?
0.68,20;77;63;?;?;?
0.43,20;15;29;63;23;?
0.44,20;77;29;25;63;23
0.55,25;17;23;?;?;?
0.68,15;77;63;?;?;?
0.54,20;77;63;23;?;?
0.54,15;77;29;23;?;?
0.58,20;25;17;?;?;?
0.52,29;25;63;102;?;?
0.51,20;77;23;102;?;?
0.43,15;77;25;102;?;?
0.52,25;63;27;?;?;?
0.67,20;25;23;?;?;?
0.41,20;15;102;?;?;?
0.6,20;77;17;?;?;?
0.41,20;15;25;17;?;?
0.48,77;29;63;23;?;?
0.4,20;15;77;23;102;?
0.46,15;29;25;102;?;?
0.47,20;15;77;29;23;?
0.4,20;23;21;?;?;?
0.68,29;17;23;?;?;?
0.54,15;77;27;?;?;?
0.47,15;63;102;?;?;?
0.4,77;63;23;102;?;?
0.67,29;23;102;?;?;?
0.44,29;17;58;?;?;?
0.46,20;25;17;23;?;?
0.44,20;77;17;63;?;?
0.41,29;25;17;27;?;?
0.48,20;15;25;23;?;?
0.49,20;15;29;23;?;?
0.49,77;25;17;?;?;?
0.45,20;25;63;102;?;?
0.47,25;63;27;102;?;?
0.49,17;27;102;?;?;?
0.51,15;29;23;102;?;?
0.41,20;23;58;?;?;?
0.53,15;77;29;17;?;?
0.48,20;77;17;23;?;?
0.41,20;29;17;23;102;?
0.45,29;23;23;?;?;?
0.4,15;29;25;63;102;?
0.41,15;29;17;102;?;?
0.6,15;77;29;25;?;?
0.43,25;17;102;?;?;?
0.54,15;77;29;25;63;?
0.47,20;29;17;63;?;?
0.46,20;29;63;102;?;?
0.6,29;25;102;?;?;?
0.66,20;29;17;?;?;?
0.52,20;29;23;102;?;?
0.42,20;77;63;102;?;?
0.59,29;63;102;?;?;?
0.48,29;25;21;?;?;?
0.55,20;29;27;?;?;?
0.6,15;29;25;23;?;?
0.5,29;25;63;27;?;?
0.54,77;29;23;?;?;?
0.6,77;29;25;?;?;?
0.4,29;63;23;23;?;?
0.43,20;15;77;27;?;?
0.73,15;29;25;?;?;?
0.41,15;63;27;102;?;?
0.4,20;15;77;25;63;23
0.43,25;63;21;?;?;?
0.44,15;29;63;23;102;?
0.42,77;25;23;102;?;?
0.49,15;77;25;17;?;?
0.54,15;77;63;23;?;?
0.4,15;29;63;27;102;?
0.54,77;29;25;63;?;?
0.44,15;25;27;102;?;?
0.47,29;27;23;?;?;?
0.51,20;17;63;?;?;?
0.59,29;25;27;?;?;?
0.42,20;77;29;102;?;?
0.43,20;27;23;?;?;?
0.41,20;17;63;23;?;?
0.48,20;77;29;63;23;?
0.69,20;77;25;?;?;?
0.42,15;29;25;27;102;?
0.42,15;77;25;23;102;?
0.42,20;29;25;17;23;?
0.46,15;63;27;?;?;?
0.64,29;27;102;?;?;?
0.54,25;63;102;?;?;?
0.55,20;15;29;63;?;?
0.45,25;63;58;?;?;?
0.42,29;25;57;?;?;?
0.49,20;77;25;63;23;?
0.73,15;29;63;?;?;?
0.42,25;23;23;?;?;?
0.6,25;23;102;?;?;?
0.48,15;25;23;102;?;?
0.41,20;15;77;29;63;23
0.66,29;25;17;?;?;?
0.44,20;15;77;63;23;?
0.42,25;17;23;102;?;?
0.44,20;63;58;?;?;?
0.56,15;25;63;23;?;?
0.44,15;25;17;23;?;?
0.53,29;25;17;23;?;?
0.65,20;77;23;?;?;?
0.66,15;29;25;63;?;?
0.42,77;29;102;?;?;?
0.45,20;15;63;23;?;?
0.52,20;15;77;23;?;?
0.44,77;29;27;?;?;?
0.48,77;27;102;?;?;?
0.51,77;23;102;?;?;?
0.43,77;25;102;?;?;?
0.41,15;29;17;27;?;?
0.52,20;15;25;63;?;?
0.53,20;77;29;17;?;?
0.49,15;25;27;?;?;?
0.5,20;63;102;?;?;?
0.63,15;25;23;?;?;?
0.43,20;77;29;25;17;?
0.46,20;15;77;25;23;?
0.54,20;29;17;23;?;?
0.55,15;25;17;?;?;?
0.55,20;15;29;25;?;?
0.43,15;77;25;27;?;?
0.59,20;15;25;?;?;?
0.48,15;29;27;102;?;?
0.42,20;77;29;23;102;?
0.49,20;15;29;25;63;?
0.43,20;25;63;23;102;?
0.42,29;63;57;?;?;?
0.48,15;77;17;23;?;?
0.44,15;29;63;27;?;?
0.47,29;63;21;?;?;?
0.49,29;17;27;102;?;?
0.41,20;15;23;102;?;?
0.43,29;25;63;21;?;?
0.49,20;15;77;17;?;?
0.58,20;15;29;?;?;?
0.42,15;17;27;?;?;?
0.48,20;15;29;17;?;?
0.65,20;63;23;?;?;?
0.43,20;77;25;102;?;?
0.42,20;15;77;29;25;23
0.58,29;25;23;102;?;?
0.49,20;77;29;25;23;?
0.4,23;27;102;?;?;?
0.59,29;17;63;?;?;?
0.5,20;15;17;?;?;?
0.47,20;29;25;102;?;?
0.59,15;29;63;23;?;?
0.44,15;77;29;27;?;?
0.48,20;63;27;?;?;?
0.45,15;29;63;102;?;?
0.61,15;63;23;?;?;?
0.54,29;25;27;102;?;?
0.41,20;17;27;102;?;?
0.44,20;17;23;102;?;?
0.5,29;63;58;?;?;?
0.41,20;63;21;?;?;?
0.58,20;27;102;?;?;?
0.49,20;77;25;17;?;?
0.56,15;77;25;23;?;?
0.43,15;77;29;25;17;?
0.43,15;77;29;25;63;23
0.61,20;29;25;23;?;?
0.67,20;29;25;63;?;?
0.55,15;17;23;?;?;?
0.46,29;25;63;27;102;?
0.53,15;27;102;?;?;?
0.42,20;29;17;102;?;?
0.58,63;23;102;?;?;?
0.58,29;63;23;102;?;?
0.69,25;63;23;?;?;?
0.76,29;63;23;?;?;?
0.53,20;29;25;17;?;?
0.41,15;25;63;27;?;?
0.42,15;25;63;102;?;?
0.42,15;17;102;?;?;?
0.4,15;77;63;23;102;?
0.44,77;17;63;?;?;?
0.44,29;25;63;58;?;?
0.46,15;29;17;63;?;?
0.44,15;77;17;63;?;?
0.66,15;29;23;?;?;?
0.48,77;17;23;?;?;?
0.43,20;29;58;?;?;?
0.4,20;77;63;23;102;?
0.53,29;17;102;?;?;?
0.42,77;29;23;102;?;?
0.56,77;25;23;?;?;?
0.42,25;23;21;?;?;?
0.65,15;77;23;?;?;?
0.61,77;25;63;?;?;?
0.69,15;77;25;?;?;?
0.6,20;77;29;63;?;?
0.44,77;29;25;63;23;?
0.52,25;63;23;102;?;?
0.46,20;15;77;29;17;?
0.48,15;77;29;63;23;?
0.54,77;63;23;?;?;?
0.61,15;77;25;63;?;?
0.53,17;23;102;?;?;?
0.43,77;25;27;?;?;?
0.56,25;27;102;?;?;?
0.41,15;63;58;?;?;?
0.42,15;77;29;102;?;?
0.47,20;15;77;29;25;63
0.6,20;29;63;23;?;?
0.49,15;77;29;25;23;?
0.48,20;77;27;102;?;?
0.69,15;25;63;?;?;?
0.55,15;23;102;?;?;?
0.43,25;17;63;?;?;?
0.41,20;29;63;27;102;?
0.52,63;27;102;?;?;?
0.45,15;63;23;102;?;?
0.42,15;77;63;102;?;?
0.45,20;29;63;27;?;?
0.75,20;29;25;?;?;?
0.41,20;29;17;27;?;?
0.5,29;25;58;?;?;?
0.56,20;15;77;29;?;?
0.61,20;77;25;63;?;?
0.75,20;29;63;?;?;?
0.43,77;29;25;17;?;?
0.51,20;77;102;?;?;?
0.45,20;29;63;23;102;?
0.44,20;25;58;?;?;?
0.57,20;15;77;25;?;?
0.65,15;29;17;?;?;?
0.41,15;25;58;?;?;?
0.41,29;25;17;102;?;?
0.44,20;25;63;27;?;?
0.59,20;25;63;23;?;?
0.42,15;29;25;17;23;?
0.6,77;29;63;?;?;?
0.49,77;29;25;23;?;?
0.6,15;77;17;?;?;?
0.51,29;25;63;23;102;?
0.44,20;77;29;27;?;?
0.43,25;17;27;?;?;?
0.53,29;17;27;?;?;?
0.41,77;63;27;?;?;?
0.77,29;25;23;?;?;?
0.42,15;77;29;17;23;?
0.41,20;29;63;58;?;?
0.54,20;29;25;63;23;?
0.43,20;77;29;17;23;?
0.57,20;15;63;?;?;?
0.68,29;25;63;23;?;?
0.54,20;77;27;?;?;?
0.47,20;29;25;27;?;?
0.53,20;29;102;?;?;?
0.42,29;25;17;63;?;?
0.46,20;29;25;23;102;?
0.56,20;15;77;63;?;?
0.47,20;25;27;102;?;?
0.53,15;29;17;23;?;?
