freq,items
0.66,29;180;4;?;?
0.61,180;59;4;?;?
0.4,182;180;27;?;?
0.61,29;180;59;4;?
0.43,29;94;79;?;?
0.52,29;180;86;?;?
0.55,29;59;27;?;?
0.51,182;29;180;59;?
0.4,182;29;86;?;?
0.42,182;180;59;4;?
0.44,29;27;4;?;?
0.48,182;59;4;?;?
0.56,29;180;27;?;?
0.55,182;29;59;?;?
0.49,29;59;4;86;?
0.42,29;27;94;79;?
0.46,180;59;4;86;?
0.52,29;180;94;?;?
0.41,4;86;79;?;?
0.51,182;29;4;?;?
0.4,180;4;79;?;?
0.48,29;180;59;86;?
0.56,182;29;180;?;?
0.43,182;29;27;?;?
0.65,29;59;4;?;?
0.46,29;180;59;27;94
0.48,180;59;86;?;?
0.53,59;4;86;?;?
0.4,59;86;79;?;?
0.5,29;59;27;94;?
0.51,29;59;86;?;?
0.43,182;27;94;?;?
0.4,182;29;180;59;4
0.5,29;180;27;94;?
0.41,29;4;86;79;?
0.47,180;59;94;?;?
0.59,29;27;94;?;?
0.43,182;29;59;4;?
0.4,182;59;27;?;?
0.53,180;27;94;?;?
0.79,29;180;59;?;?
0.53,180;4;86;?;?
0.4,180;86;79;?;?
0.51,180;59;27;?;?
0.43,29;4;79;?;?
0.43,29;27;79;?;?
0.58,29;4;86;?;?
0.51,29;59;94;?;?
0.53,59;27;94;?;?
0.43,27;94;79;?;?
0.53,182;180;59;?;?
0.46,180;59;27;94;?
0.47,29;180;59;94;?
0.51,29;180;59;27;?
0.46,29;180;59;4;86
0.44,182;29;180;4;?
0.5,29;180;4;86;?
0.43,29;86;79;?;?
0.4,59;4;79;?;?
0.48,182;180;4;?;?
0.46,182;4;86;?;?
