total,winfreq,items
1,1.0,58;4;23;?;?
1,1.0,12;21;102;?;?
1,1.0,48;21;127;?;?
1,1.0,2;13;182;?;?
2,1.0,28;60;23;?;?
2,1.0,73;3;182;?;?
1,1.0,56;21;182;?;?
2,1.0,9;20;182;?;?
1,1.0,28;4;23;?;?
1,1.0,17;34;3;22;?
1,1.0,56;20;23;?;?
1,1.0,41;4;102;182;108
7,0.86,41;3;108;102;182
356,0.79,48;60;127;?;?
4,0.75,9;20;22;?;?
4,0.75,12;34;108;?;?
4,0.75,34;60;13;?;?
335,0.71,61;182;23;?;?
70,0.7,58;3;23;?;?
40,0.68,4;61;22;?;?
6,0.67,3;22;214;?;?
165,0.67,9;34;60;?;?
380,0.65,108;214;127;?;?
20,0.65,9;19;20;?;?
8,0.63,17;108;36;?;?
187,0.62,17;27;21;?;?
189,0.59,73;182;23;?;?
24,0.58,25;36;22;?;?
142,0.58,50;27;108;?;?
76,0.55,108;2;36;41;?
29,0.52,41;34;108;102;?
12,0.5,3;28;21;?;?
12,0.5,25;20;41;?;?
6,0.5,34;22;63;?;?
2,0.5,36;13;182;?;?
6,0.5,60;28;127;?;?
2,0.5,36;13;23;?;?
2,0.5,34;27;63;?;?
70,0.49,56;3;21;?;?
88,0.48,17;108;41;?;?
235,0.47,127;28;23;?;?
9,0.44,25;27;22;?;?
9,0.44,36;214;182;?;?
7,0.43,41;2;19;36;182
12,0.42,56;3;60;?;?
65,0.42,34;12;102;?;?
29,0.41,3;28;182;?;?
5,0.4,41;34;108;2;?
39,0.38,2;13;21;?;?
39,0.36,36;60;214;?;?
6,0.33,56;60;23;?;?
3,0.33,73;21;127;?;?
3,0.33,41;2;19;20;108
3,0.33,60;4;41;25;?
3,0.33,41;22;63;?;?
47,0.3,41;50;27;?;?
10,0.3,41;34;3;102;182
17,0.29,34;27;50;?;?
18,0.28,56;20;182;?;?
22,0.27,25;27;36;?;?
4,0.25,25;36;21;?;?
4,0.25,19;28;182;?;?
22,0.23,73;3;60;?;?
39,0.23,41;27;63;?;?
22,0.23,12;182;102;?;?
23,0.22,2;4;13;?;?
10,0.2,41;2;36;21;?
5,0.2,4;60;28;?;?
12,0.17,27;60;63;?;?
7,0.14,36;60;102;41;?
21,0.14,2;27;60;?;?
8,0.13,60;36;63;?;?
3,0.0,41;50;3;34;182
1,0.0,56;3;20;?;?
1,0.0,60;19;36;17;?
3,0.0,27;3;63;?;?
1,0.0,17;3;36;182;23
1,0.0,41;34;21;102;?
1,0.0,25;27;41;?;?
1,0.0,17;3;36;21;?
1,0.0,73;60;21;?;?
3,0.0,41;4;21;25;?
1,0.0,108;13;182;127;?
1,0.0,108;3;12;182;?
2,0.0,3;12;102;?;?
1,0.0,9;34;21;?;?
1,0.0,21;214;182;?;?
1,0.0,60;182;214;?;?
1,0.0,41;34;63;?;?
2,0.0,4;28;182;?;?
1,0.0,25;34;108;?;?
1,0.0,41;34;60;102;?
2,0.0,41;27;108;36;?
1,0.0,41;50;4;34;23
1,0.0,41;20;17;?;?
2,0.0,41;22;25;?;?
