total,winfreq,items
3,1.0,193;60;21;?;?
1,1.0,88;20;63;?;?
1,1.0,34;26;182;?;?
6,1.0,194;4;182;?;?
1,1.0,1;21;63;?;?
1,1.0,193;34;21;?;?
1,1.0,4;28;182;?;?
2,1.0,1;20;13;?;?
1,1.0,88;1;182;193;?
1,1.0,36;94;23;?;?
1,1.0,48;34;182;?;?
1,1.0,73;27;17;?;?
3,1.0,73;34;28;?;?
1,1.0,193;27;12;182;1
1,1.0,193;21;63;?;?
1,1.0,88;194;36;?;?
17,0.88,1;26;20;?;?
6,0.83,48;193;27;?;?
15,0.8,48;34;27;?;?
5,0.8,1;36;63;?;?
5,0.8,1;193;182;41;?
28,0.79,106;21;182;?;?
4,0.75,12;21;23;?;?
4,0.75,17;108;20;?;?
11,0.73,106;4;34;?;?
3,0.67,48;17;28;?;?
9,0.67,48;28;20;?;?
3,0.67,4;27;12;?;?
3,0.67,88;1;34;?;?
3,0.67,25;26;182;?;?
32,0.66,1;60;63;?;?
37,0.65,73;106;27;?;?
11,0.64,48;194;36;?;?
35,0.63,88;1;25;?;?
8,0.63,81;106;20;?;?
25,0.6,34;12;21;?;?
21,0.57,1;94;193;?;?
7,0.57,1;27;13;?;?
7,0.57,1;28;21;?;?
2,0.5,28;194;4;?;?
2,0.5,12;21;182;?;?
2,0.5,1;27;20;193;?
4,0.5,19;28;13;?;?
2,0.5,81;194;182;?;?
18,0.5,19;182;63;?;?
6,0.5,28;22;63;?;?
2,0.5,34;28;21;?;?
2,0.5,25;194;36;?;?
4,0.5,1;13;182;?;?
2,0.5,1;60;20;?;?
2,0.5,28;21;63;?;?
2,0.5,25;34;21;?;?
2,0.5,1;34;63;?;?
8,0.5,193;27;4;?;?
11,0.45,194;94;63;?;?
20,0.45,1;178;23;?;?
20,0.45,1;20;41;?;?
31,0.42,21;182;63;?;?
5,0.4,73;194;25;?;?
3,0.33,34;13;63;?;?
3,0.33,28;34;4;?;?
8,0.13,25;106;12;?;?
1,0.0,20;27;4;?;?
1,0.0,106;27;13;?;?
1,0.0,1;178;182;?;?
1,0.0,25;13;182;?;?
1,0.0,60;22;63;?;?
1,0.0,25;34;12;?;?
1,0.0,17;4;182;23;?
2,0.0,41;194;34;?;?
1,0.0,17;20;182;41;?
1,0.0,88;106;27;34;?
2,0.0,194;27;63;?;?
1,0.0,73;34;25;?;?
1,0.0,25;106;22;?;?
2,0.0,178;182;23;?;?
2,0.0,41;36;182;?;?
1,0.0,28;13;63;?;?
1,0.0,12;20;182;1;?
1,0.0,25;20;22;?;?
1,0.0,193;4;20;?;?
1,0.0,34;27;63;?;?
1,0.0,1;34;12;194;?
2,0.0,20;21;13;?;?
1,0.0,1;194;182;63;?
1,0.0,1;20;94;?;?
1,0.0,26;20;194;?;?
