freq,items
0.54,15;29;25;108;?;?;?;?
0.41,10;67;19;?;?;?;?;?
0.41,20;29;10;28;?;?;?;?
0.42,41;29;63;60;21;22;108;?
0.57,15;77;41;25;63;?;?;?
0.7,41;63;21;?;?;?;?;?
0.44,15;77;41;63;23;108;?;?
0.41,29;25;17;60;22;?;?;?
0.56,20;15;77;41;21;?;?;?
0.61,20;21;22;108;?;?;?;?
0.48,20;41;17;22;?;?;?;?
0.4,20;15;41;29;60;21;108;?
0.44,63;28;67;?;?;?;?;?
0.49,20;15;41;23;108;?;?;?
0.41,20;15;77;29;17;23;22;?
0.5,15;25;60;22;?;?;?;?
0.44,15;41;63;22;108;?;?;?
0.6,17;21;22;?;?;?;?;?
0.44,41;67;67;98;?;?;?;?
0.45,29;19;10;67;?;?;?;?
0.41,41;19;10;67;98;?;?;?
0.42,15;19;19;?;?;?;?;?
0.42,20;29;28;10;?;?;?;?
0.42,15;77;41;29;25;23;108;?
0.47,41;29;25;63;60;22;?;?
0.55,20;15;25;23;?;?;?;?
0.49,15;41;29;63;60;?;?;?
0.44,20;41;29;17;21;108;?;?
0.63,29;63;23;22;?;?;?;?
0.49,15;41;25;63;23;?;?;?
0.52,15;77;29;21;22;?;?;?
0.42,77;29;25;60;23;108;?;?
0.42,77;41;25;63;22;?;?;?
0.44,77;29;17;23;108;?;?;?
0.53,20;15;29;23;108;?;?;?
0.47,20;15;77;23;22;108;?;?
0.43,29;25;17;23;22;?;?;?
0.44,41;29;25;63;23;22;108;?
0.51,77;60;21;108;?;?;?;?
0.49,15;77;41;108;?;?;?;?
0.47,20;41;29;63;21;22;?;?
0.41,20;63;67;?;?;?;?;?
0.43,41;28;10;98;?;?;?;?
0.55,41;29;25;21;22;?;?;?
0.63,20;22;108;?;?;?;?;?
0.46,20;29;63;28;?;?;?;?
0.45,20;41;29;23;22;108;?;?
0.47,20;17;23;22;108;?;?;?
0.43,15;17;60;23;108;?;?;?
0.47,15;41;63;23;22;?;?;?
0.45,41;25;17;23;?;?;?;?
0.44,77;29;28;?;?;?;?;?
0.5,20;77;25;23;22;?;?;?
0.45,20;29;25;63;21;22;108;?
0.47,20;25;63;60;23;108;?;?
0.74,20;77;25;?;?;?;?;?
0.55,15;41;22;?;?;?;?;?
0.52,20;25;23;22;108;?;?;?
0.44,41;29;25;63;60;23;108;?
0.41,15;41;29;17;23;22;?;?
0.42,15;77;29;63;21;22;108;?
0.44,20;41;29;63;60;22;?;?
0.44,20;77;60;23;22;108;?;?
0.56,20;41;25;63;21;?;?;?
0.42,41;19;28;98;?;?;?;?
0.61,60;23;22;?;?;?;?;?
0.57,15;77;23;22;?;?;?;?
0.58,77;41;21;?;?;?;?;?
0.42,20;15;41;29;25;60;108;?
0.58,20;15;77;41;29;63;?;?
0.41,20;77;25;63;60;23;108;?
0.41,20;63;10;?;?;?;?;?
0.43,20;41;17;22;108;?;?;?
0.47,15;25;60;21;108;?;?;?
0.42,41;10;28;67;?;?;?;?
0.53,15;29;63;21;108;?;?;?
0.72,20;29;25;63;?;?;?;?
0.42,63;28;10;?;?;?;?;?
0.41,15;25;23;21;?;?;?;?
0.48,20;15;77;41;21;108;?;?
0.59,15;25;60;?;?;?;?;?
0.41,15;77;29;25;23;22;108;?
0.52,15;77;25;21;108;?;?;?
0.6,25;60;23;?;?;?;?;?
0.43,15;77;29;63;60;23;?;?
0.42,15;41;29;25;22;108;?;?
0.48,20;77;29;60;23;?;?;?
0.42,15;77;25;17;21;?;?;?
0.48,20;29;17;60;22;?;?;?
0.44,10;67;67;?;?;?;?;?
0.52,77;25;63;23;?;?;?;?
0.42,15;77;25;28;?;?;?;?
0.41,20;77;41;25;63;21;108;?
0.48,20;15;77;41;22;?;?;?
0.65,29;63;23;108;?;?;?;?
0.43,20;77;41;29;25;108;?;?
0.41,77;17;23;22;108;?;?;?
0.44,20;15;25;63;60;108;?;?
0.42,20;41;29;63;60;23;108;?
0.48,20;15;77;41;23;108;?;?
0.46,41;29;25;60;22;108;?;?
0.45,15;77;63;60;23;108;?;?
0.42,20;29;10;10;98;?;?;?
0.41,41;29;19;19;98;?;?;?
0.48,29;10;10;?;?;?;?;?
0.49,20;15;77;17;23;?;?;?
0.44,77;41;63;21;22;?;?;?
0.43,77;41;29;25;108;?;?;?
0.6,77;21;108;?;?;?;?;?
0.61,20;15;77;41;25;?;?;?
0.54,20;25;63;21;108;?;?;?
0.48,15;77;29;25;63;23;?;?
0.52,15;29;17;60;?;?;?;?
0.58,15;41;60;?;?;?;?;?
0.51,20;29;25;21;22;108;?;?
0.46,20;15;29;25;17;?;?;?
0.42,29;25;28;98;?;?;?;?
0.45,20;15;77;17;108;?;?;?
0.43,15;77;25;63;60;21;?;?
0.52,20;41;25;22;?;?;?;?
0.44,41;25;60;23;22;108;?;?
0.6,77;23;108;?;?;?;?;?
0.43,20;36;60;?;?;?;?;?
0.41,20;77;29;63;23;22;108;?
0.43,20;41;29;63;22;108;?;?
0.41,15;41;63;60;21;22;?;?
0.66,29;22;108;?;?;?;?;?
0.49,77;41;108;?;?;?;?;?
0.46,20;15;77;41;63;60;?;?
0.44,20;77;29;63;60;21;?;?
0.4,15;41;63;60;23;22;?;?
0.43,25;19;10;?;?;?;?;?
0.41,77;29;25;63;60;21;?;?
0.42,15;41;29;63;22;108;?;?
0.44,23;21;108;?;?;?;?;?
0.61,20;41;29;21;?;?;?;?
0.58,17;23;22;?;?;?;?;?
0.59,29;25;60;23;?;?;?;?
0.41,20;17;23;21;?;?;?;?
0.47,10;67;98;?;?;?;?;?
0.45,20;25;23;21;?;?;?;?
0.42,77;41;29;25;21;22;?;?
0.59,20;15;77;60;?;?;?;?
0.46,20;15;77;29;63;21;22;?
0.47,20;77;29;21;22;108;?;?
0.47,28;10;98;?;?;?;?;?
0.41,20;34;21;108;?;?;?;?
0.46,15;60;21;22;108;?;?;?
0.4,20;25;57;?;?;?;?;?
0.72,29;63;23;?;?;?;?;?
0.52,20;41;25;108;?;?;?;?
0.65,20;15;77;41;?;?;?;?
0.42,20;77;29;25;63;23;22;?
0.41,20;15;29;25;60;21;22;?
0.44,15;77;63;60;21;108;?;?
0.45,15;41;25;63;23;108;?;?
0.42,29;63;10;67;98;?;?;?
0.41,20;15;41;60;23;22;?;?
0.51,15;29;25;60;108;?;?;?
0.42,15;28;28;?;?;?;?;?
0.54,15;29;63;22;?;?;?;?
0.45,20;15;41;25;23;108;?;?
0.44,20;15;41;25;21;22;?;?
0.45,15;29;63;60;21;108;?;?
0.62,20;77;29;21;?;?;?;?
0.44,29;25;67;?;?;?;?;?
0.41,20;15;77;29;25;21;22;108
0.43,77;25;63;22;108;?;?;?
0.43,20;15;41;29;25;21;108;?
0.62,41;29;108;?;?;?;?;?
0.43,20;15;77;29;25;60;23;?
0.47,15;41;29;63;22;?;?;?
0.45,77;41;17;23;?;?;?;?
0.48,15;77;41;63;23;?;?;?
0.42,15;77;17;21;22;108;?;?
0.59,15;29;22;?;?;?;?;?
0.53,20;15;29;25;63;21;?;?
0.62,20;29;25;60;?;?;?;?
0.46,20;15;29;63;60;108;?;?
0.44,41;67;98;?;?;?;?;?
0.47,15;41;29;17;63;?;?;?
0.44,60;23;21;?;?;?;?;?
0.49,20;25;28;?;?;?;?;?
0.42,20;10;28;98;?;?;?;?
0.42,20;41;25;63;22;108;?;?
0.54,41;25;22;108;?;?;?;?
0.45,20;77;41;60;23;?;?;?
0.43,20;41;60;23;22;108;?;?
0.53,29;17;63;21;?;?;?;?
0.43,28;28;67;?;?;?;?;?
0.47,20;15;77;29;60;21;?;?
0.55,20;29;25;63;60;?;?;?
0.4,25;17;60;23;?;?;?;?
0.44,20;15;41;29;17;63;?;?
0.43,20;15;77;25;60;23;108;?
0.44,15;77;41;63;21;108;?;?
0.46,20;15;60;23;22;?;?;?
0.61,20;29;23;22;?;?;?;?
0.41,20;15;77;34;?;?;?;?
0.68,20;21;22;?;?;?;?;?
0.51,77;41;29;25;21;?;?;?
0.48,77;25;63;22;?;?;?;?
0.4,20;41;17;23;22;108;?;?
0.42,20;29;25;63;60;22;108;?
0.44,15;41;29;60;23;108;?;?
0.45,15;41;29;25;23;22;?;?
0.47,20;15;77;29;25;21;108;?
0.51,77;25;63;60;?;?;?;?
0.44,15;77;63;23;22;108;?;?
0.68,15;29;25;63;?;?;?;?
0.42,41;29;67;?;?;?;?;?
0.43,20;15;25;60;23;108;?;?
0.4,15;41;20;?;?;?;?;?
0.45,20;17;60;23;22;?;?;?
0.42,15;77;41;29;22;108;?;?
0.41,15;29;25;63;60;21;22;?
0.41,15;77;41;63;60;21;?;?
0.7,20;15;77;29;?;?;?;?
0.51,20;15;41;29;23;?;?;?
0.42,20;41;29;63;21;22;108;?
0.47,77;25;63;21;22;?;?;?
0.44,20;77;41;21;22;108;?;?
0.41,20;15;77;25;60;21;22;?
0.52,20;41;29;21;108;?;?;?
0.41,15;41;17;60;22;?;?;?
0.46,15;25;60;21;22;?;?;?
0.4,41;20;21;?;?;?;?;?
0.45,29;19;28;98;?;?;?;?
0.49,77;29;25;108;?;?;?;?
0.42,20;41;29;25;63;60;108;?
0.45,20;77;41;29;63;60;?;?
0.46,20;15;77;29;17;60;?;?
0.52,15;77;63;108;?;?;?;?
0.42,25;28;67;98;?;?;?;?
0.46,20;77;41;29;21;108;?;?
0.56,15;77;17;21;?;?;?;?
0.54,20;15;25;63;21;?;?;?
0.47,15;77;29;21;22;108;?;?
0.44,77;41;25;21;22;?;?;?
0.41,20;15;77;41;29;63;21;22
0.51,20;41;29;60;108;?;?;?
0.45,41;25;23;21;?;?;?;?
0.51,15;17;22;?;?;?;?;?
0.41,15;77;29;63;23;22;108;?
0.41,77;19;67;?;?;?;?;?
0.6,41;25;108;?;?;?;?;?
0.45,20;15;17;21;22;?;?;?
0.57,20;41;29;25;21;?;?;?
0.46,20;29;25;17;21;?;?;?
0.44,20;25;60;23;22;108;?;?
0.43,20;41;23;21;?;?;?;?
0.42,20;41;29;25;63;23;22;?
0.59,20;77;41;29;25;?;?;?
0.47,15;41;60;23;108;?;?;?
0.5,20;25;63;60;21;?;?;?
0.51,20;15;77;29;25;63;21;?
0.44,20;77;29;25;63;21;22;?
0.41,20;25;17;22;?;?;?;?
0.47,20;77;29;25;23;22;?;?
0.45,20;15;77;63;60;22;?;?
0.48,77;17;22;?;?;?;?;?
0.41,41;29;10;67;98;?;?;?
0.46,15;41;29;63;108;?;?;?
0.4,15;77;25;63;60;21;108;?
0.49,20;29;63;23;22;108;?;?
0.68,15;77;29;25;?;?;?;?
0.42,41;29;63;23;21;?;?;?
0.48,20;77;29;17;63;?;?;?
0.41,41;10;19;?;?;?;?;?
0.51,41;29;25;63;21;108;?;?
0.55,20;29;25;60;108;?;?;?
0.46,77;17;60;108;?;?;?;?
0.47,20;15;29;21;22;108;?;?
0.49,20;41;29;60;22;?;?;?
0.41,41;23;21;108;?;?;?;?
0.47,20;77;41;63;60;?;?;?
0.47,20;77;41;29;25;63;21;?
0.41,63;19;28;?;?;?;?;?
0.43,77;63;28;?;?;?;?;?
0.44,20;15;25;21;22;108;?;?
0.41,15;17;63;60;?;?;?;?
0.65,29;17;60;?;?;?;?;?
0.44,29;63;10;67;?;?;?;?
0.48,20;41;29;60;23;?;?;?
0.53,15;25;60;108;?;?;?;?
0.58,77;29;25;21;?;?;?;?
0.67,29;63;22;?;?;?;?;?
0.41,41;10;28;67;98;?;?;?
0.5,77;41;22;?;?;?;?;?
0.46,20;25;63;23;22;108;?;?
0.53,20;15;41;60;?;?;?;?
0.4,77;41;63;22;108;?;?;?
0.42,29;63;10;10;?;?;?;?
0.56,20;15;77;29;63;21;?;?
0.47,29;19;10;98;?;?;?;?
0.45,20;77;29;25;60;21;?;?
0.41,20;17;63;21;22;?;?;?
0.57,20;41;108;?;?;?;?;?
0.43,15;41;29;25;63;23;108;?
0.4,15;77;41;63;60;23;?;?
0.49,20;41;60;21;22;?;?;?
0.53,63;60;22;108;?;?;?;?
0.41,15;29;25;63;60;21;108;?
0.49,25;23;21;?;?;?;?;?
0.44,29;10;67;67;98;?;?;?
0.45,41;17;60;22;108;?;?;?
0.48,15;77;29;60;23;?;?;?
0.44,41;29;63;28;?;?;?;?
0.51,20;60;23;22;108;?;?;?
0.43,20;15;63;60;23;108;?;?
0.44,20;15;77;41;25;108;?;?
0.46,20;77;41;29;17;21;?;?
0.48,29;19;10;?;?;?;?;?
0.44,41;19;10;?;?;?;?;?
0.52,41;25;60;23;108;?;?;?
0.42,20;77;29;25;60;23;108;?
0.42,20;15;41;17;22;?;?;?
0.41,20;25;17;108;?;?;?;?
0.49,20;25;60;22;108;?;?;?
0.41,20;15;77;41;29;22;108;?
0.55,29;23;21;?;?;?;?;?
0.59,20;15;77;25;21;?;?;?
0.42,20;15;77;25;60;21;108;?
0.52,20;15;29;21;22;?;?;?
0.51,20;15;77;60;21;?;?;?
0.59,25;63;21;22;?;?;?;?
0.43,20;15;29;25;21;22;108;?
0.41,29;63;67;10;?;?;?;?
0.43,20;15;29;17;60;108;?;?
0.41,41;25;17;108;?;?;?;?
0.48,20;77;29;25;63;23;?;?
0.43,15;17;23;22;108;?;?;?
0.81,20;29;63;?;?;?;?;?
0.5,77;25;17;?;?;?;?;?
0.4,20;41;17;60;21;108;?;?
0.56,15;22;108;?;?;?;?;?
0.49,15;29;25;60;21;?;?;?
0.43,17;63;23;22;?;?;?;?
0.51,29;25;63;23;22;108;?;?
0.57,77;25;23;?;?;?;?;?
0.47,15;25;60;23;108;?;?;?
0.58,20;60;21;22;?;?;?;?
0.49,15;29;17;21;108;?;?;?
0.48,77;17;23;108;?;?;?;?
0.42,20;19;28;67;98;?;?;?
0.81,20;29;25;?;?;?;?;?
0.5,20;77;25;17;?;?;?;?
0.46,20;41;29;63;23;22;?;?
0.44,20;77;29;63;60;22;?;?
0.47,25;63;28;?;?;?;?;?
0.45,20;77;41;63;22;?;?;?
0.71,29;25;60;?;?;?;?;?
0.42,15;41;29;63;60;23;?;?
0.55,20;29;25;23;22;?;?;?
0.51,15;41;29;22;?;?;?;?
0.43,20;15;77;29;17;22;?;?
0.62,20;15;29;17;?;?;?;?
0.71,41;29;25;63;?;?;?;?
0.47,41;29;17;60;22;?;?;?
0.67,41;21;108;?;?;?;?;?
0.53,15;77;29;17;21;?;?;?
0.49,15;77;29;60;21;?;?;?
0.4,15;41;25;63;60;23;?;?
0.54,41;25;60;23;?;?;?;?
0.4,20;29;28;19;?;?;?;?
0.69,15;29;21;?;?;?;?;?
0.54,15;77;41;29;17;?;?;?
0.62,77;29;17;?;?;?;?;?
0.48,20;41;29;25;21;108;?;?
0.43,20;15;41;29;63;23;108;?
0.4,77;41;25;63;21;22;?;?
0.42,28;67;10;?;?;?;?;?
0.41,29;25;17;60;21;?;?;?
0.42,20;29;25;17;23;?;?;?
0.43,29;63;98;?;?;?;?;?
0.45,20;77;41;25;21;108;?;?
0.59,15;41;29;25;63;?;?;?
0.56,20;15;77;41;17;?;?;?
0.5,20;17;60;22;?;?;?;?
0.41,15;41;25;60;21;22;?;?
0.4,20;36;23;108;?;?;?;?
0.48,29;63;60;23;22;108;?;?
0.42,29;63;28;10;?;?;?;?
0.53,15;23;22;108;?;?;?;?
0.51,20;41;25;63;23;?;?;?
0.57,20;29;63;108;?;?;?;?
0.41,77;28;28;?;?;?;?;?
0.58,29;25;63;21;22;?;?;?
0.63,29;25;23;22;?;?;?;?
0.47,41;29;25;63;60;21;?;?
0.62,20;15;29;21;?;?;?;?
0.42,20;15;29;25;60;21;108;?
0.46,20;19;19;?;?;?;?;?
0.46,41;29;63;60;23;22;?;?
0.43,29;67;28;?;?;?;?;?
0.45,20;15;77;29;63;60;108;?
0.45,15;63;60;23;22;?;?;?
0.45,20;15;77;25;63;21;108;?
0.56,15;60;23;?;?;?;?;?
0.4,77;29;17;22;108;?;?;?
0.66,41;29;63;21;?;?;?;?
0.59,41;63;23;108;?;?;?;?
0.43,15;77;17;60;23;?;?;?
0.42,20;41;34;?;?;?;?;?
0.4,15;25;17;60;?;?;?;?
0.48,20;77;29;25;23;108;?;?
0.56,29;63;60;21;108;?;?;?
0.49,17;60;23;22;?;?;?;?
0.47,29;67;98;?;?;?;?;?
0.51,15;77;60;23;108;?;?;?
0.43,25;67;98;?;?;?;?;?
0.46,20;15;77;28;?;?;?;?
0.52,20;29;25;63;108;?;?;?
0.42,25;19;10;98;?;?;?;?
0.44,29;28;10;67;?;?;?;?
0.64,29;25;60;108;?;?;?;?
0.48,77;29;63;21;108;?;?;?
0.53,77;29;63;23;?;?;?;?
0.55,20;41;23;22;?;?;?;?
0.43,15;41;25;21;22;108;?;?
0.51,15;77;29;23;22;?;?;?
0.51,15;25;63;22;?;?;?;?
0.42,25;28;98;?;?;?;?;?
0.5,20;29;25;60;23;108;?;?
0.43,29;25;19;19;?;?;?;?
0.49,15;77;41;23;108;?;?;?
0.56,20;41;60;108;?;?;?;?
0.41,20;77;29;17;60;22;?;?
0.4,41;63;10;?;?;?;?;?
0.44,20;15;77;41;17;23;?;?
0.49,15;25;63;21;22;?;?;?
0.41,20;15;41;60;22;108;?;?
0.47,20;29;25;60;23;22;?;?
0.42,25;28;10;?;?;?;?;?
0.44,20;25;17;60;?;?;?;?
0.46,20;15;77;29;63;23;108;?
0.54,77;60;23;?;?;?;?;?
0.41,20;63;10;67;?;?;?;?
0.6,15;60;108;?;?;?;?;?
0.52,77;63;23;108;?;?;?;?
0.45,20;28;98;?;?;?;?;?
0.41,20;41;29;25;23;22;108;?
0.46,20;15;77;29;25;21;22;?
0.6,20;15;77;29;17;?;?;?
0.53,15;29;63;23;108;?;?;?
0.45,20;77;29;17;108;?;?;?
0.49,41;25;63;22;108;?;?;?
0.42,29;67;28;98;?;?;?;?
0.43,20;77;29;63;21;22;108;?
0.43,15;77;41;25;23;22;?;?
0.46,20;15;29;60;21;108;?;?
0.4,20;17;60;23;22;108;?;?
0.5,41;17;60;23;?;?;?;?
0.41,15;77;41;25;63;23;108;?
0.47,20;15;77;29;60;22;?;?
0.42,34;23;22;?;?;?;?;?
0.47,77;29;25;23;22;?;?;?
0.6,41;63;108;?;?;?;?;?
0.45,77;41;25;63;23;?;?;?
0.41,20;15;29;17;63;21;?;?
0.45,29;25;17;108;?;?;?;?
0.44,20;77;29;17;21;22;?;?
0.58,20;63;23;22;?;?;?;?
0.48,20;15;77;17;63;?;?;?
0.41,20;15;77;17;63;21;?;?
0.4,15;77;19;67;?;?;?;?
0.53,20;41;60;21;?;?;?;?
0.51,41;29;25;63;23;108;?;?
0.47,20;15;77;41;63;23;?;?
0.48,20;77;41;21;22;?;?;?
0.63,29;23;22;108;?;?;?;?
0.63,20;15;41;63;?;?;?;?
0.54,15;77;41;29;21;?;?;?
0.49,15;77;41;22;?;?;?;?
0.46,77;29;63;23;22;?;?;?
0.45,20;15;25;63;23;108;?;?
0.41,20;77;29;63;60;21;108;?
0.49,15;77;29;63;22;?;?;?
0.68,20;29;25;21;?;?;?;?
0.46,15;41;29;17;60;?;?;?
0.48,20;41;29;25;23;108;?;?
0.51,20;77;25;63;60;?;?;?
0.41,20;15;77;29;63;21;22;108
0.64,20;15;17;?;?;?;?;?
0.45,20;67;67;98;?;?;?;?
0.45,41;17;63;60;?;?;?;?
0.54,29;25;60;22;108;?;?;?
0.49,15;41;17;23;?;?;?;?
0.41,29;17;19;?;?;?;?;?
0.4,20;36;108;?;?;?;?;?
0.43,20;15;77;29;25;63;22;?
0.48,15;29;63;60;23;?;?;?
0.51,20;15;41;29;25;21;?;?
0.54,25;63;60;21;?;?;?;?
0.4,15;77;29;25;63;60;22;?
0.45,77;41;25;108;?;?;?;?
0.42,15;25;63;60;21;22;?;?
0.43,20;41;25;63;60;21;?;?
0.47,20;15;77;41;25;23;?;?
0.66,41;21;22;?;?;?;?;?
0.57,15;77;25;23;?;?;?;?
0.43,15;77;25;63;60;22;?;?
0.46,20;15;77;41;23;22;?;?
0.43,77;41;25;17;?;?;?;?
0.6,41;25;21;108;?;?;?;?
0.41,20;15;77;25;63;60;21;?
0.46,15;77;41;29;17;21;?;?
0.45,20;15;77;29;25;23;22;?
0.44,41;19;98;?;?;?;?;?
0.5,41;25;63;60;22;?;?;?
0.49,20;29;25;23;22;108;?;?
0.47,20;41;17;108;?;?;?;?
0.4,15;29;25;60;21;22;108;?
0.55,15;63;108;?;?;?;?;?
0.46,20;10;10;?;?;?;?;?
0.44,77;41;25;63;60;?;?;?
0.71,41;29;21;?;?;?;?;?
0.44,20;17;63;60;?;?;?;?
0.44,20;77;29;25;63;23;108;?
0.44,15;77;29;17;21;108;?;?
0.42,20;15;77;29;63;22;108;?
0.4,77;29;17;60;23;?;?;?
0.42,77;29;25;63;23;22;?;?
0.5,20;25;60;23;22;?;?;?
0.41,20;25;10;67;?;?;?;?
0.45,15;25;63;60;22;?;?;?
0.42,20;15;77;41;29;25;21;108
0.52,20;77;25;21;108;?;?;?
0.43,41;17;63;22;?;?;?;?
0.61,20;25;22;?;?;?;?;?
0.46,15;41;29;63;23;108;?;?
0.44,15;77;17;60;22;?;?;?
0.63,20;15;77;25;63;?;?;?
0.49,15;29;17;108;?;?;?;?
0.49,29;17;60;23;22;?;?;?
0.54,20;63;22;108;?;?;?;?
0.52,15;41;25;60;?;?;?;?
0.4,20;15;29;17;60;23;?;?
0.43,20;15;25;60;21;108;?;?
0.44,15;25;28;?;?;?;?;?
0.46,15;41;17;22;?;?;?;?
0.56,20;15;21;108;?;?;?;?
0.42,20;77;41;29;63;21;22;?
0.55,29;17;60;22;?;?;?;?
0.45,77;41;60;23;?;?;?;?
0.42,29;25;19;98;?;?;?;?
0.58,20;63;60;108;?;?;?;?
0.51,20;77;60;21;108;?;?;?
0.43,20;15;41;29;17;23;?;?
0.44,77;29;60;22;108;?;?;?
0.57,20;77;63;23;?;?;?;?
0.41,41;29;98;?;?;?;?;?
0.67,41;29;23;?;?;?;?;?
0.51,29;17;23;22;108;?;?;?
0.53,41;63;21;22;108;?;?;?
0.49,20;41;29;25;22;?;?;?
0.46,77;29;60;21;108;?;?;?
0.55,20;29;60;23;108;?;?;?
0.52,15;77;25;23;108;?;?;?
0.4,15;41;29;63;60;23;108;?
0.59,41;29;63;60;?;?;?;?
0.52,20;15;29;63;60;?;?;?
0.5,20;15;77;41;29;63;21;?
0.46,77;25;63;60;108;?;?;?
0.6,20;25;23;108;?;?;?;?
0.54,77;41;29;21;?;?;?;?
0.45,41;28;28;?;?;?;?;?
0.42,20;15;77;41;25;60;108;?
0.41,20;15;41;17;108;?;?;?
0.41,77;29;17;60;22;?;?;?
0.47,41;25;63;60;23;108;?;?
0.46,20;15;77;29;25;63;23;?
0.6,63;22;108;?;?;?;?;?
0.53,15;60;21;108;?;?;?;?
0.54,20;25;63;21;22;?;?;?
0.47,77;41;29;22;?;?;?;?
0.51,25;63;60;21;108;?;?;?
0.46,20;77;29;63;23;22;?;?
0.61,60;22;108;?;?;?;?;?
0.46,15;77;41;29;63;23;?;?
0.42,20;41;63;60;22;108;?;?
0.54,29;25;63;22;108;?;?;?
0.41,41;25;63;23;21;?;?;?
0.51,15;60;23;22;?;?;?;?
0.49,15;41;17;63;?;?;?;?
0.42,28;28;67;98;?;?;?;?
0.48,20;15;77;60;23;108;?;?
0.44,15;63;28;?;?;?;?;?
0.45,20;77;23;21;?;?;?;?
0.55,20;63;60;21;?;?;?;?
0.49,20;77;41;17;21;?;?;?
0.47,29;19;98;?;?;?;?;?
0.47,15;77;25;63;21;108;?;?
0.42,29;63;19;98;?;?;?;?
0.55,20;15;77;23;108;?;?;?
0.48,77;29;60;23;?;?;?;?
0.45,25;17;23;108;?;?;?;?
0.43,77;41;29;17;63;?;?;?
0.46,20;15;25;63;108;?;?;?
0.54,41;29;63;60;108;?;?;?
0.4,20;15;25;63;21;22;108;?
0.48,20;77;29;63;21;108;?;?
0.56,77;63;60;?;?;?;?;?
0.53,20;77;63;22;?;?;?;?
0.5,15;77;63;60;108;?;?;?
0.5,41;17;60;22;?;?;?;?
0.42,20;29;10;67;98;?;?;?
0.41,41;29;28;67;98;?;?;?
0.41,15;77;17;23;22;108;?;?
0.41,41;25;17;21;108;?;?;?
0.42,77;41;29;60;23;?;?;?
0.55,20;41;63;60;?;?;?;?
0.49,15;41;22;108;?;?;?;?
0.48,15;29;25;63;21;108;?;?
0.48,15;29;25;63;23;108;?;?
0.42,20;15;77;41;29;63;108;?
0.4,15;77;29;23;21;?;?;?
0.44,20;77;41;63;21;108;?;?
0.68,77;29;63;?;?;?;?;?
0.42,20;15;60;21;22;108;?;?
0.41,15;19;10;?;?;?;?;?
0.62,77;29;25;63;?;?;?;?
0.42,20;19;28;67;?;?;?;?
0.4,15;29;28;67;?;?;?;?
0.46,41;17;60;21;22;?;?;?
0.54,15;21;22;108;?;?;?;?
0.51,15;77;60;21;108;?;?;?
0.57,20;41;29;23;?;?;?;?
0.41,41;29;28;98;?;?;?;?
0.54,20;15;77;21;22;?;?;?
0.51,15;77;23;22;108;?;?;?
0.45,20;15;29;25;60;21;?;?
0.45,20;25;17;23;?;?;?;?
0.56,77;25;60;?;?;?;?;?
0.45,77;41;29;21;22;?;?;?
0.53,20;77;29;17;21;?;?;?
0.43,15;77;63;60;21;22;?;?
0.48,15;77;17;22;?;?;?;?
0.47,77;41;63;60;?;?;?;?
0.6,15;17;21;?;?;?;?;?
0.54,20;15;77;41;29;25;63;?
0.56,20;41;63;23;?;?;?;?
0.42,15;41;29;60;23;22;?;?
0.41,10;67;28;?;?;?;?;?
0.41,41;29;10;98;?;?;?;?
0.54,20;25;63;23;108;?;?;?
0.51,20;63;23;22;108;?;?;?
0.42,20;41;17;21;22;108;?;?
0.51,41;29;25;60;22;?;?;?
0.45,20;15;63;22;108;?;?;?
0.4,20;63;19;67;?;?;?;?
0.44,15;41;17;21;22;?;?;?
0.5,20;15;25;108;?;?;?;?
0.53,41;17;60;108;?;?;?;?
0.57,25;60;23;108;?;?;?;?
0.43,41;29;17;63;60;?;?;?
0.4,20;77;41;63;60;23;?;?
0.57,20;29;63;21;108;?;?;?
0.64,20;15;25;63;?;?;?;?
0.58,20;77;41;21;?;?;?;?
0.58,20;29;60;22;?;?;?;?
0.43,41;25;63;28;?;?;?;?
0.48,77;25;63;108;?;?;?;?
0.48,20;29;60;21;22;108;?;?
0.5,77;41;29;63;21;?;?;?
0.72,41;29;17;?;?;?;?;?
0.47,15;41;63;60;108;?;?;?
0.49,20;29;63;60;21;108;?;?
0.43,20;15;41;29;60;23;?;?
0.45,41;29;25;17;21;?;?;?
0.42,20;15;41;29;22;108;?;?
0.48,20;41;29;22;108;?;?;?
0.54,15;41;108;?;?;?;?;?
0.72,20;41;63;?;?;?;?;?
0.4,15;77;29;19;?;?;?;?
0.58,25;21;22;108;?;?;?;?
0.58,20;17;63;?;?;?;?;?
0.41,29;63;10;10;98;?;?;?
0.61,20;63;22;?;?;?;?;?
0.45,15;77;41;17;63;?;?;?
0.53,15;25;23;22;?;?;?;?
0.45,15;77;29;23;22;108;?;?
0.54,15;77;22;108;?;?;?;?
0.48,15;77;29;63;23;108;?;?
0.41,41;29;10;10;?;?;?;?
0.49,15;77;41;17;21;?;?;?
0.42,15;77;29;25;63;23;22;?
0.47,77;29;25;63;60;?;?;?
0.42,20;15;77;41;29;63;22;?
0.43,77;17;22;108;?;?;?;?
0.46,20;77;41;60;21;?;?;?
0.41,20;10;19;98;?;?;?;?
0.43,20;41;17;60;23;?;?;?
0.47,15;77;63;60;22;?;?;?
0.44,29;63;28;67;?;?;?;?
0.44,77;17;63;21;?;?;?;?
0.44,41;28;10;?;?;?;?;?
0.45,20;77;41;25;63;23;?;?
0.44,20;77;29;63;22;108;?;?
