freq,items
0.43,29;20;23;?;?;?
0.42,20;77;104;201;203;?
0.56,15;104;201;?;?;?
0.42,180;59;201;?;?;?
0.58,20;23;104;?;?;?
0.42,15;104;203;?;?;?
0.42,20;77;104;202;203;?
0.42,104;201;203;?;?;?
0.62,29;23;104;?;?;?
0.44,20;77;23;201;?;?
0.43,20;15;77;201;202;?
0.44,59;23;201;?;?;?
0.45,180;59;104;?;?;?
0.41,15;77;104;203;?;?
0.59,20;77;23;?;?;?
0.42,29;201;202;203;?;?
0.51,180;23;104;?;?;?
0.49,77;104;201;202;?;?
0.49,77;104;202;?;?;?
0.46,29;23;104;201;202;?
0.49,20;77;202;?;?;?
0.49,20;77;201;202;?;?
0.45,180;59;23;104;?;?
0.42,20;104;201;202;203;?
0.5,20;77;23;104;?;?
0.44,20;23;201;202;?;?
0.42,29;180;59;201;?;?
0.44,180;23;104;201;?;?
0.49,15;104;201;202;?;?
0.41,29;15;77;?;?;?
0.71,29;59;23;?;?;?
0.49,23;104;202;?;?;?
0.43,77;23;104;201;?;?
0.49,15;77;104;202;?;?
0.49,20;15;77;104;201;?
0.49,15;77;201;202;?;?
0.56,23;104;201;?;?;?
0.42,77;104;203;?;?;?
0.65,15;77;104;?;?;?
0.42,77;104;202;203;?;?
0.42,15;201;202;203;?;?
0.42,23;201;203;?;?;?
0.49,20;104;201;202;?;?
0.47,29;104;202;?;?;?
0.42,15;201;203;?;?;?
0.63,20;15;77;?;?;?
0.44,180;104;201;?;?;?
0.42,201;202;203;?;?;?
0.46,29;23;104;202;?;?
0.49,20;77;104;201;202;?
0.45,29;180;59;23;104;?
0.58,20;15;104;?;?;?
0.43,20;15;202;?;?;?
0.43,20;15;77;202;?;?
0.42,20;77;201;202;203;?
0.5,20;23;201;?;?;?
0.66,29;180;59;23;?;?
0.55,15;77;104;201;?;?
0.43,20;15;77;104;201;202
0.42,23;104;201;203;?;?
0.42,15;104;202;203;?;?
0.46,15;23;104;201;?;?
0.55,15;77;201;?;?;?
0.49,29;59;104;?;?;?
