freq,items
0.5,77;23;104;?;?;?
0.41,29;59;23;104;201;?
0.41,15;23;201;202;?;?
0.41,15;77;201;203;?;?
0.65,20;77;104;?;?;?
0.42,20;201;203;?;?;?
0.42,20;202;203;?;?;?
0.48,29;59;23;104;?;?
0.49,20;15;201;?;?;?
0.41,15;77;202;203;?;?
0.44,77;23;201;?;?;?
0.51,59;23;104;?;?;?
0.42,77;201;202;203;?;?
0.51,20;15;77;23;?;?
0.76,29;180;59;?;?;?
0.43,15;77;23;104;201;?
0.42,23;104;203;?;?;?
0.41,20;59;23;?;?;?
0.42,20;77;201;203;?;?
0.41,15;23;202;?;?;?
0.42,20;77;104;203;?;?
0.49,20;104;202;?;?;?
0.49,77;201;202;?;?;?
0.49,15;104;202;?;?;?
0.4,15;23;104;201;202;?
0.42,29;201;203;?;?;?
0.49,23;201;202;?;?;?
0.4,29;20;77;?;?;?
0.41,15;77;104;201;203;?
0.49,20;77;104;202;?;?
0.53,29;23;201;?;?;?
0.42,23;202;203;?;?;?
0.44,59;23;104;201;?;?
0.49,20;15;77;201;?;?
0.44,15;77;23;201;?;?
0.41,29;59;23;201;?;?
0.44,180;23;201;?;?;?
0.58,15;77;23;?;?;?
0.41,180;201;202;?;?;?
0.42,20;104;203;?;?;?
0.41,20;180;23;?;?;?
0.42,20;104;201;203;?;?
0.54,29;104;201;?;?;?
0.42,77;104;201;202;203;?
0.57,20;15;77;104;?;?
0.42,77;202;203;?;?;?
0.45,29;180;201;?;?;?
0.49,20;201;202;?;?;?
0.42,20;77;104;201;202;203
0.47,15;23;201;?;?;?
0.42,77;104;201;203;?;?
0.42,20;77;202;203;?;?
0.43,20;77;23;104;201;?
0.46,29;77;104;?;?;?
0.56,20;77;104;201;?;?
0.43,20;180;59;?;?;?
0.41,15;77;203;?;?;?
0.5,15;77;23;104;?;?
0.42,29;180;23;201;?;?
0.56,20;104;201;?;?;?
0.42,15;202;203;?;?;?
0.49,23;104;201;202;?;?
0.41,59;201;202;?;?;?
0.41,15;77;201;202;203;?
0.53,15;23;104;?;?;?
0.43,20;23;104;202;?;?
0.47,29;104;201;202;?;?
0.41,15;77;104;201;202;203
0.49,29;180;23;104;?;?
0.53,20;15;23;?;?;?
0.4,15;23;104;202;?;?
0.41,15;77;104;202;203;?
0.41,29;59;104;201;?;?
0.4,20;15;23;201;?;?
0.43,20;23;104;201;202;?
0.42,29;180;104;201;?;?
0.44,29;59;201;?;?;?
0.43,20;15;201;202;?;?
0.49,15;77;202;?;?;?
0.46,20;15;23;104;?;?
0.56,77;104;201;?;?;?
0.49,29;201;202;?;?;?
0.41,29;180;23;104;201;?
0.42,23;104;201;202;203;?
0.42,15;104;201;203;?;?
0.66,180;59;23;?;?;?
0.42,29;202;203;?;?;?
0.42,20;104;202;203;?;?
0.49,15;201;202;?;?;?
0.45,29;180;59;104;?;?
0.44,59;104;201;?;?;?
0.44,20;15;77;23;104;?
0.42,23;201;202;203;?;?
0.49,20;23;104;201;?;?
0.42,20;77;203;?;?;?
0.53,29;23;104;201;?;?
0.49,29;180;104;?;?;?
0.42,104;202;203;?;?;?
0.43,20;15;104;201;202;?
0.46,29;23;202;?;?;?
0.49,104;201;202;?;?;?
0.43,20;15;77;104;202;?
0.56,20;77;201;?;?;?
0.49,20;15;104;201;?;?
0.42,104;201;202;203;?;?
0.42,23;104;202;203;?;?
0.46,29;23;201;202;?;?
0.42,15;104;201;202;203;?
0.44,20;23;202;?;?;?
0.42,20;201;202;203;?;?
0.72,29;180;23;?;?;?
0.49,15;77;104;201;202;?
0.43,20;15;104;202;?;?
0.42,77;201;203;?;?;?
