freq,items
0.5,29;21;22;?;?
0.44,178;60;21;?;?
0.41,28;178;23;21;108
0.44,27;60;22;?;?
0.43,29;23;21;22;?
0.45,28;178;21;22;?
0.49,27;21;22;?;?
0.44,178;59;60;?;?
0.4,29;180;60;?;?
0.48,28;27;178;?;?
0.48,28;178;23;22;?
0.46,27;23;60;?;?
0.46,28;178;29;60;?
0.45,28;60;21;?;?
0.48,178;27;23;?;?
0.43,28;29;27;?;?
0.64,27;29;23;?;?
0.42,28;21;22;108;?
0.45,28;60;22;?;?
0.42,178;21;22;108;?
0.43,28;27;22;?;?
0.45,28;59;60;?;?
0.55,28;27;60;?;?
0.41,28;178;59;60;?
0.47,29;60;23;?;?
0.4,28;29;23;108;?
0.66,28;178;29;?;?
0.51,28;21;108;?;?
0.45,29;23;21;108;?
0.43,28;180;59;?;?
0.46,178;60;108;?;?
0.42,28;178;23;60;?
0.51,29;23;108;?;?
0.42,178;23;23;?;?
0.46,27;59;23;?;?
0.45,29;60;22;?;?
0.46,178;60;23;?;?
0.5,27;21;108;?;?
0.46,27;178;29;23;?
0.44,27;180;23;?;?
0.52,29;23;21;?;?
0.51,27;178;60;?;?
0.43,27;23;21;22;?
0.61,28;178;60;?;?
0.42,28;29;22;?;?
0.41,28;27;21;108;?
0.46,29;22;108;?;?
0.53,28;178;21;?;?
0.42,28;178;59;23;?
0.46,29;23;60;?;?
0.46,27;60;23;?;?
0.43,28;178;57;?;?
0.45,29;59;60;?;?
0.46,29;180;59;?;?
0.44,178;180;23;?;?
0.56,28;178;59;?;?
0.43,178;29;21;?;?
0.46,28;178;21;108;?
0.44,27;59;60;?;?
0.4,178;29;180;?;?
0.61,178;29;23;?;?
0.46,23;21;108;?;?
0.4,28;178;60;21;?
0.46,28;178;108;?;?
0.45,29;28;23;?;?
0.51,178;23;22;?;?
0.51,178;23;21;?;?
0.4,28;178;60;22;?
0.41,28;27;178;23;?
0.42,28;27;23;22;?
0.43,178;23;21;22;?
0.45,29;23;22;108;?
0.46,29;180;23;?;?
0.44,178;60;22;?;?
0.53,29;23;22;?;?
0.4,27;60;21;108;?
0.51,27;28;23;?;?
0.49,29;27;23;?;?
0.42,29;21;22;108;?
0.45,178;23;60;?;?
0.7,28;27;23;?;?
0.51,27;29;60;?;?
0.46,28;29;21;?;?
0.45,27;22;108;?;?
0.47,27;60;108;?;?
0.47,28;60;108;?;?
0.44,27;29;21;?;?
0.54,27;178;29;?;?
0.45,29;60;21;?;?
0.54,28;29;60;?;?
0.57,28;178;29;23;?
0.42,27;27;23;?;?
0.56,28;178;27;?;?
0.52,27;23;22;?;?
0.47,27;178;59;?;?
0.42,178;180;59;?;?
0.44,178;23;22;108;?
0.43,28;178;60;23;?
0.41,28;178;23;22;108
0.43,21;22;108;?;?
0.46,28;59;23;?;?
0.47,29;59;23;?;?
0.4,27;29;22;?;?
0.41,28;60;21;108;?
0.41,29;60;21;108;?
0.46,23;22;108;?;?
0.4,28;29;21;108;?
0.47,28;60;23;?;?
0.53,28;23;22;?;?
0.44,178;23;21;108;?
0.5,178;23;108;?;?
0.45,28;23;21;108;?
0.42,28;178;29;59;?
0.46,27;29;59;?;?
0.44,27;60;21;?;?
0.55,28;27;29;?;?
0.4,28;27;57;?;?
0.46,28;23;60;?;?
0.41,27;29;180;?;?
0.45,28;178;27;23;?
0.41,28;178;22;108;?
0.52,28;23;21;?;?
0.51,28;23;108;?;?
0.47,28;178;180;?;?
0.46,28;178;23;108;?
0.45,28;23;22;108;?
0.78,28;178;23;?;?
0.41,28;178;28;?;?
0.45,178;29;59;?;?
0.41,28;29;108;?;?
0.47,28;27;21;?;?
0.44,23;21;22;?;?
0.41,60;21;108;?;?
0.44,28;23;21;22;?
0.42,27;23;23;?;?
0.51,29;21;108;?;?
0.49,178;29;60;?;?
0.5,178;21;108;?;?
0.46,28;27;59;?;?
0.47,28;178;23;21;?
0.44,27;23;21;108;?
0.49,28;29;59;?;?
0.51,27;23;21;?;?
0.44,178;22;108;?;?
0.41,28;27;23;108;?
0.65,27;178;23;?;?
0.43,28;29;180;?;?
0.43,28;178;60;108;?
0.5,28;21;22;?;?
0.42,27;21;22;108;?
0.42,28;29;23;21;?
0.41,28;178;180;23;?
0.48,28;178;22;?;?
0.42,27;180;59;?;?
0.47,29;60;108;?;?
0.43,28;23;23;?;?
0.42,28;27;23;21;?
0.44,28;180;23;?;?
0.48,28;27;29;23;?
0.51,27;23;108;?;?
0.41,28;27;108;?;?
0.45,28;22;108;?;?
0.42,28;29;23;22;?
0.67,28;29;23;?;?
0.45,178;59;23;?;?
0.44,27;178;21;?;?
0.49,178;21;22;?;?
0.4,28;178;29;21;?
0.4,60;21;22;?;?
0.44,27;23;22;108;?
0.4,28;27;21;22;?
0.43,29;23;23;?;?
