total,winfreq,items
1,1.0,88;13;22;?
1,1.0,2;19;58;?
2,1.0,22;182;215;?
2,1.0,26;21;55;?
1,1.0,48;1;182;?
1,1.0,185;94;23;?
3,1.0,88;1;48;?
1,1.0,81;4;21;?
1,1.0,112;27;182;?
2,1.0,25;4;20;?
1,1.0,81;20;23;?
2,1.0,56;28;182;?
1,1.0,25;34;12;?
1,1.0,36;2;108;?
1,1.0,81;19;60;?
2,1.0,1;4;23;?
1,1.0,9;26;4;182
1,1.0,56;28;12;?
1,1.0,36;28;23;?
1,1.0,73;36;23;?
1,1.0,20;11;28;?
1,1.0,9;11;4;?
2,1.0,26;11;4;?
1,1.0,88;2;20;23
1,1.0,58;27;23;?
1,1.0,9;4;182;94
1,1.0,48;1;9;?
1,1.0,73;2;119;?
1,1.0,81;19;4;?
3,1.0,1;2;28;58
1,1.0,48;12;22;?
1,1.0,88;11;60;?
1,1.0,20;60;5;?
3,1.0,88;185;119;?
1,1.0,9;21;214;?
1,1.0,50;27;4;?
1,1.0,9;26;60;?
3,1.0,48;9;28;?
1,1.0,25;22;17;?
1,1.0,4;60;94;?
1,1.0,50;11;58;?
1,1.0,1;11;94;?
1,1.0,25;26;9;?
1,1.0,65;182;94;?
1,1.0,48;108;182;?
2,1.0,81;182;119;?
7,0.86,56;2;182;?
7,0.86,112;88;2;?
13,0.85,34;22;119;?
5,0.8,48;28;23;?
19,0.79,185;50;58;?
471,0.78,1;58;94;?
201,0.76,26;182;55;?
4,0.75,25;50;26;?
12,0.75,50;20;55;?
328,0.73,36;13;119;?
15,0.73,108;36;94;?
69,0.72,81;13;119;?
3,0.67,88;4;36;?
6,0.67,88;17;22;?
3,0.67,19;4;21;?
18,0.67,9;28;215;?
3,0.67,81;60;25;?
3,0.67,13;182;23;?
3,0.67,11;9;27;?
18,0.67,56;9;182;?
116,0.66,19;108;94;?
129,0.65,58;108;50;?
40,0.65,36;12;119;?
611,0.63,1;108;36;?
16,0.63,1;108;73;?
19,0.63,65;58;94;?
191,0.63,2;27;5;?
71,0.63,9;116;12;?
16,0.63,34;2;119;?
180,0.63,152;28;23;?
127,0.62,1;58;19;?
36,0.61,9;4;23;?
89,0.6,108;11;4;?
129,0.6,108;12;69;?
5,0.6,9;214;182;?
15,0.6,9;27;17;?
10,0.6,25;34;94;?
204,0.59,26;11;60;?
129,0.59,88;185;23;?
301,0.59,4;36;182;?
19,0.58,1;26;185;?
83,0.58,17;20;215;?
68,0.57,19;108;13;?
42,0.57,17;2;22;?
7,0.57,65;58;22;?
466,0.57,25;2;4;?
21,0.57,25;58;1;?
9,0.56,152;9;182;?
137,0.53,185;50;60;?
387,0.52,65;12;5;?
63,0.51,25;4;182;?
35,0.51,88;17;2;?
96,0.51,8;1;20;?
154,0.51,65;27;20;?
2,0.5,50;60;119;?
2,0.5,25;60;5;?
2,0.5,9;11;23;?
2,0.5,34;27;119;?
20,0.5,20;214;182;?
