freq,items
0.14,5580;5172;5168
0.26,5580;5168;5172
0.01,5172;5580;5168
0.02,5172;5168;5580
0.0,5172;5168;5169
0.04,5169;5172;5168
0.05,5169;5168;5172
0.16,5168;5580;5172
0.09,5168;5172;5580
0.03,5168;5172;5169
0.19,5168;5169;5172
