freq,items
0.44,20;22;24;?;?
0.47,88;212;18;?;?
0.43,12;212;18;170;?
0.46,20;29;24;24;?
0.64,20;75;212;24;?
0.42,88;22;18;?;?
0.52,29;18;24;?;?
0.41,12;24;123;?;?
0.44,20;75;212;18;170
0.42,20;14;18;170;?
0.41,56;24;123;?;?
0.58,2;50;24;?;?
0.4,12;56;24;?;?
0.46,75;29;24;?;?
0.54,20;14;212;24;?
0.54,14;29;24;?;?
0.53,28;22;170;?;?
0.43,20;75;212;60;?
0.44,88;24;24;160;?
0.43,88;22;170;24;?
0.61,14;75;212;24;?
0.44,14;28;24;?;?
0.44,2;2;24;24;?
0.5,20;75;170;?;?
0.46,14;88;24;?;?
0.43,88;212;60;?;?
0.44,20;181;160;?;?
0.41,20;75;170;24;?
0.47,75;212;22;?;?
0.43,29;56;24;?;?
0.4,212;24;160;?;?
0.42,12;88;22;170;?
0.43,28;22;170;24;?
0.5,20;75;212;24;24
0.45,29;57;24;?;?
0.41,14;2;2;?;?
0.57,29;2;50;?;?
0.44,88;212;18;170;?
0.51,28;18;170;?;?
0.43,20;24;60;?;?
0.42,12;88;170;?;?
0.47,14;212;22;?;?
0.43,88;2;50;?;?
0.46,20;75;29;24;?
0.4,88;212;24;160;?
0.4,14;75;212;181;?
0.51,29;22;24;?;?
0.55,14;24;24;?;?
0.57,12;88;24;?;?
0.41,12;75;212;24;?
0.48,12;2;50;?;?
0.72,20;75;212;?;?
0.46,12;212;22;?;?
0.42,29;22;147;?;?
0.4,20;14;75;22;?
0.43,14;75;212;22;170
0.46,2;50;2;?;?
0.58,2;2;24;?;?
0.52,12;18;170;?;?
0.44,20;29;22;?;?
0.41,29;2;24;24;?
0.41,12;20;212;?;?
0.57,29;2;2;?;?
0.4,20;75;212;24;160
0.54,20;75;29;?;?
0.41,20;75;22;24;?
0.4,28;2;50;24;?
0.44,12;24;60;?;?
0.43,75;212;181;?;?
0.43,88;24;60;?;?
0.41,14;2;50;?;?
0.43,75;24;160;?;?
0.5,20;28;24;?;?
0.51,20;88;24;?;?
0.47,20;212;170;?;?
0.65,14;75;24;?;?
0.43,20;75;160;?;?
0.44,20;2;2;?;?
0.46,212;22;170;?;?
0.44,12;88;29;?;?
0.4,88;24;123;?;?
0.41,29;24;60;160;?
0.41,75;181;160;?;?
0.47,75;212;170;?;?
0.41,12;75;24;?;?
0.4,12;88;2;?;?
0.54,29;24;160;?;?
0.42,12;212;181;?;?
0.57,20;14;75;212;?
0.42,75;18;24;?;?
0.42,14;181;160;?;?
0.42,14;75;29;24;?
0.5,14;212;24;24;?
0.4,12;14;212;?;?
0.43,88;181;160;?;?
0.51,22;170;24;?;?
0.56,12;88;212;?;?
0.61,12;29;24;?;?
0.47,14;75;212;24;24
0.48,14;75;22;?;?
0.44,75;212;18;170;?
0.4,20;14;75;18;?
0.44,14;75;212;22;?
0.46,12;24;160;?;?
0.41,20;14;88;?;?
0.48,20;75;18;170;?
0.42,20;75;18;24;?
0.46,20;75;60;?;?
0.44,20;29;18;?;?
0.5,75;22;170;?;?
0.55,29;2;24;?;?
0.46,12;212;170;?;?
0.44,20;14;170;?;?
0.44,28;2;50;?;?
0.46,29;24;181;?;?
0.45,20;18;24;?;?
0.64,14;212;24;?;?
0.44,28;2;2;?;?
0.48,29;22;18;170;?
0.42,14;29;18;?;?
0.47,88;212;170;?;?
0.48,75;18;170;?;?
0.4,20;75;57;?;?
0.44,12;22;170;24;?
0.42,28;2;24;?;?
0.4,20;14;28;?;?
0.4,12;56;123;?;?
0.4,28;69;123;?;?
0.42,14;24;60;?;?
0.5,20;212;24;24;?
0.46,75;212;22;170;?
0.44,12;170;24;?;?
0.41,75;22;24;?;?
0.45,2;24;24;?;?
0.43,20;22;18;?;?
0.52,24;24;160;?;?
0.46,20;212;22;170;?
0.44,12;29;22;170;?
0.43,20;212;181;?;?
0.45,12;29;18;?;?
0.43,88;2;2;?;?
0.41,14;29;170;?;?
0.46,24;24;60;?;?
0.42,20;28;212;?;?
0.41,12;88;28;?;?
0.51,29;181;160;?;?
0.52,29;24;24;160;?
0.42,20;14;212;24;24
0.45,12;2;24;?;?
0.5,12;88;212;24;?
0.41,88;18;170;24;?
0.4,88;212;160;?;?
0.43,20;14;75;29;?
0.51,20;14;75;212;24
0.5,20;14;29;?;?
0.4,28;24;123;?;?
0.41,12;22;18;170;?
0.43,14;29;24;24;?
0.41,75;24;24;160;?
0.51,14;22;170;?;?
0.44,28;181;160;?;?
0.41,29;22;170;147;?
0.51,20;75;18;?;?
0.41,14;18;170;24;?
0.43,20;29;22;170;?
0.47,14;212;18;?;?
0.63,12;212;24;?;?
0.44,28;170;24;?;?
0.51,29;2;2;24;?
0.41,12;69;123;?;?
0.58,20;24;24;?;?
0.43,12;2;2;24;?
0.4,28;2;2;24;?
0.42,20;75;25;?;?
0.44,20;212;18;170;?
0.41,24;60;160;?;?
0.41,29;24;147;?;?
0.46,14;212;170;?;?
0.44,28;22;24;?;?
0.44,14;75;181;?;?
0.4,12;57;24;?;?
0.45,88;24;160;?;?
0.51,12;28;24;?;?
0.42,29;24;24;24;?
0.42,14;212;60;?;?
0.44,88;170;24;?;?
0.51,20;75;22;?;?
0.43,20;75;24;160;?
0.42,14;212;181;?;?
0.55,29;50;24;?;?
0.43,20;75;88;?;?
0.42,28;212;24;24;?
0.45,12;181;160;?;?
0.47,88;212;22;?;?
0.51,20;18;170;?;?
0.43,20;14;22;170;?
0.47,20;75;212;22;?
0.46,20;24;160;?;?
0.48,14;75;18;?;?
0.4,75;212;160;?;?
0.42,28;22;18;?;?
0.5,20;75;22;170;?
0.43,29;56;123;?;?
0.43,24;24;24;?;?
0.41,14;75;212;18;170
0.43,75;212;60;?;?
0.49,18;170;24;?;?
0.42,12;18;170;24;?
0.46,88;29;24;?;?
0.4,12;29;2;2;?
0.46,14;75;22;170;?
0.44,28;24;60;?;?
0.42,12;212;60;?;?
0.45,12;88;24;24;?
0.5,88;212;24;24;?
0.4,14;29;22;170;?
0.44,28;24;24;160;?
0.46,20;75;212;22;170
0.43,88;212;181;?;?
0.43,14;22;24;?;?
0.65,20;212;24;?;?
0.4,20;22;18;170;?
0.46,12;29;2;?;?
0.47,20;212;22;?;?
0.44,12;29;170;?;?
0.65,88;212;24;?;?
0.44,20;170;24;?;?
0.4,20;75;212;160;?
0.41,14;22;18;?;?
0.54,75;24;24;?;?
0.44,20;14;18;?;?
0.46,20;14;24;24;?
0.46,29;69;123;?;?
0.43,20;14;29;24;?
0.61,20;14;212;?;?
0.42,14;22;170;24;?
0.41,88;2;24;?;?
0.45,14;75;18;170;?
0.41,20;75;22;170;24
0.4,56;69;24;?;?
0.59,12;24;24;?;?
0.41,29;56;69;?;?
0.42,20;29;2;?;?
0.46,12;75;212;?;?
0.45,14;88;212;24;?
0.46,88;212;22;170;?
0.44,20;24;24;160;?
0.45,29;60;160;?;?
0.41,12;57;123;?;?
0.46,28;24;160;?;?
0.5,20;88;212;24;?
0.44,14;24;160;?;?
0.48,22;18;170;?;?
0.42,29;24;181;160;?
0.43,12;88;18;?;?
0.49,29;18;170;24;?
0.4,29;22;18;24;?
0.44,20;2;50;?;?
0.48,12;2;2;?;?
0.4,20;212;24;160;?
0.42,29;50;24;24;?
0.44,20;14;22;?;?
0.55,28;212;24;?;?
0.41,75;24;60;?;?
0.43,14;170;24;?;?
0.55,20;14;75;24;?
0.4,12;29;2;50;?
0.44,212;18;170;?;?
0.41,20;14;181;?;?
0.44,50;24;24;?;?
0.47,20;75;212;170;?
0.44,28;18;24;?;?
0.41,20;75;24;24;160
0.58,28;24;24;?;?
0.5,14;88;212;?;?
0.41,20;29;18;170;?
0.42,24;181;160;?;?
0.41,22;170;147;?;?
0.44,14;212;18;170;?
0.55,20;88;212;?;?
0.43,12;22;18;?;?
0.44,12;2;50;24;?
0.45,12;18;24;?;?
0.42,12;29;50;?;?
0.43,12;88;22;?;?
0.6,20;14;24;?;?
0.49,14;18;170;?;?
0.45,29;69;24;?;?
0.45,20;75;2;?;?
0.42,12;28;29;?;?
0.4,14;75;24;160;?
0.4,12;29;181;?;?
0.42,20;18;170;24;?
0.42,14;75;2;?;?
0.46,14;212;22;170;?
0.4,20;14;2;?;?
0.44,88;22;24;?;?
0.5,28;29;24;?;?
0.42,12;29;18;170;?
0.51,14;75;24;24;?
0.4,12;88;18;170;?
0.41,20;14;88;212;?
0.41,28;50;24;?;?
0.51,29;22;170;24;?
0.44,88;18;24;?;?
0.42,14;24;24;160;?
0.42,20;75;88;212;?
0.43,20;212;60;?;?
0.44,14;75;212;18;?
0.63,29;22;170;?;?
0.4,75;212;24;160;?
0.51,29;24;60;?;?
0.58,20;29;24;?;?
0.47,20;75;181;?;?
0.68,29;24;24;?;?
0.67,14;75;212;?;?
0.5,212;24;24;?;?
0.43,20;29;170;?;?
0.48,29;24;123;?;?
0.61,20;14;75;?;?
0.42,56;69;123;?;?
