freq,items
0.4,29;18;170;21;?;?;?;?
0.53,75;41;63;21;?;?;?;?
0.44,29;25;63;22;18;?;?;?
0.42,20;41;29;18;170;?;?;?
0.48,20;41;162;?;?;?;?;?
0.4,20;75;17;22;18;?;?;?
0.42,20;14;75;12;212;21;?;?
0.54,41;29;18;?;?;?;?;?
0.48,14;75;21;116;?;?;?;?
0.43,14;63;21;116;?;?;?;?
0.57,20;14;29;25;21;?;?;?
0.45,14;41;22;?;?;?;?;?
0.45,75;41;212;?;?;?;?;?
0.44,29;18;21;?;?;?;?;?
0.41,41;25;17;22;?;?;?;?
0.59,20;14;29;17;21;?;?;?
0.41,29;12;212;21;?;?;?;?
0.56,20;75;29;17;63;?;?;?
0.4,14;75;41;25;63;17;?;?
0.4,20;5;21;?;?;?;?;?
0.53,29;88;212;?;?;?;?;?
0.42,20;75;41;29;28;?;?;?
0.43,14;63;8;116;?;?;?;?
0.43,75;41;29;25;17;21;?;?
0.47,29;17;22;18;?;?;?;?
0.51,25;22;170;?;?;?;?;?
0.44,20;14;75;41;29;17;63;21
0.41,75;41;21;162;?;?;?;?
0.53,41;28;212;?;?;?;?;?
0.4,20;14;162;154;?;?;?;?
0.42,20;17;63;18;?;?;?;?
0.54,20;14;75;29;25;63;21;?
0.4,20;14;75;29;25;162;?;?
0.43,63;162;154;?;?;?;?;?
0.49,20;14;170;?;?;?;?;?
0.63,20;14;75;29;63;?;?;?
0.41,20;41;29;22;18;?;?;?
0.44,41;25;22;18;?;?;?;?
0.44,20;75;63;170;?;?;?;?
0.44,20;215;152;?;?;?;?;?
0.43,20;25;22;18;?;?;?;?
0.46,14;75;21;17;?;?;?;?
0.46,41;88;17;?;?;?;?;?
0.6,75;29;25;17;?;?;?;?
0.46,14;17;22;170;?;?;?;?
0.46,20;28;88;21;?;?;?;?
0.41,14;29;63;22;170;?;?;?
0.47,12;212;17;?;?;?;?;?
0.49,29;25;63;8;116;?;?;?
0.43,14;29;21;8;?;?;?;?
0.44,29;215;21;?;?;?;?;?
0.44,20;75;25;21;162;?;?;?
0.48,41;88;21;?;?;?;?;?
0.49,20;41;12;?;?;?;?;?
0.43,20;14;75;29;12;?;?;?
0.43,63;21;8;116;?;?;?;?
0.45,20;14;8;116;?;?;?;?
0.74,20;14;29;?;?;?;?;?
0.42,75;29;17;170;?;?;?;?
0.43,20;75;17;8;116;?;?;?
0.42,14;41;88;212;21;?;?;?
0.62,20;14;75;25;17;?;?;?
0.41,29;17;63;18;170;?;?;?
0.46,14;29;116;?;?;?;?;?
0.5,41;28;21;?;?;?;?;?
0.48,20;75;88;17;?;?;?;?
0.43,20;75;25;63;22;?;?;?
0.43,14;29;28;88;?;?;?;?
0.49,41;63;18;?;?;?;?;?
0.71,41;29;17;21;?;?;?;?
0.48,20;29;12;?;?;?;?;?
0.43,20;63;21;8;?;?;?;?
0.65,14;75;41;29;?;?;?;?
0.44,20;14;75;41;88;212;?;?
0.41,75;63;8;116;?;?;?;?
0.48,29;21;17;162;?;?;?;?
0.48,20;28;212;17;?;?;?;?
0.4,12;17;21;?;?;?;?;?
0.42,41;88;12;?;?;?;?;?
0.41,20;29;17;162;154;?;?;?
0.56,20;14;75;41;29;63;?;?
0.42,14;29;12;212;?;?;?;?
0.42,20;29;12;21;?;?;?;?
0.41,14;75;17;21;8;?;?;?
0.76,14;29;17;?;?;?;?;?
0.45,41;25;63;17;162;?;?;?
0.48,41;29;22;18;?;?;?;?
0.4,20;29;25;63;18;170;?;?
0.41,14;75;41;29;22;?;?;?
0.44,20;14;75;17;22;?;?;?
0.55,29;17;17;?;?;?;?;?
0.59,14;75;29;17;21;?;?;?
0.42,75;29;25;8;?;?;?;?
0.42,41;29;25;63;18;170;?;?
0.43,20;75;63;22;170;?;?;?
0.44,14;75;17;116;?;?;?;?
0.55,14;75;12;?;?;?;?;?
0.57,20;75;41;29;63;?;?;?
0.49,17;21;8;?;?;?;?;?
0.7,14;41;17;?;?;?;?;?
0.41,20;75;29;25;17;162;?;?
0.43,14;41;29;170;?;?;?;?
0.42,75;17;18;170;?;?;?;?
0.43,17;22;170;154;?;?;?;?
0.53,14;75;41;25;21;?;?;?
0.41,20;41;29;25;63;8;?;?
0.74,20;29;63;?;?;?;?;?
0.42,14;75;63;116;?;?;?;?
0.42,20;75;41;17;162;?;?;?
0.43,41;29;17;63;17;?;?;?
0.51,29;63;22;170;?;?;?;?
0.63,75;25;21;?;?;?;?;?
0.49,20;25;22;?;?;?;?;?
0.42,41;17;63;21;162;?;?;?
0.52,14;17;162;?;?;?;?;?
0.43,75;12;212;17;?;?;?;?
0.47,20;75;12;17;?;?;?;?
0.47,20;14;212;17;?;?;?;?
0.42,14;75;41;18;?;?;?;?
0.65,20;41;29;25;?;?;?;?
0.46,20;75;29;170;?;?;?;?
0.4,75;29;25;21;162;?;?;?
0.51,20;75;41;29;63;21;?;?
0.45,20;75;21;8;?;?;?;?
0.58,75;41;25;63;?;?;?;?
0.49,14;75;29;17;63;21;?;?
0.45,14;63;170;?;?;?;?;?
0.49,75;88;21;?;?;?;?;?
0.66,20;41;25;63;?;?;?;?
0.42,20;75;41;22;?;?;?;?
0.78,14;75;17;?;?;?;?;?
0.41,20;75;29;21;17;?;?;?
0.51,29;25;63;18;?;?;?;?
0.51,20;41;25;17;21;?;?;?
0.49,25;17;8;?;?;?;?;?
0.64,14;29;17;21;?;?;?;?
0.41,29;25;63;154;?;?;?;?
0.44,20;14;29;21;162;?;?;?
0.4,14;29;25;63;116;?;?;?
0.69,20;14;75;21;?;?;?;?
0.43,20;14;75;25;162;?;?;?
0.58,20;14;25;63;21;?;?;?
0.41,41;170;21;?;?;?;?;?
0.45,41;170;154;?;?;?;?;?
0.49,20;75;88;212;21;?;?;?
0.43,20;41;29;17;8;?;?;?
0.42,20;75;21;154;?;?;?;?
0.57,20;14;75;41;25;63;?;?
0.45,14;75;28;212;17;?;?;?
0.55,20;14;12;?;?;?;?;?
0.45,29;25;17;63;21;?;?;?
0.48,20;17;21;116;?;?;?;?
0.72,41;29;25;17;?;?;?;?
0.5,20;75;41;29;17;63;?;?
0.45,20;17;21;8;?;?;?;?
0.44,20;14;41;29;17;63;21;?
0.44,75;29;88;212;?;?;?;?
0.49,20;17;22;170;?;?;?;?
0.41,20;14;25;63;22;?;?;?
0.48,20;29;17;17;?;?;?;?
0.44,14;25;116;?;?;?;?;?
0.46,14;29;12;?;?;?;?;?
0.43,14;29;25;18;?;?;?;?
0.55,20;41;29;25;63;21;?;?
0.73,20;75;25;?;?;?;?;?
0.4,20;14;22;154;?;?;?;?
0.48,12;212;21;?;?;?;?;?
0.79,41;25;63;?;?;?;?;?
0.41,20;75;17;162;154;?;?;?
0.42,20;14;75;41;18;?;?;?
0.41,41;25;17;8;116;?;?;?
0.57,20;14;28;?;?;?;?;?
0.44,20;14;75;41;28;212;?;?
0.48,29;63;21;8;?;?;?;?
0.56,14;25;17;21;?;?;?;?
0.46,20;75;21;17;?;?;?;?
0.47,20;29;8;116;?;?;?;?
0.43,14;75;41;8;?;?;?;?
0.41,14;41;17;18;?;?;?;?
0.47,41;29;17;8;116;?;?;?
0.4,14;75;25;17;8;?;?;?
0.45,20;29;63;21;162;?;?;?
0.44,41;29;25;63;17;162;?;?
0.55,41;63;17;?;?;?;?;?
0.49,20;14;41;29;25;63;21;?
0.46,41;29;25;8;116;?;?;?
0.46,14;63;162;?;?;?;?;?
0.43,20;14;75;22;18;?;?;?
0.42,20;29;21;154;?;?;?;?
0.4,14;75;29;63;18;?;?;?
0.45,41;29;17;21;8;?;?;?
0.44,20;75;17;22;170;?;?;?
0.4,20;14;75;41;29;22;?;?
0.41,20;14;75;29;17;22;?;?
0.5,20;14;75;41;29;63;21;?
0.52,20;41;17;63;21;?;?;?
0.43,14;17;21;8;?;?;?;?
0.43,41;29;21;154;?;?;?;?
0.4,41;29;22;21;?;?;?;?
0.44,20;29;25;63;170;?;?;?
0.44,29;17;63;22;170;?;?;?
0.41,20;25;17;18;?;?;?;?
0.6,29;63;17;?;?;?;?;?
0.5,20;14;75;41;25;63;21;?
0.58,20;41;29;25;21;?;?;?
0.46,20;29;63;18;?;?;?;?
0.49,29;25;63;22;170;?;?;?
0.44,41;28;12;?;?;?;?;?
0.41,14;25;21;8;?;?;?;?
0.4,75;29;63;170;?;?;?;?
0.46,20;29;17;21;162;?;?;?
0.4,20;41;25;116;?;?;?;?
0.42,20;41;29;63;8;?;?;?
0.4,20;75;29;12;212;?;?;?
0.41,14;41;17;170;?;?;?;?
0.4,20;14;75;28;88;212;17;?
0.49,29;25;17;8;?;?;?;?
0.44,29;25;17;116;?;?;?;?
0.47,20;25;22;170;?;?;?;?
0.44,25;17;170;?;?;?;?;?
0.41,20;14;63;22;170;?;?;?
0.56,20;14;75;41;29;21;?;?
0.64,20;75;41;17;?;?;?;?
0.49,14;29;22;?;?;?;?;?
0.43,20;14;75;21;8;?;?;?
0.5,20;75;28;21;?;?;?;?
0.42,14;75;41;162;?;?;?;?
0.53,20;75;41;29;17;21;?;?
0.42,20;75;41;12;212;?;?;?
0.46,14;25;18;?;?;?;?;?
0.43,14;75;25;63;22;?;?;?
0.44,20;28;88;212;17;?;?;?
0.55,20;14;75;41;29;25;63;?
0.42,41;29;25;63;21;8;?;?
0.42,41;18;21;?;?;?;?;?
0.47,41;63;21;116;?;?;?;?
0.41,20;41;215;?;?;?;?;?
0.43,29;63;21;17;162;?;?;?
0.45,75;25;162;?;?;?;?;?
0.42,75;41;22;?;?;?;?;?
0.44,75;17;21;116;?;?;?;?
0.41,14;75;29;25;17;162;?;?
0.48,75;28;17;?;?;?;?;?
0.68,14;17;21;?;?;?;?;?
0.46,14;75;17;170;?;?;?;?
0.49,20;29;88;?;?;?;?;?
0.41,25;63;21;17;162;?;?;?
0.42,20;14;41;18;?;?;?;?
0.45,20;41;29;63;17;?;?;?
0.44,20;29;28;21;?;?;?;?
0.63,14;17;63;?;?;?;?;?
0.45,41;212;17;?;?;?;?;?
0.47,17;162;154;?;?;?;?;?
0.45,20;14;75;29;162;?;?;?
0.43,63;21;17;162;?;?;?;?
0.51,25;63;22;?;?;?;?;?
0.49,29;17;21;8;?;?;?;?
0.44,29;88;17;?;?;?;?;?
0.4,20;29;12;17;?;?;?;?
0.41,20;29;25;22;18;?;?;?
0.43,29;25;170;154;?;?;?;?
0.53,14;28;88;212;?;?;?;?
0.44,14;63;22;170;?;?;?;?
0.44,75;63;22;?;?;?;?;?
0.41,29;25;63;18;154;?;?;?
0.52,29;17;21;116;?;?;?;?
0.42,20;75;154;?;?;?;?;?
0.42,20;14;29;21;116;?;?;?
0.42,29;63;22;18;170;?;?;?
0.52,20;29;162;?;?;?;?;?
0.51,20;29;28;?;?;?;?;?
0.49,41;17;22;170;?;?;?;?
0.51,14;75;41;25;63;21;?;?
0.68,20;14;63;?;?;?;?;?
0.42,20;14;75;28;88;21;?;?
0.42,22;170;21;?;?;?;?;?
0.44,29;18;170;154;?;?;?;?
0.66,14;75;17;21;?;?;?;?
0.41,29;88;12;?;?;?;?;?
0.47,14;75;12;17;?;?;?;?
0.46,20;29;17;22;170;?;?;?
0.51,28;212;21;?;?;?;?;?
0.5,20;21;17;?;?;?;?;?
0.46,14;17;116;?;?;?;?;?
0.53,14;75;41;29;25;17;?;?
0.42,14;75;21;17;162;?;?;?
0.48,29;63;18;170;?;?;?;?
0.43,75;88;12;?;?;?;?;?
0.44,14;25;63;22;?;?;?;?
0.41,14;29;25;63;22;?;?;?
0.44,20;41;29;88;?;?;?;?
0.4,41;25;18;154;?;?;?;?
0.6,20;75;29;25;17;?;?;?
0.42,20;75;63;17;162;?;?;?
0.42,14;29;63;116;?;?;?;?
0.45,20;28;88;12;?;?;?;?
0.47,41;63;8;116;?;?;?;?
0.42,20;14;17;116;?;?;?;?
0.4,21;17;154;?;?;?;?;?
0.43,25;170;154;?;?;?;?;?
0.43,17;63;21;116;?;?;?;?
0.42,20;14;17;21;116;?;?;?
0.43,20;41;25;18;?;?;?;?
0.48,41;25;63;22;?;?;?;?
0.54,20;75;28;212;?;?;?;?
0.4,20;14;17;17;162;?;?;?
0.4,20;75;25;63;116;?;?;?
0.51,14;63;17;?;?;?;?;?
0.46,41;25;63;8;116;?;?;?
0.63,20;14;29;21;?;?;?;?
0.54,14;75;17;63;21;?;?;?
0.5,14;75;12;212;?;?;?;?
0.45,20;17;154;?;?;?;?;?
0.69,20;75;25;63;?;?;?;?
0.43,14;41;116;?;?;?;?;?
0.44,20;75;17;21;116;?;?;?
0.5,41;22;18;?;?;?;?;?
0.43,20;75;25;63;18;?;?;?
0.42,20;41;29;17;170;?;?;?
0.41,20;29;63;21;17;?;?;?
0.41,14;75;63;8;116;?;?;?
0.46,20;75;25;8;?;?;?;?
0.5,20;14;12;212;?;?;?;?
0.57,20;14;75;25;63;21;?;?
0.49,20;14;75;28;88;?;?;?
0.41,20;75;29;25;22;?;?;?
0.42,14;17;162;154;?;?;?;?
0.45,20;75;41;25;17;21;?;?
0.57,20;14;75;41;29;25;?;?
0.43,20;14;75;29;25;63;17;?
0.42,20;14;41;170;?;?;?;?
0.42,75;41;18;?;?;?;?;?
0.4,20;75;41;29;17;162;?;?
0.41,20;14;75;63;22;170;?;?
0.45,41;18;154;?;?;?;?;?
0.4,20;14;41;25;63;17;?;?
0.51,14;17;8;?;?;?;?;?
0.44,14;25;63;18;?;?;?;?
0.43,20;41;17;22;?;?;?;?
0.41,14;41;28;17;?;?;?;?
0.43,29;25;18;154;?;?;?;?
0.42,41;29;17;63;162;?;?;?
0.58,29;25;63;17;?;?;?;?
0.5,14;75;41;29;17;63;?;?
0.63,14;41;29;25;?;?;?;?
0.41,14;29;63;8;116;?;?;?
0.44,14;75;12;212;21;?;?;?
0.51,29;25;22;170;?;?;?;?
0.44,41;28;212;17;?;?;?;?
0.44,20;14;17;170;?;?;?;?
0.66,14;25;21;?;?;?;?;?
0.44,14;75;41;28;212;?;?;?
0.47,14;41;8;?;?;?;?;?
0.41,20;14;75;28;88;17;?;?
0.75,14;75;29;?;?;?;?;?
0.55,41;21;162;?;?;?;?;?
0.45,41;29;63;8;116;?;?;?
0.4,75;25;63;17;162;?;?;?
0.42,14;29;17;8;116;?;?;?
0.72,14;75;63;?;?;?;?;?
0.43,17;21;17;162;?;?;?;?
0.46,20;29;21;17;?;?;?;?
0.62,14;29;63;21;?;?;?;?
0.42,20;14;75;29;28;212;?;?
0.4,20;14;154;?;?;?;?;?
0.63,20;14;17;21;?;?;?;?
0.44,29;17;22;154;?;?;?;?
0.49,14;41;25;17;21;?;?;?
0.5,63;8;116;?;?;?;?;?
0.42,14;41;29;17;8;?;?;?
0.41,29;63;21;162;154;?;?;?
0.64,20;14;41;17;?;?;?;?
0.49,14;29;162;?;?;?;?;?
0.43,41;63;22;18;?;?;?;?
0.54,20;14;75;88;?;?;?;?
0.47,20;12;212;21;?;?;?;?
0.43,29;17;21;17;162;?;?;?
0.4,20;14;75;41;22;170;?;?
0.45,20;14;75;29;28;?;?;?
0.74,29;25;63;21;?;?;?;?
0.4,14;41;63;162;?;?;?;?
0.4,20;14;29;25;22;?;?;?
0.46,20;14;88;212;17;?;?;?
0.46,41;29;25;63;18;?;?;?
0.41,20;41;29;21;17;?;?;?
0.43,20;14;75;25;18;?;?;?
0.42,20;75;29;8;116;?;?;?
0.42,75;170;154;?;?;?;?;?
0.42,20;75;63;116;?;?;?;?
0.48,63;18;170;?;?;?;?;?
0.42,75;41;29;28;?;?;?;?
0.43,20;14;63;22;?;?;?;?
0.4,41;29;212;17;?;?;?;?
0.59,20;14;75;41;63;?;?;?
0.41,25;63;21;8;116;?;?;?
0.43,20;17;63;17;?;?;?;?
0.44,14;29;25;162;?;?;?;?
0.42,41;5;21;?;?;?;?;?
0.64,75;41;17;?;?;?;?;?
0.4,75;63;18;170;?;?;?;?
0.43,29;25;22;154;?;?;?;?
0.43,20;41;29;28;212;?;?;?
0.42,75;29;63;8;?;?;?;?
0.69,20;14;29;17;?;?;?;?
0.54,28;88;212;?;?;?;?;?
0.45,20;25;63;116;?;?;?;?
0.48,29;25;63;17;162;?;?;?
0.41,20;75;25;8;116;?;?;?
0.41,29;17;63;21;8;?;?;?
0.48,29;170;154;?;?;?;?;?
0.5,41;17;170;?;?;?;?;?
0.4,14;75;215;152;?;?;?;?
0.4,20;14;75;17;18;170;?;?
0.41,20;25;63;22;18;?;?;?
0.41,20;28;12;21;?;?;?;?
0.42,41;29;63;22;18;?;?;?
0.46,14;25;17;162;?;?;?;?
0.56,14;75;29;17;63;?;?;?
0.49,14;8;116;?;?;?;?;?
0.45,20;25;63;22;170;?;?;?
0.42,29;63;21;154;?;?;?;?
0.49,20;63;18;?;?;?;?;?
0.48,20;75;28;17;?;?;?;?
0.57,75;29;63;21;?;?;?;?
0.45,75;25;22;?;?;?;?;?
0.46,41;29;63;22;170;?;?;?
0.44,14;75;25;18;?;?;?;?
0.5,25;63;21;162;?;?;?;?
0.46,20;14;25;63;17;?;?;?
0.4,20;14;29;25;18;?;?;?
0.49,41;25;21;162;?;?;?;?
0.4,20;75;28;12;212;?;?;?
0.44,14;25;22;170;?;?;?;?
0.44,14;41;22;170;?;?;?;?
0.43,20;14;21;8;?;?;?;?
0.45,14;28;88;17;?;?;?;?
0.41,41;25;21;8;116;?;?;?
0.43,14;75;17;8;116;?;?;?
0.5,20;14;28;88;212;?;?;?
0.48,17;21;17;?;?;?;?;?
0.4,41;29;25;17;116;?;?;?
0.42,20;75;25;21;116;?;?;?
0.47,20;75;41;28;?;?;?;?
0.49,20;41;88;212;?;?;?;?
0.69,14;75;25;63;?;?;?;?
0.58,14;75;41;25;63;?;?;?
0.42,20;29;18;154;?;?;?;?
0.44,20;14;29;88;?;?;?;?
0.41,20;75;22;170;154;?;?;?
0.45,41;88;212;17;?;?;?;?
0.53,14;28;88;?;?;?;?;?
0.44,14;75;29;17;8;?;?;?
0.43,14;29;63;18;?;?;?;?
0.72,14;29;25;?;?;?;?;?
0.53,29;21;17;?;?;?;?;?
0.44,17;18;154;?;?;?;?;?
0.43,20;29;25;63;21;162;?;?
0.41,20;17;63;22;170;?;?;?
0.49,25;63;8;116;?;?;?;?
0.4,14;25;22;18;?;?;?;?
0.42,14;41;25;8;?;?;?;?
0.5,20;75;63;17;?;?;?;?
0.64,14;41;21;?;?;?;?;?
0.79,20;29;17;?;?;?;?;?
0.43,75;28;88;12;?;?;?;?
0.49,20;75;88;21;?;?;?;?
0.46,20;29;25;18;?;?;?;?
0.42,29;63;18;154;?;?;?;?
0.43,29;88;212;17;?;?;?;?
0.46,20;75;17;18;?;?;?;?
0.43,20;14;75;29;22;170;?;?
0.53,20;25;63;17;?;?;?;?
0.48,41;29;152;?;?;?;?;?
0.47,41;25;63;21;162;?;?;?
0.48,14;41;88;212;?;?;?;?
0.65,29;17;63;21;?;?;?;?
0.44,14;75;63;170;?;?;?;?
0.65,75;29;21;?;?;?;?;?
0.67,20;41;21;?;?;?;?;?
0.45,41;21;154;?;?;?;?;?
0.48,41;29;25;18;?;?;?;?
0.41,75;29;25;63;8;?;?;?
0.44,20;14;75;41;12;?;?;?
0.42,20;29;63;18;170;?;?;?
0.44,20;75;12;212;21;?;?;?
0.42,41;29;17;63;22;?;?;?
0.4,14;75;29;21;8;?;?;?
0.41,29;25;63;170;154;?;?;?
0.46,20;75;29;28;?;?;?;?
0.44,20;22;170;154;?;?;?;?
0.5,41;25;17;63;?;?;?;?
0.5,20;14;75;41;29;25;21;?
0.51,14;75;41;29;63;21;?;?
0.68,14;29;25;63;?;?;?;?
0.4,20;14;63;116;?;?;?;?
0.42,20;14;28;88;12;?;?;?
0.45,20;14;75;12;17;?;?;?
0.53,14;75;41;29;17;21;?;?
0.56,20;75;41;29;25;63;?;?
0.48,14;75;116;?;?;?;?;?
0.41,14;75;41;29;18;?;?;?
0.59,75;41;21;?;?;?;?;?
0.7,14;29;21;?;?;?;?;?
0.47,20;25;116;?;?;?;?;?
0.46,20;75;29;212;?;?;?;?
0.46,25;63;21;8;?;?;?;?
0.72,20;14;75;29;?;?;?;?
0.42,20;29;170;154;?;?;?;?
0.52,29;22;18;?;?;?;?;?
0.43,20;14;41;29;25;17;21;?
0.42,28;12;21;?;?;?;?;?
0.4,20;14;29;25;170;?;?;?
0.49,20;41;8;?;?;?;?;?
0.41,75;29;63;162;?;?;?;?
0.45,17;63;170;?;?;?;?;?
0.65,29;25;17;21;?;?;?;?
0.63,20;41;29;25;63;?;?;?
0.42,14;75;17;17;162;?;?;?
0.46,20;14;75;28;17;?;?;?
0.43,20;14;63;18;?;?;?;?
0.43,17;22;18;170;?;?;?;?
0.47,20;75;8;116;?;?;?;?
0.48,75;25;63;17;?;?;?;?
0.61,20;75;41;29;17;?;?;?
0.43,20;14;41;8;?;?;?;?
0.4,14;25;63;18;170;?;?;?
0.45,41;17;22;18;?;?;?;?
0.41,75;25;63;22;170;?;?;?
0.54,29;17;170;?;?;?;?;?
0.43,14;75;63;21;162;?;?;?
0.4,20;14;29;21;17;?;?;?
0.42,20;41;25;63;8;?;?;?
0.41,20;14;29;8;116;?;?;?
0.47,20;14;28;17;?;?;?;?
0.48,14;29;212;?;?;?;?;?
0.64,20;14;29;63;?;?;?;?
0.44,20;14;25;162;?;?;?;?
0.46,29;25;63;18;170;?;?;?
0.54,14;75;28;212;?;?;?;?
0.65,20;29;63;21;?;?;?;?
0.48,63;21;8;?;?;?;?;?
0.48,22;18;170;?;?;?;?;?
0.44,41;29;25;63;8;116;?;?
0.47,14;75;28;212;21;?;?;?
0.5,20;14;8;?;?;?;?;?
0.45,75;41;88;?;?;?;?;?
0.45,20;41;25;63;17;?;?;?
0.45,25;17;116;?;?;?;?;?
0.52,75;17;162;?;?;?;?;?
0.52,14;21;162;?;?;?;?;?
0.78,41;29;21;?;?;?;?;?
0.41,41;18;170;154;?;?;?;?
0.4,25;17;18;170;?;?;?;?
0.43,25;21;17;162;?;?;?;?
0.47,14;29;22;170;?;?;?;?
0.45,41;25;18;170;?;?;?;?
0.42,20;29;162;154;?;?;?;?
0.49,20;75;41;29;25;63;21;?
0.42,20;14;75;215;?;?;?;?
0.45,20;75;29;63;17;?;?;?
0.53,41;63;8;?;?;?;?;?
0.41,20;14;41;29;22;?;?;?
0.6,20;41;25;21;?;?;?;?
0.44,75;29;22;170;?;?;?;?
0.45,20;29;21;8;?;?;?;?
0.41,20;14;75;41;12;212;?;?
0.44,20;75;41;29;17;63;21;?
0.56,20;75;12;?;?;?;?;?
0.46,75;29;17;162;?;?;?;?
0.46,75;29;18;?;?;?;?;?
0.51,41;29;8;116;?;?;?;?
0.47,14;17;22;?;?;?;?;?
0.42,20;41;12;17;?;?;?;?
0.4,20;25;162;154;?;?;?;?
0.43,41;29;22;154;?;?;?;?
0.43,75;28;88;17;?;?;?;?
0.49,41;25;63;162;?;?;?;?
0.44,14;75;63;22;?;?;?;?
0.44,14;75;25;63;8;?;?;?
0.52,20;14;75;41;29;17;21;?
0.42,14;75;29;21;116;?;?;?
0.44,20;75;28;88;212;21;?;?
0.41,41;17;21;17;162;?;?;?
0.56,14;17;63;21;?;?;?;?
0.42,20;75;29;18;170;?;?;?
0.4,20;14;63;17;162;?;?;?
0.51,14;75;170;?;?;?;?;?
0.46,41;17;63;8;?;?;?;?
0.41,41;17;18;154;?;?;?;?
0.47,20;41;29;8;?;?;?;?
0.4,41;29;25;17;22;?;?;?
0.47,20;29;17;18;?;?;?;?
0.41,14;29;63;21;116;?;?;?
0.46,14;75;29;28;?;?;?;?
0.44,20;14;17;22;?;?;?;?
0.43,20;75;28;88;12;?;?;?
0.42,14;41;29;25;63;17;?;?
0.42,14;41;29;22;170;?;?;?
0.41,14;75;29;25;162;?;?;?
0.43,14;29;5;?;?;?;?;?
0.41,14;63;21;17;?;?;?;?
0.6,14;41;25;17;?;?;?;?
0.52,75;41;17;63;?;?;?;?
0.45,20;41;29;170;?;?;?;?
0.44,20;29;25;63;18;?;?;?
0.41,20;14;75;88;12;?;?;?
0.43,20;29;25;21;116;?;?;?
0.52,14;75;18;?;?;?;?;?
0.5,20;41;29;17;63;21;?;?
0.49,20;75;116;?;?;?;?;?
0.42,25;22;18;170;?;?;?;?
0.66,14;41;25;?;?;?;?;?
0.48,75;21;116;?;?;?;?;?
0.55,41;17;8;?;?;?;?;?
0.5,20;29;212;?;?;?;?;?
0.51,20;75;41;25;63;21;?;?
0.41,20;29;17;22;18;?;?;?
0.53,41;29;63;17;?;?;?;?
0.46,20;41;29;162;?;?;?;?
0.44,14;41;17;8;?;?;?;?
0.41,14;75;22;170;154;?;?;?
0.72,14;25;63;?;?;?;?;?
0.47,41;88;212;21;?;?;?;?
0.42,20;22;21;?;?;?;?;?
0.42,14;41;29;12;?;?;?;?
0.48,41;29;5;?;?;?;?;?
0.48,25;21;8;?;?;?;?;?
0.49,20;29;116;?;?;?;?;?
0.45,41;25;21;17;?;?;?;?
0.41,20;41;25;22;170;?;?;?
0.46,20;14;116;?;?;?;?;?
0.51,14;22;170;?;?;?;?;?
0.44,20;14;63;8;?;?;?;?
0.48,41;29;25;17;63;?;?;?
0.43,20;29;88;21;?;?;?;?
0.42,14;75;29;17;22;?;?;?
0.4,41;29;17;21;8;116;?;?
0.41,14;29;25;8;116;?;?;?
0.49,14;29;18;?;?;?;?;?
0.45,20;29;215;?;?;?;?;?
0.5,41;17;116;?;?;?;?;?
0.42,20;28;12;212;?;?;?;?
0.41,20;75;29;25;18;?;?;?
0.41,20;75;63;21;116;?;?;?
0.41,41;17;22;154;?;?;?;?
0.46,20;75;17;22;?;?;?;?
0.49,20;17;116;?;?;?;?;?
0.46,41;29;25;63;22;?;?;?
0.4,20;75;25;63;17;162;?;?
0.42,14;75;28;88;212;17;?;?
0.54,20;14;28;212;?;?;?;?
0.41,75;21;162;154;?;?;?;?
0.53,20;75;41;29;25;17;?;?
0.43,75;25;63;18;?;?;?;?
0.51,20;25;8;?;?;?;?;?
0.41,20;14;75;41;170;?;?;?
0.51,29;25;63;162;?;?;?;?
0.41,20;14;75;41;28;88;212;?
0.43,20;14;75;17;21;162;?;?
0.43,20;14;25;170;?;?;?;?
0.42,20;14;63;170;?;?;?;?
0.43,14;75;28;88;12;?;?;?
0.45,25;17;63;21;?;?;?;?
0.68,20;29;25;17;?;?;?;?
0.41,41;25;17;170;?;?;?;?
0.41,14;41;17;22;?;?;?;?
0.43,20;14;75;63;8;?;?;?
0.54,20;14;75;29;17;63;?;?
0.4,75;29;28;21;?;?;?;?
0.47,14;17;170;?;?;?;?;?
0.43,41;17;63;22;?;?;?;?
0.49,41;29;17;22;?;?;?;?
0.46,29;17;63;17;?;?;?;?
0.43,41;25;63;21;17;?;?;?
0.44,14;41;28;88;?;?;?;?
0.45,20;14;41;12;?;?;?;?
0.48,20;14;75;12;212;?;?;?
0.4,20;29;63;22;18;?;?;?
0.42,20;14;88;12;?;?;?;?
0.41,20;14;75;25;63;170;?;?
0.41,14;63;18;170;?;?;?;?
0.46,20;75;22;18;?;?;?;?
0.44,17;63;22;170;?;?;?;?
0.4,14;29;25;63;22;170;?;?
0.43,29;63;162;154;?;?;?;?
0.45,28;88;212;17;?;?;?;?
0.5,29;25;63;21;162;?;?;?
0.49,20;88;212;17;?;?;?;?
0.42,14;25;63;21;116;?;?;?
0.45,29;17;63;18;?;?;?;?
0.46,20;29;63;162;?;?;?;?
0.51,25;21;116;?;?;?;?;?
0.45,20;75;17;21;162;?;?;?
0.4,20;75;215;152;?;?;?;?
0.41,14;28;12;21;?;?;?;?
0.42,14;75;25;63;21;162;?;?
0.43,75;29;28;212;?;?;?;?
0.46,20;75;29;22;?;?;?;?
0.46,14;75;17;18;?;?;?;?
