freq,items
0.46,29;137;18;170;?;?
0.41,11;54;137;18;170;?
0.59,54;137;48;?;?;?
0.4,54;137;235;?;?;?
0.42,29;137;22;18;147;?
0.43,41;22;170;?;?;?
0.45,29;54;60;?;?;?
0.4,41;54;137;18;?;?
0.41,11;54;22;170;147;?
0.42,29;54;137;170;147;?
0.43,137;61;129;?;?;?
0.6,11;54;137;?;?;?
0.44,137;48;22;?;?;?
0.54,29;22;18;?;?;?
0.43,29;54;137;60;?;?
0.45,29;137;22;147;?;?
0.42,11;137;170;147;?;?
0.43,137;22;18;170;147;?
0.43,29;129;235;?;?;?
0.5,29;22;170;147;?;?
0.43,11;54;60;?;?;?
0.41,54;48;61;?;?;?
0.43,11;137;18;170;?;?
0.46,29;54;24;?;?;?
0.45,41;29;22;?;?;?
0.41,54;61;59;?;?;?
0.45,41;54;22;?;?;?
0.42,11;29;24;?;?;?
0.5,137;18;147;?;?;?
0.44,29;54;137;24;?;?
0.45,11;29;55;?;?;?
0.44,11;29;18;170;?;?
0.43,11;54;137;22;170;?
0.46,137;22;18;147;?;?
0.41,29;48;170;?;?;?
0.42,54;61;235;?;?;?
0.46,11;54;170;?;?;?
0.48,182;54;48;?;?;?
0.47,54;137;170;147;?;?
0.46,11;18;170;?;?;?
0.52,29;137;22;?;?;?
0.45,11;54;22;170;?;?
0.41,54;22;60;?;?;?
0.42,137;61;235;?;?;?
0.41,182;29;137;22;?;?
0.41,182;54;137;18;?;?
0.42,11;54;147;?;?;?
0.48,54;137;22;18;?;?
0.4,29;54;137;22;18;170
0.5,29;22;147;?;?;?
0.47,11;29;18;?;?;?
0.5,29;18;147;?;?;?
0.43,29;54;137;18;170;?
0.47,54;22;18;170;?;?
0.45,41;54;137;48;?;?
0.42,11;54;170;147;?;?
0.44,29;22;18;170;147;?
0.41,182;41;54;137;?;?
0.43,182;54;137;22;?;?
0.47,41;137;48;?;?;?
0.45,182;29;170;?;?;?
0.42,11;54;18;147;?;?
0.49,54;137;18;170;?;?
0.43,11;54;24;?;?;?
0.55,182;54;137;?;?;?
0.49,29;54;18;?;?;?
0.51,137;18;170;?;?;?
0.42,54;22;24;?;?;?
0.46,11;137;170;?;?;?
0.44,29;54;22;170;147;?
0.4,54;22;170;24;?;?
0.5,182;29;22;?;?;?
0.41,41;29;137;48;?;?
0.4,48;22;170;?;?;?
0.42,29;54;137;18;147;?
0.45,182;137;22;?;?;?
0.42,41;54;137;22;?;?
