freq,items
0.52,29;23;60;?;?
0.42,28;23;22;?;?
0.42,29;50;23;108;?
0.53,21;22;108;?;?
0.45,2;2;22;?;?
0.53,20;15;29;23;?
0.42,20;15;29;50;?
0.59,29;21;22;?;?
0.43,20;21;22;108;?
0.4,20;15;29;2;?
0.43,2;2;23;22;?
0.44,15;2;50;?;?
0.45,20;15;77;29;28
0.43,29;28;22;?;?
0.52,20;77;29;23;?
0.43,2;2;50;23;?
0.51,20;29;28;?;?
0.54,20;77;23;?;?
0.6,29;23;22;?;?
0.42,20;15;77;29;50
0.41,29;28;21;108;?
0.43,50;21;108;?;?
0.41,20;77;22;?;?
0.45,15;77;29;28;?
0.4,20;2;50;23;?
0.44,15;29;60;?;?
0.43,20;15;77;50;?
0.48,29;23;23;?;?
0.52,29;50;28;?;?
0.4,2;60;108;?;?
0.43,77;2;50;?;?
0.6,29;21;108;?;?
0.43,15;77;50;?;?
0.42,20;29;2;2;?
0.55,29;2;23;?;?
0.42,28;21;22;?;?
0.45,29;2;60;?;?
0.6,2;2;23;?;?
0.42,28;23;108;?;?
0.41,2;50;23;21;?
0.48,20;21;22;?;?
0.44,20;15;77;60;?
0.47,60;21;108;?;?
0.41,2;23;21;?;?
0.46,20;60;108;?;?
0.41,15;29;2;50;?
0.48,29;2;28;?;?
0.59,29;50;23;?;?
0.47,20;77;28;?;?
0.45,20;77;21;?;?
0.41,15;29;2;?;?
0.42,2;2;21;22;?
0.44,20;15;29;21;?
0.43,2;50;23;22;?
0.42,29;50;108;?;?
0.49,20;23;108;?;?
0.41,20;60;22;?;?
0.47,29;60;23;108;?
0.44,2;50;22;?;?
0.52,20;15;77;29;23
0.43,20;15;29;60;?
0.43,20;15;77;2;?
0.49,2;2;60;?;?
0.45,77;29;28;?;?
0.49,20;21;108;?;?
0.54,15;29;23;?;?
0.5,2;50;21;?;?
0.41,20;60;21;?;?
0.42,29;57;100;?;?
0.47,20;15;77;28;?
0.41,29;2;22;?;?
0.43,2;2;21;108;?
0.49,20;29;21;?;?
0.44,15;29;50;?;?
0.43,2;21;108;?;?
0.52,15;77;29;23;?
0.42,28;21;108;?;?
0.46,23;21;22;108;?
0.43,50;23;108;?;?
0.43,15;77;29;60;?
0.6,2;50;23;?;?
0.42,20;23;60;?;?
0.43,15;77;2;50;?
0.62,20;15;29;?;?
0.6,29;23;108;?;?
0.44,15;77;2;?;?
0.42,77;29;50;?;?
0.53,29;2;50;23;?
0.44,29;60;23;22;?
0.49,29;50;21;?;?
0.48,20;23;21;?;?
0.49,20;2;50;?;?
0.43,20;29;23;22;?
0.51,29;60;21;?;?
0.47,29;60;21;108;?
0.42,20;29;23;21;?
0.49,20;23;22;?;?
0.52,77;29;23;?;?
0.43,20;77;29;60;?
0.46,60;22;108;?;?
0.41,60;21;22;108;?
0.59,20;29;23;?;?
0.45,29;60;21;22;?
0.42,20;23;21;108;?
0.44,20;15;60;?;?
0.53,20;15;23;?;?
0.43,29;23;100;?;?
0.4,60;23;22;108;?
0.62,15;77;29;?;?
0.44,20;15;77;21;?
0.44,15;77;60;?;?
0.41,15;77;22;?;?
0.53,2;2;28;?;?
0.41,29;28;108;?;?
0.51,29;60;22;?;?
0.43,2;50;108;?;?
0.45,29;2;50;28;?
0.47,15;29;28;?;?
0.42,29;2;2;23;?
0.4,20;2;23;?;?
0.43,20;29;108;?;?
0.53,2;2;50;?;?
0.41,29;28;100;?;?
0.45,20;77;29;28;?
0.4,15;77;29;2;?
0.42,20;77;29;50;?
0.4,29;50;23;21;?
0.41,20;50;23;?;?
0.43,2;50;23;108;?
0.51,23;21;22;?;?
0.49,20;2;2;?;?
0.56,29;22;108;?;?
0.53,29;21;22;108;?
0.42,20;23;21;22;?
0.41,2;2;23;21;?
0.41,20;60;23;?;?
0.43,15;77;2;2;?
0.52,23;21;108;?;?
0.45,20;29;2;?;?
0.44,20;77;60;?;?
0.43,77;29;60;?;?
0.54,29;23;22;108;?
0.42,29;50;21;22;?
0.49,2;50;60;?;?
0.4,20;29;60;108;?
0.45,20;22;108;?;?
0.43,20;77;50;?;?
0.62,20;15;77;?;?
0.43,29;2;50;60;?
0.54,15;77;23;?;?
0.51,29;23;21;22;?
0.43,2;2;108;?;?
0.48,29;28;21;?;?
0.44,20;15;21;?;?
0.47,15;77;28;?;?
0.42,50;21;22;?;?
0.45,15;29;21;?;?
0.46,29;60;22;108;?
0.62,20;77;29;?;?
0.42,2;50;21;22;?
0.4,77;29;2;?;?
0.65,29;2;50;?;?
0.42,15;77;29;50;?
0.44,77;29;21;?;?
0.43,20;77;2;2;?
0.46,20;15;29;28;?
0.42,2;21;22;?;?
0.51,29;60;23;?;?
0.41,50;23;21;?;?
0.43,20;15;77;2;50
0.4,20;15;22;?;?
0.53,2;50;28;?;?
0.45,60;21;22;?;?
0.44,20;23;22;108;?
0.44,15;2;2;?;?
0.49,29;50;60;?;?
0.43,20;15;2;2;?
0.49,20;29;60;?;?
0.44,20;29;2;50;?
0.44,15;77;29;21;?
0.4,2;2;60;108;?
0.43,20;15;2;50;?
0.46,29;2;21;?;?
0.43,20;29;21;108;?
0.43,20;29;23;108;?
0.44,29;2;50;21;?
0.45,15;77;21;?;?
0.53,20;15;77;23;?
0.53,29;2;2;?;?
0.47,60;23;108;?;?
0.48,29;28;60;?;?
0.61,20;15;77;29;?
0.43,29;23;57;?;?
0.43,2;50;21;108;?
0.4,20;77;29;2;?
0.52,29;23;21;108;?
0.43,20;15;77;29;60
0.5,2;2;21;?;?
0.43,20;15;77;29;21
0.41,29;28;23;108;?
0.43,20;15;77;2;2
0.44,20;77;2;?;?
0.47,20;15;28;?;?
0.56,29;60;108;?;?
0.42,20;29;21;22;?
0.47,20;29;50;?;?
0.43,77;2;2;?;?
0.43,20;77;2;50;?
0.41,15;29;22;?;?
0.43,20;15;50;?;?
0.45,60;23;22;?;?
0.43,2;23;108;?;?
0.42,29;50;23;22;?
0.43,2;23;22;?;?
0.4,20;29;57;?;?
0.43,20;15;2;?;?
0.41,29;28;23;22;?
0.46,29;23;21;22;108
0.43,50;23;22;?;?
0.43,2;2;23;108;?
0.41,29;28;21;22;?
0.44,20;77;29;21;?
0.44,29;50;22;?;?
0.41,29;60;21;22;108
0.42,29;50;21;108;?
0.45,20;28;23;?;?
0.59,29;23;21;?;?
0.54,23;22;108;?;?
0.44,20;29;22;?;?
0.56,29;28;23;?;?
