freq,items
0.42,88;7;143;?;?;?
0.43,29;2;2;21;116;?
0.43,29;2;1;21;?;?
0.44,29;2;2;1;7;?
0.47,26;21;116;?;?;?
0.43,29;2;50;1;17;?
0.55,29;28;81;?;?;?
0.65,182;2;2;?;?;?
0.56,29;88;81;?;?;?
0.48,182;2;2;1;?;?
0.49,29;2;50;8;?;?
0.43,182;1;17;?;?;?
0.62,182;29;2;50;?;?
0.46,26;81;21;?;?;?
0.42,29;2;2;94;81;?
0.43,29;28;88;81;?;?
0.41,182;29;2;2;17;?
0.42,182;26;2;2;?;?
0.41,29;2;27;94;81;?
0.44,2;50;1;7;?;?
0.51,26;1;21;?;?;?
0.44,29;50;1;7;?;?
0.43,182;1;7;?;?;?
0.42,2;27;94;?;?;?
0.44,29;2;50;1;7;?
0.42,1;8;116;?;?;?
0.46,1;17;143;?;?;?
0.46,28;81;7;?;?;?
0.48,29;1;143;?;?;?
0.47,2;50;17;143;?;?
0.46,182;29;2;1;?;?
0.64,29;2;2;1;?;?
0.47,29;26;1;?;?;?
0.41,1;21;116;?;?;?
0.43,29;50;94;81;?;?
0.42,2;2;27;94;?;?
0.44,28;12;81;?;?;?
0.41,29;1;21;116;?;?
0.44,50;1;7;?;?;?
0.58,29;50;17;?;?;?
0.44,182;2;17;?;?;?
0.44,26;28;88;?;?;?
0.5,2;50;7;143;?;?
0.45,27;94;21;?;?;?
0.57,26;27;81;?;?;?
0.54,182;88;81;?;?;?
0.59,2;50;21;?;?;?
0.53,182;26;81;?;?;?
0.44,182;2;2;17;?;?
0.44,2;2;1;7;?;?
0.43,2;50;21;116;?;?
0.48,26;8;116;?;?;?
0.4,29;26;17;?;?;?
0.42,2;27;94;81;?;?
0.45,2;50;116;?;?;?
0.4,29;50;27;94;81;?
0.52,182;27;94;81;?;?
0.46,26;81;7;?;?;?
0.44,29;2;1;7;?;?
0.42,29;50;27;?;?;?
0.44,50;8;116;?;?;?
0.5,2;2;8;?;?;?
0.58,2;2;7;?;?;?
0.41,182;7;143;?;?;?
0.4,29;2;2;27;94;81
0.51,29;50;143;?;?;?
0.41,50;27;94;?;?;?
0.48,182;2;50;1;?;?
0.49,2;50;8;?;?;?
0.53,26;1;7;?;?;?
0.42,29;2;27;94;?;?
0.43,50;1;17;?;?;?
0.43,2;2;1;21;?;?
0.46,29;2;50;17;143;?
0.5,29;2;50;143;?;?
0.5,50;7;143;?;?;?
0.45,27;94;81;21;?;?
0.43,182;2;50;17;?;?
0.58,29;2;50;21;?;?
0.42,182;26;88;?;?;?
0.42,29;2;50;1;21;?
0.42,28;7;143;?;?;?
0.56,26;27;94;81;?;?
0.46,88;81;21;?;?;?
0.44,182;2;2;21;?;?
0.44,2;2;94;?;?;?
0.44,28;94;81;?;?;?
0.41,29;1;8;116;?;?
0.43,29;2;50;21;116;?
0.49,182;26;17;?;?;?
0.47,27;81;17;?;?;?
0.46,182;29;7;?;?;?
0.49,29;2;50;7;143;?
0.46,27;81;21;?;?;?
0.42,182;26;2;50;?;?
0.43,50;94;81;?;?;?
0.4,2;2;50;?;?;?
0.47,27;81;7;?;?;?
0.42,182;26;50;?;?;?
0.44,29;50;81;?;?;?
0.41,182;26;7;143;?;?
0.5,29;50;7;143;?;?
0.47,94;81;17;?;?;?
0.44,2;94;81;?;?;?
0.46,182;26;94;?;?;?
0.48,182;2;1;?;?;?
0.88,29;2;2;?;?;?
0.42,50;27;81;?;?;?
0.58,2;50;7;?;?;?
0.42,182;29;50;7;?;?
0.42,29;1;116;?;?;?
0.44,182;26;27;?;?;?
0.51,29;2;143;?;?;?
0.45,29;50;116;?;?;?
0.42,2;50;27;81;?;?
0.61,26;94;81;?;?;?
0.45,182;29;2;2;1;?
0.51,2;2;143;?;?;?
0.44,29;2;2;116;?;?
0.41,182;29;2;2;21;?
0.45,2;2;81;?;?;?
0.43,29;2;2;1;17;?
0.43,29;50;1;17;?;?
0.55,29;1;17;?;?;?
0.41,182;29;2;7;?;?
0.4,28;81;143;?;?;?
0.43,2;21;116;?;?;?
0.43,182;2;50;7;?;?
0.44,29;2;2;81;?;?
0.4,12;81;143;?;?;?
0.48,182;50;1;?;?;?
0.57,29;2;2;7;?;?
0.57,28;88;81;?;?;?
0.62,182;29;2;2;?;?
0.45,182;29;2;50;1;?
0.58,29;2;7;?;?;?
0.47,2;17;143;?;?;?
0.4,12;17;143;?;?;?
0.46,27;94;17;?;?;?
0.43,29;50;94;?;?;?
0.43,2;1;21;?;?;?
0.5,2;7;143;?;?;?
0.52,182;12;81;?;?;?
0.47,88;81;7;?;?;?
0.49,29;2;2;8;?;?
0.42,182;29;2;21;?;?
0.5,2;2;7;143;?;?
0.43,182;26;2;?;?;?
0.4,29;2;50;27;94;?
0.4,94;7;143;?;?;?
0.47,12;81;7;?;?;?
0.43,2;50;1;17;?;?
0.88,29;2;50;?;?;?
0.53,182;27;81;?;?;?
0.43,12;7;143;?;?;?
0.43,29;50;1;21;?;?
0.57,29;2;50;7;?;?
0.53,26;28;81;?;?;?
0.56,29;7;143;?;?;?
0.41,2;50;27;94;81;?
0.41,182;29;27;81;?;?
0.4,27;81;143;?;?;?
0.44,29;2;8;116;?;?
0.46,29;2;81;?;?;?
0.65,2;2;1;?;?;?
0.48,182;26;7;?;?;?
0.44,29;50;8;116;?;?
0.44,2;2;1;17;?;?
0.47,94;81;7;?;?;?
0.53,29;17;143;?;?;?
0.63,182;29;2;?;?;?
0.43,182;28;88;?;?;?
0.59,182;29;1;?;?;?
0.59,2;2;21;?;?;?
0.49,29;2;8;?;?;?
0.43,182;26;27;94;?;?
0.46,26;1;143;?;?;?
0.42,182;29;94;81;?;?
0.44,2;2;8;116;?;?
0.46,182;26;94;81;?;?
0.47,29;21;116;?;?;?
0.42,182;29;27;?;?;?
0.49,29;50;8;?;?;?
0.47,2;2;17;143;?;?
0.73,27;94;81;?;?;?
0.43,29;2;2;94;?;?
0.4,182;29;27;94;?;?
0.4,27;7;143;?;?;?
0.43,2;2;94;81;?;?
0.47,28;81;17;?;?;?
0.44,29;28;88;?;?;?
0.42,182;29;50;17;?;?
0.43,2;50;94;81;?;?
0.44,182;50;17;?;?;?
0.58,29;27;94;81;?;?
0.47,27;88;81;?;?;?
0.41,29;50;27;94;?;?
0.47,29;1;7;143;?;?
0.41,29;2;2;27;94;?
0.54,26;88;81;?;?;?
0.54,182;94;81;?;?;?
0.45,29;26;81;?;?;?
0.44,182;2;50;21;?;?
0.42,2;50;27;?;?;?
0.45,27;94;81;7;?;?
0.41,50;27;94;81;?;?
0.41,29;2;50;27;81;?
0.44,29;2;50;116;?;?
0.42,29;2;2;27;?;?
0.43,29;2;27;?;?;?
0.5,29;2;2;143;?;?
0.48,182;29;17;?;?;?
0.4,88;81;143;?;?;?
0.4,94;81;143;?;?;?
0.58,29;2;2;21;?;?
0.44,182;29;81;?;?;?
0.48,1;7;143;?;?;?
0.43,26;28;88;81;?;?
0.41,182;28;88;81;?;?
0.46,12;81;21;?;?;?
0.45,29;2;116;?;?;?
0.43,2;2;27;?;?;?
0.58,29;50;7;?;?;?
0.41,29;50;27;81;?;?
0.43,182;2;7;?;?;?
0.44,182;2;21;?;?;?
0.46,29;1;8;?;?;?
0.44,2;1;17;?;?;?
0.44,29;2;50;8;116;?
0.43,27;28;81;?;?;?
0.42,182;1;21;?;?;?
0.59,2;2;17;?;?;?
0.42,29;2;50;27;?;?
0.64,29;2;50;1;?;?
0.53,29;1;21;?;?;?
0.46,94;81;21;?;?;?
0.44,2;8;116;?;?;?
0.46,182;29;21;?;?;?
0.42,29;2;50;94;?;?
0.41,182;29;2;50;7;?
0.44,29;2;50;81;?;?
0.42,182;26;28;?;?;?
0.44,2;1;7;?;?;?
0.47,29;2;17;143;?;?
0.53,182;28;81;?;?;?
0.44,26;1;8;?;?;?
0.44,29;2;94;?;?;?
0.65,29;50;1;?;?;?
0.41,182;29;2;2;7;?
0.5,29;2;7;143;?;?
0.42,182;29;94;?;?;?
0.43,29;2;1;17;?;?
0.41,182;26;143;?;?;?
0.42,29;2;27;81;?;?
0.65,2;50;1;?;?;?
0.43,2;50;94;?;?;?
0.52,26;1;17;?;?;?
0.48,12;94;81;?;?;?
0.43,2;27;81;?;?;?
0.45,26;1;7;143;?;?
0.57,26;27;94;?;?;?
0.58,29;2;17;?;?;?
0.61,29;94;81;?;?;?
0.54,26;2;2;?;?;?
0.43,182;2;2;7;?;?
0.47,26;12;81;?;?;?
0.46,28;81;21;?;?;?
0.43,26;1;17;143;?;?
0.54,26;2;50;?;?;?
0.42,182;29;50;21;?;?
0.59,29;27;94;?;?;?
0.58,29;2;21;?;?;?
0.44,29;2;2;8;116;?
0.58,29;2;50;17;?;?
0.4,182;29;1;7;?;?
0.45,2;2;116;?;?;?
0.43,29;50;21;116;?;?
0.43,182;50;7;?;?;?
0.42,29;2;50;94;81;?
0.46,182;29;50;1;?;?
0.65,182;2;50;?;?;?
0.51,29;50;2;?;?;?
0.41,2;2;27;94;81;?
0.6,29;27;81;?;?;?
0.45,2;50;81;?;?;?
0.41,182;29;2;50;17;?
0.46,27;94;7;?;?;?
0.58,29;2;2;17;?;?
0.48,182;26;21;?;?;?
0.41,29;2;2;27;81;?
0.42,2;2;27;81;?;?
0.42,182;29;2;17;?;?
0.43,182;26;27;81;?;?
0.48,29;12;81;?;?;?
0.45,29;1;17;143;?;?
0.4,182;29;143;?;?;?
0.52,2;50;2;?;?;?
0.46,26;81;17;?;?;?
0.47,88;81;17;?;?;?
0.56,29;1;7;?;?;?
0.43,2;50;1;21;?;?
0.52,26;17;143;?;?;?
0.47,50;17;143;?;?;?
0.46,29;2;2;17;143;?
0.43,50;1;21;?;?;?
0.47,29;50;17;143;?;?
0.44,182;50;21;?;?;?
0.43,29;2;94;81;?;?
0.44,2;50;8;116;?;?
0.43,182;26;27;94;81;?
0.48,29;8;116;?;?;?
0.43,50;21;116;?;?;?
0.4,182;29;27;94;81;?
0.63,182;29;50;?;?;?
0.51,2;50;143;?;?;?
0.4,182;26;28;81;?;?
0.41,182;26;88;81;?;?
0.53,182;27;94;?;?;?
0.55,26;7;143;?;?;?
0.47,12;81;17;?;?;?
0.42,182;29;2;50;21;?
0.46,27;94;81;17;?;?
0.51,29;2;50;2;?;?
0.42,29;2;2;1;21;?
0.41,2;50;27;94;?;?
0.43,29;2;21;116;?;?
0.65,29;2;1;?;?;?
0.59,2;50;17;?;?;?
0.49,29;2;2;7;143;?
0.43,2;2;21;116;?;?
0.59,29;50;21;?;?;?
0.58,182;26;1;?;?;?
