freq,items
0.45,15;77;41;10;10;?;?;?
0.41,20;15;77;29;67;28;98;?
0.42,15;41;27;121;?;?;?;?
0.43,28;19;10;19;?;?;?;?
0.42,28;19;10;19;98;?;?;?
0.52,20;41;29;28;28;?;?;?
0.42,20;15;10;19;67;?;?;?
0.44,63;10;19;67;98;?;?;?
0.45,20;15;29;28;19;28;?;?
0.47,20;29;10;28;19;?;?;?
0.41,29;17;61;121;?;?;?;?
0.48,15;77;41;28;28;?;?;?
0.42,25;63;61;129;?;?;?;?
0.57,20;77;19;67;?;?;?;?
0.5,41;19;67;28;?;?;?;?
0.48,17;19;28;?;?;?;?;?
0.54,29;19;67;28;?;?;?;?
0.4,20;77;27;28;121;?;?;?
0.52,28;178;61;?;?;?;?;?
0.57,41;61;121;?;?;?;?;?
0.47,20;63;28;10;98;?;?;?
0.48,63;10;67;10;98;?;?;?
0.41,10;28;28;67;98;?;?;?
0.49,10;28;10;67;?;?;?;?
0.46,20;29;63;28;10;?;?;?
0.45,41;63;28;67;10;?;?;?
0.42,41;29;28;28;10;98;?;?
0.47,20;25;19;10;98;?;?;?
0.61,15;28;178;?;?;?;?;?
0.41,77;19;67;19;98;?;?;?
0.41,20;15;28;19;28;98;?;?
0.41,41;10;19;28;67;?;?;?
0.42,15;41;29;28;67;10;98;?
0.4,20;15;77;28;10;28;67;?
0.42,20;29;63;28;19;98;?;?
0.47,20;15;77;29;98;?;?;?
0.53,63;19;19;98;?;?;?;?
0.41,29;10;19;10;28;?;?;?
0.48,77;41;28;28;?;?;?;?
0.48,29;28;178;129;?;?;?;?
0.45,20;77;41;19;10;?;?;?
0.48,20;77;29;10;10;98;?;?
0.45,15;77;28;59;?;?;?;?
0.49,15;61;121;?;?;?;?;?
0.48,20;15;29;67;98;?;?;?
0.49,15;41;29;28;67;?;?;?
0.4,77;25;28;28;98;?;?;?
0.47,41;25;28;67;67;?;?;?
0.47,15;77;29;67;28;?;?;?
0.49,20;29;60;121;?;?;?;?
0.48,20;28;67;28;67;?;?;?
0.48,20;29;67;10;67;98;?;?
0.52,29;63;10;19;?;?;?;?
0.47,20;41;29;19;67;98;?;?
0.4,41;29;17;59;?;?;?;?
0.45,29;28;10;28;19;?;?;?
0.44,15;29;25;10;98;?;?;?
0.53,29;63;59;?;?;?;?;?
0.53,15;77;41;29;28;?;?;?
0.42,28;19;28;19;98;?;?;?
0.56,20;10;67;10;98;?;?;?
0.47,29;27;178;129;121;?;?;?
0.49,178;60;121;?;?;?;?;?
0.54,77;19;67;98;?;?;?;?
0.51,77;29;10;?;?;?;?;?
0.47,41;10;28;67;28;?;?;?
0.4,20;15;29;25;28;67;?;?
0.42,29;28;19;10;28;98;?;?
0.53,20;29;67;19;?;?;?;?
0.42,20;15;25;67;?;?;?;?
0.46,77;29;59;?;?;?;?;?
0.51,29;178;61;?;?;?;?;?
0.43,20;15;77;29;28;19;28;?
0.43,29;25;28;10;28;98;?;?
0.48,20;15;41;19;?;?;?;?
0.43,28;10;67;67;98;?;?;?
0.48,29;178;59;?;?;?;?;?
0.45,41;29;17;10;?;?;?;?
0.44,41;27;178;61;121;?;?;?
0.41,20;77;29;25;10;67;?;?
0.64,29;10;19;98;?;?;?;?
0.42,15;77;41;19;28;98;?;?
0.43,17;19;10;67;98;?;?;?
0.47,29;28;10;10;98;?;?;?
0.44,15;25;63;10;67;?;?;?
0.45,20;25;63;67;67;?;?;?
0.48,20;15;29;28;28;98;?;?
0.5,77;29;10;10;?;?;?;?
0.6,41;10;67;10;?;?;?;?
0.43,10;19;19;?;?;?;?;?
0.42,15;25;17;28;?;?;?;?
0.45,20;28;67;19;67;?;?;?
0.56,29;25;10;67;98;?;?;?
0.48,20;28;19;10;67;98;?;?
0.47,41;17;10;67;?;?;?;?
0.47,20;15;77;19;28;67;?;?
0.43,20;77;28;61;121;?;?;?
0.41,15;25;10;67;10;?;?;?
0.52,29;63;67;10;98;?;?;?
0.42,20;77;29;67;19;98;?;?
0.45,15;63;19;10;?;?;?;?
0.41,20;29;25;19;28;67;98;?
0.42,63;19;28;19;?;?;?;?
0.45,20;77;41;19;28;?;?;?
0.41,20;29;25;63;67;10;?;?
0.6,20;29;19;67;?;?;?;?
0.49,20;15;29;19;19;?;?;?
0.57,20;15;41;28;?;?;?;?
0.57,20;77;27;178;?;?;?;?
0.5,41;27;60;?;?;?;?;?
0.42,15;77;41;60;?;?;?;?
0.49,15;10;10;67;98;?;?;?
0.4,15;41;29;10;67;19;?;?
0.41,41;29;25;63;19;10;67;?
0.52,41;10;28;10;98;?;?;?
0.42,20;29;25;129;?;?;?;?
0.4,41;25;10;19;28;?;?;?
0.42,20;77;41;29;10;10;?;?
0.43,77;10;28;10;98;?;?;?
0.53,10;67;28;67;?;?;?;?
0.4,20;29;27;129;?;?;?;?
0.47,41;29;28;61;129;?;?;?
0.43,15;25;28;10;67;?;?;?
0.48,29;25;19;10;28;?;?;?
0.45,20;15;10;67;67;98;?;?
0.45,20;29;28;178;121;?;?;?
0.44,20;15;77;29;10;28;67;?
0.4,15;77;41;29;28;10;98;?
0.52,20;63;10;?;?;?;?;?
0.51,15;41;25;28;?;?;?;?
0.54,41;29;10;19;98;?;?;?
0.52,20;25;17;?;?;?;?;?
0.48,77;41;29;63;?;?;?;?
0.43,20;41;60;121;?;?;?;?
0.4,20;77;25;28;28;98;?;?
0.41,17;129;121;?;?;?;?;?
0.46,20;77;29;10;19;?;?;?
0.58,41;10;10;67;?;?;?;?
0.43,20;15;77;178;121;?;?;?
0.58,20;29;28;28;98;?;?;?
0.43,15;77;29;19;10;28;?;?
0.5,63;28;67;28;?;?;?;?
0.41,17;61;121;?;?;?;?;?
0.44,20;77;41;10;67;98;?;?
0.41,20;29;25;63;19;67;98;?
0.42,41;63;10;10;67;98;?;?
0.52,29;25;63;28;10;?;?;?
0.41,41;17;129;?;?;?;?;?
0.67,19;10;67;98;?;?;?;?
0.47,20;15;29;19;10;98;?;?
0.42,20;29;10;67;28;67;98;?
0.44,15;77;29;19;28;67;98;?
0.41,41;25;63;28;67;10;98;?
0.42,20;15;41;67;10;98;?;?
0.4,20;15;41;29;19;10;98;?
0.46,15;41;29;67;10;?;?;?
0.48,77;29;28;10;67;?;?;?
0.4,15;29;28;19;10;28;?;?
0.46,41;29;10;67;10;67;?;?
0.51,29;63;28;19;98;?;?;?
0.52,20;15;19;28;?;?;?;?
0.57,15;77;41;28;?;?;?;?
0.46,15;10;19;28;?;?;?;?
0.4,20;15;77;41;28;67;67;98
0.41,20;15;63;28;28;?;?;?
0.51,41;63;10;98;?;?;?;?
0.64,29;19;28;67;98;?;?;?
0.48,63;61;121;?;?;?;?;?
0.42,20;77;41;25;63;28;?;?
0.54,15;29;60;?;?;?;?;?
0.44,20;17;28;67;?;?;?;?
0.41,20;15;77;41;28;10;28;?
0.45,77;10;28;19;?;?;?;?
0.42,20;15;77;25;67;?;?;?
0.41,20;25;59;121;?;?;?;?
0.4,15;77;28;19;10;67;98;?
0.42,20;15;77;67;10;67;98;?
0.45,29;25;10;28;19;?;?;?
0.43,20;15;77;59;121;?;?;?
0.44,29;10;28;19;28;?;?;?
0.41,20;29;28;61;129;121;?;?
0.41,15;63;67;19;?;?;?;?
0.5,63;19;28;67;?;?;?;?
0.49,20;10;28;19;98;?;?;?
0.7,29;19;10;98;?;?;?;?
0.49,28;178;59;?;?;?;?;?
0.44,15;77;29;10;28;67;98;?
0.45,20;63;59;?;?;?;?;?
0.46,15;63;28;10;?;?;?;?
0.4,29;28;19;10;19;98;?;?
0.41,28;28;60;?;?;?;?;?
0.53,20;28;67;28;98;?;?;?
0.44,15;29;25;19;67;98;?;?
0.42,41;27;28;129;?;?;?;?
0.42,15;17;10;?;?;?;?;?
0.41,15;77;41;28;67;67;98;?
0.45,15;63;28;67;98;?;?;?
0.49,41;29;25;19;28;?;?;?
0.49,20;15;29;27;178;?;?;?
0.54,29;10;67;10;67;?;?;?
0.67,20;15;28;?;?;?;?;?
0.42,20;29;25;28;67;67;?;?
0.52,29;178;60;?;?;?;?;?
0.49,20;77;28;60;?;?;?;?
0.48,20;77;29;10;98;?;?;?
0.44,29;10;28;67;10;?;?;?
0.42,20;77;19;10;28;98;?;?
0.54,29;25;28;10;98;?;?;?
0.51,15;77;19;28;98;?;?;?
0.52,15;77;10;19;?;?;?;?
0.76,29;28;67;?;?;?;?;?
0.44,15;41;67;19;98;?;?;?
0.47,15;41;19;10;67;?;?;?
0.45,20;25;63;10;10;?;?;?
0.51,41;25;19;19;?;?;?;?
0.4,20;29;178;61;?;?;?;?
0.53,29;25;28;10;67;?;?;?
0.48,20;15;77;19;28;98;?;?
0.45,29;25;63;19;10;67;98;?
0.4,41;63;28;67;19;98;?;?
0.48,29;25;63;61;?;?;?;?
0.57,15;19;10;98;?;?;?;?
0.44,20;28;178;61;?;?;?;?
0.52,41;10;19;28;?;?;?;?
0.6,41;29;28;10;98;?;?;?
0.49,20;77;29;27;178;?;?;?
0.42,15;77;19;67;28;?;?;?
0.43,28;19;67;19;?;?;?;?
0.49,15;41;19;10;98;?;?;?
0.41,25;63;10;19;67;98;?;?
0.48,15;10;67;19;98;?;?;?
0.58,10;28;10;?;?;?;?;?
0.43,41;17;19;19;98;?;?;?
0.41,20;17;67;10;?;?;?;?
0.53,41;10;67;28;98;?;?;?
0.51,20;41;19;19;98;?;?;?
0.47,20;77;121;?;?;?;?;?
0.45,25;63;67;19;?;?;?;?
0.4,41;28;19;67;28;?;?;?
0.4,20;15;29;28;10;19;?;?
0.53,15;77;19;10;98;?;?;?
0.44,20;15;41;10;10;98;?;?
0.4,20;41;25;19;98;?;?;?
0.45,15;77;29;28;67;10;?;?
0.47,29;59;129;121;?;?;?;?
0.41,41;25;10;28;28;?;?;?
0.48,20;15;28;67;67;98;?;?
0.51,15;41;19;10;?;?;?;?
0.44,29;63;10;67;19;98;?;?
0.42,20;29;25;28;10;67;98;?
0.56,20;29;27;28;?;?;?;?
0.48,29;63;10;67;67;98;?;?
0.55,19;10;28;98;?;?;?;?
0.43,29;67;28;19;?;?;?;?
0.47,41;25;129;?;?;?;?;?
0.47,29;10;28;67;19;?;?;?
0.41,20;77;41;10;28;98;?;?
0.44,41;25;63;28;28;98;?;?
0.41,77;29;63;19;?;?;?;?
0.45,77;67;10;67;98;?;?;?
0.58,20;29;19;67;98;?;?;?
0.49,20;29;10;10;67;98;?;?
0.48,15;77;29;10;67;98;?;?
0.42,20;41;63;28;67;?;?;?
0.62,41;10;28;67;?;?;?;?
0.49,15;77;29;27;178;?;?;?
0.46,15;25;19;28;?;?;?;?
0.54,15;29;28;28;67;?;?;?
0.42,20;63;28;28;67;98;?;?
0.4,77;41;61;?;?;?;?;?
0.41,77;41;28;67;28;?;?;?
0.46,20;15;77;67;19;?;?;?
0.53,77;29;28;28;?;?;?;?
0.43,41;63;67;28;98;?;?;?
0.54,20;29;19;10;67;?;?;?
0.41,15;25;28;67;67;98;?;?
0.47,20;41;29;28;67;98;?;?
0.41,20;29;19;19;67;?;?;?
0.47,20;29;61;129;?;?;?;?
0.41,29;25;17;10;67;?;?;?
0.41,20;10;28;19;67;98;?;?
0.43,20;41;67;10;67;?;?;?
0.42,29;10;19;28;67;98;?;?
0.43,41;29;17;28;10;?;?;?
0.45,20;15;77;29;67;10;98;?
0.54,20;15;10;?;?;?;?;?
0.42,20;15;29;67;28;98;?;?
0.41,20;15;77;27;28;178;?;?
0.49,29;28;28;10;98;?;?;?
0.42,15;77;63;98;?;?;?;?
0.47,63;10;10;67;98;?;?;?
0.4,15;29;25;63;28;19;?;?
0.44,20;77;10;19;67;98;?;?
0.55,41;29;10;28;98;?;?;?
0.41,29;17;121;?;?;?;?;?
0.43,41;29;63;19;28;67;?;?
0.47,41;29;63;28;67;98;?;?
0.42,20;29;63;10;28;98;?;?
0.4,20;15;29;28;19;10;98;?
0.55,15;77;25;28;?;?;?;?
0.5,41;63;28;67;98;?;?;?
0.5,20;29;67;19;98;?;?;?
0.51,15;29;10;67;67;?;?;?
0.41,29;25;17;67;?;?;?;?
0.57,29;10;28;19;?;?;?;?
0.48,20;41;29;10;28;?;?;?
0.48,25;10;67;10;98;?;?;?
0.58,41;29;19;10;67;?;?;?
0.54,20;29;10;67;28;?;?;?
0.47,41;27;178;129;?;?;?;?
0.47,20;15;77;28;67;67;98;?
0.41,20;77;41;59;?;?;?;?
0.61,41;29;28;98;?;?;?;?
0.42,15;77;29;67;19;98;?;?
0.41,15;41;28;10;28;98;?;?
0.56,29;28;19;10;67;?;?;?
0.4,20;27;178;61;129;?;?;?
0.41,20;29;63;10;67;67;?;?
0.53,20;61;129;?;?;?;?;?
0.47,20;29;63;10;28;?;?;?
0.49,20;25;67;98;?;?;?;?
0.45,20;15;28;61;?;?;?;?
0.42,41;29;17;67;67;?;?;?
0.42,77;63;28;67;98;?;?;?
0.4,41;29;17;19;10;98;?;?
0.43,41;29;25;63;61;?;?;?
0.46,41;60;129;121;?;?;?;?
0.48,20;15;29;28;10;67;?;?
0.41,20;36;28;?;?;?;?;?
0.42,20;77;25;10;67;98;?;?
0.43,20;15;77;41;29;19;?;?
0.54,25;28;28;98;?;?;?;?
0.48,15;77;29;67;10;?;?;?
0.41,77;28;10;28;67;98;?;?
0.44,15;25;67;67;98;?;?;?
0.43,20;77;41;29;28;67;?;?
0.42,15;77;63;28;98;?;?;?
0.44,20;63;19;28;67;?;?;?
0.61,20;15;77;29;28;?;?;?
0.47,20;41;29;28;10;98;?;?
0.51,20;41;19;67;98;?;?;?
0.45,41;29;10;67;10;67;98;?
0.47,15;25;19;67;?;?;?;?
0.49,20;15;29;67;67;?;?;?
0.54,20;29;19;28;67;?;?;?
0.43,15;77;29;67;28;98;?;?
0.54,20;15;10;67;?;?;?;?
0.47,20;15;28;19;28;?;?;?
0.48,29;17;10;67;98;?;?;?
0.4,20;77;10;19;10;?;?;?
0.43,29;25;28;19;10;98;?;?
0.48,29;63;61;121;?;?;?;?
0.43,41;25;10;10;67;?;?;?
0.41,20;15;77;41;29;28;178;?
0.47,27;28;61;?;?;?;?;?
0.47,77;67;28;98;?;?;?;?
0.5,20;25;19;28;?;?;?;?
0.42,20;17;98;?;?;?;?;?
0.5,20;29;28;19;10;?;?;?
0.5,77;29;19;67;?;?;?;?
0.45,20;77;41;25;28;?;?;?
0.42,15;41;29;129;?;?;?;?
0.4,63;10;67;10;67;98;?;?
0.42,15;77;28;28;19;98;?;?
0.4,41;25;63;67;10;67;?;?
0.4,41;29;63;67;19;98;?;?
0.44,41;63;121;?;?;?;?;?
0.57,25;19;10;?;?;?;?;?
0.43,41;25;67;28;98;?;?;?
0.41,20;15;29;121;?;?;?;?
0.41,20;41;28;10;28;67;?;?
0.55,29;19;28;19;98;?;?;?
0.48,20;15;28;19;98;?;?;?
0.52,15;41;19;28;?;?;?;?
0.45,25;63;10;19;98;?;?;?
0.43,15;29;63;10;10;98;?;?
0.43,20;29;25;19;28;98;?;?
0.44,41;29;25;63;19;67;98;?
0.41,20;77;63;67;10;?;?;?
0.45,20;29;25;28;10;98;?;?
0.41,20;29;63;10;28;67;98;?
0.51,41;29;63;10;67;?;?;?
0.48,29;25;59;121;?;?;?;?
0.46,20;29;28;129;121;?;?;?
0.41,20;77;25;63;28;67;?;?
0.41,20;77;29;25;28;28;?;?
0.53,77;41;29;28;?;?;?;?
0.67,29;10;67;28;?;?;?;?
0.45,20;15;41;67;67;?;?;?
0.4,29;28;10;10;67;98;?;?
0.45,77;28;67;28;98;?;?;?
0.42,20;77;25;28;98;?;?;?
0.43,20;41;178;121;?;?;?;?
0.43,41;25;63;10;67;28;?;?
0.67,25;63;28;?;?;?;?;?
0.47,29;28;10;67;19;?;?;?
0.47,25;28;67;19;?;?;?;?
0.53,15;41;29;25;63;?;?;?
0.58,20;29;28;98;?;?;?;?
0.49,20;63;19;28;?;?;?;?
0.49,77;28;60;?;?;?;?;?
0.43,41;67;19;28;?;?;?;?
0.41,41;17;61;?;?;?;?;?
0.59,15;19;10;?;?;?;?;?
0.41,20;15;41;28;19;67;?;?
0.4,41;67;10;19;?;?;?;?
0.51,20;15;41;63;?;?;?;?
0.47,41;25;19;28;67;?;?;?
0.42,77;29;129;121;?;?;?;?
0.44,17;19;28;67;?;?;?;?
0.55,29;63;19;19;?;?;?;?
0.43,29;63;178;?;?;?;?;?
0.42,41;17;59;?;?;?;?;?
0.74,29;19;19;?;?;?;?;?
0.46,15;29;63;28;67;?;?;?
0.43,15;41;29;28;28;67;98;?
0.43,41;29;28;178;60;?;?;?
0.46,41;25;10;67;10;?;?;?
0.54,20;77;19;19;98;?;?;?
0.48,41;29;63;10;67;98;?;?
0.43,41;29;25;10;67;67;?;?
0.43,15;28;59;121;?;?;?;?
0.5,20;77;10;67;67;?;?;?
0.52,19;67;67;98;?;?;?;?
0.41,15;77;29;25;10;67;?;?
0.51,20;15;77;19;10;?;?;?
0.53,20;29;28;19;28;?;?;?
0.43,15;63;19;10;98;?;?;?
0.65,20;28;10;67;?;?;?;?
0.46,41;25;10;28;98;?;?;?
0.41,20;17;10;67;98;?;?;?
0.57,41;59;121;?;?;?;?;?
0.42,20;29;25;63;10;10;?;?
0.43,15;28;28;10;?;?;?;?
0.41,20;41;67;10;28;?;?;?
0.48,20;25;10;10;98;?;?;?
0.52,20;29;28;67;10;98;?;?
0.42,77;25;10;98;?;?;?;?
0.55,15;28;67;67;98;?;?;?
0.66,41;28;98;?;?;?;?;?
0.48,10;19;28;98;?;?;?;?
0.46,41;17;19;67;?;?;?;?
0.48,29;25;129;121;?;?;?;?
0.42,20;77;63;10;10;?;?;?
0.65,20;67;98;?;?;?;?;?
0.41,20;15;77;41;29;27;178;?
0.42,20;29;60;129;?;?;?;?
0.46,41;178;61;121;?;?;?;?
0.75,29;19;67;?;?;?;?;?
0.49,29;28;67;19;67;?;?;?
0.5,41;28;19;10;67;98;?;?
0.42,20;77;41;29;17;?;?;?
0.6,29;10;19;67;?;?;?;?
0.41,20;15;77;41;29;63;28;?
0.58,15;28;28;98;?;?;?;?
0.44,28;10;67;10;?;?;?;?
0.45,20;77;41;27;28;?;?;?
0.48,15;41;29;19;19;?;?;?
0.47,20;29;19;28;19;?;?;?
0.41,41;29;10;67;19;67;?;?
0.48,15;77;19;10;28;?;?;?
0.41,17;67;28;98;?;?;?;?
0.46,20;15;29;10;28;67;?;?
0.51,15;77;29;27;?;?;?;?
0.46,41;25;28;67;28;?;?;?
0.54,20;77;28;10;67;?;?;?
0.6,20;29;19;19;?;?;?;?
0.45,15;77;63;67;?;?;?;?
0.47,15;29;25;10;?;?;?;?
0.54,29;28;19;19;98;?;?;?
0.42,15;77;41;10;28;67;?;?
0.42,20;15;29;28;67;19;?;?
0.5,20;15;77;28;28;98;?;?
0.56,41;29;28;60;?;?;?;?
0.54,20;77;28;28;98;?;?;?
0.41,77;29;59;121;?;?;?;?
0.46,77;29;67;10;98;?;?;?
0.4,15;29;25;17;28;?;?;?
0.4,41;17;19;28;67;?;?;?
0.41,20;15;77;28;61;121;?;?
0.44,15;77;28;178;121;?;?;?
0.5,41;25;63;10;67;?;?;?
0.42,77;25;19;67;98;?;?;?
0.41,20;41;10;19;28;?;?;?
0.42,77;25;28;19;?;?;?;?
0.54,41;63;10;67;?;?;?;?
0.44,41;29;17;10;67;?;?;?
0.51,29;63;129;?;?;?;?;?
0.49,20;19;10;19;?;?;?;?
0.41,20;29;63;28;67;28;?;?
0.4,20;41;63;10;10;?;?;?
0.64,15;41;29;?;?;?;?;?
0.44,15;77;10;67;28;98;?;?
0.54,20;15;77;25;63;?;?;?
0.46,20;15;10;67;10;?;?;?
0.44,20;15;77;29;28;19;67;?
0.47,15;61;129;?;?;?;?;?
0.43,29;17;19;10;67;98;?;?
0.42,20;15;29;67;19;98;?;?
0.51,20;15;67;98;?;?;?;?
0.43,41;63;19;10;28;?;?;?
0.57,20;19;10;28;?;?;?;?
0.4,15;41;28;61;121;?;?;?
0.44,20;77;41;67;67;98;?;?
0.42,41;10;28;19;67;98;?;?
0.44,20;15;77;41;27;28;?;?
0.42,63;27;178;?;?;?;?;?
0.44,15;77;41;10;28;?;?;?
0.41,20;41;29;67;19;98;?;?
0.41,41;28;67;19;28;?;?;?
0.54,15;77;41;29;?;?;?;?
0.4,20;41;10;28;19;98;?;?
0.49,20;77;10;19;98;?;?;?
0.4,20;77;25;28;10;98;?;?
0.72,29;67;98;?;?;?;?;?
0.46,15;41;28;60;?;?;?;?
0.45,20;77;29;28;67;10;?;?
0.42,15;41;29;19;28;67;98;?
0.44,15;29;28;10;19;98;?;?
0.4,20;27;59;121;?;?;?;?
0.41,15;29;25;63;10;28;?;?
0.41,25;10;67;10;67;98;?;?
0.41,41;29;63;67;10;67;?;?
0.5,15;77;29;63;28;?;?;?
0.45,77;63;67;?;?;?;?;?
0.5,41;19;67;19;?;?;?;?
0.53,15;41;28;67;?;?;?;?
0.41,20;77;25;67;10;?;?;?
0.44,41;29;25;63;67;67;98;?
0.43,20;10;67;19;67;?;?;?
0.44,15;25;28;28;98;?;?;?
0.41,20;29;25;28;19;67;?;?
0.58,41;29;28;67;67;98;?;?
0.48,41;29;25;19;98;?;?;?
0.6,20;77;27;?;?;?;?;?
0.42,20;77;63;98;?;?;?;?
0.45,20;19;67;10;98;?;?;?
0.4,20;77;41;29;19;19;98;?
0.43,20;77;41;67;10;?;?;?
0.41,41;17;28;67;10;?;?;?
0.53,28;28;67;28;?;?;?;?
0.47,15;29;121;?;?;?;?;?
0.41,10;19;10;28;?;?;?;?
0.58,20;29;10;67;98;?;?;?
0.49,77;28;19;67;98;?;?;?
0.41,77;29;25;10;67;?;?;?
0.48,41;29;10;19;28;?;?;?
0.49,20;41;28;67;67;?;?;?
0.49,29;17;19;19;?;?;?;?
0.49,63;67;19;?;?;?;?;?
0.49,20;29;28;61;?;?;?;?
0.51,27;178;129;121;?;?;?;?
0.58,29;28;129;121;?;?;?;?
0.72,29;28;10;67;?;?;?;?
0.52,20;41;25;28;?;?;?;?
0.41,77;29;63;67;?;?;?;?
0.42,77;41;28;67;67;?;?;?
0.45,10;28;10;28;?;?;?;?
0.47,20;15;77;29;28;98;?;?
0.46,20;41;19;10;67;98;?;?
0.58,19;28;19;?;?;?;?;?
0.65,29;10;67;10;?;?;?;?
0.4,77;10;19;10;?;?;?;?
0.42,41;10;10;28;98;?;?;?
0.57,41;29;28;67;28;?;?;?
0.4,15;19;10;28;67;98;?;?
0.51,20;29;17;28;?;?;?;?
0.57,15;77;19;67;?;?;?;?
0.44,15;77;29;10;19;98;?;?
0.42,15;77;19;10;28;98;?;?
0.54,20;77;10;10;98;?;?;?
0.43,41;25;63;10;28;98;?;?
0.41,20;29;19;10;28;67;98;?
0.42,29;25;28;10;19;?;?;?
0.55,20;77;98;?;?;?;?;?
0.48,15;77;29;28;67;98;?;?
0.41,15;29;25;28;19;98;?;?
0.41,15;29;10;67;10;67;98;?
0.58,15;29;28;10;?;?;?;?
0.46,15;25;28;19;?;?;?;?
0.49,41;25;63;19;67;?;?;?
0.41,10;67;28;19;?;?;?;?
0.42,15;29;28;19;19;98;?;?
0.51,25;63;28;67;98;?;?;?
0.48,29;63;10;10;67;?;?;?
0.47,20;15;77;29;19;67;98;?
0.44,41;29;63;28;19;98;?;?
0.45,41;29;27;61;?;?;?;?
0.41,77;29;25;10;?;?;?;?
0.53,41;10;28;10;?;?;?;?
0.49,15;28;67;19;98;?;?;?
0.51,29;27;28;121;?;?;?;?
0.48,41;29;28;10;19;98;?;?
0.49,20;29;67;10;67;?;?;?
0.52,41;67;28;67;?;?;?;?
0.48,41;25;10;19;?;?;?;?
0.41,20;15;41;29;28;10;67;?
0.44,20;41;29;28;67;67;98;?
0.51,20;77;29;10;?;?;?;?
0.43,20;41;25;10;?;?;?;?
0.43,20;63;19;10;67;98;?;?
0.41,17;67;19;98;?;?;?;?
0.49,15;28;10;19;?;?;?;?
0.47,41;25;63;67;67;?;?;?
0.49,20;28;28;19;98;?;?;?
0.47,20;41;29;19;19;98;?;?
0.46,20;77;29;28;19;98;?;?
0.5,29;60;61;?;?;?;?;?
0.4,41;27;28;129;121;?;?;?
0.43,20;15;41;29;67;?;?;?
0.44,15;77;41;29;27;?;?;?
0.41,17;19;10;28;?;?;?;?
0.44,41;63;59;121;?;?;?;?
0.41,20;15;77;10;28;10;?;?
0.43,20;77;28;10;28;67;?;?
0.42,15;63;10;28;98;?;?;?
0.51,41;25;19;98;?;?;?;?
0.42,29;25;19;10;28;98;?;?
0.41,29;25;27;28;?;?;?;?
0.51,77;19;28;98;?;?;?;?
0.53,20;77;29;19;?;?;?;?
0.44,15;29;25;67;67;?;?;?
0.45,77;29;28;28;67;98;?;?
0.57,41;29;10;28;67;?;?;?
0.47,29;63;67;19;98;?;?;?
0.41,20;25;63;19;28;98;?;?
0.58,77;29;25;?;?;?;?;?
0.54,41;25;67;?;?;?;?;?
0.5,15;77;25;63;28;?;?;?
0.48,20;15;29;67;67;98;?;?
0.63,20;28;28;67;?;?;?;?
0.4,15;29;25;28;67;67;?;?
0.43,20;10;28;10;67;?;?;?
0.54,10;19;10;?;?;?;?;?
0.44,20;29;61;129;121;?;?;?
0.48,77;29;19;19;98;?;?;?
0.48,41;29;25;63;10;?;?;?
0.45,17;19;10;67;?;?;?;?
0.44,20;15;77;29;28;10;67;98
0.43,63;67;28;67;?;?;?;?
0.41,10;19;19;98;?;?;?;?
0.49,41;19;10;19;98;?;?;?
0.4,15;77;41;29;10;10;98;?
0.42,77;41;29;63;28;?;?;?
0.4,20;29;25;63;19;10;98;?
0.41,20;15;77;29;28;67;19;?
0.53,20;41;19;67;?;?;?;?
0.48,29;63;28;19;67;?;?;?
0.44,20;29;25;63;28;28;?;?
0.55,77;19;98;?;?;?;?;?
0.56,25;19;67;98;?;?;?;?
0.42,15;25;63;67;98;?;?;?
0.47,20;67;19;67;?;?;?;?
0.52,20;41;10;28;?;?;?;?
0.63,29;10;10;67;?;?;?;?
0.5,15;28;129;?;?;?;?;?
0.42,15;29;10;19;10;?;?;?
0.4,20;77;29;10;19;67;?;?
0.49,20;63;19;98;?;?;?;?
0.44,15;10;19;10;?;?;?;?
0.49,20;41;29;17;?;?;?;?
0.43,15;29;63;19;19;?;?;?
0.42,77;10;28;19;98;?;?;?
0.55,15;77;17;?;?;?;?;?
0.42,20;29;63;19;28;67;?;?
0.42,29;25;28;19;28;98;?;?
0.6,28;67;19;98;?;?;?;?
0.79,29;25;63;?;?;?;?;?
0.5,15;41;29;27;?;?;?;?
0.69,41;19;67;?;?;?;?;?
0.42,15;29;25;67;28;?;?;?
0.44,29;17;28;67;10;?;?;?
0.44,15;29;25;19;19;?;?;?
0.42,20;15;29;10;67;19;?;?
0.42,20;15;77;29;19;10;28;?
0.44,77;41;10;28;?;?;?;?
0.44,77;41;67;67;?;?;?;?
0.43,41;29;178;129;121;?;?;?
0.62,29;28;19;10;?;?;?;?
0.61,20;28;67;28;?;?;?;?
0.67,29;28;19;67;?;?;?;?
0.54,63;10;10;98;?;?;?;?
0.46,15;77;10;10;67;98;?;?
0.43,20;15;67;10;67;?;?;?
0.55,20;77;19;98;?;?;?;?
0.43,41;29;63;28;67;10;?;?
0.43,29;63;67;10;28;?;?;?
0.41,41;27;178;59;121;?;?;?
0.43,20;15;77;10;10;67;?;?
0.44,29;10;19;10;67;?;?;?
0.47,41;29;63;67;10;?;?;?
0.41,15;77;63;19;19;?;?;?
0.45,67;10;28;98;?;?;?;?
0.48,25;59;121;?;?;?;?;?
0.42,20;41;29;10;67;67;98;?
0.43,29;17;28;19;67;?;?;?
0.46,77;41;28;67;?;?;?;?
0.56,29;63;10;10;?;?;?;?
0.61,67;10;67;98;?;?;?;?
