freq,items
0.45,182;29;27;178;60;121;?;?
0.52,182;29;28;60;129;?;?;?
0.49,180;59;27;178;129;?;?;?
0.69,182;60;129;121;?;?;?;?
0.57,182;60;61;129;?;?;?;?
0.44,29;180;59;28;61;129;?;?
0.43,180;61;129;60;?;?;?;?
0.52,182;29;180;59;178;121;?;?
0.43,29;180;59;28;60;129;?;?
0.47,180;27;60;121;?;?;?;?
0.41,182;29;59;28;60;129;?;?
0.57,180;178;129;121;?;?;?;?
0.5,182;27;28;129;?;?;?;?
0.55,29;27;178;61;121;?;?;?
0.41,34;180;59;?;?;?;?;?
0.4,182;59;28;178;60;129;?;?
0.63,29;180;59;178;?;?;?;?
0.54,29;59;178;129;?;?;?;?
0.55,29;59;178;60;?;?;?;?
0.8,59;60;121;?;?;?;?;?
0.47,180;28;60;61;?;?;?;?
0.59,182;29;27;61;?;?;?;?
0.82,29;59;61;?;?;?;?;?
0.48,27;61;60;?;?;?;?;?
0.45,182;180;27;28;178;?;?;?
0.46,180;129;121;60;?;?;?;?
0.46,27;28;60;121;?;?;?;?
0.42,27;121;21;?;?;?;?;?
0.48,182;180;61;60;?;?;?;?
0.54,28;178;60;61;?;?;?;?
0.42,29;59;27;178;60;129;?;?
0.42,59;60;61;60;?;?;?;?
0.74,28;178;121;?;?;?;?;?
0.49,29;27;28;129;?;?;?;?
0.71,182;180;60;129;?;?;?;?
0.75,182;29;28;?;?;?;?;?
0.59,182;28;178;129;121;?;?;?
0.42,29;178;121;60;?;?;?;?
0.63,29;59;27;178;?;?;?;?
0.51,29;180;59;28;61;?;?;?
0.5,29;180;27;178;129;121;?;?
0.43,29;180;27;178;60;129;?;?
0.75,29;180;129;121;?;?;?;?
0.6,182;59;178;121;?;?;?;?
0.52,29;180;27;178;60;?;?;?
0.52,182;28;61;129;121;?;?;?
0.64,29;180;61;129;121;?;?;?
0.45,182;29;59;61;60;?;?;?
0.42,29;60;23;?;?;?;?;?
0.81,180;59;60;?;?;?;?;?
0.5,182;28;178;60;121;?;?;?
0.46,29;59;27;28;178;?;?;?
0.4,182;180;27;28;129;?;?;?
0.56,59;27;129;121;?;?;?;?
0.85,29;59;60;?;?;?;?;?
0.75,182;29;129;?;?;?;?;?
0.63,29;28;178;60;?;?;?;?
0.65,28;60;121;?;?;?;?;?
0.44,180;27;178;60;121;?;?;?
0.47,29;28;60;61;121;?;?;?
0.58,29;28;61;129;?;?;?;?
0.68,29;59;27;?;?;?;?;?
0.43,182;29;28;178;60;61;?;?
0.41,29;180;27;60;129;121;?;?
0.61,182;29;180;178;?;?;?;?
0.54,29;59;28;129;?;?;?;?
0.42,182;180;27;60;61;?;?;?
0.62,182;27;178;61;?;?;?;?
0.51,59;27;61;121;?;?;?;?
0.46,29;61;121;60;?;?;?;?
0.42,29;180;178;61;129;121;?;?
0.56,29;27;60;129;?;?;?;?
0.41,182;29;180;59;178;61;121;?
0.47,20;36;60;?;?;?;?;?
0.43,182;27;28;178;129;?;?;?
0.69,182;29;59;121;?;?;?;?
0.56,29;27;61;129;?;?;?;?
0.46,28;178;60;61;129;?;?;?
0.4,182;180;59;27;61;129;?;?
0.47,29;27;178;61;129;121;?;?
0.56,29;59;28;178;121;?;?;?
0.46,60;121;60;?;?;?;?;?
0.66,182;59;61;129;?;?;?;?
0.72,182;29;180;61;?;?;?;?
0.45,29;180;129;60;?;?;?;?
0.42,29;180;121;60;?;?;?;?
0.66,180;178;121;?;?;?;?;?
0.55,180;59;60;61;129;?;?;?
0.73,182;28;121;?;?;?;?;?
0.4,182;180;178;61;129;121;?;?
0.43,182;29;180;59;27;178;61;?
0.55,182;59;27;60;?;?;?;?
0.69,182;180;59;129;?;?;?;?
0.69,59;27;178;?;?;?;?;?
0.52,180;28;61;121;?;?;?;?
0.78,29;59;121;?;?;?;?;?
0.4,182;28;178;60;61;129;?;?
0.42,59;27;28;129;121;?;?;?
0.49,59;129;60;?;?;?;?;?
0.53,182;29;178;61;121;?;?;?
0.5,182;29;59;28;129;?;?;?
0.61,182;180;28;178;?;?;?;?
0.65,182;27;129;121;?;?;?;?
0.51,29;27;60;129;121;?;?;?
0.45,182;180;178;61;129;?;?;?
0.53,180;59;28;178;121;?;?;?
0.41,182;59;129;121;60;?;?;?
0.43,29;61;21;?;?;?;?;?
0.56,180;27;129;121;?;?;?;?
0.42,29;180;27;60;61;?;?;?
0.41,29;27;121;60;?;?;?;?
0.67,29;180;178;?;?;?;?;?
0.57,182;29;27;178;60;?;?;?
0.59,180;178;129;?;?;?;?;?
0.55,29;28;178;61;121;?;?;?
0.66,27;60;129;?;?;?;?;?
0.55,182;59;178;60;?;?;?;?
0.49,59;178;60;129;?;?;?;?
0.46,29;27;28;129;121;?;?;?
0.52,29;180;27;178;129;?;?;?
0.47,182;29;180;59;27;129;?;?
0.41,29;59;60;121;60;?;?;?
0.7,29;180;59;60;129;?;?;?
0.45,182;180;59;27;129;121;?;?
0.74,29;59;60;129;?;?;?;?
0.49,182;27;28;61;?;?;?;?
0.45,180;60;121;60;?;?;?;?
0.61,182;29;28;178;121;?;?;?
0.49,182;59;27;178;129;121;?;?
0.42,29;59;129;121;60;?;?;?
0.72,182;180;121;?;?;?;?;?
0.73,182;129;121;?;?;?;?;?
0.41,34;27;178;121;?;?;?;?
0.68,182;29;180;59;61;?;?;?
0.71,182;59;60;129;?;?;?;?
0.56,29;180;59;27;121;?;?;?
0.54,182;28;60;129;121;?;?;?
0.41,180;60;129;21;?;?;?;?
0.41,182;129;121;60;?;?;?;?
0.73,182;60;129;?;?;?;?;?
0.4,29;180;23;?;?;?;?;?
0.42,182;180;59;28;61;121;?;?
0.46,180;59;28;61;121;?;?;?
0.79,182;180;60;?;?;?;?;?
0.65,28;61;129;?;?;?;?;?
0.41,180;59;27;178;61;129;?;?
0.59,59;27;129;?;?;?;?;?
0.41,180;59;121;60;?;?;?;?
0.44,29;59;28;60;121;?;?;?
0.78,27;178;121;?;?;?;?;?
0.6,59;28;178;121;?;?;?;?
0.52,28;178;61;129;121;?;?;?
0.67,182;178;129;?;?;?;?;?
0.41,182;59;178;60;61;?;?;?
0.42,29;61;121;21;?;?;?;?
0.48,182;29;180;59;28;60;?;?
0.52,182;29;28;61;129;?;?;?
0.59,29;180;59;61;129;121;?;?
0.66,29;180;59;60;129;121;?;?
0.49,182;29;178;60;121;?;?;?
0.71,29;180;59;121;?;?;?;?
0.8,59;61;121;?;?;?;?;?
0.42,28;129;121;60;?;?;?;?
0.5,59;27;28;121;?;?;?;?
0.45,27;129;60;?;?;?;?;?
0.47,182;180;27;61;121;?;?;?
0.8,29;59;129;?;?;?;?;?
0.5,182;29;180;178;129;?;?;?
0.52,29;28;61;129;121;?;?;?
0.59,29;180;59;60;61;121;?;?
0.67,182;27;61;?;?;?;?;?
0.42,182;180;178;60;121;?;?;?
0.43,29;180;59;27;61;129;?;?
0.43,29;180;59;27;28;121;?;?
0.45,182;29;180;59;28;129;121;?
0.63,29;27;129;121;?;?;?;?
0.6,182;180;60;61;121;?;?;?
0.41,29;180;27;28;60;?;?;?
0.41,180;28;178;60;61;?;?;?
0.44,29;180;28;178;61;121;?;?
0.53,182;29;27;61;121;?;?;?
0.62,27;28;121;?;?;?;?;?
0.46,182;29;180;27;178;61;?;?
0.41,29;59;23;?;?;?;?;?
0.48,28;61;60;?;?;?;?;?
0.61,180;28;60;?;?;?;?;?
0.66,182;29;61;129;?;?;?;?
0.77,182;59;61;?;?;?;?;?
0.6,180;28;178;121;?;?;?;?
0.44,29;27;28;178;60;?;?;?
0.42,59;28;178;60;61;?;?;?
0.52,182;180;28;129;121;?;?;?
0.52,29;59;27;178;60;?;?;?
0.53,182;27;28;178;?;?;?;?
0.7,182;29;180;129;?;?;?;?
0.48,182;59;28;61;121;?;?;?
0.46,178;121;60;?;?;?;?;?
0.43,34;27;121;?;?;?;?;?
0.49,182;180;60;61;129;121;?;?
0.42,182;29;28;178;61;129;121;?
0.41,29;180;27;178;60;121;?;?
0.7,29;59;60;61;?;?;?;?
0.53,182;29;180;59;28;178;?;?
0.4,182;59;27;61;129;121;?;?
0.42,29;59;60;21;?;?;?;?
0.44,182;29;59;28;178;129;121;?
0.42,29;129;121;21;?;?;?;?
0.5,29;180;61;60;?;?;?;?
0.43,182;27;178;60;61;121;?;?
0.5,182;59;27;178;61;?;?;?
0.4,182;59;178;61;129;121;?;?
0.49,180;27;28;121;?;?;?;?
0.47,29;180;59;61;60;?;?;?
0.63,29;180;60;61;121;?;?;?
0.54,182;59;28;129;?;?;?;?
0.5,182;29;60;61;129;121;?;?
0.42,182;29;180;59;61;60;?;?
0.62,27;60;61;?;?;?;?;?
0.44,180;59;28;61;129;?;?;?
0.48,180;59;28;178;60;?;?;?
0.55,182;29;28;178;129;?;?;?
0.71,27;178;61;?;?;?;?;?
0.41,182;180;27;28;60;?;?;?
0.53,29;180;28;129;121;?;?;?
0.59,27;178;60;121;?;?;?;?
0.42,29;27;28;178;61;?;?;?
0.59,182;29;180;59;60;129;121;?
0.45,182;27;60;61;129;?;?;?
0.47,59;178;60;121;?;?;?;?
0.42,182;29;28;60;61;121;?;?
0.44,20;36;129;?;?;?;?;?
0.47,29;27;178;60;129;121;?;?
0.49,182;27;178;60;129;121;?;?
0.48,29;27;28;61;?;?;?;?
0.49,182;180;59;28;178;121;?;?
0.42,182;28;61;60;?;?;?;?
0.51,182;29;27;61;129;?;?;?
0.72,182;59;129;121;?;?;?;?
0.44,182;27;28;61;121;?;?;?
0.42,180;27;178;61;129;121;?;?
0.47,182;29;180;59;28;129;?;?
0.48,29;59;28;178;129;121;?;?
0.48,182;29;28;60;61;?;?;?
0.68,182;178;60;?;?;?;?;?
0.57,59;178;129;121;?;?;?;?
0.4,29;59;60;129;60;?;?;?
0.52,29;180;59;178;60;?;?;?
0.48,180;59;60;61;129;121;?;?
0.58,182;29;180;27;178;?;?;?
0.49,29;27;28;178;121;?;?;?
0.45,182;29;180;28;178;61;?;?
0.47,59;60;60;?;?;?;?;?
0.45,182;29;59;28;178;129;?;?
0.51,182;59;27;178;129;?;?;?
0.44,182;59;28;60;121;?;?;?
0.51,182;60;61;129;121;?;?;?
0.75,182;29;59;60;?;?;?;?
0.51,29;180;27;28;?;?;?;?
0.74,182;29;180;60;?;?;?;?
0.58,29;28;60;129;?;?;?;?
0.45,182;34;28;?;?;?;?;?
0.54,29;27;60;121;?;?;?;?
0.45,29;180;59;178;61;121;?;?
0.67,182;180;27;?;?;?;?;?
0.81,29;61;121;?;?;?;?;?
0.66,182;29;180;61;121;?;?;?
0.78,60;129;121;?;?;?;?;?
0.41,59;60;121;21;?;?;?;?
0.42,29;180;129;121;60;?;?;?
0.48,29;59;28;61;121;?;?;?
0.41,182;28;121;60;?;?;?;?
0.76,29;59;129;121;?;?;?;?
0.7,29;180;59;60;121;?;?;?
0.68,29;27;60;?;?;?;?;?
0.51,29;180;27;178;61;?;?;?
0.48,182;29;180;28;129;121;?;?
0.49,182;180;28;178;129;?;?;?
0.49,180;59;27;129;121;?;?;?
0.56,182;29;180;28;178;?;?;?
0.4,182;180;59;27;28;121;?;?
0.41,29;28;178;60;61;121;?;?
0.41,59;60;129;21;?;?;?;?
0.43,182;29;129;60;?;?;?;?
0.49,182;59;60;61;129;121;?;?
0.44,182;29;180;28;178;129;121;?
0.56,29;59;28;60;?;?;?;?
0.62,182;29;180;28;?;?;?;?
0.47,29;180;28;61;129;?;?;?
0.43,29;59;27;178;61;129;?;?
0.42,182;29;59;27;28;121;?;?
0.62,28;60;129;121;?;?;?;?
0.41,20;36;61;121;?;?;?;?
0.51,182;59;178;129;121;?;?;?
0.43,182;29;27;28;61;?;?;?
0.43,182;29;27;178;61;129;121;?
0.41,182;60;21;?;?;?;?;?
0.59,182;180;59;178;?;?;?;?
0.42,182;59;28;60;61;?;?;?
0.44,182;180;59;28;178;60;?;?
0.42,182;180;27;178;60;129;?;?
0.65,29;28;129;121;?;?;?;?
0.47,182;29;59;27;178;60;?;?
0.4,182;59;61;121;60;?;?;?
0.61,182;28;61;121;?;?;?;?
0.4,182;180;27;178;60;121;?;?
0.41,180;60;23;?;?;?;?;?
0.43,182;180;59;61;60;?;?;?
0.44,27;28;60;129;121;?;?;?
0.45,182;34;27;?;?;?;?;?
0.52,182;178;60;129;121;?;?;?
0.5,29;180;59;178;61;?;?;?
0.62,182;29;180;59;61;121;?;?
0.54,182;180;28;129;?;?;?;?
0.45,182;59;28;60;129;?;?;?
0.58,29;180;27;178;121;?;?;?
0.6,29;180;59;27;178;?;?;?
0.54,59;28;178;129;?;?;?;?
0.41,182;29;59;27;60;129;?;?
0.58,182;28;61;129;?;?;?;?
0.48,182;180;59;28;129;?;?;?
0.45,59;27;28;178;121;?;?;?
0.41,29;60;129;121;21;?;?;?
0.7,182;180;59;61;?;?;?;?
0.55,59;27;178;61;?;?;?;?
0.41,182;29;21;?;?;?;?;?
0.53,182;180;28;61;?;?;?;?
0.57,180;59;28;121;?;?;?;?
0.6,59;178;60;?;?;?;?;?
0.43,59;61;21;?;?;?;?;?
0.41,29;28;121;60;?;?;?;?
0.54,182;59;27;129;?;?;?;?
0.54,182;29;28;61;121;?;?;?
0.71,29;180;59;129;121;?;?;?
0.6,180;28;129;?;?;?;?;?
0.41,20;36;60;129;?;?;?;?
0.52,182;59;178;61;?;?;?;?
0.43,182;29;180;28;61;129;?;?
0.49,180;59;27;28;?;?;?;?
0.4,29;180;59;60;60;?;?;?
0.55,182;29;180;178;121;?;?;?
0.4,29;178;21;?;?;?;?;?
0.63,182;180;27;178;?;?;?;?
0.66,182;29;59;61;121;?;?;?
0.47,182;180;28;178;129;121;?;?
0.62,182;29;27;178;121;?;?;?
0.75,180;60;61;?;?;?;?;?
0.45,29;180;178;60;129;?;?;?
0.41,29;180;60;129;60;?;?;?
0.53,182;59;27;61;?;?;?;?
0.76,29;180;59;61;?;?;?;?
0.61,29;27;28;?;?;?;?;?
0.68,29;59;28;?;?;?;?;?
0.41,29;59;28;178;60;129;?;?
0.46,29;180;178;61;129;?;?;?
0.57,182;29;180;59;178;?;?;?
0.7,28;178;60;?;?;?;?;?
0.43,180;129;21;?;?;?;?;?
0.41,29;27;178;60;61;129;?;?
0.48,29;60;60;?;?;?;?;?
0.42,182;29;59;27;61;129;?;?
0.5,182;29;27;60;129;?;?;?
0.53,59;27;178;129;121;?;?;?
0.41,60;129;21;?;?;?;?;?
0.54,182;27;60;129;121;?;?;?
0.4,29;180;28;178;60;121;?;?
0.51,182;180;27;28;?;?;?;?
0.53,182;29;180;27;178;121;?;?
0.48,182;29;180;178;129;121;?;?
0.61,182;180;61;129;121;?;?;?
0.42,29;180;27;28;178;121;?;?
0.4,34;178;60;?;?;?;?;?
0.42,182;59;28;60;129;121;?;?
0.52,178;60;61;121;?;?;?;?
0.57,182;59;27;178;121;?;?;?
0.43,34;28;121;?;?;?;?;?
0.45,182;59;27;178;61;121;?;?
0.44,182;29;27;28;60;?;?;?
0.41,182;59;27;28;178;121;?;?
0.46,29;60;121;60;?;?;?;?
0.67,180;60;61;121;?;?;?;?
0.78,29;60;129;121;?;?;?;?
0.59,182;59;27;121;?;?;?;?
0.48,29;180;59;27;178;61;?;?
0.62,29;180;28;178;?;?;?;?
0.48,29;180;59;60;61;129;121;?
0.6,29;28;178;61;?;?;?;?
0.42,182;29;180;59;28;178;129;121
0.55,182;29;180;28;121;?;?;?
0.42,180;27;28;129;121;?;?;?
0.51,182;180;27;178;129;?;?;?
0.5,29;27;178;60;121;?;?;?
0.47,182;59;28;178;129;121;?;?
0.71,182;180;61;121;?;?;?;?
0.43,182;36;60;?;?;?;?;?
0.56,59;60;61;129;121;?;?;?
0.74,182;29;178;?;?;?;?;?
0.45,182;29;28;178;60;121;?;?
0.73,182;60;121;?;?;?;?;?
0.42,182;29;180;28;60;129;?;?
0.41,180;27;178;60;129;121;?;?
0.45,180;28;61;129;121;?;?;?
0.6,27;178;60;129;?;?;?;?
0.45,59;60;121;60;?;?;?;?
0.67,182;29;180;129;121;?;?;?
0.42,180;129;121;21;?;?;?;?
0.5,182;61;60;?;?;?;?;?
0.66,28;178;129;121;?;?;?;?
0.63,182;29;180;59;121;?;?;?
0.48,182;20;36;?;?;?;?;?
0.47,29;28;178;60;129;121;?;?
0.68,28;178;129;?;?;?;?;?
0.46,182;29;59;27;178;61;?;?
0.58,182;29;180;59;28;?;?;?
0.55,182;27;28;121;?;?;?;?
0.47,182;29;28;178;61;129;?;?
0.58,29;59;60;61;129;?;?;?
0.45,182;180;27;178;61;121;?;?
0.41,29;180;28;178;60;129;?;?
0.41,182;29;180;28;60;121;?;?
0.56,182;29;28;178;60;?;?;?
0.43,59;27;28;61;?;?;?;?
0.5,59;27;28;178;?;?;?;?
0.56,180;27;178;60;?;?;?;?
0.61,182;29;61;129;121;?;?;?
0.55,29;178;60;121;?;?;?;?
0.75,59;60;61;?;?;?;?;?
0.41,29;59;178;60;129;121;?;?
0.41,180;60;61;60;?;?;?;?
0.42,29;121;21;?;?;?;?;?
0.56,182;178;60;129;?;?;?;?
0.48,29;180;59;27;28;?;?;?
0.55,182;59;28;178;121;?;?;?
0.43,180;59;27;28;178;?;?;?
0.51,29;28;178;60;129;?;?;?
0.51,182;29;180;27;60;?;?;?
0.46,59;28;178;61;129;?;?;?
0.42,20;60;121;?;?;?;?;?
0.66,182;29;180;60;121;?;?;?
0.55,182;178;60;121;?;?;?;?
0.51,29;59;27;129;121;?;?;?
0.48,59;28;178;61;121;?;?;?
0.65,29;178;129;121;?;?;?;?
0.48,182;29;28;60;129;121;?;?
0.56,59;27;178;129;?;?;?;?
0.59,180;28;61;?;?;?;?;?
0.46,59;129;121;60;?;?;?;?
0.4,182;29;59;28;60;121;?;?
0.62,182;29;59;60;61;?;?;?
0.75,29;180;121;?;?;?;?;?
0.43,29;180;28;60;129;121;?;?
0.54,29;180;178;61;?;?;?;?
0.54,29;27;28;178;?;?;?;?
0.46,29;28;60;61;129;?;?;?
0.51,180;59;178;61;?;?;?;?
0.48,29;28;178;60;61;?;?;?
0.46,182;28;60;61;129;?;?;?
0.58,59;178;61;?;?;?;?;?
0.63,178;60;121;?;?;?;?;?
0.45,182;34;60;129;?;?;?;?
0.41,182;27;121;60;?;?;?;?
0.53,29;180;59;28;178;121;?;?
0.41,29;180;60;121;60;?;?;?
0.57,180;28;129;121;?;?;?;?
0.49,59;27;60;129;?;?;?;?
0.67,182;29;59;129;121;?;?;?
0.47,182;180;59;27;129;?;?;?
0.49,182;29;27;28;178;?;?;?
0.41,59;28;178;60;129;121;?;?
0.41,180;28;178;61;129;121;?;?
0.52,182;59;28;129;121;?;?;?
0.42,28;121;21;?;?;?;?;?
0.42,182;29;59;27;28;178;?;?
0.79,29;180;129;?;?;?;?;?
0.41,29;180;59;27;178;61;129;?
0.6,182;28;178;61;?;?;?;?
0.5,180;59;178;129;121;?;?;?
0.47,182;29;59;28;129;121;?;?
0.4,29;59;27;178;60;121;?;?
0.56,182;29;27;178;129;?;?;?
0.45,29;180;27;60;129;?;?;?
0.46,182;29;180;28;178;129;?;?
0.42,182;34;60;61;?;?;?;?
0.51,29;180;59;178;129;?;?;?
0.61,27;60;129;121;?;?;?;?
0.44,59;27;28;129;?;?;?;?
0.75,182;180;129;?;?;?;?;?
0.45,180;59;178;61;121;?;?;?
0.67,182;29;180;121;?;?;?;?
0.43,180;59;178;61;129;?;?;?
0.46,29;180;59;28;61;121;?;?
0.59,29;27;61;121;?;?;?;?
0.72,182;29;129;121;?;?;?;?
0.55,182;28;60;61;?;?;?;?
0.48,180;28;60;121;?;?;?;?
0.41,29;59;27;60;129;121;?;?
0.41,182;59;121;60;?;?;?;?
0.54,29;59;28;61;?;?;?;?
0.49,29;180;28;178;129;121;?;?
0.62,182;61;129;121;?;?;?;?
0.56,27;28;129;?;?;?;?;?
0.46,182;180;28;61;129;?;?;?
0.64,27;60;121;?;?;?;?;?
0.69,29;27;178;121;?;?;?;?
0.41,182;29;180;27;28;178;?;?
0.63,182;29;180;60;129;121;?;?
0.45,180;27;28;178;121;?;?;?
0.55,29;180;27;129;?;?;?;?
0.5,180;178;61;129;?;?;?;?
0.5,182;27;178;60;61;?;?;?
0.44,180;27;28;129;?;?;?;?
0.43,29;59;121;60;?;?;?;?
0.69,27;178;129;121;?;?;?;?
0.41,180;61;121;21;?;?;?;?
0.71,182;180;60;121;?;?;?;?
0.56,29;28;60;121;?;?;?;?
0.46,182;29;180;60;61;129;121;?
0.43,182;59;28;178;61;121;?;?
0.42,27;129;121;60;?;?;?;?
0.66,29;27;129;?;?;?;?;?
0.45,182;180;27;28;121;?;?;?
0.49,182;34;61;?;?;?;?;?
0.54,29;27;28;121;?;?;?;?
0.74,29;178;121;?;?;?;?;?
0.46,29;59;27;28;121;?;?;?
0.45,182;59;27;28;178;?;?;?
0.64,29;180;59;27;?;?;?;?
0.42,29;59;28;60;129;121;?;?
0.55,29;180;178;129;?;?;?;?
0.48,182;180;59;178;60;?;?;?
0.46,59;27;178;60;129;?;?;?
0.69,60;61;121;?;?;?;?;?
0.46,29;59;178;61;129;?;?;?
0.5,180;28;60;129;?;?;?;?
0.6,180;178;60;?;?;?;?;?
0.45,182;29;180;59;27;178;60;?
0.5,29;59;28;178;129;?;?;?
0.6,59;27;60;?;?;?;?;?
0.48,182;27;178;61;129;121;?;?
0.42,182;29;180;27;61;129;?;?
0.47,182;28;178;60;129;121;?;?
0.59,27;61;129;121;?;?;?;?
0.41,182;29;59;129;60;?;?;?
0.62,182;29;180;59;60;129;?;?
0.56,180;60;61;129;121;?;?;?
0.5,59;178;61;129;?;?;?;?
0.55,29;61;60;?;?;?;?;?
0.43,59;60;129;121;60;?;?;?
0.69,29;59;61;129;?;?;?;?
0.49,180;27;178;61;121;?;?;?
0.56,182;59;60;61;129;?;?;?
0.79,29;180;59;60;?;?;?;?
0.74,27;129;121;?;?;?;?;?
0.49,182;59;28;178;129;?;?;?
0.68,182;28;61;?;?;?;?;?
0.63,182;59;27;178;?;?;?;?
0.42,129;121;21;?;?;?;?;?
0.59,182;180;59;60;61;?;?;?
0.42,61;121;21;?;?;?;?;?
0.51,59;28;61;129;?;?;?;?
0.43,29;59;178;60;121;?;?;?
0.54,29;180;27;61;?;?;?;?
0.49,182;180;59;27;60;?;?;?
0.63,180;60;61;129;?;?;?;?
0.51,182;178;61;129;121;?;?;?
0.46,29;59;27;61;129;?;?;?
0.45,59;28;61;129;121;?;?;?
0.42,27;28;178;61;121;?;?;?
0.48,27;178;60;61;129;?;?;?
0.54,182;59;178;129;?;?;?;?
0.49,29;180;59;28;129;121;?;?
0.71,29;180;60;129;121;?;?;?
0.4,34;59;129;?;?;?;?;?
0.58,182;29;28;129;121;?;?;?
0.47,182;180;59;28;61;?;?;?
0.49,34;60;129;?;?;?;?;?
0.58,28;178;60;129;?;?;?;?
0.42,182;34;27;178;?;?;?;?
0.53,182;27;178;61;129;?;?;?
0.58,180;178;61;?;?;?;?;?
0.78,182;29;180;59;?;?;?;?
0.78,180;59;61;?;?;?;?;?
0.6,180;59;61;129;121;?;?;?
0.52,182;29;180;59;28;121;?;?
0.56,29;180;178;60;?;?;?;?
0.48,180;59;27;178;61;?;?;?
0.44,182;59;178;60;129;?;?;?
0.55,182;29;180;27;121;?;?;?
0.41,59;28;178;61;129;121;?;?
0.73,27;178;60;?;?;?;?;?
0.74,29;180;60;121;?;?;?;?
0.43,59;129;21;?;?;?;?;?
0.42,29;59;27;60;61;?;?;?
0.47,178;61;60;?;?;?;?;?
0.6,182;180;59;60;129;121;?;?
0.68,182;28;129;?;?;?;?;?
0.5,182;29;180;27;129;?;?;?
0.41,182;27;28;60;129;?;?;?
0.69,182;27;60;?;?;?;?;?
0.46,180;59;28;178;129;121;?;?
0.43,182;180;27;60;121;?;?;?
0.59,182;59;28;121;?;?;?;?
0.42,59;129;121;21;?;?;?;?
0.62,182;27;28;?;?;?;?;?
0.47,59;27;60;121;?;?;?;?
0.49,180;178;60;129;?;?;?;?
0.42,182;36;61;?;?;?;?;?
0.68,28;178;61;?;?;?;?;?
0.41,182;27;28;178;129;121;?;?
0.51,182;29;178;61;129;?;?;?
0.49,29;180;59;27;178;60;?;?
0.42,182;27;28;178;61;?;?;?
0.46,182;178;60;61;121;?;?;?
0.55,182;29;27;28;?;?;?;?
0.42,29;59;178;60;61;?;?;?
0.51,182;180;178;129;121;?;?;?
0.61,182;29;28;129;?;?;?;?
0.47,29;28;178;61;129;121;?;?
0.69,29;180;59;61;121;?;?;?
0.42,182;29;60;60;?;?;?;?
0.64,27;178;61;121;?;?;?;?
0.41,59;27;178;60;129;121;?;?
0.5,29;28;178;60;121;?;?;?
0.45,182;59;27;61;129;?;?;?
0.47,182;180;59;27;61;?;?;?
0.62,182;29;59;28;?;?;?;?
0.81,29;60;129;?;?;?;?;?
0.42,182;29;180;59;28;178;61;?
0.41,29;27;178;60;61;121;?;?
0.56,28;178;60;121;?;?;?;?
0.49,182;29;180;28;61;?;?;?
0.59,29;180;60;61;129;?;?;?
0.4,182;180;27;61;129;121;?;?
0.46,59;178;60;61;?;?;?;?
0.44,182;29;180;27;61;121;?;?
0.41,60;129;121;21;?;?;?;?
0.47,180;27;178;61;129;?;?;?
0.4,182;59;27;28;129;?;?;?
0.42,180;59;178;60;129;?;?;?
0.43,29;180;59;178;61;129;?;?
0.73,182;59;121;?;?;?;?;?
0.48,182;28;178;60;61;?;?;?
0.59,182;180;27;121;?;?;?;?
0.48,182;29;180;59;27;60;?;?
0.42,182;29;27;28;129;121;?;?
0.44,182;29;180;59;28;178;60;?
0.46,182;34;129;121;?;?;?;?
0.48,182;29;180;27;129;121;?;?
0.6,180;59;27;178;?;?;?;?
0.45,182;59;27;28;121;?;?;?
0.69,27;61;121;?;?;?;?;?
0.5,182;29;180;59;27;178;121;?
0.61,182;60;61;121;?;?;?;?
0.55,29;180;28;129;?;?;?;?
0.42,182;59;27;178;60;129;?;?
0.42,28;178;61;60;?;?;?;?
0.88,29;180;59;?;?;?;?;?
0.56,182;180;59;27;178;?;?;?
0.64,60;61;129;?;?;?;?;?
0.56,182;29;60;61;129;?;?;?
0.55,182;29;59;178;121;?;?;?
0.41,29;180;59;28;60;61;?;?
0.41,28;178;121;60;?;?;?;?
0.45,182;29;180;59;27;178;129;?
0.43,29;180;28;60;61;?;?;?
0.53,182;180;27;61;?;?;?;?
0.41,182;20;129;?;?;?;?;?
0.74,180;61;129;?;?;?;?;?
0.8,182;59;60;?;?;?;?;?
0.48,182;59;61;60;?;?;?;?
0.61,29;59;178;121;?;?;?;?
0.79,182;29;60;?;?;?;?;?
0.43,180;27;28;61;?;?;?;?
0.45,182;29;180;27;178;129;121;?
0.42,182;29;180;59;28;61;121;?
0.46,182;29;180;59;28;61;?;?
0.4,182;59;27;178;60;121;?;?
0.59,182;180;59;61;129;?;?;?
0.57,29;178;61;129;?;?;?;?
0.41,29;59;61;121;60;?;?;?
0.42,29;180;178;60;61;?;?;?
0.41,180;60;121;21;?;?;?;?
0.55,180;28;178;60;?;?;?;?
0.52,27;60;61;129;?;?;?;?
0.45,180;27;178;60;129;?;?;?
0.41,29;27;61;60;?;?;?;?
0.55,182;29;59;28;121;?;?;?
0.45,180;27;60;61;?;?;?;?
0.55,182;180;28;60;?;?;?;?
0.65,182;27;178;60;?;?;?;?
0.66,182;29;59;60;129;?;?;?
0.52,29;59;178;129;121;?;?;?
0.45,180;60;21;?;?;?;?;?
0.47,180;60;60;?;?;?;?;?
0.53,29;59;178;61;?;?;?;?
0.67,182;59;60;129;121;?;?;?
0.46,29;121;60;?;?;?;?;?
0.41,27;178;60;61;129;121;?;?
0.52,59;28;178;129;121;?;?;?
0.53,182;178;60;61;?;?;?;?
