freq,items
0.55,178;27;94;79;231;?;?
0.49,182;178;27;94;?;?;?
0.47,28;59;79;?;?;?;?
0.66,28;178;94;79;?;?;?
0.49,28;27;29;180;59;?;?
0.49,28;178;94;231;?;?;?
0.42,178;29;59;4;?;?;?
0.4,27;29;59;27;94;?;?
0.49,178;29;59;231;?;?;?
0.62,178;29;180;59;?;?;?
0.55,28;29;27;4;?;?;?
0.4,94;86;1;?;?;?;?
0.43,29;27;4;86;231;?;?
0.51,28;27;94;4;86;?;?
0.54,182;27;94;79;?;?;?
0.78,28;94;79;?;?;?;?
0.54,29;27;79;231;?;?;?
0.51,28;27;29;27;?;?;?
0.53,178;4;86;231;?;?;?
0.41,28;29;86;79;1;?;?
0.41,182;27;29;94;?;?;?
0.46,28;29;27;79;231;?;?
0.43,182;28;178;27;94;?;?
0.82,27;4;79;?;?;?;?
0.48,29;86;79;1;?;?;?
0.41,28;29;59;79;?;?;?
0.69,27;27;86;79;?;?;?
0.48,182;27;27;79;?;?;?
0.5,28;59;4;?;?;?;?
0.56,28;27;94;4;?;?;?
0.56,178;27;94;231;?;?;?
0.47,182;28;4;79;?;?;?
0.47,27;178;94;?;?;?;?
0.48,27;94;86;79;231;?;?
0.49,29;27;94;4;79;?;?
0.53,27;94;4;86;79;?;?
0.49,182;29;86;79;?;?;?
0.52,29;180;59;231;?;?;?
0.68,27;94;86;?;?;?;?
0.42,28;178;4;1;?;?;?
0.48,178;180;94;?;?;?;?
0.45,28;27;94;86;231;?;?
0.41,27;180;59;27;94;?;?
0.46,29;27;4;231;?;?;?
0.51,28;29;59;231;?;?;?
0.48,29;94;1;?;?;?;?
0.69,27;29;86;?;?;?;?
0.6,27;86;231;?;?;?;?
0.42,27;29;79;1;?;?;?
0.57,28;86;231;?;?;?;?
0.47,28;180;79;?;?;?;?
0.49,27;59;86;?;?;?;?
0.43,27;29;59;86;?;?;?
0.67,28;178;4;79;?;?;?
0.49,28;178;4;79;231;?;?
0.46,28;178;4;86;231;?;?
0.49,29;27;94;4;86;?;?
0.43,178;29;59;1;?;?;?
0.43,27;178;27;94;79;?;?
0.51,180;86;79;?;?;?;?
0.45,178;180;27;94;?;?;?
0.56,27;4;86;79;231;?;?
0.56,178;86;79;231;?;?;?
0.61,178;29;94;79;?;?;?
0.57,28;4;79;231;?;?;?
0.65,27;27;4;86;?;?;?
0.53,29;27;94;231;?;?;?
0.51,27;29;27;4;79;?;?
0.49,28;27;27;4;79;?;?
0.45,29;180;94;79;?;?;?
0.44,178;29;4;86;231;?;?
0.48,27;94;86;231;?;?;?
0.41,178;29;180;94;?;?;?
0.48,28;29;27;94;86;79;?
0.43,28;178;29;231;?;?;?
0.4,182;28;29;94;?;?;?
0.42,28;27;27;94;231;?;?
0.74,29;4;86;79;?;?;?
0.4,178;29;79;1;?;?;?
0.48,178;27;4;86;79;231;?
0.47,178;29;27;94;86;?;?
0.42,29;59;27;94;79;?;?
0.45,28;27;29;27;79;?;?
0.49,28;59;94;?;?;?;?
0.7,28;29;4;?;?;?;?
0.44,178;180;86;79;?;?;?
0.42,28;178;27;4;86;231;?
0.55,178;27;94;4;?;?;?
0.49,28;178;86;231;?;?;?
0.45,182;178;27;86;?;?;?
0.52,29;59;94;?;?;?;?
0.67,28;29;27;94;?;?;?
0.47,182;178;94;79;?;?;?
0.43,28;29;59;94;?;?;?
0.48,28;27;94;4;86;79;?
0.44,28;29;59;4;?;?;?
0.42,28;59;4;86;79;?;?
0.53,29;27;94;4;?;?;?
0.44,59;27;94;79;?;?;?
0.44,27;27;94;86;231;?;?
0.41,182;27;29;27;?;?;?
0.77,178;86;79;?;?;?;?
0.5,182;28;27;94;?;?;?
0.49,29;4;1;?;?;?;?
0.57,27;94;4;79;?;?;?
0.42,28;27;180;59;231;?;?
0.46,28;178;29;27;86;?;?
0.52,182;29;4;?;?;?;?
0.57,29;4;231;?;?;?;?
0.47,178;29;4;79;231;?;?
0.63,27;29;94;79;?;?;?
0.48,28;178;27;94;79;231;?
0.44,178;27;4;79;1;?;?
0.42,28;178;180;27;?;?;?
0.45,27;29;4;86;79;231;?
0.5,180;59;4;?;?;?;?
0.75,28;27;86;79;?;?;?
0.42,27;29;94;4;86;?;?
0.49,27;29;27;94;86;?;?
0.46,28;180;27;94;?;?;?
0.43,29;180;59;4;86;79;?
0.4,28;27;29;231;?;?;?
0.77,28;4;86;?;?;?;?
0.45,27;29;94;4;?;?;?
0.6,28;27;94;86;79;?;?
0.65,28;27;27;94;?;?;?
0.46,178;180;79;?;?;?;?
0.79,4;86;79;?;?;?;?
0.5,178;29;231;?;?;?;?
0.42,28;178;180;59;231;?;?
0.51,27;79;1;?;?;?;?
0.49,178;180;86;?;?;?;?
0.41,27;94;4;79;231;?;?
0.47,182;178;4;86;?;?;?
0.49,178;59;86;?;?;?;?
0.52,28;94;4;86;?;?;?
0.63,28;27;94;86;?;?;?
0.49,28;59;86;?;?;?;?
0.4,27;29;27;94;4;79;?
0.42,28;178;94;4;86;79;?
0.4,182;28;29;86;?;?;?
0.43,182;28;178;4;?;?;?
0.53,182;29;180;?;?;?;?
0.44,28;29;27;94;4;?;?
0.78,28;4;79;?;?;?;?
0.47,27;59;79;?;?;?;?
0.61,27;29;27;79;?;?;?
0.59,28;27;180;59;?;?;?
0.52,180;59;231;?;?;?;?
0.48,27;27;79;1;?;?;?
0.42,28;27;180;1;?;?;?
0.45,28;4;86;79;1;?;?
0.44,178;94;86;231;?;?;?
0.5,28;29;94;86;79;?;?
0.48,182;28;59;?;?;?;?
0.6,27;4;231;?;?;?;?
0.4,182;28;27;180;?;?;?
0.46,182;29;27;79;?;?;?
0.52,29;180;1;?;?;?;?
0.43,28;178;59;4;?;?;?
0.63,28;94;86;?;?;?;?
0.75,28;178;27;?;?;?;?
0.47,180;94;79;?;?;?;?
0.5,28;29;27;94;86;?;?
0.4,28;178;59;79;?;?;?
0.73,29;27;94;79;?;?;?
0.69,178;29;180;?;?;?;?
0.51,86;79;1;?;?;?;?
0.56,27;27;94;231;?;?;?
0.47,29;180;59;79;?;?;?
0.47,27;29;94;79;231;?;?
0.47,178;27;27;94;?;?;?
0.52,182;27;4;86;?;?;?
0.53,29;27;94;79;231;?;?
0.67,28;29;79;?;?;?;?
0.49,178;29;180;231;?;?;?
0.45,28;29;180;1;?;?;?
0.6,29;94;86;79;?;?;?
0.52,27;27;94;4;79;?;?
0.52,178;29;1;?;?;?;?
0.57,28;180;231;?;?;?;?
0.48,178;27;94;79;1;?;?
0.73,28;4;86;79;?;?;?
0.4,180;79;231;?;?;?;?
0.55,28;27;86;79;231;?;?
0.48,182;178;59;?;?;?;?
0.52,28;178;27;94;86;79;?
0.59,29;180;231;?;?;?;?
0.56,28;27;94;231;?;?;?
0.47,28;27;29;94;79;?;?
0.52,182;29;86;?;?;?;?
0.49,28;178;86;79;231;?;?
0.42,182;27;27;4;?;?;?
0.42,28;29;4;1;?;?;?
0.72,27;29;59;?;?;?;?
0.5,28;27;29;79;?;?;?
0.5,29;59;4;86;?;?;?
0.49,178;180;4;?;?;?;?
0.41,28;178;4;79;1;?;?
0.44,27;178;29;?;?;?;?
0.48,27;180;94;?;?;?;?
0.5,28;178;29;4;86;79;?
0.47,28;178;27;1;?;?;?
0.52,29;59;1;?;?;?;?
0.53,59;4;86;?;?;?;?
0.54,28;29;27;86;79;?;?
0.42,29;180;59;94;79;?;?
0.46,29;180;4;86;79;?;?
0.44,178;29;4;86;79;231;?
0.54,178;27;1;?;?;?;?
0.66,27;29;86;79;?;?;?
0.4,178;29;94;4;86;?;?
0.41,28;27;27;94;79;231;?
0.66,29;27;86;79;?;?;?
0.47,182;28;79;?;?;?;?
0.5,27;86;79;1;?;?;?
0.7,28;178;4;?;?;?;?
0.55,27;29;27;86;?;?;?
0.68,28;178;29;?;?;?;?
0.48,178;59;94;?;?;?;?
0.55,178;27;59;?;?;?;?
0.45,28;178;27;4;231;?;?
0.45,27;59;86;79;?;?;?
0.44,27;178;86;79;?;?;?
0.41,28;178;27;79;1;?;?
0.42,28;178;180;1;?;?;?
0.41,178;27;4;86;79;1;?
0.73,28;29;59;?;?;?;?
0.44,178;180;4;79;?;?;?
0.41,182;27;1;?;?;?;?
0.42,28;178;27;180;59;?;?
0.41,178;180;4;86;79;?;?
0.45,27;180;59;4;?;?;?
0.48,182;28;29;?;?;?;?
0.54,182;27;79;?;?;?;?
0.42,178;29;180;4;?;?;?
0.43,28;29;180;94;?;?;?
0.42,28;178;29;27;4;79;?
0.41,182;28;178;59;?;?;?
0.44,178;29;27;231;?;?;?
0.45,28;59;4;79;?;?;?
