freq,items
0.4,12;17;8;?;?;?
0.47,25;26;22;170;?;?
0.41,29;26;164;116;?;?
0.44,20;14;170;24;?;?
0.46,14;75;6;22;170;?
0.45,20;14;75;26;170;?
0.5,20;75;6;18;?;?
0.4,20;18;21;?;?;?
0.4,14;75;212;26;170;?
0.52,14;6;22;170;?;?
0.56,25;170;147;?;?;?
0.47,29;63;164;18;?;?
0.44,20;14;212;25;?;?
0.44,29;25;63;18;147;?
0.57,26;22;18;170;?;?
0.54,29;164;24;?;?;?
0.4,20;75;26;24;147;?
0.48,12;29;26;?;?;?
0.49,29;6;116;?;?;?
0.46,14;75;26;18;170;?
0.44,20;63;18;170;24;?
0.46,20;88;21;?;?;?
0.48,12;88;170;?;?;?
0.58,20;212;170;?;?;?
0.45,14;25;63;18;?;?
0.66,14;75;212;?;?;?
0.43,212;26;22;170;?;?
0.42,75;212;8;116;?;?
0.43,20;29;22;170;24;147
0.44,29;63;22;18;24;?
0.46,20;14;25;18;170;?
0.61,88;22;170;?;?;?
0.44,29;26;6;18;170;?
0.42,20;14;63;6;?;?
0.4,29;63;6;24;?;?
0.41,14;29;26;22;?;?
0.49,28;6;22;?;?;?
0.4,20;28;26;18;?;?
0.47,29;25;63;26;?;?
0.41,14;28;22;170;?;?
0.44,20;75;18;24;147;?
0.42,20;14;75;25;170;?
0.46,14;26;164;22;?;?
0.45,20;29;25;170;147;?
0.51,6;21;116;?;?;?
0.44,20;164;18;24;?;?
0.41,20;14;25;26;?;?
0.45,29;6;170;24;?;?
0.49,20;26;170;147;?;?
0.43,29;17;26;22;170;?
0.5,14;164;21;?;?;?
0.51,20;26;164;170;?;?
0.43,14;75;8;116;?;?
0.58,14;26;22;?;?;?
0.61,20;25;164;?;?;?
0.59,75;26;164;?;?;?
0.47,20;75;24;147;?;?
0.44,12;212;8;?;?;?
0.53,17;170;147;?;?;?
0.63,20;75;17;?;?;?
0.43,12;28;6;?;?;?
0.43,20;75;164;8;?;?
0.41,20;14;75;25;22;170
0.7,29;17;170;?;?;?
