freq,items
0.44,20;25;63;23;?
0.41,20;15;104;?;?
0.42,15;77;17;?;?
0.4,20;41;29;17;?
0.5,25;63;23;?;?
0.41,29;25;17;23;?
0.44,41;29;63;23;?
0.5,29;25;63;23;?
0.41,20;15;77;41;1
0.51,20;41;23;?;?
0.55,41;29;17;?;?
0.49,20;63;23;?;?
0.45,77;1;23;?;?
0.47,15;1;23;?;?
0.49,15;41;1;?;?
0.45,20;36;23;?;?
0.55,29;63;23;?;?
0.41,15;77;41;29;?
0.42,20;15;63;?;?
0.4,20;29;25;17;?
0.41,20;25;1;?;?
0.42,20;34;23;?;?
0.42,20;15;1;23;?
0.45,20;34;1;?;?
0.46,20;41;63;?;?
0.4,20;15;77;104;?
0.42,20;15;41;29;?
0.45,15;77;41;?;?
0.45,20;77;41;?;?
0.43,29;17;1;?;?
0.69,20;29;1;?;?
0.41,20;15;29;25;?
0.42,20;15;77;63;?
0.54,20;41;29;?;?
0.54,20;15;77;23;?
0.52,20;29;1;23;?
0.44,41;29;25;17;?
0.46,20;29;57;?;?
0.53,15;77;29;?;?
0.45,20;77;1;23;?
0.58,15;77;23;?;?
0.42,20;29;1;57;?
0.49,20;77;29;1;?
0.53,20;15;29;?;?
0.49,41;25;23;?;?
0.47,15;41;29;?;?
0.67,29;1;23;?;?
0.44,20;77;104;?;?
0.44,15;77;63;?;?
0.42,20;41;25;63;?
0.44,20;17;63;?;?
0.41,20;77;57;?;?
0.66,29;25;63;?;?
0.41,20;77;25;63;?
0.53,20;77;29;?;?
0.45,15;77;25;?;?
0.56,20;29;63;?;?
0.54,29;1;57;?;?
0.44,29;23;57;?;?
0.46,41;17;23;?;?
0.46,29;63;1;?;?
0.45,41;29;57;?;?
0.4,15;77;25;63;?
0.41,29;25;63;1;?
0.5,20;29;25;63;?
0.41,77;41;29;?;?
0.42,15;77;41;1;?
0.42,20;23;57;?;?
0.43,20;15;77;25;?
0.53,20;29;17;?;?
0.45,20;15;29;23;?
0.52,41;29;1;23;?
0.41,20;29;17;23;?
0.58,15;77;1;?;?
0.43,20;15;41;1;?
0.49,20;15;29;1;?
0.68,41;29;1;?;?
0.41,29;20;23;?;?
0.58,41;29;25;?;?
0.46,15;29;25;?;?
0.45,20;41;29;23;?
0.48,41;25;17;?;?
0.42,20;41;29;63;?
0.46,20;36;1;?;?
0.44,20;77;63;?;?
0.53,29;17;23;?;?
0.43,20;29;63;23;?
0.44,20;29;25;23;?
0.42,20;15;77;1;23
0.5,20;25;23;?;?
0.45,41;29;25;23;?
0.49,29;17;63;?;?
0.44,77;29;23;?;?
0.51,20;15;77;29;?
0.44,15;77;29;23;?
0.44,15;77;104;?;?
0.44,20;15;77;41;?
0.48,41;1;57;?;?
0.54,20;15;23;?;?
0.41,41;29;25;63;23
0.43,20;77;41;1;?
0.44,20;77;29;23;?
0.4,20;15;77;41;29
0.44,15;41;23;?;?
0.4,20;15;17;?;?
0.41,15;77;57;?;?
0.42,29;23;104;?;?
0.44,41;25;63;23;?
0.42,20;77;17;?;?
0.42,29;17;57;?;?
0.57,20;41;1;?;?
0.44,20;41;1;23;?
0.47,20;15;77;29;1
0.44,41;17;63;?;?
0.54,20;15;1;?;?
0.48,41;63;23;?;?
0.4,29;25;63;57;?
0.44,29;63;57;?;?
0.44,15;25;63;?;?
0.57,20;29;25;?;?
0.42,41;29;1;57;?
0.43,20;15;25;?;?
0.41,20;77;41;29;?
0.59,41;1;23;?;?
0.45,20;77;25;?;?
0.61,20;29;23;?;?
0.42,41;29;17;23;?
0.58,20;77;23;?;?
0.43,20;15;77;29;23
0.56,29;25;23;?;?
0.47,29;25;1;?;?
0.43,20;41;29;25;?
0.43,15;29;1;23;?
0.47,20;17;23;?;?
0.47,20;25;17;?;?
0.41,20;23;104;?;?
0.42,15;29;17;?;?
0.41,77;25;63;?;?
0.58,20;25;63;?;?
0.51,20;41;29;1;?
0.4,41;25;1;?;?
0.48,15;77;29;1;?
0.45,29;25;57;?;?
0.41,25;63;1;?;?
0.54,29;25;17;?;?
0.41,15;29;25;63;?
0.44,15;77;1;23;?
0.44,20;41;17;?;?
0.54,20;15;77;1;?
0.55,15;29;1;?;?
0.61,20;1;23;?;?
0.47,20;41;25;?;?
0.58,41;25;63;?;?
0.49,20;1;57;?;?
0.4,25;63;57;?;?
0.43,77;41;1;?;?
0.46,20;15;41;?;?
0.41,25;17;23;?;?
0.6,41;29;23;?;?
0.58,20;77;1;?;?
0.4,15;41;25;?;?
0.49,77;29;1;?;?
0.45,15;29;63;?;?
0.5,15;29;23;?;?
0.68,20;15;77;?;?
0.44,15;41;29;1;?
0.57,41;29;63;?;?
0.4,20;25;57;?;?
0.53,41;29;25;63;?
