total,winfreq,items
2,1.0,9;21;151;?;?;?
1,1.0,8;17;164;53;?;?
1,1.0,8;162;34;?;?;?
1,1.0,17;3;151;?;?;?
1,1.0,34;20;210;?;?;?
2,1.0,210;4;34;?;?;?
4,1.0,210;164;34;?;?;?
1,1.0,26;28;162;13;?;?
1,1.0,34;4;21;?;?;?
5,1.0,32;28;53;?;?;?
1,1.0,162;92;53;?;?;?
1,1.0,36;26;92;?;?;?
1,1.0,13;20;21;151;26;63
1,1.0,20;164;92;?;?;?
1,1.0,2;3;4;?;?;?
1,1.0,8;17;2;53;?;?
1,1.0,162;4;13;?;?;?
25,0.84,2;156;13;63;?;?
241,0.82,48;25;26;?;?;?
303,0.81,112;17;151;?;?;?
5,0.8,20;4;13;?;?;?
15,0.8,112;164;151;?;?;?
4,0.75,162;4;63;?;?;?
4,0.75,28;2;4;21;?;?
27,0.74,32;53;21;?;?;?
48,0.73,164;210;20;?;?;?
38,0.68,17;92;53;?;?;?
269,0.67,210;20;63;?;?;?
3,0.67,20;28;4;?;?;?
175,0.67,156;21;13;?;?;?
48,0.65,8;162;36;?;?;?
11,0.64,112;17;26;?;?;?
48,0.63,8;28;53;?;?;?
8,0.63,8;162;164;?;?;?
42,0.6,8;162;13;?;?;?
5,0.6,162;53;63;?;?;?
5,0.6,36;2;164;13;63;?
20,0.6,32;4;13;?;?;?
26,0.58,116;53;63;?;?;?
38,0.58,4;210;164;?;?;?
14,0.57,162;53;13;?;?;?
9,0.56,32;4;28;151;?;?
18,0.56,36;2;4;?;?;?
31,0.55,63;21;55;?;?;?
54,0.54,26;3;151;?;?;?
13,0.54,116;13;53;?;?;?
24,0.54,32;8;162;?;?;?
17,0.53,9;26;21;?;?;?
29,0.52,92;20;151;?;?;?
2,0.5,4;210;20;?;?;?
2,0.5,8;92;36;?;?;?
2,0.5,210;4;151;?;?;?
2,0.5,48;26;6;?;?;?
4,0.5,2;36;21;13;?;?
2,0.5,53;63;13;21;151;?
2,0.5,8;36;164;?;?;?
2,0.5,151;21;55;?;?;?
6,0.5,32;164;36;?;?;?
6,0.5,116;164;53;151;?;?
4,0.5,28;34;4;?;?;?
2,0.5,19;3;6;?;?;?
122,0.47,162;92;63;?;?;?
17,0.47,8;32;53;?;?;?
205,0.46,92;2;4;?;?;?
28,0.46,162;20;13;?;?;?
32,0.44,36;28;4;?;?;?
17,0.41,2;26;13;210;63;?
5,0.4,92;53;151;?;?;?
177,0.4,19;17;3;?;?;?
10,0.4,26;92;162;?;?;?
84,0.36,34;116;63;?;?;?
97,0.34,92;164;36;?;?;?
6,0.33,19;6;63;?;?;?
3,0.33,2;3;164;?;?;?
3,0.33,162;34;13;?;?;?
3,0.33,116;20;13;?;?;?
3,0.33,26;4;210;?;?;?
12,0.33,20;116;63;?;?;?
3,0.33,32;164;28;13;?;?
3,0.33,9;26;4;63;?;?
67,0.31,92;151;116;63;?;?
17,0.29,8;2;36;?;?;?
18,0.28,36;162;164;?;?;?
12,0.25,8;32;13;?;?;?
4,0.25,92;26;4;?;?;?
5,0.2,164;2;92;116;?;?
5,0.2,164;34;92;63;?;?
6,0.17,34;210;63;?;?;?
14,0.07,8;92;164;151;?;?
1,0.0,210;20;2;?;?;?
3,0.0,32;4;164;28;?;?
2,0.0,17;34;92;151;?;?
1,0.0,36;2;28;26;?;?
1,0.0,32;164;53;151;?;?
6,0.0,8;32;6;?;?;?
1,0.0,2;92;162;?;?;?
7,0.0,116;26;92;63;?;?
1,0.0,26;28;162;63;?;?
1,0.0,32;20;63;?;?;?
1,0.0,34;116;151;?;?;?
2,0.0,8;34;28;?;?;?
2,0.0,32;8;36;?;?;?
2,0.0,9;151;55;63;?;?
1,0.0,162;53;151;?;?;?
1,0.0,4;164;13;28;151;?
1,0.0,32;20;13;?;?;?
1,0.0,34;2;164;13;21;?
3,0.0,9;21;55;?;?;?
2,0.0,2;3;63;?;?;?
1,0.0,92;116;20;?;?;?
1,0.0,28;162;4;?;?;?
1,0.0,8;28;20;?;?;?
2,0.0,8;20;13;?;?;?
1,0.0,8;28;2;164;63;?
3,0.0,164;4;21;13;?;?
1,0.0,8;63;21;53;?;?
1,0.0,28;26;20;2;13;?
1,0.0,8;162;2;?;?;?
2,0.0,32;2;28;162;?;?
2,0.0,116;26;92;2;?;?
1,0.0,17;28;53;151;?;?
1,0.0,162;92;6;?;?;?
