freq,items
0.6,2;50;18;170;?;?
0.42,29;2;50;170;17;?
0.56,29;2;2;21;?;?
0.59,29;2;18;170;?;?
0.63,2;50;22;170;?;?
0.49,50;22;18;170;?;?
0.5,182;2;50;170;?;?
0.59,29;2;2;18;170;?
0.44,29;50;2;21;?;?
0.5,29;50;2;170;?;?
0.64,2;2;170;?;?;?
0.55,182;29;18;?;?;?
0.41,11;29;50;22;?;?
0.51,182;50;18;?;?;?
0.54,2;2;17;?;?;?
0.57,29;22;18;170;?;?
0.63,29;2;50;18;?;?
0.44,14;2;50;22;?;?
0.4,29;18;162;?;?;?
0.42,182;29;50;2;22;?
0.43,182;22;17;?;?;?
0.55,182;18;170;?;?;?
0.76,2;50;22;?;?;?
0.53,29;50;22;18;?;?
0.49,182;2;2;22;170;?
0.53,29;2;2;22;18;?
0.42,29;18;170;21;?;?
0.49,29;2;50;2;22;170
0.54,50;22;18;?;?;?
0.63,182;29;22;?;?;?
0.43,2;2;170;17;?;?
0.49,2;2;22;18;170;?
0.65,2;2;18;?;?;?
0.47,182;2;50;18;170;?
0.46,182;29;2;2;22;170
0.51,182;29;18;170;?;?
0.49,2;22;18;170;?;?
0.47,11;29;2;50;?;?
0.5,182;2;2;170;?;?
0.4,182;14;22;?;?;?
0.44,2;2;18;17;?;?
0.61,182;29;2;50;?;?
0.5,182;2;170;?;?;?
0.65,2;50;18;?;?;?
0.4,14;29;50;?;?;?
0.45,2;22;21;?;?;?
0.64,29;50;170;?;?;?
0.54,2;50;22;18;?;?
0.47,182;50;18;170;?;?
0.42,50;2;22;18;?;?
0.48,29;2;50;22;18;170
0.47,182;29;50;170;?;?
0.63,2;2;22;170;?;?
0.41,29;21;162;154;?;?
0.41,29;17;162;?;?;?
0.42,29;22;154;?;?;?
0.44,182;29;50;18;170;?
0.44,14;2;22;?;?;?
0.42,11;29;22;170;?;?
0.59,29;50;18;170;?;?
0.44,29;2;50;22;21;?
0.4,11;2;2;22;170;?
0.59,2;50;2;22;?;?
0.76,29;50;22;?;?;?
0.43,2;2;22;170;17;?
0.5,50;2;170;?;?;?
0.45,14;22;18;?;?;?
0.42,29;2;50;2;17;?
0.63,50;22;170;?;?;?
0.51,14;18;170;?;?;?
0.41,11;2;50;2;?;?
0.58,182;2;50;22;?;?
0.5,2;50;2;170;?;?
0.42,29;2;22;170;17;?
0.46,182;29;2;50;170;?
0.6,2;18;170;?;?;?
0.43,29;2;50;18;17;?
0.41,21;162;154;?;?;?
0.46,182;29;22;18;?;?
0.49,29;2;22;18;170;?
0.5,29;50;2;22;170;?
0.47,182;29;50;18;?;?
0.41,2;2;5;?;?;?
0.57,2;50;21;?;?;?
0.42,29;18;154;?;?;?
0.47,50;22;17;?;?;?
0.64,29;2;18;?;?;?
0.42,182;2;50;22;18;?
0.54,182;29;2;50;22;?
0.55,29;22;17;?;?;?
0.43,29;69;145;?;?;?
0.52,29;18;17;?;?;?
0.51,29;50;2;18;?;?
0.44,29;2;18;17;?;?
0.58,182;22;170;?;?;?
0.75,29;2;50;22;?;?
0.42,22;170;154;?;?;?
0.42,29;50;2;22;18;?
0.5,29;22;170;17;?;?
0.41,2;50;5;?;?;?
0.75,29;2;22;?;?;?
0.49,182;50;22;170;?;?
0.5,14;2;50;?;?;?
0.47,182;29;2;18;?;?
0.47,11;29;2;?;?;?
0.49,29;50;22;18;170;?
0.48,11;2;22;?;?;?
0.6,50;18;170;?;?;?
0.42,18;170;21;?;?;?
0.43,182;2;21;?;?;?
0.47,11;2;50;22;?;?
0.4,2;2;18;170;17;?
0.42,29;2;2;170;17;?
0.46,182;22;18;170;?;?
0.46,29;18;21;?;?;?
0.42,182;2;2;22;18;?
0.42,2;50;2;17;?;?
0.42,182;2;17;?;?;?
0.44,29;50;18;17;?;?
0.43,29;2;170;17;?;?
0.42,29;170;154;?;?;?
0.46,29;2;50;22;17;?
0.42,29;21;154;?;?;?
0.63,29;2;50;170;?;?
0.46,182;29;2;2;170;?
0.4,11;2;22;170;?;?
0.45,29;170;21;?;?;?
0.73,29;22;170;?;?;?
0.42,2;50;2;22;18;?
0.47,29;50;22;17;?;?
0.41,182;18;17;?;?;?
0.42,11;29;170;?;?;?
0.43,2;170;17;?;?;?
0.47,29;2;22;17;?;?
0.42,182;2;22;18;?;?
0.44,50;18;17;?;?;?
0.62,182;29;50;?;?;?
0.47,29;50;2;18;170;?
0.41,14;22;18;170;?;?
0.56,29;2;50;21;?;?
0.44,29;2;2;22;21;?
0.42,29;162;154;?;?;?
0.51,2;50;2;18;?;?
0.41,11;2;50;18;?;?
0.46,182;29;2;50;22;170
0.47,182;2;18;170;?;?
0.43,182;2;2;21;?;?
0.42,29;57;145;?;?;?
0.66,29;2;50;2;?;?
0.42,29;22;170;154;?;?
0.59,50;2;22;?;?;?
0.53,29;2;50;17;?;?
0.47,11;29;2;2;?;?
0.5,29;2;50;2;18;?
0.45,182;2;50;2;22;?
0.54,182;29;2;22;?;?
0.54,11;2;2;?;?;?
0.44,22;170;21;?;?;?
0.47,2;50;22;17;?;?
0.53,11;18;170;?;?;?
0.41,182;2;50;17;?;?
0.41,29;22;162;?;?;?
0.61,182;29;2;2;?;?
0.42,182;29;22;18;170;?
0.44,182;29;2;18;170;?
0.49,182;2;50;22;170;?
0.67,2;50;2;?;?;?
0.41,14;29;22;?;?;?
0.42,29;2;2;22;170;17
0.53,29;2;50;22;18;?
0.44,29;22;170;21;?;?
0.47,11;2;2;22;?;?
0.4,29;2;5;?;?;?
0.41,11;50;170;?;?;?
0.44,2;50;2;21;?;?
0.42,11;29;18;?;?;?
0.48,182;29;50;2;?;?
0.62,182;29;2;?;?;?
0.63,2;22;170;?;?;?
0.63,29;2;2;170;?;?
0.5,182;2;50;18;?;?
0.45,14;14;22;?;?;?
0.62,29;22;18;?;?;?
0.45,182;50;2;22;?;?
0.5,182;22;18;?;?;?
0.58,182;2;2;22;?;?
0.48,11;22;18;?;?;?
0.41,11;29;2;2;22;?
0.54,2;22;18;?;?;?
0.41,11;29;2;50;22;?
0.43,182;29;2;50;18;170
0.5,14;2;2;?;?;?
0.5,50;2;22;170;?;?
0.46,29;2;50;2;18;170
0.59,29;50;2;22;?;?
0.51,182;2;18;?;?;?
0.43,50;22;170;17;?;?
0.66,182;2;2;?;?;?
0.44,2;18;17;?;?;?
0.41,11;50;2;?;?;?
0.47,2;50;2;18;170;?
0.44,14;50;22;?;?;?
0.42,29;2;50;22;170;17
0.53,29;2;22;18;?;?
0.41,11;2;2;18;?;?
0.43,29;5;145;?;?;?
0.4,14;14;50;?;?;?
0.64,29;50;18;?;?;?
0.41,182;22;21;?;?;?
0.63,29;50;22;170;?;?
0.54,182;29;50;22;?;?
0.42,29;2;50;2;22;18
0.5,182;50;170;?;?;?
0.41,11;2;170;?;?;?
0.57,22;18;170;?;?;?
0.4,29;22;7;?;?;?
0.45,29;2;22;21;?;?
0.53,29;2;17;?;?;?
0.66,182;2;50;?;?;?
0.47,2;22;17;?;?;?
0.64,2;50;170;?;?;?
0.43,22;18;17;?;?;?
0.4,14;14;2;50;?;?
0.43,20;22;170;?;?;?
0.49,182;2;22;170;?;?
0.43,29;2;2;18;17;?
0.57,29;50;21;?;?;?
0.48,11;50;22;?;?;?
0.41,182;2;2;17;?;?
0.6,2;2;18;170;?;?
0.45,2;50;22;21;?;?
0.64,29;2;170;?;?;?
0.43,29;22;18;17;?;?
0.41,11;2;18;?;?;?
0.45,50;22;21;?;?;?
0.42,182;50;22;18;?;?
0.4,20;18;170;?;?;?
0.43,2;50;22;170;17;?
0.47,18;170;17;?;?;?
0.54,2;2;22;18;?;?
0.53,182;29;2;2;22;?
0.47,182;29;2;50;18;?
0.45,2;2;22;21;?;?
0.54,14;22;170;?;?;?
0.4,11;2;50;22;170;?
0.44,50;2;21;?;?;?
0.42,50;2;17;?;?;?
0.67,29;50;2;?;?;?
0.43,50;170;17;?;?;?
0.57,29;2;21;?;?;?
0.44,14;71;22;?;?;?
0.57,2;2;21;?;?;?
0.55,182;29;170;?;?;?
0.85,29;2;50;?;?;?
0.42,29;17;154;?;?;?
0.47,50;2;18;170;?;?
0.54,11;2;50;?;?;?
0.41,11;50;18;?;?;?
0.41,11;2;50;170;?;?
0.4,14;29;2;?;?;?
