freq,items
0.47,60;23;22;108;?;?
0.41,41;29;57;100;?;?
0.41,20;23;100;22;?;?
0.42,20;60;21;22;?;?
0.52,100;23;22;?;?;?
0.53,29;57;23;22;?;?
0.5,23;57;100;?;?;?
0.59,29;100;23;?;?;?
0.41,20;100;108;?;?;?
0.51,29;28;100;23;108;?
0.44,29;23;100;60;21;108
0.43,57;100;60;22;108;?
0.46,29;28;100;60;23;?
0.45,20;23;22;108;?;?
0.55,60;23;108;?;?;?
0.63,23;100;60;?;?;?
0.44,20;57;100;21;?;?
0.52,28;60;21;?;?;?
0.51,28;60;22;?;?;?
0.53,57;23;108;?;?;?
0.44,20;29;100;?;?;?
0.45,29;57;100;23;22;108
0.55,28;21;22;?;?;?
0.5,29;28;100;23;22;?
0.4,29;28;60;21;22;108
0.4,57;23;21;22;?;?
0.58,29;23;22;108;?;?
0.41,41;23;60;?;?;?
0.46,20;60;22;?;?;?
0.43,20;57;100;23;?;?
0.65,29;23;22;?;?;?
0.44,20;21;22;108;?;?
0.52,29;23;21;22;108;?
0.53,29;57;23;108;?;?
0.59,20;23;100;?;?;?
0.49,29;57;60;21;?;?
0.43,100;60;22;108;?;?
0.44,28;23;21;108;?;?
0.44,20;29;57;100;?;?
0.44,29;100;60;21;22;?
0.5,57;60;21;?;?;?
0.67,29;23;60;?;?;?
0.59,28;100;21;?;?;?
0.51,29;57;100;23;22;?
0.47,60;21;22;108;?;?
0.48,28;100;22;108;?;?
0.58,28;100;23;?;?;?
0.45,23;100;23;22;108;?
0.5,29;23;57;100;?;?
0.4,20;100;21;108;?;?
0.4,20;57;23;108;?;?
0.6,29;100;21;?;?;?
0.6,29;60;21;?;?;?
0.64,29;28;60;?;?;?
0.53,29;28;21;22;?;?
0.43,29;28;100;60;21;108
0.47,20;57;60;?;?;?
0.45,29;23;60;21;22;?
0.44,28;100;60;21;108;?
0.49,57;100;60;21;?;?
0.49,100;60;21;?;?;?
0.45,29;28;60;21;108;?
0.47,29;57;21;22;108;?
0.45,20;23;21;22;?;?
0.45,41;23;100;?;?;?
