freq,items
0.51,29;180;27;?
0.46,29;180;59;27
0.43,29;23;22;?
0.6,29;59;23;?
0.44,29;21;22;?
0.46,29;180;60;?
0.73,29;180;59;?
0.55,29;180;59;23
0.41,29;180;59;60
0.51,29;59;27;?
0.43,29;23;108;?
0.41,29;180;21;?
0.41,180;59;60;?
0.41,29;59;21;?
0.46,180;59;27;?
0.41,29;60;108;?
0.46,29;59;60;?
0.43,29;21;108;?
0.55,180;59;23;?
0.41,29;60;23;?
0.61,29;180;23;?
