freq,items
0.45,29;63;21;22;108
0.53,60;21;22;?;?
0.52,63;21;108;?;?
0.43,25;63;60;108;?
0.43,29;25;63;23;108
0.48,60;21;22;108;?
0.43,29;25;63;108;?
0.49,63;21;22;?;?
0.49,29;63;23;22;?
0.49,29;63;22;108;?
0.48,29;17;60;108;?
0.45,17;23;22;108;?
0.45,29;17;60;22;?
0.44,29;17;60;21;?
0.52,29;63;21;108;?
0.52,29;25;23;108;?
0.46,25;63;21;108;?
0.42,23;21;108;?;?
0.45,29;63;60;21;?
0.47,29;25;63;60;?
0.57,29;17;21;?;?
0.48,17;22;108;?;?
0.45,29;25;60;21;?
0.59,29;17;23;?;?
0.58,29;25;60;?;?
0.41,29;17;60;21;108
0.49,17;23;22;?;?
0.42,63;60;21;108;?
0.54,25;63;23;?;?
0.59,29;60;23;?;?
0.45,17;60;22;?;?
0.67,29;21;108;?;?
0.59,29;60;21;?;?
0.51,29;60;23;22;?
0.5,25;60;23;?;?
0.55,29;25;22;?;?
0.42,29;25;60;21;108
0.41,25;63;23;22;108
0.49,17;21;22;?;?
0.44,29;17;23;22;108
0.64,29;23;22;?;?
0.5,29;25;21;22;?
0.41,17;60;21;108;?
0.51,29;17;21;108;?
0.4,25;17;22;108;?
0.46,63;60;22;?;?
0.48,25;17;21;?;?
0.44,17;60;23;?;?
0.6,23;22;108;?;?
0.49,63;23;22;?;?
0.44,17;21;22;108;?
0.41,29;25;63;21;22
0.44,25;63;21;22;?
0.44,29;17;21;22;108
0.54,29;60;23;108;?
0.54,29;60;21;108;?
0.44,29;25;17;23;?
0.51,25;63;60;?;?
0.53,29;17;22;?;?
0.57,25;21;108;?;?
0.46,25;63;108;?;?
0.53,29;25;108;?;?
0.46,63;23;22;108;?
0.5,29;25;63;23;?
0.59,21;22;108;?;?
0.45,63;60;23;?;?
0.45,25;17;22;?;?
0.4,25;60;21;22;108
0.41,17;60;22;108;?
0.48,17;60;108;?;?
0.67,29;23;108;?;?
0.47,29;25;60;22;?
0.51,29;17;108;?;?
0.49,29;63;60;108;?
0.42,63;60;23;108;?
0.42,29;25;60;23;108
0.45,29;25;21;22;108
0.46,25;63;23;108;?
0.47,25;60;22;108;?
0.42,29;25;17;60;?
0.41,29;17;60;23;108
0.4,25;63;60;22;?
0.43,25;17;21;108;?
0.52,60;23;22;?;?
0.48,25;63;22;?;?
0.48,29;17;23;22;?
0.51,17;23;108;?;?
0.64,29;60;108;?;?
0.41,25;17;23;22;?
0.44,25;63;23;22;?
0.5,25;17;23;?;?
0.51,29;17;23;108;?
0.58,29;23;22;108;?
0.54,25;23;22;?;?
0.41,29;25;63;23;22
0.61,29;63;23;?;?
0.41,29;25;63;22;108
0.42,29;25;60;22;108
0.45,63;60;21;?;?
0.52,63;23;108;?;?
0.62,29;25;23;?;?
0.52,29;63;23;108;?
0.57,29;25;17;?;?
0.45,29;63;60;23;?
0.59,29;25;21;?;?
0.41,29;23;21;108;?
0.45,29;17;63;?;?
0.51,17;21;108;?;?
0.58,29;63;60;?;?
0.5,25;60;21;?;?
0.5,29;25;23;22;?
0.4,25;17;60;108;?
0.42,29;63;60;21;108
0.41,29;17;60;22;108
0.55,60;23;108;?;?
0.47,29;60;23;22;108
0.55,60;21;108;?;?
0.44,29;17;60;23;?
0.48,29;17;22;108;?
0.46,29;63;60;22;?
0.56,60;22;108;?;?
0.55,25;60;108;?;?
0.49,63;22;108;?;?
0.45,63;21;22;108;?
0.44,25;63;22;108;?
0.41,25;17;21;22;?
0.47,60;23;22;108;?
0.51,25;63;21;?;?
0.44,25;60;21;22;?
0.52,29;63;108;?;?
0.64,29;21;22;?;?
0.5,25;23;22;108;?
0.55,25;21;22;?;?
0.44,17;60;21;?;?
0.58,29;63;21;?;?
0.64,29;25;63;?;?
0.52,29;25;21;108;?
0.43,25;60;23;22;?
0.49,63;60;108;?;?
0.48,29;25;63;21;?
0.58,29;21;22;108;?
0.5,25;21;22;108;?
0.42,63;60;22;108;?
0.54,25;22;108;?;?
0.43,29;25;63;21;108
0.51,29;60;21;22;?
0.63,29;22;108;?;?
0.42,29;63;60;22;108
0.55,29;63;22;?;?
0.6,29;60;22;?;?
0.48,29;17;21;22;?
0.45,29;25;63;22;?
0.46,25;60;21;108;?
0.46,29;63;23;22;108
0.47,29;60;21;22;108
0.46,25;60;23;108;?
0.57,25;23;108;?;?
0.49,29;63;21;22;?
0.43,25;17;108;?;?
0.42,29;25;17;21;?
0.41,17;60;23;108;?
0.55,29;60;22;108;?
0.49,29;25;22;108;?
0.49,29;25;60;108;?
0.45,29;25;60;23;?
0.43,25;17;23;108;?
0.47,29;23;21;?;?
0.57,29;17;60;?;?
0.51,25;60;22;?;?
0.4,29;25;63;60;108
0.48,25;17;60;?;?
0.42,29;63;60;23;108
0.46,29;25;23;22;108
