freq,items
0.43,28;56;57;123;?;?
0.4,14;212;25;17;?;?
0.54,20;29;24;?;?;?
0.47,88;29;63;?;?;?
0.45,20;29;63;24;?;?
0.41,14;212;63;8;?;?
0.49,12;212;56;?;?;?
0.53,63;8;168;?;?;?
0.43,20;25;57;?;?;?
0.53,14;212;69;?;?;?
0.41,28;212;8;8;?;?
0.56,20;29;25;63;?;?
0.41,20;75;25;168;?;?
0.42,12;88;8;8;?;?
0.42,20;88;212;8;8;?
0.4,14;25;57;?;?;?
0.4,88;69;24;123;?;?
0.62,56;69;123;?;?;?
0.57,88;212;63;?;?;?
0.52,88;56;69;?;?;?
0.6,20;75;29;?;?;?
0.4,28;212;168;?;?;?
0.41,75;57;24;123;?;?
0.41,12;17;24;?;?;?
0.55,88;212;17;?;?;?
0.5,75;56;123;?;?;?
0.48,12;56;69;123;?;?
0.45,75;212;56;69;?;?
0.45,14;25;168;?;?;?
0.42,29;56;24;?;?;?
0.49,212;24;123;?;?;?
0.63,20;75;8;?;?;?
0.49,20;212;168;?;?;?
0.46,14;25;8;8;?;?
0.41,69;123;8;?;?;?
0.43,212;56;123;?;?;?
0.42,28;88;212;?;?;?
0.47,12;212;168;?;?;?
0.46,20;29;56;?;?;?
0.53,29;25;8;8;?;?
0.41,20;28;24;123;?;?
0.55,20;75;8;8;?;?
0.44,75;25;24;?;?;?
0.5,20;75;212;123;?;?
0.5,20;29;25;17;?;?
0.48,29;17;123;?;?;?
0.49,20;56;24;123;?;?
0.48,29;25;24;123;?;?
0.43,14;69;24;123;?;?
0.42,12;69;24;123;?;?
0.42,14;63;8;8;168;?
0.4,14;56;8;?;?;?
0.46,14;212;57;123;?;?
0.5,20;25;24;?;?;?
0.42,12;88;69;123;?;?
0.47,14;75;212;123;?;?
0.42,12;88;24;123;?;?
0.5,29;56;69;?;?;?
0.54,20;212;24;?;?;?
0.44,29;25;17;8;?;?
0.42,28;212;57;?;?;?
0.52,88;57;123;?;?;?
0.45,75;56;24;?;?;?
0.42,14;88;56;?;?;?
0.4,88;212;56;69;123;?
0.41,20;63;57;?;?;?
0.49,20;75;212;8;168;?
0.58,20;75;212;8;?;?
0.5,14;212;56;?;?;?
0.41,20;14;75;24;?;?
0.46,88;212;8;8;168;?
0.46,20;212;8;8;168;?
0.42,12;29;69;?;?;?
0.46,20;57;24;123;?;?
0.52,14;75;123;?;?;?
0.43,12;25;24;?;?;?
0.42,12;88;57;123;?;?
0.41,20;29;56;69;?;?
0.53,12;8;168;?;?;?
0.42,14;212;29;?;?;?
0.57,14;56;69;?;?;?
0.42,12;212;29;?;?;?
0.46,14;63;24;?;?;?
0.54,14;212;17;?;?;?
0.49,20;75;25;8;?;?
0.47,29;17;8;8;168;?
0.51,20;14;63;?;?;?
0.49,14;212;168;?;?;?
0.53,20;75;212;57;?;?
0.58,20;56;123;?;?;?
0.49,14;29;57;?;?;?
0.49,29;25;8;8;168;?
0.43,14;29;57;123;?;?
0.41,12;88;8;168;?;?
0.59,12;88;212;?;?;?
0.47,20;75;88;212;?;?
0.4,75;69;24;123;?;?
0.62,14;29;17;?;?;?
0.42,20;75;29;25;63;?
0.44,28;212;17;?;?;?
0.61,20;8;8;?;?;?
0.42,12;57;24;123;?;?
0.47,14;29;63;8;?;?
0.45,12;56;57;123;?;?
0.43,14;75;88;?;?;?
0.54,28;8;8;?;?;?
0.4,20;14;88;212;?;?
0.46,14;212;8;8;168;?
0.43,12;63;24;?;?;?
0.58,20;212;8;?;?;?
0.48,29;56;123;?;?;?
0.56,12;29;63;?;?;?
0.41,20;88;25;63;?;?
0.43,14;28;212;?;?;?
0.42,14;212;56;57;?;?
0.4,20;14;69;123;?;?
0.43,20;29;63;8;8;?
0.54,20;56;69;123;?;?
0.44,14;63;8;168;?;?
0.4,20;25;17;8;?;?
0.54,20;75;168;?;?;?
0.5,28;8;8;168;?;?
0.41,12;28;8;?;?;?
0.53,12;69;123;?;?;?
0.49,20;29;8;168;?;?
0.57,20;14;212;?;?;?
0.41,75;212;25;17;?;?
0.69,20;29;63;?;?;?
0.42,20;29;17;24;?;?
0.45,20;14;29;63;?;?
0.53,88;212;57;?;?;?
0.46,20;88;212;17;?;?
0.41,14;212;25;8;?;?
0.53,12;24;123;?;?;?
0.4,28;212;56;?;?;?
0.48,12;88;69;?;?;?
0.51,12;212;69;?;?;?
0.42,20;14;123;?;?;?
0.47,212;69;123;?;?;?
0.43,20;14;25;63;?;?
0.4,29;17;63;?;?;?
0.45,25;63;8;8;?;?
0.44,20;88;212;69;?;?
0.52,75;29;63;?;?;?
0.47,14;75;212;56;?;?
0.44,28;57;24;?;?;?
0.55,14;75;56;?;?;?
0.52,17;8;8;?;?;?
0.45,12;88;29;?;?;?
0.57,20;29;8;?;?;?
0.67,20;75;63;?;?;?
0.53,20;212;69;?;?;?
0.45,20;17;8;168;?;?
0.53,75;212;57;?;?;?
0.44,25;63;168;?;?;?
0.41,12;25;8;168;?;?
0.48,75;25;17;?;?;?
0.45,14;88;212;63;?;?
0.43,14;75;88;212;?;?
0.41,12;63;8;8;?;?
0.44,75;29;8;?;?;?
0.49,212;8;168;?;?;?
0.45,20;25;8;8;168;?
0.45,20;88;56;?;?;?
0.43,75;69;24;?;?;?
0.46,20;69;24;123;?;?
0.53,12;212;17;?;?;?
0.56,14;75;69;?;?;?
0.4,75;25;123;?;?;?
0.53,14;75;212;63;?;?
0.46,212;8;8;168;?;?
0.58,20;212;25;?;?;?
0.72,14;75;212;?;?;?
0.44,20;63;24;123;?;?
0.45,14;88;8;?;?;?
0.52,29;17;24;?;?;?
0.41,12;63;168;?;?;?
0.44,14;29;56;?;?;?
0.45,28;17;8;?;?;?
0.46,88;29;25;?;?;?
0.44,75;57;24;?;?;?
0.4,20;29;17;8;168;?
0.46,29;63;57;?;?;?
0.41,25;57;123;?;?;?
0.51,29;17;8;8;?;?
0.45,29;25;57;?;?;?
0.46,20;14;75;25;?;?
0.49,14;56;24;?;?;?
0.47,14;88;63;?;?;?
0.46,20;28;69;?;?;?
0.51,20;29;123;?;?;?
0.42,25;69;123;?;?;?
0.52,20;75;29;63;?;?
0.5,20;28;63;?;?;?
0.41,56;8;168;?;?;?
0.49,28;29;25;?;?;?
0.43,20;212;29;?;?;?
0.44,12;212;56;69;?;?
0.47,20;75;212;69;123;?
0.41,56;57;8;?;?;?
0.45,12;69;24;?;?;?
0.44,20;75;56;57;123;?
0.45,12;212;57;123;?;?
0.55,75;212;17;?;?;?
0.45,20;14;69;?;?;?
0.68,20;29;25;?;?;?
0.49,75;63;8;?;?;?
0.48,12;88;57;?;?;?
0.42,12;88;212;24;?;?
0.45,14;25;8;168;?;?
0.45,14;212;56;69;?;?
0.58,75;212;25;?;?;?
0.46,12;88;212;25;?;?
0.42,20;212;25;8;?;?
0.42,12;29;123;?;?;?
0.49,20;14;17;?;?;?
0.49,75;56;57;?;?;?
0.49,20;29;168;?;?;?
0.41,88;57;24;123;?;?
0.43,20;28;8;8;?;?
0.56,20;8;8;168;?;?
0.42,29;63;17;?;?;?
0.46,14;29;25;8;?;?
0.56,20;75;123;?;?;?
0.41,14;88;212;56;?;?
0.43,75;212;29;?;?;?
0.53,88;212;69;?;?;?
0.5,29;17;168;?;?;?
0.48,20;25;8;168;?;?
0.41,14;75;56;57;123;?
0.49,20;28;8;?;?;?
0.48,17;8;8;168;?;?
0.48,14;75;29;63;?;?
0.68,20;75;25;?;?;?
0.42,20;57;8;?;?;?
0.48,12;212;8;8;?;?
0.41,20;28;69;123;?;?
0.54,29;25;24;?;?;?
0.48,20;88;212;63;?;?
0.53,69;24;123;?;?;?
0.61,20;56;69;?;?;?
0.5,14;75;212;57;?;?
0.45,14;28;17;?;?;?
0.43,20;212;56;123;?;?
0.41,14;75;25;24;?;?
0.42,28;25;24;?;?;?
0.41,57;123;8;?;?;?
0.55,12;212;63;?;?;?
0.49,75;212;24;123;?;?
0.47,75;17;8;?;?;?
0.6,29;24;123;?;?;?
0.49,88;212;24;123;?;?
0.46,25;17;8;?;?;?
0.41,12;29;8;8;?;?
0.42,14;88;212;69;?;?
0.56,20;25;8;?;?;?
0.4,29;63;69;123;?;?
0.4,20;28;56;69;?;?
0.49,20;212;8;168;?;?
0.6,20;75;24;?;?;?
0.61,29;25;8;?;?;?
0.46,20;25;123;?;?;?
0.5,88;212;56;?;?;?
0.45,14;88;17;?;?;?
0.41,75;63;168;?;?;?
0.43,29;25;63;168;?;?
0.52,56;69;24;?;?;?
0.43,14;29;69;123;?;?
0.4,20;88;212;24;123;?
0.49,20;75;63;8;?;?
0.4,20;75;25;123;?;?
0.69,29;25;63;?;?;?
0.48,28;25;8;?;?;?
0.53,14;25;8;?;?;?
0.47,75;212;69;123;?;?
0.49,20;29;25;8;?;?
0.41,20;212;25;17;?;?
0.45,20;14;75;63;?;?
0.46,56;57;24;123;?;?
0.42,20;212;56;57;?;?
0.42,29;57;24;123;?;?
0.5,20;29;8;8;?;?
0.47,14;25;24;?;?;?
0.47,20;88;69;?;?;?
0.47,14;57;24;?;?;?
0.51,14;75;8;168;?;?
0.46,14;75;212;168;?;?
0.53,14;212;24;?;?;?
0.42,20;75;63;8;8;?
0.42,56;8;8;?;?;?
0.5,20;75;212;56;?;?
0.44,12;29;24;?;?;?
0.47,14;29;8;8;?;?
0.41,20;88;57;123;?;?
0.43,20;14;75;29;?;?
0.41,75;63;8;168;?;?
0.52,28;57;123;?;?;?
0.47,28;212;8;?;?;?
0.49,28;56;57;?;?;?
0.42,20;88;29;?;?;?
0.47,75;56;69;123;?;?
0.43,88;56;57;123;?;?
0.41,12;28;17;?;?;?
0.42,20;29;25;168;?;?
0.47,75;88;212;?;?;?
0.4,12;28;69;?;?;?
0.58,88;212;25;?;?;?
0.44,20;14;75;17;?;?
0.44,88;29;17;?;?;?
0.54,29;63;8;8;?;?
0.42,75;212;56;57;?;?
0.55,12;212;8;?;?;?
0.41,20;75;17;24;?;?
0.41,14;75;57;24;?;?
0.4,12;56;69;24;?;?
0.45,12;212;69;123;?;?
0.43,14;57;24;123;?;?
0.43,20;14;75;8;?;?
0.49,12;88;17;?;?;?
0.41,20;88;56;69;?;?
0.53,20;75;69;123;?;?
0.41,20;88;212;123;?;?
0.42,20;88;8;168;?;?
0.54,14;56;57;?;?;?
0.53,14;63;8;?;?;?
0.46,20;29;8;8;168;?
0.51,20;29;69;?;?;?
0.5,29;25;63;8;?;?
0.45,20;212;56;69;?;?
0.5,14;75;212;69;?;?
0.42,20;28;123;?;?;?
0.42,14;28;56;?;?;?
0.5,20;75;212;8;8;?
0.63,20;88;212;?;?;?
0.6,20;75;69;?;?;?
0.41,20;88;212;168;?;?
0.53,20;56;24;?;?;?
0.52,20;14;75;212;?;?
0.51,20;28;25;?;?;?
0.64,14;75;25;?;?;?
0.52,29;25;168;?;?;?
0.4,14;75;29;8;?;?
0.44,20;56;69;24;?;?
0.53,28;56;69;?;?;?
0.61,29;8;168;?;?;?
0.43,75;212;56;123;?;?
0.42,12;88;212;69;?;?
0.64,20;75;17;?;?;?
0.42,20;17;24;123;?;?
0.56,14;57;123;?;?;?
0.49,88;56;57;?;?;?
0.45,212;56;69;?;?;?
0.44,12;56;24;123;?;?
0.47,12;212;8;168;?;?
0.63,29;8;8;?;?;?
0.46,14;29;8;168;?;?
0.46,14;56;24;123;?;?
0.44,14;25;63;8;?;?
0.51,14;75;212;17;?;?
0.53,28;24;123;?;?;?
0.42,212;25;8;?;?;?
0.4,28;25;168;?;?;?
0.54,75;212;24;?;?;?
0.43,12;28;63;?;?;?
0.53,75;56;69;?;?;?
0.45,20;28;56;?;?;?
0.48,20;63;8;8;?;?
0.42,20;28;8;168;?;?
0.44,14;25;123;?;?;?
0.46,20;75;212;57;123;?
0.51,14;29;24;?;?;?
