freq,items
0.41,182;29;12;27;?
0.44,181;29;29;?;?
0.5,11;29;29;?;?
0.62,182;2;50;?;?
0.53,182;29;214;?;?
0.4,182;29;29;55;?
0.4,182;181;27;?;?
0.6,182;29;2;50;?
0.49,182;29;25;?;?
0.59,29;29;27;?;?
0.43,29;29;214;?;?
0.5,29;29;25;?;?
0.41,29;27;214;?;?
0.43,182;29;55;?;?
0.54,29;29;50;?;?
0.42,182;181;29;?;?
0.54,182;29;12;?;?
0.46,29;29;55;?;?
0.52,29;29;2;2;?
0.55,182;12;27;?;?
0.47,29;12;27;?;?
0.43,182;54;137;?;?
0.44,181;29;27;?;?
0.6,182;29;2;?;?
0.51,182;29;29;27;?
0.69,29;2;50;?;?
0.62,182;2;2;?;?
0.47,182;29;29;2;?
0.47,182;29;29;50;?
0.61,182;29;50;?;?
0.41,11;2;50;?;?
0.51,182;12;214;?;?
0.46,182;29;29;2;50
0.69,29;2;2;?;?
0.44,29;12;214;?;?
0.45,182;29;29;2;2
0.6,182;29;2;2;?
0.45,181;2;50;?;?
0.63,182;29;27;?;?
0.43,182;29;29;25;?
0.45,182;29;29;12;?
0.78,182;29;29;?;?
0.45,181;2;2;?;?
0.52,29;29;2;50;?
0.41,11;2;2;?;?
0.54,29;29;2;?;?
0.41,29;29;8;?;?
0.52,29;29;12;?;?
