freq,items
0.49,182;29;4;3;?;?
0.56,182;1;4;19;?;?
0.44,12;27;214;1;4;?
0.56,12;27;61;?;?;?
0.5,182;214;1;19;127;?
0.43,182;12;27;214;1;?
0.46,182;27;4;3;?;?
0.63,182;27;1;127;?;?
0.72,12;29;4;?;?;?
0.44,182;12;214;1;4;19
0.5,182;1;61;?;?;?
0.46,27;3;4;?;?;?
0.51,182;12;27;1;19;?
0.53,12;29;214;3;?;?
0.58,182;29;214;4;127;?
0.7,12;27;19;?;?;?
0.81,12;214;4;?;?;?
0.54,182;29;214;1;127;?
0.5,182;12;1;3;127;?
0.41,27;1;3;4;?;?
0.41,12;29;214;56;?;?
0.53,182;12;29;1;4;?
0.6,182;27;214;?;?;?
0.59,214;1;3;127;?;?
0.41,29;56;61;?;?;?
0.52,214;1;4;19;?;?
0.58,12;214;1;3;127;?
0.69,12;27;3;?;?;?
0.44,12;27;214;127;?;?
0.48,12;27;1;19;127;?
0.41,12;29;27;3;?;?
0.51,27;214;3;?;?;?
0.5,29;27;3;?;?;?
0.43,29;214;27;?;?;?
0.77,182;12;214;?;?;?
0.44,27;56;4;?;?;?
0.56,182;29;27;1;?;?
0.71,182;214;1;4;?;?
0.5,27;214;127;?;?;?
0.54,182;29;1;4;19;?
0.73,12;4;127;?;?;?
0.47,182;29;214;56;?;?
0.41,214;1;4;3;?;?
0.67,12;1;127;?;?;?
0.46,12;56;4;?;?;?
0.61,12;27;1;127;?;?
0.49,182;214;125;?;?;?
0.42,182;12;214;125;?;?
0.48,182;29;27;127;?;?
0.51,182;12;29;4;127;?
0.72,214;4;127;?;?;?
0.41,182;29;214;125;?;?
0.5,29;214;19;127;?;?
0.44,29;1;56;?;?;?
0.67,214;1;19;?;?;?
0.66,12;29;1;4;?;?
0.56,1;19;127;?;?;?
0.84,182;214;1;?;?;?
0.43,182;29;125;4;?;?
0.41,182;29;4;3;127;?
0.59,27;1;3;127;?;?
0.53,12;29;214;1;4;?
0.47,12;29;214;1;127;?
0.72,182;214;3;?;?;?
0.71,182;27;127;?;?;?
0.74,182;12;1;?;?;?
0.46,12;4;19;127;?;?
0.52,27;214;19;?;?;?
0.73,182;12;27;?;?;?
0.48,29;27;4;127;?;?
0.4,214;4;3;127;?;?
0.57,1;4;19;?;?;?
0.52,12;29;214;127;?;?
0.57,182;27;1;3;127;?
0.46,182;12;27;4;19;?
0.63,182;12;29;1;?;?
0.41,27;125;4;?;?;?
0.46,12;214;1;61;?;?
0.67,182;29;214;4;?;?
0.41,27;4;3;127;?;?
0.42,12;1;4;3;?;?
0.41,1;4;19;127;?;?
0.43,182;29;214;1;19;127
0.54,182;12;29;3;?;?
0.42,182;29;1;3;4;?
0.54,182;12;214;1;127;?
0.84,182;29;4;?;?;?
0.4,29;1;4;19;127;?
0.49,29;214;56;?;?;?
0.51,182;12;214;1;4;127
0.48,182;29;27;3;?;?
0.63,29;19;127;?;?;?
0.43,12;29;214;1;3;127
0.53,182;12;29;127;?;?
0.48,182;27;214;3;?;?
0.64,182;29;1;4;127;?
0.54,182;29;125;?;?;?
0.51,182;12;27;1;3;?
0.65,12;214;1;3;?;?
0.46,214;1;61;?;?;?
0.56,29;27;4;?;?;?
0.45,214;4;19;127;?;?
0.55,12;27;56;?;?;?
0.42,182;29;214;27;?;?
0.57,29;27;1;?;?;?
0.45,182;12;29;1;4;127
0.42,12;29;214;61;?;?
0.67,12;1;3;?;?;?
0.52,12;214;1;4;19;?
0.4,182;12;27;214;4;?
0.64,12;1;4;127;?;?
0.44,1;4;3;?;?;?
0.48,12;27;125;?;?;?
0.42,182;29;1;4;3;?
0.66,214;1;3;?;?;?
0.65,12;29;214;?;?;?
0.42,214;1;56;?;?;?
0.42,182;27;214;3;127;?
0.48,12;1;61;?;?;?
0.67,12;27;4;127;?;?
0.71,182;214;127;?;?;?
0.57,29;214;1;19;?;?
0.63,182;29;61;?;?;?
0.61,182;29;19;127;?;?
0.57,182;27;19;127;?;?
0.5,182;4;3;?;?;?
0.42,182;29;27;1;19;?
0.49,12;27;214;4;?;?
0.55,12;27;1;3;127;?
0.48,182;27;214;127;?;?
0.5,29;214;1;3;127;?
0.62,12;4;19;?;?;?
0.61,12;27;1;3;?;?
0.44,29;27;1;19;?;?
0.42,182;27;56;4;?;?
0.63,29;1;3;127;?;?
0.4,182;27;214;1;4;127
0.42,56;125;4;?;?;?
0.51,12;29;214;4;127;?
0.48,182;29;1;61;?;?
0.46,12;29;1;19;127;?
0.43,182;1;4;3;?;?
0.6,12;1;3;127;?;?
0.42,12;27;3;4;?;?
0.7,182;1;3;?;?;?
0.56,182;12;1;127;?;?
0.46,182;29;61;4;?;?
0.71,12;214;4;127;?;?
0.41,182;12;4;3;?;?
0.71,182;1;19;?;?;?
0.49,182;3;4;?;?;?
0.4,12;29;27;127;?;?
0.62,182;19;127;?;?;?
0.62,214;1;4;127;?;?
0.61,12;27;3;127;?;?
0.43,182;29;27;3;127;?
0.51,182;214;1;4;19;?
0.71,182;29;214;1;?;?
0.6,12;214;61;?;?;?
0.84,182;27;1;?;?;?
0.42,12;29;1;61;?;?
0.61,27;4;19;?;?;?
0.62,182;29;214;19;?;?
0.51,182;12;56;?;?;?
0.6,182;214;1;4;127;?
0.66,182;1;4;127;?;?
0.41,27;1;4;3;?;?
0.45,182;56;61;?;?;?
0.43,12;1;56;?;?;?
0.43,12;27;1;61;?;?
0.47,182;29;27;1;4;?
0.48,29;27;1;4;?;?
0.44,29;214;1;19;127;?
0.61,214;4;19;?;?;?
0.45,214;56;125;?;?;?
0.66,214;3;127;?;?;?
0.64,182;4;19;?;?;?
0.56,29;214;3;127;?;?
0.48,182;12;27;1;4;127
0.56,182;12;1;3;?;?
0.42,182;214;61;4;?;?
0.49,182;27;125;?;?;?
0.62,182;12;214;19;?;?
0.62,182;12;127;?;?;?
0.45,182;12;1;4;19;?
0.72,182;12;214;1;?;?
0.65,12;29;127;?;?;?
0.66,27;1;3;?;?;?
0.46,27;214;1;19;?;?
0.43,29;1;3;4;?;?
0.46,182;29;27;4;127;?
0.51,29;214;4;19;?;?
0.47,182;12;29;1;127;?
0.45,12;214;56;125;?;?
0.62,27;1;4;127;?;?
0.71,29;1;19;?;?;?
0.68,182;12;29;?;?;?
0.45,29;27;3;127;?;?
0.73,12;214;127;?;?;?
0.79,182;27;4;?;?;?
0.44,182;29;56;4;?;?
0.63,182;214;1;127;?;?
0.6,182;29;214;1;4;?
0.45,27;4;19;127;?;?
0.43,182;29;1;56;?;?
0.48,182;29;3;4;?;?
0.62,12;29;214;1;?;?
0.54,12;29;214;19;?;?
0.65,182;27;1;19;?;?
0.46,182;12;29;27;?;?
0.4,29;27;4;19;?;?
0.62,12;27;1;19;?;?
0.43,12;125;4;?;?;?
0.75,12;1;4;?;?;?
0.45,12;29;214;1;4;127
0.44,27;61;4;?;?;?
0.46,182;12;27;61;?;?
0.81,12;27;1;?;?;?
0.6,182;29;56;?;?;?
0.76,182;4;127;?;?;?
0.43,29;4;3;127;?;?
0.44,182;27;214;1;19;?
0.42,182;214;56;4;?;?
0.42,182;27;214;1;127;?
0.67,182;29;27;?;?;?
0.62,29;214;127;?;?;?
0.44,182;12;29;214;19;?
0.41,214;125;4;?;?;?
0.78,182;29;19;?;?;?
0.58,12;29;214;4;?;?
0.46,182;12;27;19;127;?
0.47,12;29;1;4;19;?
0.54,12;1;4;19;?;?
0.44,182;12;1;19;127;?
0.45,182;214;1;61;?;?
0.59,182;12;214;4;127;?
0.49,12;4;3;?;?;?
0.48,12;214;4;3;?;?
0.56,29;1;4;19;?;?
0.52,182;56;125;?;?;?
0.45,12;27;4;3;?;?
0.59,12;214;19;127;?;?
0.4,12;27;56;4;?;?
0.41,29;3;19;?;?;?
0.41,12;214;125;4;?;?
0.58,12;29;1;127;?;?
0.69,12;27;127;?;?;?
0.65,214;1;127;?;?;?
0.66,12;29;3;?;?;?
0.43,182;12;29;61;?;?
0.55,29;214;1;127;?;?
0.43,182;29;214;1;4;19
0.55,182;12;214;3;127;?
0.48,29;61;4;?;?;?
0.44,182;12;125;?;?;?
0.77,29;4;127;?;?;?
0.43,12;214;56;4;?;?
0.4,12;29;3;4;?;?
0.75,12;214;19;?;?;?
0.51,182;27;1;4;19;?
0.4,29;27;61;?;?;?
0.61,182;12;4;127;?;?
0.65,12;214;1;127;?;?
0.49,182;29;214;4;19;?
0.41,12;214;1;4;3;?
0.4,29;19;4;?;?;?
0.55,182;29;214;1;19;?
0.61,182;12;214;1;4;?
0.51,12;214;1;19;127;?
0.59,12;214;56;?;?;?
0.5,29;214;61;?;?;?
0.76,182;29;214;?;?;?
0.43,182;12;29;214;1;4
0.68,182;29;1;3;?;?
0.42,27;1;56;?;?;?
0.51,29;4;3;?;?;?
0.61,12;19;127;?;?;?
0.46,214;3;4;?;?;?
0.43,12;27;214;4;127;?
0.4,12;27;61;4;?;?
0.55,12;29;1;4;127;?
0.58,12;29;3;127;?;?
0.45,27;214;1;3;?;?
0.41,182;27;29;?;?;?
0.46,182;125;4;?;?;?
0.42,182;4;3;127;?;?
0.45,182;27;1;61;?;?
0.42,12;214;1;56;?;?
0.44,214;61;4;?;?;?
0.45,182;214;27;?;?;?
0.45,182;12;27;1;3;127
0.74,27;1;4;?;?;?
0.41,12;56;61;?;?;?
0.47,12;3;4;?;?;?
0.48,12;29;214;1;3;?
0.53,29;214;1;4;127;?
0.5,182;12;19;127;?;?
0.57,182;27;56;?;?;?
0.62,12;214;1;4;127;?
0.6,27;19;127;?;?;?
0.44,182;1;56;?;?;?
0.68,12;27;1;4;?;?
0.63,182;12;27;4;?;?
0.42,27;214;61;?;?;?
0.43,12;29;4;3;?;?
0.43,29;27;1;3;?;?
0.69,182;29;1;19;?;?
0.43,182;1;3;4;?;?
0.54,12;29;4;19;?;?
0.51,182;12;27;3;127;?
0.48,29;56;125;?;?;?
0.49,29;27;127;?;?;?
0.86,12;214;1;?;?;?
0.42,12;29;214;19;127;?
0.48,182;12;214;56;?;?
0.49,182;29;214;1;3;127
0.55,182;12;27;4;127;?
0.63,182;29;4;19;?;?
0.5,182;56;4;?;?;?
0.45,182;12;27;214;?;?
0.43,182;214;56;125;?;?
0.56,182;27;214;1;?;?
0.62,182;1;3;127;?;?
0.48,214;4;3;?;?;?
0.43,29;27;1;127;?;?
0.44,1;3;4;?;?;?
0.56,12;29;27;?;?;?
0.46,182;29;56;125;?;?
0.57,182;12;27;3;?;?
0.76,182;29;1;4;?;?
0.54,182;29;214;1;3;?
0.51,182;12;29;214;1;?
0.5,182;27;1;19;127;?
0.55,182;1;19;127;?;?
0.45,29;125;4;?;?;?
0.55,12;27;214;?;?;?
0.66,27;1;127;?;?;?
0.47,182;214;4;3;?;?
0.4,182;12;27;1;4;19
0.45,12;29;27;4;?;?
0.53,12;29;56;?;?;?
0.71,182;27;1;4;?;?
0.44,182;214;3;4;?;?
0.49,27;4;3;?;?;?
0.45,12;214;4;19;127;?
0.43,182;27;56;125;?;?
0.73,29;214;1;?;?;?
0.41,12;1;3;4;?;?
0.53,182;29;1;19;127;?
0.6,182;27;1;4;127;?
0.63,182;12;1;4;?;?
0.74,12;214;3;?;?;?
0.47,182;12;29;214;4;?
0.53,182;27;214;4;?;?
0.44,29;214;1;4;19;?
0.41,12;27;4;19;127;?
0.53,12;1;19;127;?;?
0.63,29;214;3;?;?;?
0.5,29;1;61;?;?;?
0.7,29;1;3;?;?;?
0.42,182;29;27;1;3;?
0.62,29;214;1;4;?;?
0.67,182;29;1;127;?;?
0.42,12;27;56;125;?;?
0.46,12;27;214;19;?;?
0.9,182;29;1;?;?;?
0.54,182;12;29;19;?;?
0.59,12;29;1;19;?;?
0.41,12;4;3;127;?;?
0.55,29;1;19;127;?;?
0.43,12;29;214;4;19;?
0.56,182;12;3;127;?;?
0.41,12;29;56;125;?;?
0.58,182;12;29;4;?;?
0.5,29;27;19;?;?;?
0.42,27;214;1;4;127;?
0.74,182;29;4;127;?;?
0.43,4;3;127;?;?;?
0.58,182;214;4;19;?;?
0.42,182;12;29;214;4;127
0.64,182;214;3;127;?;?
0.52,12;29;1;3;127;?
0.67,27;3;127;?;?;?
0.64,29;214;19;?;?;?
0.69,182;1;127;?;?;?
0.46,29;56;4;?;?;?
0.56,27;214;4;?;?;?
0.6,182;29;214;127;?;?
0.48,4;19;127;?;?;?
0.42,182;29;27;1;127;?
0.53,182;12;1;4;127;?
0.41,12;29;27;19;?;?
0.49,182;61;4;?;?;?
0.61,182;12;214;3;?;?
0.58,182;12;27;19;?;?
0.71,29;3;127;?;?;?
0.67,12;29;19;?;?;?
0.43,182;12;29;19;127;?
0.43,182;27;214;1;3;?
0.61,182;29;1;3;127;?
0.55,182;12;214;1;19;?
0.5,182;12;27;1;127;?
0.69,182;214;4;127;?;?
0.5,182;12;214;4;19;?
0.4,214;1;3;4;?;?
0.67,12;3;127;?;?;?
0.51,182;29;214;1;4;127
0.48,12;56;125;?;?;?
0.61,182;29;214;3;?;?
0.45,12;27;214;3;?;?
0.69,29;214;4;?;?;?
0.43,182;12;29;1;3;127
0.56,12;27;4;19;?;?
0.69,182;27;4;127;?;?
0.79,29;1;4;?;?;?
0.56,182;12;27;1;4;?
0.56,182;12;27;127;?;?
0.59,12;29;1;3;?;?
0.41,27;214;56;?;?;?
0.58,182;27;61;?;?;?
0.41,182;214;1;56;?;?
0.54,182;29;214;3;127;?
0.77,12;29;1;?;?;?
0.77,182;29;3;?;?;?
0.43,182;12;29;56;?;?
0.54,12;29;61;?;?;?
0.48,182;27;214;1;4;?
0.43,29;1;4;3;?;?
0.67,182;12;214;4;?;?
0.57,182;214;1;3;127;?
0.42,29;214;125;?;?;?
0.79,182;214;4;?;?;?
0.67,27;1;19;?;?;?
0.66,29;1;4;127;?;?
0.79,182;1;4;?;?;?
0.52,182;12;61;?;?;?
0.63,12;29;4;127;?;?
0.4,12;27;214;1;19;?
0.49,29;3;4;?;?;?
0.64,182;27;3;127;?;?
0.57,182;12;1;19;?;?
0.55,12;27;19;127;?;?
0.63,182;12;3;?;?;?
0.4,182;3;19;?;?;?
0.59,182;27;4;19;?;?
0.48,182;12;29;1;3;?
0.73,182;214;19;?;?;?
0.43,182;12;29;214;127;?
0.45,12;214;3;4;?;?
0.73,12;214;1;4;?;?
