freq,items
0.45,29;61;4;86;242;?
0.43,182;61;17;?;?;?
0.6,182;25;4;?;?;?
0.41,29;56;86;?;?;?
0.44,29;63;17;?;?;?
0.61,182;29;61;4;?;?
0.61,29;56;61;?;?;?
0.44,182;56;125;242;?;?
0.71,182;29;125;?;?;?
0.43,182;4;4;?;?;?
0.42,29;25;63;61;?;?
0.44,125;61;4;?;?;?
0.43,56;61;4;242;?;?
0.41,182;125;19;?;?;?
0.51,182;29;125;61;?;?
0.46,29;125;4;86;?;?
0.51,182;56;17;?;?;?
0.5,61;4;86;?;?;?
0.48,182;61;4;86;?;?
0.46,182;56;86;242;?;?
0.62,29;56;125;?;?;?
0.4,29;56;4;86;?;?
0.41,182;56;125;4;86;242
0.4,182;125;127;?;?;?
0.45,56;125;4;242;?;?
0.4,182;29;4;127;?;?
0.56,29;17;61;?;?;?
0.71,182;29;25;?;?;?
0.42,20;36;4;?;?;?
0.49,125;4;86;?;?;?
0.64,29;63;4;?;?;?
0.47,29;4;127;?;?;?
0.5,182;125;242;?;?;?
0.46,182;56;242;?;?;?
0.49,56;4;242;?;?;?
0.42,29;25;125;?;?;?
0.49,182;4;86;242;?;?
0.49,182;61;242;?;?;?
0.4,182;56;63;?;?;?
0.4,182;29;61;4;242;?
0.52,182;17;61;?;?;?
0.49,182;17;63;?;?;?
0.53,182;29;25;17;?;?
0.7,29;61;4;?;?;?
0.43,25;17;4;?;?;?
0.56,182;29;17;4;?;?
0.52,182;4;86;?;?;?
0.71,182;29;63;?;?;?
0.41,182;125;3;?;?;?
0.45,182;56;4;86;242;?
0.47,29;61;4;86;?;?
0.62,182;125;61;?;?;?
0.41,182;61;19;?;?;?
0.42,29;63;125;?;?;?
0.52,182;29;56;4;?;?
0.42,182;56;125;4;242;?
0.48,29;61;242;?;?;?
0.48,56;125;242;?;?;?
0.44,29;56;125;61;?;?
0.5,29;86;242;?;?;?
0.43,29;4;4;?;?;?
0.69,56;125;4;?;?;?
0.42,17;63;4;?;?;?
0.46,182;25;63;4;?;?
0.72,182;61;4;?;?;?
0.49,56;4;86;242;?;?
0.47,125;4;86;242;?;?
0.44,12;56;125;?;?;?
0.72,182;125;4;?;?;?
0.5,56;86;242;?;?;?
0.44,182;125;61;4;?;?
0.4,182;61;127;?;?;?
0.72,182;29;4;?;?;?
0.46,29;61;86;242;?;?
0.41,12;88;61;?;?;?
0.41,182;25;17;4;?;?
0.42,182;29;3;?;?;?
0.42,182;56;125;86;242;?
0.45,29;125;86;242;?;?
0.5,182;4;242;?;?;?
0.4,182;29;61;86;242;?
0.5,182;86;242;?;?;?
0.7,182;56;4;?;?;?
0.48,29;61;86;?;?;?
0.73,182;56;61;?;?;?
0.41,182;4;19;?;?;?
0.46,182;56;4;242;?;?
0.44,182;29;242;?;?;?
0.49,25;63;4;?;?;?
0.64,29;25;4;?;?;?
0.49,182;29;63;61;?;?
0.5,29;4;242;?;?;?
0.49,61;86;242;?;?;?
0.64,29;17;4;?;?;?
0.48,125;86;242;?;?;?
0.6,29;56;4;?;?;?
0.46,182;20;36;?;?;?
0.4,29;61;17;?;?;?
0.59,182;63;4;?;?;?
0.44,182;56;125;86;?;?
0.43,29;25;17;4;?;?
0.59,182;29;125;4;?;?
0.47,182;56;4;86;?;?
0.41,182;56;61;86;?;?
0.49,29;25;63;4;?;?
0.47,29;125;86;?;?;?
0.41,182;29;125;86;?;?
0.42,56;61;4;86;242;?
0.62,29;25;63;?;?;?
0.5,182;61;86;?;?;?
0.47,182;61;4;242;?;?
0.41,29;17;63;4;?;?
0.4,182;29;125;4;86;?
0.44,56;125;61;4;?;?
0.64,56;61;4;?;?;?
0.44,182;34;61;?;?;?
0.42,182;28;61;?;?;?
0.4,29;56;242;?;?;?
0.44,29;125;4;86;242;?
0.52,29;4;86;?;?;?
0.41,182;29;56;61;4;?
0.59,182;56;61;4;?;?
0.41,182;29;127;?;?;?
0.46,56;125;86;242;?;?
0.56,29;25;61;?;?;?
0.48,182;125;86;242;?;?
0.51,56;4;86;?;?;?
0.4,56;125;19;?;?;?
0.41,12;125;4;?;?;?
0.68,29;125;4;?;?;?
0.43,182;29;4;86;242;?
0.56,182;56;125;61;?;?
0.59,182;25;63;?;?;?
0.63,182;56;125;4;?;?
0.48,61;4;86;242;?;?
0.56,182;29;25;4;?;?
0.45,29;125;4;242;?;?
0.65,182;29;56;?;?;?
0.75,182;56;125;?;?;?
0.44,56;61;242;?;?;?
0.42,12;29;61;?;?;?
0.47,182;29;86;?;?;?
0.41,56;125;17;?;?;?
0.42,29;4;19;?;?;?
0.57,182;25;17;?;?;?
0.49,61;4;242;?;?;?
0.42,20;36;61;?;?;?
0.58,29;125;61;?;?;?
0.46,29;61;4;242;?;?
0.51,182;63;61;?;?;?
0.45,56;125;4;86;242;?
0.46,182;29;17;63;?;?
0.43,182;29;19;?;?;?
0.41,182;61;3;?;?;?
0.46,56;125;4;86;?;?
0.41,182;29;125;242;?;?
0.44,182;29;86;242;?;?
0.47,29;56;61;4;?;?
0.52,29;17;63;?;?;?
0.43,182;3;127;?;?;?
0.41,182;56;25;?;?;?
0.47,182;61;4;86;242;?
0.48,182;61;86;242;?;?
0.46,182;29;4;86;?;?
0.55,182;29;25;63;?;?
0.49,29;4;86;242;?;?
0.4,28;56;125;?;?;?
