freq,items
0.48,59;60;21;22;?;?
0.44,29;59;60;21;22;?
0.4,23;57;57;?;?;?
0.51,41;29;180;23;?;?
0.51,60;23;22;?;?;?
0.42,60;56;57;?;?;?
0.41,29;180;59;60;22;?
0.61,29;21;22;?;?;?
0.62,29;23;22;?;?;?
0.43,180;59;21;22;?;?
0.54,29;60;21;108;?;?
0.4,29;108;69;?;?;?
0.4,29;180;57;57;?;?
0.48,180;60;21;22;?;?
0.4,21;108;69;?;?;?
0.46,180;23;21;?;?;?
0.55,180;60;23;?;?;?
0.53,60;23;108;?;?;?
0.41,29;180;23;21;108;?
0.48,29;180;21;22;108;?
0.42,29;59;69;?;?;?
0.41,41;180;23;108;?;?
0.44,41;60;108;?;?;?
0.59,29;180;59;23;?;?
0.58,29;59;21;?;?;?
0.51,41;29;59;60;?;?
0.43,21;108;57;?;?;?
0.57,29;22;108;?;?;?
0.45,29;180;59;22;?;?
0.44,180;59;23;22;?;?
0.56,29;23;57;?;?;?
0.44,29;180;23;21;?;?
0.46,29;180;60;23;108;?
0.41,23;108;56;?;?;?
0.41,60;57;69;?;?;?
0.4,29;23;57;57;?;?
0.42,59;57;57;?;?;?
0.45,29;23;21;22;?;?
0.42,29;59;56;?;?;?
0.5,59;60;21;108;?;?
0.43,29;21;57;?;?;?
0.4,29;180;59;60;21;?
0.61,29;180;59;60;?;?
0.42,29;59;23;21;?;?
0.4,29;21;69;?;?;?
0.41,29;180;60;21;22;108
0.57,180;23;22;?;?;?
0.57,29;60;21;?;?;?
0.42,41;180;22;?;?;?
0.45,29;59;60;23;108;?
0.41,29;23;22;57;?;?
0.45,29;57;57;?;?;?
0.4,29;60;56;56;?;?
0.58,180;23;108;?;?;?
0.43,180;59;60;108;?;?
0.49,29;60;57;?;?;?
0.43,29;180;59;60;108;?
0.57,41;29;60;?;?;?
0.45,41;23;22;?;?;?
0.55,29;23;22;108;?;?
0.41,23;69;57;?;?;?
0.41,60;108;57;?;?;?
0.4,180;23;56;69;?;?
0.56,41;29;23;?;?;?
0.43,59;57;56;?;?;?
0.41,41;180;59;23;?;?
0.4,41;59;60;108;?;?
0.4,29;59;56;57;?;?
0.44,41;21;22;?;?;?
0.42,180;57;57;?;?;?
0.52,29;60;21;22;?;?
0.42,29;23;56;57;?;?
0.43,59;23;21;108;?;?
0.46,59;60;23;22;?;?
0.51,41;180;59;?;?;?
0.44,41;180;21;?;?;?
0.46,29;59;60;21;108;?
0.51,180;23;22;108;?;?
0.63,29;21;108;?;?;?
0.52,60;21;22;?;?;?
0.52,41;29;180;60;?;?
0.46,180;60;23;22;?;?
0.54,21;22;108;?;?;?
0.43,56;69;57;?;?;?
0.46,180;59;22;?;?;?
0.4,29;23;108;69;?;?
0.41,23;22;57;?;?;?
0.43,29;23;108;57;?;?
0.44,29;180;60;23;22;?
0.4,59;21;57;?;?;?
0.41,60;69;57;?;?;?
0.61,29;60;108;?;?;?
0.48,59;60;23;108;?;?
0.44,29;60;56;69;?;?
0.41,41;180;21;108;?;?
0.42,59;69;57;?;?;?
0.48,29;180;60;21;108;?
0.44,29;56;56;?;?;?
0.41,29;23;57;69;?;?
0.44,60;56;69;?;?;?
0.41,29;180;56;57;?;?
0.53,29;180;60;23;?;?
0.47,29;56;69;?;?;?
0.46,29;180;60;21;22;?
0.6,29;180;21;?;?;?
0.52,29;180;60;22;?;?
0.4,21;22;57;?;?;?
0.5,180;60;21;108;?;?
0.41,29;23;69;57;?;?
0.56,59;21;22;?;?;?
0.41,180;23;56;?;?;?
0.45,29;60;56;?;?;?
0.4,41;23;57;?;?;?
0.43,41;60;22;?;?;?
0.5,29;60;23;22;?;?
0.45,29;180;59;108;?;?
0.42,23;56;57;?;?;?
0.43,23;56;69;?;?;?
0.42,180;69;57;?;?;?
0.55,29;59;22;?;?;?
0.56,29;59;57;?;?;?
0.4,29;180;69;57;?;?
0.75,29;180;23;?;?;?
0.43,29;23;56;69;?;?
0.4,60;56;56;?;?;?
0.42,29;60;56;57;?;?
0.54,41;180;23;?;?;?
0.75,29;180;60;?;?;?
0.47,41;29;180;59;?;?
0.41,41;29;180;59;60;?
0.55,60;21;108;?;?;?
0.44,29;23;60;?;?;?
0.42,41;22;108;?;?;?
0.6,29;60;23;?;?;?
0.41,41;180;57;?;?;?
0.41,41;29;180;21;?;?
0.41,59;60;23;22;108;?
0.51,59;23;57;?;?;?
0.42,41;29;108;?;?;?
0.42,41;59;108;?;?;?
0.59,59;21;108;?;?;?
0.44,41;60;23;?;?;?
0.73,29;59;23;?;?;?
0.41,59;56;56;?;?;?
0.41,23;57;56;?;?;?
0.42,41;29;21;108;?;?
0.46,29;56;57;?;?;?
0.44,60;23;22;108;?;?
0.41,41;29;60;108;?;?
0.41,180;60;69;?;?;?
0.4,29;21;108;69;?;?
0.42,41;60;21;?;?;?
0.4,59;69;56;?;?;?
0.41,41;59;21;108;?;?
0.43,41;29;22;?;?;?
0.4,29;21;56;69;?;?
0.41,41;29;60;23;?;?
0.52,29;60;22;108;?;?
0.4,21;56;69;?;?;?
0.54,29;21;22;108;?;?
0.47,29;23;21;108;?;?
0.42,59;60;21;22;108;?
0.42,59;57;69;?;?;?
0.41,29;60;57;56;?;?
0.42,41;29;23;108;?;?
0.41,59;60;56;69;?;?
0.4,29;180;57;69;?;?
0.54,29;180;21;22;?;?
0.56,180;60;108;?;?;?
0.41,180;60;56;?;?;?
0.43,29;180;59;23;22;?
0.46,60;21;22;108;?;?
0.41,41;29;21;22;?;?
0.42,29;59;60;57;?;?
0.42,180;60;21;22;108;?
0.42,29;56;69;57;?;?
0.53,29;59;23;22;?;?
0.5,29;180;60;21;?;?
0.46,41;23;108;?;?;?
0.41,29;60;108;57;?;?
0.41,29;23;108;56;?;?
0.4,180;59;22;108;?;?
0.41,180;23;21;22;?;?
0.45,23;21;22;?;?;?
0.45,180;60;57;?;?;?
0.55,23;22;108;?;?;?
0.59,41;29;59;?;?;?
0.74,29;180;59;?;?;?
0.41,29;23;57;56;?;?
0.56,29;180;21;108;?;?
0.47,23;21;108;?;?;?
0.43,29;59;60;23;22;?
0.42,41;59;57;?;?;?
0.43,41;29;57;?;?;?
0.45,59;56;69;?;?;?
0.45,180;59;108;?;?;?
0.44,29;23;56;?;?;?
0.56,29;180;23;108;?;?
0.46,29;59;21;22;108;?
0.52,180;60;21;?;?;?
0.51,180;23;57;?;?;?
0.51,59;23;22;108;?;?
0.4,22;56;69;?;?;?
0.43,29;22;57;?;?;?
0.42,59;60;56;?;?;?
0.64,29;23;108;?;?;?
0.49,29;180;23;22;108;?
0.4,41;23;22;108;?;?
0.56,180;21;22;?;?;?
0.41,29;108;56;?;?;?
0.4,29;180;57;56;?;?
0.54,29;180;60;108;?;?
0.41,41;29;23;22;?;?
0.57,29;180;57;?;?;?
0.57,59;60;108;?;?;?
0.42,180;59;60;23;?;?
0.41,59;23;56;?;?;?
0.45,29;57;56;?;?;?
0.4,180;60;56;69;?;?
0.51,29;180;22;108;?;?
0.41,41;180;108;?;?;?
0.41,41;59;23;108;?;?
0.54,29;59;23;108;?;?
0.42,41;59;22;?;?;?
0.4,108;56;69;?;?;?
0.43,29;180;59;21;22;?
0.6,180;59;23;?;?;?
0.42,29;69;69;?;?;?
0.43,29;180;56;?;?;?
0.49,41;29;59;23;?;?
0.44,41;29;21;?;?;?
0.47,29;59;23;57;?;?
0.59,29;60;22;?;?;?
0.42,29;180;59;60;23;?
0.41,29;60;57;69;?;?
0.42,57;56;69;?;?;?
0.46,29;180;60;22;108;?
0.46,180;59;57;?;?;?
0.43,59;56;57;?;?;?
0.41,21;108;56;?;?;?
0.4,41;180;23;22;?;?
0.5,29;59;60;22;?;?
0.42,180;57;56;?;?;?
0.49,29;59;60;21;?;?
0.43,180;23;21;108;?;?
0.4,180;59;60;21;?;?
0.4,23;108;69;?;?;?
0.53,59;22;108;?;?;?
0.43,23;108;57;?;?;?
0.42,29;180;56;69;?;?
0.43,180;56;57;?;?;?
0.43,29;69;56;?;?;?
0.53,59;60;21;?;?;?
0.41,29;22;56;?;?;?
0.5,29;23;21;?;?;?
0.43,29;108;57;?;?;?
0.54,29;59;108;?;?;?
0.52,60;22;108;?;?;?
0.46,59;23;21;?;?;?
0.48,180;60;23;108;?;?
0.52,29;60;23;108;?;?
0.41,29;21;56;?;?;?
0.46,29;60;21;22;108;?
0.44,180;56;69;?;?;?
0.46,41;21;108;?;?;?
0.48,59;60;22;108;?;?
0.41,29;60;69;57;?;?
0.4,29;21;22;57;?;?
0.41,180;59;60;22;?;?
0.41,180;60;23;22;108;?
0.54,29;59;21;108;?;?
0.4,59;69;69;?;?;?
0.49,29;180;23;57;?;?
0.41,180;56;56;?;?;?
0.56,41;180;60;?;?;?
0.41,60;57;56;?;?;?
0.44,29;60;69;?;?;?
0.4,29;22;69;?;?;?
