freq,items
0.47,2;18;21;?;?;?
0.46,50;17;154;?;?;?
0.41,26;22;170;162;?;?
0.46,26;22;18;?;?;?
0.49,20;75;26;?;?;?
0.54,29;50;164;21;?;?
0.4,20;26;164;21;?;?
0.48,29;18;170;154;?;?
0.47,2;17;154;?;?;?
0.43,14;29;50;?;?;?
0.41,26;18;21;154;?;?
0.42,26;22;18;170;?;?
0.41,50;22;18;170;?;?
0.53,2;18;170;?;?;?
0.45,2;2;21;162;154;?
0.4,14;2;50;164;?;?
0.51,29;2;2;22;170;?
0.44,20;14;6;?;?;?
0.4,29;50;18;162;?;?
0.45,29;26;21;162;?;?
0.4,14;29;26;?;?;?
0.49,29;2;26;164;?;?
0.4,2;2;170;162;?;?
0.64,26;6;21;?;?;?
0.44,29;6;22;?;?;?
0.5,2;8;116;?;?;?
0.42,14;18;170;?;?;?
0.43,26;22;17;?;?;?
0.42,22;170;17;?;?;?
0.45,29;2;18;154;?;?
0.41,164;17;154;?;?;?
0.52,29;50;17;?;?;?
0.5,2;2;8;116;?;?
0.5,22;170;154;?;?;?
0.46,26;21;17;?;?;?
0.5,2;50;21;116;?;?
0.64,29;2;50;164;?;?
0.42,2;50;26;164;21;?
0.56,2;50;164;21;?;?
0.45,29;22;18;170;?;?
0.49,29;50;26;21;?;?
0.4,2;50;18;21;154;?
0.52,29;18;21;?;?;?
0.47,50;162;154;?;?;?
0.41,170;21;162;?;?;?
0.49,20;75;6;?;?;?
0.4,50;18;21;154;?;?
0.47,2;22;21;?;?;?
0.45,12;26;6;?;?;?
0.47,29;2;50;26;164;?
0.42,2;50;22;162;?;?
0.45,29;2;2;26;6;?
0.46,164;8;116;?;?;?
0.43,18;17;154;?;?;?
0.4,22;170;21;162;?;?
0.41,50;22;162;154;?;?
0.44,29;2;50;18;154;?
0.41,29;50;22;162;?;?
0.42,26;164;162;?;?;?
0.54,29;2;18;?;?;?
0.41,29;21;8;116;?;?
0.41,2;50;164;8;?;?
0.42,29;26;17;162;?;?
0.46,29;50;154;?;?;?
0.43,14;75;2;?;?;?
0.45,12;212;21;?;?;?
0.53,29;2;22;170;?;?
0.55,2;22;170;?;?;?
0.4,29;2;22;18;170;?
0.41,29;26;164;8;?;?
0.69,29;26;21;?;?;?
0.55,50;6;21;?;?;?
0.54,2;2;17;?;?;?
0.42,29;2;50;2;6;?
0.42,2;50;22;17;?;?
0.45,29;2;50;17;162;?
0.46,6;21;162;?;?;?
0.42,75;212;6;?;?;?
0.42,26;6;21;116;?;?
0.4,14;26;6;21;?;?
0.44,29;2;2;162;154;?
0.46,50;170;21;?;?;?
0.41,14;50;164;?;?;?
0.42,29;164;21;162;?;?
0.45,22;18;170;?;?;?
0.45,29;2;50;22;21;?
0.4,2;2;22;21;154;?
0.46,29;50;22;21;?;?
0.43,29;2;2;22;170;21
0.49,22;170;21;?;?;?
0.43,22;21;162;?;?;?
0.49,29;164;8;?;?;?
0.56,2;50;22;?;?;?
0.42,21;17;162;?;?;?
0.4,29;18;17;162;?;?
0.45,29;22;17;?;?;?
0.44,29;2;50;170;21;?
0.44,29;164;18;?;?;?
0.47,2;2;170;154;?;?
0.5,29;2;26;21;?;?
0.43,12;2;2;21;?;?
0.55,29;50;22;?;?;?
0.46,29;2;154;?;?;?
0.47,2;2;21;154;?;?
0.44,14;29;2;?;?;?
0.48,2;2;17;162;?;?
0.46,29;50;21;154;?;?
0.42,29;50;18;170;21;?
0.42,22;21;162;154;?;?
0.43,29;2;50;2;164;?
0.43,170;162;154;?;?;?
0.45,29;2;2;17;162;?
0.42,2;22;162;?;?;?
0.51,29;22;154;?;?;?
0.44,2;50;2;6;?;?
0.46,14;2;50;21;?;?
0.47,2;2;154;?;?;?
0.41,28;6;21;?;?;?
0.45,29;2;18;21;?;?
0.42,26;22;21;154;?;?
0.41,29;50;2;26;?;?
0.49,20;14;75;?;?;?
0.51,14;75;212;?;?;?
0.42,2;2;26;164;21;?
0.4,29;2;50;17;162;154
0.75,29;50;21;?;?;?
0.41,29;22;170;21;154;?
0.4,2;22;21;154;?;?
0.42,29;2;2;21;17;?
0.42,75;26;164;?;?;?
0.41,12;88;164;?;?;?
0.48,14;164;21;?;?;?
0.41,14;212;6;?;?;?
0.48,50;26;6;?;?;?
0.47,2;2;18;154;?;?
0.58,29;2;26;?;?;?
0.44,29;2;50;18;21;?
0.46,2;2;22;170;21;?
0.45,29;26;21;116;?;?
0.42,29;22;170;162;154;?
0.48,26;17;154;?;?;?
0.65,29;26;6;?;?;?
0.52,26;8;116;?;?;?
0.47,29;2;2;116;?;?
0.44,29;2;2;22;154;?
0.51,20;2;2;?;?;?
0.47,6;22;170;?;?;?
0.49,29;2;50;18;170;?
0.41,2;26;6;21;?;?
0.45,29;18;162;?;?;?
0.44,2;21;17;?;?;?
0.53,29;2;50;18;?;?
0.4,88;2;2;?;?;?
0.56,2;2;18;?;?;?
0.42,29;18;21;162;154;?
0.43,20;75;26;21;?;?
0.44,29;2;2;17;154;?
0.45,29;50;17;154;?;?
0.42,2;2;18;162;?;?
0.42,50;22;162;?;?;?
0.49,29;21;162;154;?;?
0.42,20;212;6;?;?;?
0.49,29;50;116;?;?;?
0.4,29;21;17;154;?;?
0.46,29;18;17;?;?;?
0.51,29;2;50;6;21;?
0.46,2;50;22;170;154;?
0.44,29;164;170;?;?;?
0.41,2;50;22;162;154;?
0.5,50;21;116;?;?;?
0.4,20;2;164;?;?;?
0.47,2;50;154;?;?;?
0.46,29;2;162;154;?;?
0.46,29;26;116;?;?;?
0.54,29;50;22;170;?;?
0.41,26;6;162;?;?;?
0.46,29;2;22;21;?;?
0.43,29;164;22;170;?;?
0.55,2;50;6;21;?;?
0.44,14;75;212;21;?;?
0.47,2;2;18;21;?;?
0.47,26;21;162;154;?;?
0.6,2;2;26;?;?;?
0.4,26;22;17;154;?;?
0.45,26;21;8;?;?;?
0.47,20;212;21;?;?;?
0.42,28;2;2;?;?;?
0.41,2;2;22;18;170;?
0.55,50;22;170;?;?;?
0.4,20;14;75;6;?;?
0.62,29;2;2;6;?;?
0.41,75;2;50;?;?;?
0.52,29;2;50;22;170;?
0.4,88;6;21;?;?;?
0.52,2;50;18;170;?;?
0.51,29;2;50;17;?;?
0.42,26;6;22;?;?;?
0.4,50;170;162;?;?;?
0.41,20;75;6;21;?;?
0.48,18;170;154;?;?;?
0.57,29;50;26;?;?;?
0.47,29;2;2;21;116;?
0.51,2;21;162;?;?;?
0.41,29;2;26;164;21;?
0.43,29;2;2;170;21;?
0.64,29;50;2;?;?;?
0.42,29;22;21;162;154;?
0.43,50;17;162;154;?;?
0.44,29;22;162;154;?;?
0.41,164;162;154;?;?;?
0.5,29;50;2;21;?;?
0.42,2;164;8;?;?;?
0.41,29;26;21;154;?;?
0.47,50;22;154;?;?;?
0.41,14;2;164;?;?;?
0.47,20;75;212;21;?;?
0.5,20;75;164;?;?;?
0.52,29;2;2;164;21;?
0.43,29;6;162;?;?;?
0.41,29;26;162;154;?;?
0.41,2;50;2;26;?;?
0.55,29;50;18;?;?;?
0.42,50;18;17;?;?;?
0.55,2;2;6;21;?;?
0.44,29;164;8;116;?;?
0.52,2;2;162;?;?;?
0.42,2;2;22;162;?;?
0.41,2;2;164;8;?;?
0.42,75;2;2;?;?;?
0.41,14;88;212;?;?;?
0.47,12;26;164;?;?;?
0.43,2;50;18;170;21;?
0.41,20;14;75;164;?;?
0.4,18;17;162;?;?;?
0.4,26;21;17;162;?;?
0.42,29;50;21;8;?;?
0.46,2;50;22;170;21;?
0.5,2;50;26;164;?;?
0.41,29;26;18;21;?;?
0.49,29;26;18;?;?;?
0.49,26;18;21;?;?;?
0.41,2;22;162;154;?;?
0.47,29;2;2;26;21;?
0.43,20;14;75;21;?;?
0.55,2;50;8;?;?;?
0.41,29;26;170;154;?;?
0.45,29;2;50;26;6;?
0.51,29;50;162;?;?;?
0.41,6;21;154;?;?;?
0.42,164;17;162;?;?;?
0.5,2;2;21;116;?;?
0.46,2;50;17;154;?;?
0.47,50;18;21;?;?;?
0.43,29;22;170;162;?;?
0.48,26;18;154;?;?;?
0.5,29;2;2;17;?;?
0.4,22;18;21;?;?;?
0.67,2;50;6;?;?;?
0.48,26;22;154;?;?;?
0.52,2;50;162;?;?;?
0.42,14;212;164;?;?;?
0.5,29;50;21;162;?;?
0.49,20;26;164;?;?;?
0.41,2;50;18;162;?;?
0.4,2;50;170;162;?;?
0.45,29;26;18;170;?;?
0.49,26;22;21;?;?;?
0.41,2;6;8;?;?;?
0.4,2;50;6;8;?;?
0.53,26;21;162;?;?;?
0.46,2;50;170;21;?;?
0.45,6;18;170;?;?;?
0.43,26;6;116;?;?;?
0.51,2;2;21;162;?;?
0.4,2;170;162;?;?;?
0.46,2;2;22;170;154;?
0.47,2;170;154;?;?;?
0.48,29;26;170;?;?;?
0.66,29;50;164;?;?;?
0.45,18;162;154;?;?;?
0.47,20;26;6;?;?;?
0.49,29;2;8;116;?;?
0.47,50;170;154;?;?;?
0.54,26;18;170;?;?;?
0.51,29;22;21;?;?;?
0.44,2;50;21;17;?;?
0.47,29;26;22;170;?;?
0.41,50;18;162;?;?;?
0.63,29;2;2;164;?;?
0.43,75;26;21;?;?;?
0.44,29;6;116;?;?;?
0.44,18;21;154;?;?;?
0.4,29;22;170;21;162;?
0.49,29;22;170;21;?;?
0.44,20;2;50;21;?;?
0.47,26;22;170;154;?;?
0.51,29;21;154;?;?;?
0.44,29;2;22;170;21;?
0.42,14;29;2;50;?;?
0.42,20;75;212;164;?;?
0.55,29;21;162;?;?;?
0.49,29;50;26;164;?;?
0.49,29;6;8;?;?;?
0.47,14;2;21;?;?;?
0.45,2;50;21;162;154;?
0.75,29;2;21;?;?;?
0.42,26;22;162;154;?;?
0.47,6;21;116;?;?;?
0.4,26;21;8;116;?;?
0.42,20;14;212;21;?;?
0.43,50;21;8;?;?;?
0.41,29;26;22;21;?;?
0.45,20;75;2;?;?;?
0.43,26;164;170;?;?;?
0.42,18;21;162;154;?;?
0.43,28;26;21;?;?;?
0.44,29;170;162;?;?;?
0.41,29;50;22;17;?;?
0.46,2;21;162;154;?;?
0.54,29;2;164;21;?;?
0.4,88;2;50;?;?;?
0.46,164;22;170;?;?;?
0.45,50;22;18;?;?;?
0.44,29;2;2;22;21;?
0.43,29;50;21;17;?;?
0.46,29;50;22;154;?;?
0.47,29;2;50;21;116;?
0.43,2;50;21;8;?;?
0.53,29;2;17;?;?;?
0.43,29;50;18;170;154;?
0.44,29;2;50;22;170;154
0.5,2;50;116;?;?;?
0.47,2;18;154;?;?;?
0.5,50;26;164;?;?;?
0.4,2;2;26;6;21;?
0.47,18;170;21;?;?;?
0.44,29;18;162;154;?;?
0.59,2;50;26;?;?;?
0.41,6;164;21;?;?;?
0.52,29;2;50;164;21;?
0.52,50;18;170;?;?;?
0.47,2;50;162;154;?;?
0.46,50;22;170;21;?;?
0.47,14;75;26;?;?;?
0.44,22;21;154;?;?;?
0.4,29;22;18;21;?;?
0.67,29;2;164;?;?;?
0.41,20;18;170;?;?;?
0.47,2;2;22;21;?;?
0.46,2;50;18;154;?;?
0.44,2;2;18;170;154;?
0.41,26;170;162;154;?;?
0.4,14;2;6;?;?;?
0.51,50;21;162;?;?;?
0.42,2;50;18;17;?;?
0.53,29;50;6;21;?;?
0.59,29;22;170;?;?;?
0.45,29;22;162;?;?;?
0.42,26;6;17;?;?;?
0.5,29;170;21;?;?;?
0.4,29;2;18;162;?;?
0.53,2;50;17;?;?;?
0.41,2;50;22;18;170;?
0.44,29;164;22;?;?;?
0.4,14;75;26;21;?;?
0.4,2;18;21;154;?;?
0.5,50;2;21;?;?;?
0.49,12;26;21;?;?;?
0.44,29;2;2;154;?;?
0.41,20;75;164;21;?;?
0.41,14;29;21;?;?;?
0.44,29;50;21;162;154;?
0.48,50;17;162;?;?;?
0.43,2;21;8;?;?;?
0.47,26;22;170;21;?;?
0.73,29;2;50;21;?;?
0.41,29;26;17;154;?;?
0.5,26;17;162;?;?;?
0.41,29;2;50;18;170;21
0.56,29;2;50;26;?;?
0.44,29;2;50;170;154;?
0.44,20;14;75;212;?;?
0.41,164;21;154;?;?;?
0.4,50;26;6;21;?;?
0.43,29;18;17;154;?;?
0.4,29;2;164;8;?;?
0.4,21;17;154;?;?;?
0.4,29;26;170;21;?;?
0.68,2;2;164;?;?;?
0.44,29;2;50;21;154;?
0.5,2;21;116;?;?;?
0.45,29;50;170;21;?;?
0.43,26;18;17;?;?;?
0.51,29;50;18;170;?;?
0.46,2;22;170;21;?;?
0.48,29;21;17;?;?;?
0.54,29;2;50;22;?;?
0.41,29;6;18;170;?;?
0.42,2;2;22;17;?;?
0.42,2;18;17;?;?;?
0.43,12;50;21;?;?;?
0.49,26;162;154;?;?;?
0.48,29;50;8;116;?;?
0.45,2;50;22;18;?;?
0.62,29;2;50;6;?;?
0.48,2;50;17;162;?;?
0.53,29;8;116;?;?;?
0.45,29;2;170;154;?;?
0.43,26;164;18;?;?;?
0.47,2;50;22;154;?;?
0.47,29;2;50;8;116;?
0.54,29;2;8;?;?;?
0.45,29;26;8;116;?;?
0.49,29;2;2;162;?;?
0.42,29;170;17;?;?;?
0.42,29;6;21;162;?;?
0.47,2;50;22;21;?;?
0.41,75;6;21;?;?;?
0.46,29;2;21;154;?;?
0.42,26;6;170;?;?;?
0.44,29;2;50;17;154;?
0.42,20;29;2;?;?;?
0.4,29;22;18;154;?;?
0.55,29;2;22;?;?;?
0.5,29;2;50;162;?;?
0.42,29;50;17;162;154;?
0.48,29;2;50;21;162;?
0.43,29;18;21;162;?;?
0.45,2;22;18;?;?;?
0.47,2;50;18;21;?;?
0.43,2;50;17;162;154;?
0.41,2;18;162;154;?;?
0.43,12;88;21;?;?;?
0.47,2;22;154;?;?;?
0.4,22;18;154;?;?;?
0.41,88;26;164;?;?;?
0.47,20;14;212;?;?;?
0.47,2;21;154;?;?;?
0.47,75;212;21;?;?;?
0.41,88;164;21;?;?;?
0.41,29;2;22;162;?;?
0.54,29;21;116;?;?;?
0.77,2;2;21;?;?;?
0.45,29;2;50;162;154;?
0.44,12;164;21;?;?;?
0.43,29;6;22;170;?;?
0.45,29;2;170;21;?;?
0.4,14;29;6;?;?;?
0.44,29;50;22;170;21;?
0.43,6;17;162;?;?;?
0.42,26;6;18;?;?;?
0.42,29;2;50;21;17;?
0.43,29;2;2;22;170;154
0.51,29;162;154;?;?;?
0.4,29;50;22;162;154;?
0.42,20;75;50;?;?;?
0.53,29;2;50;170;?;?
0.47,2;2;162;154;?;?
0.46,29;26;162;?;?;?
0.42,29;2;18;170;154;?
0.46,2;170;21;?;?;?
0.42,26;6;8;116;?;?
0.47,50;22;21;?;?;?
0.41,29;50;18;17;?;?
0.41,6;17;154;?;?;?
0.51,14;26;21;?;?;?
0.44,164;18;170;?;?;?
0.43,29;2;50;22;18;?
0.53,14;2;2;?;?;?
0.41,29;26;154;?;?;?
0.45,29;6;17;?;?;?
0.48,29;22;18;?;?;?
0.41,50;164;8;?;?;?
0.51,2;2;26;164;?;?
0.42,20;75;2;2;?;?
0.54,29;2;170;?;?;?
0.42,2;22;17;?;?;?
0.46,2;2;170;21;?;?
0.48,29;2;2;21;162;?
0.41,170;21;154;?;?;?
0.47,20;6;21;?;?;?
0.44,20;50;21;?;?;?
0.46,29;50;162;154;?;?
0.44,2;50;18;170;154;?
0.42,22;170;162;154;?;?
0.41,2;2;6;8;?;?
0.52,29;2;2;8;?;?
0.42,29;21;17;162;?;?
0.56,2;50;170;?;?;?
0.4,6;22;21;?;?;?
0.51,14;26;164;?;?;?
0.4,2;2;18;21;154;?
0.41,29;2;2;18;170;21
0.45,20;14;26;?;?;?
0.4,29;170;21;162;?;?
0.41,14;21;162;?;?;?
0.52,29;2;2;170;?;?
0.43,26;164;22;?;?;?
0.46,29;17;162;154;?;?
0.52,26;21;116;?;?;?
0.4,29;2;22;17;?;?
0.41,2;2;22;162;154;?
0.43,2;26;164;21;?;?
0.47,29;2;26;6;?;?
0.44,29;2;22;18;?;?
0.4,26;170;17;?;?;?
0.49,29;2;50;2;21;?
0.41,28;26;164;?;?;?
0.45,29;50;18;154;?;?
0.42,29;22;170;17;?;?
0.4,26;18;21;162;?;?
0.4,50;22;21;154;?;?
0.56,2;2;164;21;?;?
0.72,29;2;2;21;?;?
0.41,12;22;170;?;?;?
0.67,2;2;6;?;?;?
0.45,26;18;170;21;?;?
0.53,29;2;6;21;?;?
0.48,2;2;26;6;?;?
0.48,29;2;50;116;?;?
0.41,26;164;21;162;?;?
0.55,29;2;2;26;?;?
0.4,26;22;170;162;154;?
0.49,29;26;22;?;?;?
0.46,29;50;170;154;?;?
0.46,14;2;2;21;?;?
0.43,29;170;162;154;?;?
0.5,2;50;2;21;?;?
0.42,6;162;154;?;?;?
0.47,29;2;2;8;116;?
0.4,20;21;162;?;?;?
0.52,2;26;21;?;?;?
0.56,29;26;164;21;?;?
0.4,50;6;8;?;?;?
0.41,20;14;75;26;?;?
0.54,29;26;6;21;?;?
0.47,88;212;21;?;?;?
0.57,2;164;21;?;?;?
0.43,50;18;170;21;?;?
0.46,50;18;154;?;?;?
0.49,29;2;2;18;170;?
0.41,50;2;26;?;?;?
0.4,29;2;18;17;?;?
0.49,29;50;21;116;?;?
0.44,26;17;162;154;?;?
0.43,29;2;21;17;?;?
0.41,12;29;50;?;?;?
0.44,29;164;21;116;?;?
0.48,26;170;21;?;?;?
0.49,14;75;21;?;?;?
0.47,2;2;17;154;?;?
0.45,29;50;2;164;?;?
0.44,22;162;154;?;?;?
0.4,29;50;22;18;170;?
0.41,2;2;18;162;154;?
0.44,50;2;6;?;?;?
0.51,29;2;18;170;?;?
0.42,20;75;26;164;?;?
0.4,29;26;18;154;?;?
0.67,29;164;21;?;?;?
0.4,12;88;6;?;?;?
0.43,2;2;21;8;?;?
0.42,50;26;164;21;?;?
0.5,29;22;170;154;?;?
0.4,29;50;164;8;?;?
0.45,29;2;50;154;?;?
0.42,2;18;162;?;?;?
0.42,20;212;164;?;?;?
0.42,14;29;2;2;?;?
0.43,29;2;50;21;162;154
0.44,2;18;170;21;?;?
0.42,88;212;6;?;?;?
0.44,29;18;21;154;?;?
0.46,50;22;170;154;?;?
0.42,29;2;17;162;154;?
0.44,14;22;170;?;?;?
0.45,29;2;22;154;?;?
0.44,29;2;2;21;154;?
0.43,12;2;50;21;?;?
0.48,2;50;26;6;?;?
0.77,2;50;21;?;?;?
0.5,29;17;154;?;?;?
0.56,2;6;21;?;?;?
0.49,21;162;154;?;?;?
0.4,29;50;26;164;21;?
0.46,29;50;18;21;?;?
0.45,29;2;22;170;154;?
0.64,2;50;2;?;?;?
0.41,2;50;18;162;154;?
0.53,29;2;2;18;?;?
0.4,12;212;164;?;?;?
0.55,2;50;22;170;?;?
0.44,29;6;18;?;?;?
0.42,88;212;164;?;?;?
0.42,29;2;21;8;?;?
0.47,14;75;164;?;?;?
0.42,29;2;18;170;21;?
0.44,2;18;170;154;?;?
0.44,29;2;2;18;21;?
0.4,2;50;26;6;21;?
0.45,50;21;162;154;?;?
0.41,26;6;22;170;?;?
0.85,29;2;50;?;?;?
0.47,29;50;26;6;?;?
0.41,28;2;50;?;?;?
0.46,2;22;170;154;?;?
0.42,29;2;2;22;18;?
0.44,29;50;2;6;?;?
0.45,29;164;116;?;?;?
0.42,14;26;164;21;?;?
0.47,2;2;22;154;?;?
0.45,20;14;164;?;?;?
0.41,26;22;21;162;?;?
0.45,26;18;170;154;?;?
0.41,26;170;162;?;?;?
0.43,29;2;2;21;162;154
0.4,14;2;2;164;?;?
0.43,2;2;17;162;154;?
0.42,12;88;212;?;?;?
0.47,6;8;116;?;?;?
0.68,2;50;164;?;?;?
0.44,26;164;17;?;?;?
0.56,26;22;170;?;?;?
0.44,50;21;17;?;?;?
0.51,29;2;162;?;?;?
0.56,2;50;18;?;?;?
0.53,29;17;162;?;?;?
0.51,50;26;21;?;?;?
0.44,29;50;22;18;?;?
0.45,50;2;164;?;?;?
0.45,2;50;2;164;?;?
0.42,26;18;162;154;?;?
0.43,26;22;162;?;?;?
0.48,26;170;154;?;?;?
0.51,2;50;21;162;?;?
0.41,14;29;164;?;?;?
0.4,20;29;50;?;?;?
0.4,6;21;162;154;?;?
0.56,50;164;21;?;?;?
0.57,29;18;170;?;?;?
0.45,29;2;17;154;?;?
0.47,29;6;164;?;?;?
0.5,29;2;21;162;?;?
0.44,20;2;2;21;?;?
0.45,20;2;21;?;?;?
0.43,29;6;8;116;?;?
0.41,20;75;2;50;?;?
0.41,29;2;50;18;170;154
0.47,14;212;21;?;?;?
0.43,22;170;162;?;?;?
0.4,2;50;22;21;154;?
0.41,29;26;22;154;?;?
0.42,29;22;17;154;?;?
0.43,26;164;8;116;?;?
0.49,12;2;50;?;?;?
0.42,20;88;212;?;?;?
0.56,2;2;170;?;?;?
0.42,20;75;212;6;?;?
0.41,29;2;2;18;170;154
0.42,50;22;17;?;?;?
0.66,26;164;21;?;?;?
0.46,14;50;21;?;?;?
0.42,26;6;164;?;?;?
0.41,29;170;21;154;?;?
0.46,29;21;8;?;?;?
0.44,29;164;162;?;?;?
0.47,29;18;170;21;?;?
0.42,75;212;164;?;?;?
0.52,2;26;164;?;?;?
0.44,50;18;170;154;?;?
0.5,29;26;8;?;?;?
0.44,29;6;21;116;?;?
0.45,29;164;17;?;?;?
0.47,29;50;17;162;?;?
0.44,29;2;21;162;154;?
0.54,29;50;8;?;?;?
0.41,21;8;116;?;?;?
0.41,50;18;162;154;?;?
0.68,29;26;164;?;?;?
0.43,2;2;18;170;21;?
0.51,2;50;26;21;?;?
0.43,88;26;21;?;?;?
0.43,26;164;21;116;?;?
0.41,22;170;21;154;?;?
0.41,12;88;26;?;?;?
0.43,29;22;21;162;?;?
0.42,2;2;18;17;?;?
0.49,26;164;8;?;?;?
0.5,2;2;116;?;?;?
0.47,20;164;21;?;?;?
0.49,2;26;6;?;?;?
0.47,2;50;170;154;?;?
0.43,29;2;50;22;170;21
0.4,29;2;2;17;162;154
0.47,20;14;21;?;?;?
0.49,12;2;2;?;?;?
0.44,26;164;116;?;?;?
0.51,29;18;154;?;?;?
