total,winfreq,items
1,1.0,28;181;54;55;?;?
1,1.0,137;50;28;55;?;?
1,1.0,9;2;181;54;?;?
1,1.0,112;81;181;?;?;?
1,1.0,112;12;143;?;?;?
1,1.0,88;11;214;55;?;?
2,1.0,20;50;12;?;?;?
1,1.0,181;214;21;?;?;?
2,1.0,112;11;214;?;?;?
1,1.0,8;21;181;?;?;?
1,1.0,8;2;60;?;?;?
2,1.0,112;17;11;?;?;?
13,1.0,112;181;143;?;?;?
1,1.0,81;214;143;?;?;?
1,1.0,8;137;214;182;?;?
1,1.0,8;137;94;?;?;?
1,1.0,25;22;7;?;?;?
2,1.0,17;26;54;?;?;?
1,1.0,137;11;108;182;?;?
1,1.0,112;54;181;214;?;?
1,1.0,137;181;214;9;?;?
13,0.77,8;137;21;?;?;?
62,0.73,112;181;166;?;?;?
79,0.68,112;26;11;?;?;?
6,0.67,137;28;181;214;?;?
3,0.67,81;181;143;?;?;?
3,0.67,65;12;181;137;?;?
3,0.67,60;181;55;?;?;?
3,0.67,88;137;65;?;?;?
3,0.67,17;21;166;?;?;?
3,0.67,137;181;23;?;?;?
30,0.63,17;11;23;?;?;?
13,0.62,9;54;7;?;?;?
5,0.6,8;26;54;?;?;?
5,0.6,81;166;55;?;?;?
7,0.57,137;26;143;?;?;?
52,0.5,88;65;2;?;?;?
4,0.5,2;22;7;?;?;?
2,0.5,214;181;166;143;?;?
18,0.5,65;21;214;?;?;?
2,0.5,137;50;4;181;?;?
4,0.5,8;60;12;?;?;?
32,0.5,65;182;143;?;?;?
16,0.5,11;108;55;?;?;?
2,0.5,28;54;7;?;?;?
2,0.5,137;181;166;?;?;?
6,0.5,11;182;63;?;?;?
2,0.5,88;8;9;?;?;?
2,0.5,137;55;214;65;?;?
2,0.5,50;108;182;54;?;?
4,0.5,137;181;143;?;?;?
36,0.47,28;166;7;?;?;?
76,0.46,17;21;181;?;?;?
11,0.45,137;4;94;?;?;?
9,0.44,88;8;4;?;?;?
16,0.44,65;12;166;?;?;?
7,0.43,9;94;7;?;?;?
7,0.43,9;181;65;?;?;?
19,0.42,181;214;158;?;?;?
12,0.42,34;182;214;?;?;?
37,0.41,20;12;181;?;?;?
5,0.4,9;54;65;?;?;?
5,0.4,8;54;7;?;?;?
3,0.33,50;27;108;?;?;?
3,0.33,8;9;11;?;?;?
10,0.3,137;108;25;?;?;?
11,0.27,60;181;214;?;?;?
4,0.25,8;137;65;?;?;?
4,0.25,112;2;181;54;?;?
4,0.25,4;166;54;?;?;?
10,0.2,65;11;4;?;?;?
6,0.17,8;17;26;?;?;?
1,0.0,137;26;4;?;?;?
1,0.0,50;11;94;54;?;?
1,0.0,17;50;65;?;?;?
1,0.0,26;4;181;214;?;?
1,0.0,88;65;181;?;?;?
1,0.0,8;17;23;?;?;?
5,0.0,11;28;214;54;?;?
1,0.0,8;17;22;?;?;?
2,0.0,65;50;11;137;?;?
1,0.0,137;4;7;?;?;?
2,0.0,88;4;7;?;?;?
1,0.0,137;50;214;182;9;?
1,0.0,65;2;4;?;?;?
1,0.0,65;181;182;137;?;?
2,0.0,50;166;22;?;?;?
1,0.0,2;20;182;?;?;?
1,0.0,2;11;28;166;?;?
1,0.0,60;181;54;?;?;?
1,0.0,50;27;34;?;?;?
2,0.0,65;11;181;214;?;?
1,0.0,55;28;143;?;?;?
1,0.0,137;2;11;181;214;?
1,0.0,50;11;108;?;?;?
1,0.0,2;182;166;7;181;214
1,0.0,137;11;143;25;?;?
1,0.0,88;65;21;?;?;?
1,0.0,65;50;214;137;?;?
2,0.0,34;50;182;?;?;?
1,0.0,12;181;158;?;?;?
1,0.0,65;2;94;?;?;?
2,0.0,9;94;137;?;?;?
1,0.0,11;94;143;?;?;?
1,0.0,81;11;25;55;?;?
1,0.0,11;4;54;94;?;?
1,0.0,4;166;7;?;?;?
1,0.0,50;22;214;?;?;?
2,0.0,50;20;181;?;?;?
1,0.0,9;65;17;?;?;?
1,0.0,50;11;4;214;?;?
1,0.0,50;28;21;?;?;?
1,0.0,65;214;7;?;?;?
1,0.0,8;17;4;?;?;?
1,0.0,11;4;166;?;?;?
1,0.0,65;11;166;?;?;?
1,0.0,50;11;181;143;?;?
1,0.0,65;21;182;?;?;?
1,0.0,4;214;166;50;182;55
1,0.0,9;181;143;?;?;?
2,0.0,137;17;65;?;?;?
1,0.0,8;4;181;214;?;?
1,0.0,112;17;166;?;?;?
2,0.0,65;11;181;54;?;?
2,0.0,50;11;54;143;?;?
1,0.0,8;65;214;?;?;?
1,0.0,17;26;9;?;?;?
1,0.0,25;4;181;17;?;?
1,0.0,65;26;54;?;?;?
1,0.0,2;158;214;182;?;?
1,0.0,26;181;143;?;?;?
3,0.0,9;11;214;54;?;?
1,0.0,65;2;214;54;?;?
