total,winfreq,items
1,1.0,27;20;215;?;?
1,1.0,36;180;31;?;?
1,1.0,28;94;214;?;?
1,1.0,4;59;20;13;41
1,1.0,41;34;94;31;?
2,1.0,20;4;31;?;?
1,1.0,20;94;31;?;?
2,1.0,180;92;36;41;?
3,1.0,17;28;41;?;?
1,1.0,34;12;31;?;?
6,0.83,92;4;12;?;?
32,0.75,34;13;231;?;?
15,0.73,41;28;37;?;?
13,0.69,92;86;215;?;?
19,0.68,4;12;36;?;?
6,0.67,41;12;79;?;?
3,0.67,41;92;214;?;?
3,0.67,41;59;4;28;20
6,0.67,34;59;215;?;?
55,0.62,92;180;31;?;?
10,0.6,41;34;231;?;?
5,0.6,27;36;254;?;?
14,0.57,12;92;31;?;?
70,0.56,31;20;79;?;?
55,0.55,41;92;17;?;?
13,0.54,180;28;215;?;?
47,0.53,12;36;13;?;?
27,0.52,94;214;13;?;?
16,0.5,180;92;36;79;?
2,0.5,59;13;254;?;?
2,0.5,34;254;94;?;?
16,0.44,180;86;31;?;?
17,0.41,28;214;86;?;?
7,0.29,34;12;94;?;?
6,0.17,36;92;29;254;?
1,0.0,20;13;214;?;?
1,0.0,41;254;79;?;?
1,0.0,28;4;254;?;?
1,0.0,41;12;31;?;?
1,0.0,79;28;31;?;?
1,0.0,12;92;94;?;?
2,0.0,86;13;254;?;?
1,0.0,34;28;231;?;?
1,0.0,92;20;214;?;?
6,0.0,17;13;41;?;?
1,0.0,92;34;59;4;41
5,0.0,31;12;79;?;?
1,0.0,92;4;254;?;?
1,0.0,59;13;215;?;?
1,0.0,41;4;214;?;?
1,0.0,34;79;31;?;?
1,0.0,41;36;12;?;?
