total,winfreq,items
1,1.0,60;27;180;21;?
1,1.0,34;27;21;?;?
6,0.83,9;58;23;?;?
4,0.75,60;58;180;?;?
183,0.75,9;58;59;?;?
4,0.75,27;20;21;?;?
28,0.71,58;59;21;?;?
3,0.67,60;59;28;?;?
65,0.65,58;20;23;?;?
125,0.61,27;20;22;?;?
10,0.6,58;60;21;?;?
194,0.6,20;27;28;?;?
161,0.57,34;108;15;?;?
7,0.57,180;20;28;?;?
7,0.57,34;23;15;?;?
25,0.56,34;180;13;?;?
170,0.56,57;180;23;?;?
67,0.55,108;27;180;?;?
19,0.53,60;36;77;?;?
15,0.53,58;59;20;?;?
83,0.53,20;59;108;13;?
2,0.5,28;21;23;?;?
2,0.5,20;27;60;?;?
6,0.5,59;60;102;?;?
76,0.47,59;28;21;?;?
19,0.47,27;28;21;?;?
62,0.47,180;36;102;?;?
24,0.46,9;59;23;?;?
20,0.45,1;36;6;?;?
84,0.44,34;180;190;?;?
9,0.44,60;20;102;?;?
58,0.4,34;21;13;?;?
15,0.33,28;27;180;?;?
9,0.33,60;28;21;?;?
3,0.33,60;21;102;?;?
4,0.25,34;20;13;?;?
5,0.2,28;60;23;?;?
19,0.16,59;21;102;?;?
1,0.0,60;59;20;13;22
3,0.0,59;36;77;?;?
2,0.0,34;27;60;?;?
1,0.0,57;59;28;?;?
1,0.0,34;6;22;?;?
1,0.0,34;21;190;?;?
1,0.0,28;27;60;?;?
2,0.0,27;180;22;?;?
1,0.0,34;27;22;?;?
