freq,items
0.45,59;4;86;79;?
0.4,29;27;23;?;?
0.43,29;180;21;?;?
0.5,180;27;94;?;?
0.5,29;180;79;?;?
0.41,29;22;108;?;?
0.46,29;180;4;86;?
0.45,29;59;86;79;?
0.51,27;94;23;?;?
0.41,12;86;79;?;?
0.43,29;59;4;86;79
0.51,29;27;86;79;?
0.53,27;94;4;86;79
0.45,28;27;94;?;?
0.42,29;4;23;?;?
0.57,27;94;4;?;?
0.4,12;29;180;?;?
0.65,94;86;79;?;?
0.41,12;27;79;?;?
0.42,29;59;21;?;?
0.41,12;94;79;?;?
0.44,29;180;60;?;?
0.45,29;94;4;?;?
0.45,4;86;23;?;?
0.61,29;94;79;?;?
0.43,29;60;108;?;?
0.4,12;27;94;79;?
0.45,29;59;4;79;?
0.64,27;94;86;79;?
0.47,59;4;86;?;?
0.41,27;86;79;23;?
0.47,29;21;22;?;?
0.66,29;4;86;79;?
0.59,29;27;79;?;?
0.75,4;86;79;?;?
0.5,29;59;27;?;?
0.48,29;27;4;86;?
0.51,29;27;4;?;?
0.47,29;180;86;79;?
0.46,29;180;4;79;?
0.41,27;86;23;?;?
0.42,12;4;86;?;?
0.4,88;27;94;?;?
0.46,27;94;79;23;?
0.48,12;27;94;?;?
0.65,27;4;79;?;?
0.49,29;27;94;86;?
0.47,59;86;79;?;?
0.54,94;4;86;79;?
0.41,29;4;79;23;?
0.57,29;180;59;?;?
0.46,86;79;23;?;?
0.49,29;180;27;94;?
0.49,29;180;4;?;?
0.66,27;94;86;?;?
0.51,29;180;27;?;?
0.48,29;59;27;94;?
0.43,27;94;60;?;?
0.69,29;86;79;?;?
0.42,27;94;21;?;?
0.47,180;4;86;?;?
0.42,29;79;23;?;?
0.53,29;27;86;?;?
0.56,94;4;86;?;?
0.47,29;59;86;?;?
0.71,29;27;94;?;?
0.43,21;22;108;?;?
0.41,23;22;108;?;?
0.47,180;86;79;?;?
0.45,180;4;86;79;?
0.4,29;21;22;108;?
0.42,29;60;23;?;?
0.42,29;94;4;79;?
0.48,29;180;86;?;?
0.65,27;4;86;?;?
0.56,94;4;79;?;?
0.49,29;59;94;?;?
0.41,29;86;79;23;?
0.47,180;4;79;?;?
0.63,27;4;86;79;?
0.44,4;86;79;23;?
0.46,4;79;23;?;?
0.41,12;4;79;?;?
0.46,27;79;23;?;?
0.42,29;86;23;?;?
0.43,29;59;60;?;?
0.76,27;94;79;?;?
0.5,29;59;23;?;?
0.46,29;27;4;86;79
0.45,29;23;108;?;?
0.47,29;59;4;?;?
0.52,29;94;86;?;?
0.55,27;94;4;79;?
0.47,29;27;94;86;79
0.45,29;21;108;?;?
0.41,29;94;23;?;?
0.51,29;180;94;?;?
0.45,29;59;4;86;?
0.55,27;94;4;86;?
0.68,27;86;79;?;?
0.42,29;94;4;86;?
0.68,29;4;86;?;?
0.5,29;94;86;79;?
0.47,59;4;79;?;?
0.5,59;27;94;?;?
0.44,29;23;22;?;?
0.48,29;27;4;79;?
0.48,29;59;79;?;?
0.4,29;94;4;86;79
0.45,29;180;4;86;79
0.69,29;4;79;?;?
0.46,94;79;23;?;?
0.41,29;27;94;4;?
0.51,29;180;23;?;?
0.58,29;27;94;79;?
